season,player_id,rec_context_targets,rec_avg_depth_target,rec_deep_targets,rec_short_targets,rec_left_targets,rec_middle_targets,rec_right_targets,rec_redzone_targets,rec_deep_target_rate,rec_short_target_rate,rec_left_target_rate,rec_middle_target_rate,rec_right_target_rate,rec_redzone_target_rate,rec_route_other,rec_route_screen,rec_route_vertical,rec_route_in_break,rec_route_out_break,rec_route_hitch
2020,00-0022127,17,5.352941176470588,2,11,2,3,12,7,0.11764705882352941,0.6470588235294118,0.11764705882352941,0.17647058823529413,0.7058823529411765,0.4117647058823529,0.8235294117647058,0.11764705882352941,0.058823529411764705,0,0,0
2020,00-0022921,72,6,8,38,25,22,25,7,0.1111111111111111,0.5277777777777778,0.3472222222222222,0.3055555555555556,0.3472222222222222,0.09722222222222222,0.6944444444444444,0.1388888888888889,0.1111111111111111,0.05555555555555555,0,0
2020,00-0023459,1,-4,0,1,0,0,1,0,0,1,0,0,1,0,NA,NA,NA,NA,0,0
2020,00-0023500,19,1.7894736842105263,0,17,6,7,6,2,0,0.8947368421052632,0.3157894736842105,0.3684210526315789,0.3157894736842105,0.10526315789473684,0.8947368421052632,0.05263157894736842,0.05263157894736842,0,0,0
2020,00-0023682,1,-4,0,1,0,1,0,0,0,1,0,1,0,0,NA,NA,NA,NA,0,0
2020,00-0024243,17,6.529411764705882,4,8,10,1,6,4,0.23529411764705882,0.47058823529411764,0.5882352941176471,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.7058823529411765,0.11764705882352941,0.17647058823529413,0,0,0
2020,00-0025394,18,-0.3333333333333333,0,16,7,4,7,1,0,0.8888888888888888,0.3888888888888889,0.2222222222222222,0.3888888888888889,0.05555555555555555,0.9444444444444444,0,0.05555555555555555,0,0,0
2020,00-0025396,6,20.166666666666668,4,1,2,1,3,0,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,0,0.3333333333333333,0.16666666666666666,0.5,0,0,0
2020,00-0025418,37,7.8108108108108105,5,11,7,9,21,9,0.13513513513513514,0.2972972972972973,0.1891891891891892,0.24324324324324326,0.5675675675675675,0.24324324324324326,0.8648648648648649,0,0.13513513513513514,0,0,0
2020,00-0026035,69,8.08695652173913,16,28,23,22,24,6,0.2318840579710145,0.4057971014492754,0.3333333333333333,0.3188405797101449,0.34782608695652173,0.08695652173913043,0.7101449275362319,0.14492753623188406,0.13043478260869565,0.014492753623188406,0,0
2020,00-0026189,26,16.615384615384617,11,4,13,3,10,2,0.4230769230769231,0.15384615384615385,0.5,0.11538461538461539,0.38461538461538464,0.07692307692307693,0.6153846153846154,0.07692307692307693,0.2692307692307692,0.038461538461538464,0,0
2020,00-0026498,1,15,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
2020,00-0027029,19,1,1,16,7,5,7,4,0.05263157894736842,0.8421052631578947,0.3684210526315789,0.2631578947368421,0.3684210526315789,0.21052631578947367,0.7894736842105263,0.21052631578947367,0,0,0,0
2020,00-0027061,60,11.45,19,7,16,22,22,15,0.31666666666666665,0.11666666666666667,0.26666666666666666,0.36666666666666664,0.36666666666666664,0.25,0.6,0,0.3,0.1,0,0
2020,00-0027150,39,10.282051282051283,8,12,12,17,10,4,0.20512820512820512,0.3076923076923077,0.3076923076923077,0.4358974358974359,0.2564102564102564,0.10256410256410256,0.7692307692307693,0.02564102564102564,0.1282051282051282,0.07692307692307693,0,0
2020,00-0027656,77,10.974025974025974,26,25,23,23,31,17,0.33766233766233766,0.3246753246753247,0.2987012987012987,0.2987012987012987,0.4025974025974026,0.22077922077922077,0.5584415584415584,0.07792207792207792,0.3246753246753247,0.03896103896103896,0,0
2020,00-0027685,82,8.817073170731707,21,32,24,18,40,13,0.25609756097560976,0.3902439024390244,0.2926829268292683,0.21951219512195122,0.4878048780487805,0.15853658536585366,0.7073170731707317,0.036585365853658534,0.1951219512195122,0.06097560975609756,0,0
2020,00-0027691,5,9.6,2,1,3,1,1,1,0.4,0.2,0.6,0.2,0.2,0.2,1,0,0,0,0,0
2020,00-0027696,76,6.828947368421052,12,31,22,15,39,20,0.15789473684210525,0.40789473684210525,0.2894736842105263,0.19736842105263158,0.5131578947368421,0.2631578947368421,0.6842105263157895,0,0.2236842105263158,0.09210526315789473,0,0
2020,00-0027793,62,8.85483870967742,11,25,21,11,30,6,0.1774193548387097,0.4032258064516129,0.3387096774193548,0.1774193548387097,0.4838709677419355,0.0967741935483871,0.43548387096774194,0.24193548387096775,0.20967741935483872,0.11290322580645161,0,0
2020,00-0027891,52,8.923076923076923,9,16,13,19,20,5,0.17307692307692307,0.3076923076923077,0.25,0.36538461538461536,0.38461538461538464,0.09615384615384616,0.6346153846153846,0.07692307692307693,0.15384615384615385,0.1346153846153846,0,0
2020,00-0027902,11,4.7272727272727275,1,6,6,3,2,2,0.09090909090909091,0.5454545454545454,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.09090909090909091,0,0
2020,00-0027939,2,8.5,0,1,0,0,2,1,0,0.5,0,0,1,0.5,1,0,0,0,0,0
2020,00-0027942,104,13.721153846153847,40,14,31,28,45,9,0.38461538461538464,0.1346153846153846,0.2980769230769231,0.2692307692307692,0.4326923076923077,0.08653846153846154,0.38461538461538464,0.009615384615384616,0.41346153846153844,0.19230769230769232,0,0
2020,00-0027944,68,11.235294117647058,21,17,25,17,26,10,0.3088235294117647,0.25,0.36764705882352944,0.25,0.38235294117647056,0.14705882352941177,0.6029411764705882,0.04411764705882353,0.25,0.10294117647058823,0,0
2020,00-0027966,8,1.5,1,7,2,4,2,2,0.125,0.875,0.25,0.5,0.25,0.25,0.875,0.125,0,0,0,0
2020,00-0027973,1,-7,0,1,0,0,1,0,0,1,0,0,1,0,NA,NA,NA,NA,0,0
2020,00-0027981,38,7.054054054054054,6,12,11,17,9,6,0.15789473684210525,0.3157894736842105,0.2894736842105263,0.4473684210526316,0.23684210526315788,0.15789473684210525,0.8918918918918919,0,0.10810810810810811,0,0,0
2020,00-0028002,50,6.729166666666667,6,24,15,17,16,9,0.12,0.48,0.3,0.34,0.32,0.18,0.625,0.08333333333333333,0.16666666666666666,0.125,0,0
2020,00-0028042,11,1.9090909090909092,0,9,2,3,6,1,0,0.8181818181818182,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.09090909090909091,0.9090909090909091,0.09090909090909091,0,0,0,0
2020,00-0028063,2,22,2,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0
2020,00-0028074,2,4,0,1,0,1,1,1,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0
2020,00-0028087,31,2.3,1,23,12,8,10,6,0.03225806451612903,0.7419354838709677,0.3870967741935484,0.25806451612903225,0.3225806451612903,0.1935483870967742,0.8666666666666667,0.06666666666666667,0.06666666666666667,0,0,0
2020,00-0028097,6,3.6666666666666665,0,4,1,2,3,3,0,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,0.8333333333333334,0,0.16666666666666666,0,0,0
2020,00-0028142,6,11.833333333333334,3,1,4,2,0,0,0.5,0.16666666666666666,0.6666666666666666,0.3333333333333333,0,0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0,0
2020,00-0028149,2,-1.5,0,2,1,0,1,0,0,1,0.5,0,0.5,0,0.5,0.5,0,0,0,0
2020,00-0028237,26,9.961538461538462,9,7,15,0,11,4,0.34615384615384615,0.2692307692307692,0.5769230769230769,0,0.4230769230769231,0.15384615384615385,0.6153846153846154,0.07692307692307693,0.23076923076923078,0.07692307692307693,0,0
2020,00-0028292,1,3,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
2020,00-0028411,29,8.555555555555555,6,9,5,9,13,3,0.20689655172413793,0.3103448275862069,0.1724137931034483,0.3103448275862069,0.4482758620689655,0.10344827586206896,0.6071428571428571,0.07142857142857142,0.21428571428571427,0.10714285714285714,0,0
2020,00-0029000,108,7.775700934579439,19,41,45,33,29,11,0.17592592592592593,0.37962962962962965,0.4166666666666667,0.3055555555555556,0.26851851851851855,0.10185185185185185,0.7102803738317757,0.09345794392523364,0.11214953271028037,0.08411214953271028,0,0
2020,00-0029119,1,-4,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
2020,00-0029137,13,14.461538461538462,8,0,5,2,6,2,0.6153846153846154,0,0.38461538461538464,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.5384615384615384,0,0.38461538461538464,0.07692307692307693,0,0
2020,00-0029141,4,1,0,4,1,1,2,1,0,1,0.25,0.25,0.5,0.25,1,0,0,0,0,0
2020,00-0029293,116,12.704347826086957,43,29,38,34,43,15,0.3706896551724138,0.25,0.3275862068965517,0.29310344827586204,0.3706896551724138,0.12931034482758622,0.6086956521739131,0.043478260869565216,0.2956521739130435,0.05217391304347826,0,0
2020,00-0029528,1,3,0,1,0,1,0,0,0,1,0,1,0,0,NA,NA,NA,NA,0,0
2020,00-0029608,94,12.53763440860215,33,17,41,12,40,11,0.35106382978723405,0.18085106382978725,0.43617021276595747,0.1276595744680851,0.425531914893617,0.11702127659574468,0.6774193548387096,0.06451612903225806,0.22580645161290322,0.03225806451612903,0,0
2020,00-0029615,2,1,0,2,1,0,1,0,0,1,0.5,0,0.5,0,1,0,0,0,0,0
2020,00-0029627,1,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,0,0
2020,00-0029632,25,12.041666666666666,5,2,4,11,9,3,0.2,0.08,0.16,0.44,0.36,0.12,0.625,0,0.125,0.25,0,0
2020,00-0029701,1,0,0,1,0,1,0,0,0,1,0,1,0,0,NA,NA,NA,NA,0,0
2020,00-0029738,28,7.107142857142857,3,11,8,8,12,4,0.10714285714285714,0.39285714285714285,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.7857142857142857,0,0.21428571428571427,0,0,0
2020,00-0029892,29,6.482758620689655,6,18,10,7,12,9,0.20689655172413793,0.6206896551724138,0.3448275862068966,0.2413793103448276,0.41379310344827586,0.3103448275862069,0.7241379310344828,0.06896551724137931,0.20689655172413793,0,0,0
2020,00-0030035,110,11.472222222222221,35,28,33,15,60,22,0.3181818181818182,0.2545454545454545,0.3,0.13636363636363635,0.5454545454545454,0.2,0.6111111111111112,0.046296296296296294,0.2777777777777778,0.06481481481481481,0,0
2020,00-0030061,73,7.444444444444445,7,25,15,27,30,8,0.0958904109589041,0.3424657534246575,0.2054794520547945,0.3698630136986301,0.410958904109589,0.1095890410958904,0.7777777777777778,0.027777777777777776,0.08333333333333333,0.1111111111111111,0,0
2020,00-0030085,19,12.526315789473685,8,2,8,4,7,1,0.42105263157894735,0.10526315789473684,0.42105263157894735,0.21052631578947367,0.3684210526315789,0.05263157894736842,0.5789473684210527,0.05263157894736842,0.21052631578947367,0.15789473684210525,0,0
2020,00-0030089,3,4.333333333333333,0,2,0,2,1,1,0,0.6666666666666666,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0
2020,00-0030107,6,1.6666666666666667,0,4,2,2,2,1,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.8333333333333334,0,0,0.16666666666666666,0,0
2020,00-0030108,12,5.25,1,8,5,1,6,0,0.08333333333333333,0.6666666666666666,0.4166666666666667,0.08333333333333333,0.5,0,1,0,0,0,0,0
2020,00-0030155,14,6.571428571428571,1,6,4,3,7,3,0.07142857142857142,0.42857142857142855,0.2857142857142857,0.21428571428571427,0.5,0.21428571428571427,0.6428571428571429,0.14285714285714285,0.07142857142857142,0.14285714285714285,0,0
2020,00-0030181,33,6.9393939393939394,3,14,10,12,11,8,0.09090909090909091,0.42424242424242425,0.30303030303030304,0.36363636363636365,0.3333333333333333,0.24242424242424243,0.7575757575757576,0.030303030303030304,0.18181818181818182,0.030303030303030304,0,0
2020,00-0030216,10,4.5,1,7,0,2,8,1,0.1,0.7,0,0.2,0.8,0.1,0.5,0.2,0.1,0.2,0,0
