season,player_id,team,qb_dropbacks,qb_attempts,qb_deep_attempts,qb_left_attempts,qb_middle_attempts,qb_right_attempts,qb_redzone_dropbacks,qb_avg_air_yards,qb_deep_throw_rate,qb_left_throw_rate,qb_middle_throw_rate,qb_right_throw_rate,qb_redzone_throw_rate,qb_target_pos_RB,qb_target_pos_TE,qb_target_pos_WR,qb_target_pos_OTHER,qb_route_in_break,qb_route_other,qb_route_screen,qb_route_vertical,qb_route_out_break,qb_route_hitch
2018,00-0026898,WAS,42,42,4,17,9,9,0,6.285714285714286,0.09523809523809523,0.40476190476190477,0.21428571428571427,0.21428571428571427,0,0.23529411764705882,0.2647058823529412,0.5,0,0.058823529411764705,0.6470588235294118,0.14705882352941177,0.14705882352941177,0,0
2018,00-0027150,NE,2,2,0,1,0,1,0,-1,0,0.5,0,0.5,0,0.5,0,0,0.5,0,1,0,0,0,0
2018,00-0027685,DEN,1,1,1,0,0,1,0,28,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018,00-0027688,WAS,60,60,15,22,15,15,8,8.87037037037037,0.25,0.36666666666666664,0.25,0.25,0.13333333333333333,0.11538461538461539,0.28846153846153844,0.5961538461538461,0,0.11538461538461539,0.5192307692307693,0.11538461538461539,0.25,0,0
2018,00-0027793,PIT,1,1,0,1,0,0,0,12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2018,00-0027854,ARI,87,87,13,33,16,31,7,6.4,0.14942528735632185,0.3793103448275862,0.1839080459770115,0.3563218390804598,0.08045977011494253,0.30864197530864196,0.19753086419753085,0.49382716049382713,0,0.075,0.725,0.0625,0.1375,0,0
2018,00-0027939,CAR,504,504,88,183,106,179,65,7.176220806794055,0.1746031746031746,0.3630952380952381,0.21031746031746032,0.3551587301587302,0.12896825396825398,0.24890829694323144,0.1703056768558952,0.5807860262008734,0,0.07488986784140969,0.698237885462555,0.0881057268722467,0.13876651982378854,0,0
2018,00-0027948,TEN,106,106,17,36,24,41,9,7.02970297029703,0.16037735849056603,0.33962264150943394,0.22641509433962265,0.3867924528301887,0.08490566037735849,0.15151515151515152,0.29292929292929293,0.5555555555555556,0,0.030303030303030304,0.6262626262626263,0.12121212121212122,0.2222222222222222,0,0
2018,00-0027973,CIN,387,387,73,124,87,151,50,8.073972602739726,0.18863049095607234,0.32041343669250644,0.2248062015503876,0.39018087855297157,0.12919896640826872,0.2011173184357542,0.18435754189944134,0.6145251396648045,0,0.08123249299719888,0.6190476190476191,0.0700280112044818,0.22969187675070027,0,0
2018,00-0028118,CLE,98,98,27,26,18,40,3,9.952941176470588,0.2755102040816326,0.2653061224489796,0.1836734693877551,0.40816326530612246,0.030612244897959183,0.15853658536585366,0.21951219512195122,0.6219512195121951,0,0.04878048780487805,0.5487804878048781,0.13414634146341464,0.2682926829268293,0,0
2018,00-0028872,LA,4,4,1,0,0,4,0,12.75,0.25,0,0,1,0,0,0.25,0.5,0.25,NA,NA,NA,NA,0,0
2018,00-0028986,DEN,622,622,101,211,114,259,74,7.455631399317406,0.16237942122186494,0.3392282958199357,0.1832797427652733,0.41639871382636656,0.1189710610932476,0.225177304964539,0.19148936170212766,0.5833333333333334,0,0.0693950177935943,0.6903914590747331,0.06405693950177936,0.17615658362989323,0,0
2018,00-0029000,DAL,1,1,0,1,0,0,1,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
2018,00-0029263,SEA,479,479,105,167,87,165,72,8.976580796252927,0.21920668058455114,0.348643006263048,0.18162839248434237,0.3444676409185804,0.15031315240083507,0.2119700748129676,0.17955112219451372,0.6034912718204489,0.004987531172069825,0.05025125628140704,0.5954773869346733,0.06281407035175879,0.2914572864321608,0,0
2018,00-0029567,PHI,205,205,34,56,42,95,29,6.769230769230769,0.16585365853658537,0.2731707317073171,0.2048780487804878,0.4634146341463415,0.14146341463414633,0.22279792746113988,0.3626943005181347,0.41450777202072536,0,0.031088082901554404,0.6994818652849741,0.10362694300518134,0.16580310880829016,0,0
2018,00-0029604,MIN,651,651,101,213,120,270,84,7.254125412541254,0.15514592933947774,0.3271889400921659,0.18433179723502305,0.4147465437788018,0.12903225806451613,0.16750418760469013,0.1624790619765494,0.6683417085427136,0.0016750418760469012,0.08460236886632826,0.6835871404399323,0.0727580372250423,0.15905245346869712,0,0
2018,00-0029632,ATL,2,2,1,1,0,1,1,18.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0.5,0,0.5,0,0
2018,00-0029665,BAL,6,6,3,2,0,4,0,12,0.5,0.3333333333333333,0,0.6666666666666666,0,0,0.2,0.8,0,0,0.6,0.2,0.2,0,0
2018,00-0029668,IND,660,660,120,230,156,251,106,7.464788732394366,0.18181818181818182,0.3484848484848485,0.23636363636363636,0.3803030303030303,0.1606060606060606,0.20094936708860758,0.26582278481012656,0.5316455696202531,0.0015822784810126582,0.07802547770700637,0.64171974522293,0.10031847133757962,0.17993630573248406,0,0
2018,00-0029682,MIA,196,196,32,62,48,67,17,8,0.16326530612244897,0.3163265306122449,0.24489795918367346,0.34183673469387754,0.08673469387755102,0.21686746987951808,0.13855421686746988,0.6445783132530121,0,0.048484848484848485,0.6909090909090909,0.09696969696969697,0.16363636363636364,0,0
2018,00-0029692,TB,1,1,0,0,0,1,0,10,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,0,0
2018,00-0029701,MIA,309,309,51,100,54,119,27,8.135036496350365,0.1650485436893204,0.32362459546925565,0.17475728155339806,0.3851132686084142,0.08737864077669903,0.24719101123595505,0.13108614232209737,0.6217228464419475,0,0.04119850187265917,0.6816479400749064,0.10861423220973783,0.16853932584269662,0,0
2018,00-0030085,MIA,1,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
2018,00-0030092,DET,1,1,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2018,00-0030140,WAS,1,1,0,1,0,0,0,7,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,0,0
2018,00-0030279,LAC,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2018,00-0030520,ARI,22,22,4,9,4,8,6,8.428571428571429,0.18181818181818182,0.4090909090909091,0.18181818181818182,0.36363636363636365,0.2727272727272727,0.23809523809523808,0.23809523809523808,0.5238095238095238,0,0.09523809523809523,0.7619047619047619,0,0.14285714285714285,0,0
2018,00-0030533,BUF,26,26,8,11,4,10,7,12.4,0.3076923076923077,0.4230769230769231,0.15384615384615385,0.38461538461538464,0.2692307692307692,0.04,0.04,0.88,0.04,0,0.625,0.08333333333333333,0.2916666666666667,0,0
2018,00-0030564,HOU,1,1,1,0,0,1,0,17,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
2018,00-0030565,LAC,5,5,0,1,1,2,1,2.75,0,0.2,0.2,0.4,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.6666666666666666,0.3333333333333333,0,0,0
2018,00-0030669,MIA,1,1,1,0,0,1,0,19,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018,00-0031136,PIT,1,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,1,NA,NA,NA,NA,0,0
2018,00-0031235,NYG,2,2,2,0,1,1,0,34,1,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0,1,0,0
2018,00-0031237,NO,25,25,3,8,3,12,3,6.130434782608695,0.12,0.32,0.12,0.48,0.12,0.13636363636363635,0.2727272727272727,0.5909090909090909,0,0.13636363636363635,0.7727272727272727,0.045454545454545456,0.045454545454545456,0,0
2018,00-0031260,BUF,1,1,0,0,0,1,0,8,0,0,0,1,0,0,0,1,0,NA,NA,NA,NA,0,0
2018,00-0031280,LV,605,605,87,203,135,208,68,6.831826401446655,0.14380165289256197,0.33553719008264465,0.2231404958677686,0.343801652892562,0.11239669421487604,0.2509433962264151,0.24339622641509434,0.5037735849056604,0.0018867924528301887,0.08901515151515152,0.6666666666666666,0.0946969696969697,0.14962121212121213,0,0
2018,00-0031288,LV,4,4,0,0,1,2,0,2.3333333333333335,0,0,0.25,0.5,0,0,1,0,0,0,1,0,0,0,0
2018,00-0031326,DET,1,1,0,1,0,0,0,10,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2018,00-0031345,SF,103,103,18,36,22,31,23,8.898876404494382,0.17475728155339806,0.34951456310679613,0.21359223300970873,0.30097087378640774,0.22330097087378642,0.25,0.2727272727272727,0.4772727272727273,0,0.11494252873563218,0.6781609195402298,0.06896551724137931,0.13793103448275862,0,0
2018,00-0031382,CLE,3,3,2,1,0,1,1,38.5,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0,0.5,0,0.5,0,0
2018,00-0031387,IND,1,1,0,0,0,1,1,4,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
2018,00-0031395,CAR,4,4,0,2,0,1,0,5.666666666666667,0,0.5,0,0.25,0,0,0.3333333333333333,0.6666666666666666,0,0,1,0,0,0,0
2018,00-0031407,JAX,436,436,73,121,123,159,45,7.168734491315137,0.16743119266055045,0.2775229357798165,0.28211009174311924,0.3646788990825688,0.10321100917431193,0.2512437810945274,0.1890547263681592,0.5597014925373134,0,0.0325,0.7275,0.075,0.165,0,0
2018,00-0031503,TB,408,408,102,141,114,122,56,10.80952380952381,0.25,0.34558823529411764,0.27941176470588236,0.29901960784313725,0.13725490196078433,0.12234042553191489,0.1675531914893617,0.7101063829787234,0,0.03753351206434316,0.67828418230563,0.05630026809651475,0.22788203753351208,0,0
2018,00-0031549,PHI,1,1,0,0,0,1,0,8,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2018,00-0031716,BUF,1,1,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2018,00-0031800,CAR,59,59,12,24,3,29,8,8.912280701754385,0.2033898305084746,0.4067796610169492,0.05084745762711865,0.4915254237288136,0.13559322033898305,0.2545454545454545,0.10909090909090909,0.6363636363636364,0,0.03636363636363636,0.6363636363636364,0.09090909090909091,0.23636363636363636,0,0
2018,00-0031972,TEN,1,1,0,1,0,0,0,10,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2018,00-0032245,LA,3,3,0,1,0,2,0,-3.3333333333333335,0,0.3333333333333333,0,0.6666666666666666,0,0.6666666666666666,0.3333333333333333,0,0,0,0.3333333333333333,0.6666666666666666,0,0,0
2018,00-0032268,TEN,374,374,69,133,89,109,56,7.601208459214502,0.18449197860962566,0.35561497326203206,0.23796791443850268,0.2914438502673797,0.1497326203208556,0.21739130434782608,0.18322981366459629,0.5993788819875776,0,0.0529595015576324,0.6573208722741433,0.13395638629283488,0.1557632398753894,0,0
2018,00-0032436,CIN,195,195,41,59,48,69,25,7.829545454545454,0.21025641025641026,0.30256410256410254,0.24615384615384617,0.35384615384615387,0.1282051282051282,0.23121387283236994,0.19653179190751446,0.5664739884393064,0.005780346820809248,0.04678362573099415,0.5730994152046783,0.13450292397660818,0.24561403508771928,0,0
2018,00-0032764,TEN,3,3,1,0,2,1,0,4,0.3333333333333333,0,0.6666666666666666,0.3333333333333333,0,0,0.3333333333333333,0.6666666666666666,0,0,0.6666666666666666,0,0.3333333333333333,0,0
2018,00-0032792,PHI,2,2,0,1,0,1,0,4.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0,1,0,0,0,0
2018,00-0032950,PHI,433,433,71,151,69,179,63,7.780548628428928,0.16397228637413394,0.34872979214780603,0.15935334872979215,0.4133949191685912,0.14549653579676675,0.1486146095717884,0.4256926952141058,0.42317380352644834,0.0025188916876574307,0.11195928753180662,0.58269720101781175,0.13486005089058525,0.17048346055979643,0,0
2018,00-0033009,CIN,1,1,1,0,0,1,0,34,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
2018,00-0033077,DAL,583,583,83,208,98,220,79,7.553231939163498,0.1423670668953688,0.3567753001715266,0.1680960548885077,0.37735849056603776,0.13550600343053174,0.21663442940038685,0.17794970986460348,0.6034816247582205,0.0019342359767891683,0.07782101167315175,0.7023346303501945,0.08365758754863813,0.13618677042801555,0,0
2018,00-0033104,JAX,153,153,21,41,20,70,13,6.717557251908397,0.13725490196078433,0.2679738562091503,0.13071895424836602,0.45751633986928103,0.08496732026143791,0.2786885245901639,0.09836065573770492,0.6229508196721312,0,0.01639344262295082,0.7704918032786885,0.08196721311475409,0.13114754098360656,0,0
2018,00-0033106,LA,597,597,128,218,138,203,109,8.672014260249554,0.21440536013400335,0.36515912897822445,0.23115577889447236,0.34003350083752093,0.18257956448911222,0.17929759704251386,0.15526802218114602,0.6654343807763401,0,0.026022304832713755,0.7063197026022305,0.08550185873605948,0.18215613382899629,0,0
2018,00-0033119,IND,4,4,2,3,0,1,0,20.5,0.5,0.75,0,0.25,0,0,0,0.75,0.25,0,0.25,0.25,0.5,0,0
2018,00-0033132,TEN,1,1,1,0,0,1,0,17,1,0,0,1,0,0,0,0,1,NA,NA,NA,NA,0,0
2018,00-0033280,CAR,1,1,0,0,0,1,0,13,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2018,00-0033319,SF,292,292,49,90,82,98,43,6.934306569343065,0.1678082191780822,0.3082191780821918,0.2808219178082192,0.3356164383561644,0.14726027397260275,0.19083969465648856,0.32061068702290074,0.4847328244274809,0.003816793893129771,0.1,0.7115384615384616,0.06538461538461539,0.12307692307692308,0,0
2018,00-0033357,NO,8,8,3,0,3,4,2,18,0.375,0,0.375,0.5,0.25,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0,0
2018,00-0033537,HOU,568,568,98,184,121,194,95,8.554455445544555,0.17253521126760563,0.323943661971831,0.2130281690140845,0.3415492957746479,0.16725352112676056,0.13562753036437247,0.13765182186234817,0.6659919028340081,0.06072874493927125,0.08316430020283976,0.6592292089249493,0.08924949290060852,0.16835699797160245,0,0
2018,00-0033556,CHI,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
2018,00-0033839,JAX,1,1,0,0,0,1,1,12,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
2018,00-0033869,CHI,462,462,104,147,109,177,71,8.891705069124423,0.22510822510822512,0.3181818181818182,0.23593073593073594,0.38311688311688313,0.15367965367965367,0.23488372093023255,0.19534883720930232,0.5674418604651162,0.002325581395348837,0.04245283018867924,0.6132075471698113,0.13443396226415094,0.2099056603773585,0,0
2018,00-0033873,KC,607,607,141,195,133,251,111,9.060344827586206,0.23228995057660626,0.3212520593080725,0.21911037891268534,0.4135090609555189,0.1828665568369028,0.1708185053380783,0.31316725978647686,0.5160142348754448,0,0.0784313725490196,0.5846702317290553,0.12477718360071301,0.21212121212121213,0,0
2018,00-0033891,BUF,1,1,0,0,0,1,1,13,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
2018,00-0033899,GB,46,46,10,11,17,13,2,10.19047619047619,0.21739130434782608,0.2391304347826087,0.3695652173913043,0.2826086956521739,0.043478260869565216,0.1794871794871795,0.1794871794871795,0.6410256410256411,0,0.07692307692307693,0.7948717948717948,0,0.1282051282051282,0,0
2018,00-0033936,SF,189,189,27,77,42,50,22,6.597633136094674,0.14285714285714285,0.4074074074074074,0.2222222222222222,0.26455026455026454,0.1164021164021164,0.20710059171597633,0.24260355029585798,0.5502958579881657,0,0.1377245508982036,0.6347305389221557,0.11377245508982035,0.11377245508982035,0,0
2018,00-0033949,PIT,12,12,2,3,5,4,0,4.916666666666667,0.16666666666666666,0.25,0.4166666666666667,0.3333333333333333,0,0.18181818181818182,0.09090909090909091,0.7272727272727273,0,0,0.5454545454545454,0.36363636363636365,0.09090909090909091,0,0
2018,00-0033958,BUF,89,89,12,28,12,41,5,6.08641975308642,0.1348314606741573,0.3146067415730337,0.1348314606741573,0.4606741573033708,0.056179775280898875,0.2625,0.2125,0.525,0,0.0379746835443038,0.7341772151898734,0.08860759493670886,0.13924050632911392,0,0
2018,00-0034064,DEN,1,1,0,1,0,0,0,-1,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,0,0
2018,00-0034162,GB,1,1,0,0,0,1,0,-2,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,0,0
2018,00-0034253,CLE,1,1,0,1,0,0,0,12,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2018,00-0034343,ARI,439,439,87,141,88,163,39,8.30025445292621,0.19817767653758542,0.3211845102505695,0.20045558086560364,0.3712984054669704,0.0888382687927107,0.20967741935483872,0.17204301075268819,0.6182795698924731,0,0.03773584905660377,0.6091644204851752,0.14555256064690028,0.20754716981132076,0,0
2018,00-0034353,CHI,1,1,0,1,0,0,0,-6,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2018,00-0034369,NYG,5,5,2,1,2,2,0,15.2,0.4,0.2,0.4,0.4,0,0.2,0.2,0.6,0,0,0.6,0,0.4,0,0
2018,00-0034437,JAX,1,1,0,1,0,0,0,-4,0,1,0,0,0,0,1,0,0,NA,NA,NA,NA,0,0
2018,00-0034577,CAR,31,31,6,10,4,17,5,7.838709677419355,0.1935483870967742,0.3225806451612903,0.12903225806451613,0.5483870967741935,0.16129032258064516,0.22580645161290322,0.1935483870967742,0.5806451612903226,0,0.06451612903225806,0.5806451612903226,0.0967741935483871,0.25806451612903225,0,0
2018,00-0034721,BUF,1,1,0,0,1,0,1,-8,0,0,1,0,1,0,0,0,1,NA,NA,NA,NA,0,0
2018,00-0034796,BAL,186,186,28,43,59,68,28,8.676470588235293,0.15053763440860216,0.23118279569892472,0.3172043010752688,0.3655913978494624,0.15053763440860216,0.054878048780487805,0.2865853658536585,0.6585365853658537,0,0.13414634146341464,0.6829268292682927,0.054878048780487805,0.12804878048780488,0,0
2018,00-0034855,CLE,518,518,136,165,96,222,66,9.290123456790123,0.2625482625482625,0.3185328185328185,0.18532818532818532,0.42857142857142855,0.1274131274131274,0.200836820083682,0.19874476987447698,0.600418410041841,0,0.06991525423728813,0.5550847457627118,0.09957627118644068,0.2754237288135593,0,0
2018,00-0034857,BUF,348,348,104,122,55,142,31,11,0.2988505747126437,0.3505747126436782,0.15804597701149425,0.40804597701149425,0.08908045977011494,0.17105263157894737,0.18421052631578946,0.6414473684210527,0.003289473684210526,0.0429042904290429,0.6336633663366337,0.07260726072607261,0.2508250825082508,0,0
2018,00-0034869,NYJ,445,445,94,156,79,178,51,9.256038647342995,0.21123595505617979,0.350561797752809,0.17752808988764046,0.4,0.1146067415730337,0.18453865336658354,0.19201995012468828,0.6234413965087282,0,0.07537688442211055,0.6306532663316583,0.09296482412060302,0.20100502512562815,0,0
