season,player_id,rec_context_targets,rec_avg_depth_target,rec_deep_targets,rec_short_targets,rec_left_targets,rec_middle_targets,rec_right_targets,rec_redzone_targets,rec_deep_target_rate,rec_short_target_rate,rec_left_target_rate,rec_middle_target_rate,rec_right_target_rate,rec_redzone_target_rate,rec_route_out_break,rec_route_hitch,rec_route_in_break,rec_route_screen,rec_route_vertical,rec_route_other
2024,00-0033893,1,3,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2024,00-0033895,13,2.6923076923076925,2,9,5,0,8,2,0.15384615384615385,0.6923076923076923,0.38461538461538464,0,0.6153846153846154,0.15384615384615385,0.5,0,0.08333333333333333,0.25,0.16666666666666666,0
2024,00-0033897,52,-0.5192307692307693,0,44,24,6,22,7,0,0.8461538461538461,0.46153846153846156,0.11538461538461539,0.4230769230769231,0.1346153846153846,0.2692307692307692,0.057692307692307696,0.11538461538461539,0.5192307692307693,0.038461538461538464,0
2024,00-0033906,89,0.8876404494382022,4,74,36,24,29,6,0.0449438202247191,0.8314606741573034,0.4044943820224719,0.2696629213483146,0.3258426966292135,0.06741573033707865,0.22727272727272727,0.18181818181818182,0.14772727272727273,0.3977272727272727,0.045454545454545456,0
2024,00-0033908,100,7.58,21,41,45,18,37,10,0.21,0.41,0.45,0.18,0.37,0.1,0.36363636363636365,0.18181818181818182,0.1919191919191919,0.0707070707070707,0.1919191919191919,0
2024,00-0033921,62,5.741935483870968,7,25,24,15,23,7,0.11290322580645161,0.4032258064516129,0.3870967741935484,0.24193548387096775,0.3709677419354839,0.11290322580645161,0.3114754098360656,0.11475409836065574,0.3114754098360656,0.21311475409836064,0.04918032786885246,0
2024,00-0033923,32,-1.8125,0,31,17,4,11,10,0,0.96875,0.53125,0.125,0.34375,0.3125,0.2903225806451613,0.03225806451612903,0.12903225806451613,0.5483870967741935,0,0
2024,00-0033925,8,0.125,0,7,4,1,3,0,0,0.875,0.5,0.125,0.375,0,0.25,0.125,0.125,0.5,0,0
2024,00-0033943,24,11.25,7,3,11,7,6,3,0.2916666666666667,0.125,0.4583333333333333,0.2916666666666667,0.25,0.125,0.2916666666666667,0.20833333333333334,0.25,0.041666666666666664,0.20833333333333334,0
2024,00-0033948,12,-1.2727272727272727,0,11,1,6,4,2,0,0.9166666666666666,0.08333333333333333,0.5,0.3333333333333333,0.16666666666666666,0.3,0.5,0,0.2,0,0
2024,00-0033955,12,1.6666666666666667,1,10,7,2,3,2,0.08333333333333333,0.8333333333333334,0.5833333333333334,0.16666666666666666,0.25,0.16666666666666666,0.3333333333333333,0.25,0,0.3333333333333333,0.08333333333333333,0
2024,00-0034054,9,7.888888888888889,1,4,1,1,7,1,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.2222222222222222,0,0.2222222222222222,0
