season,player_id,team,qb_dropbacks,qb_attempts,qb_deep_attempts,qb_left_attempts,qb_middle_attempts,qb_right_attempts,qb_redzone_dropbacks,qb_avg_air_yards,qb_deep_throw_rate,qb_left_throw_rate,qb_middle_throw_rate,qb_right_throw_rate,qb_redzone_throw_rate,qb_target_pos_OTHER,qb_target_pos_RB,qb_target_pos_TE,qb_target_pos_WR,qb_route_in_break,qb_route_other,qb_route_screen,qb_route_vertical,qb_route_out_break,qb_route_hitch
2019,00-0031345,SF,516,516,78,148,131,195,85,6.529411764705882,0.1511627906976744,0.2868217054263566,0.25387596899224807,0.37790697674418605,0.16472868217054262,0,0.21581196581196582,0.2799145299145299,0.5042735042735043,0.11612903225806452,0.6365591397849463,0.11612903225806452,0.13118279569892474,0,0
2019,00-0031363,CAR,1,1,0,0,0,1,0,10,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,0,0
2019,00-0031395,CLE,3,3,1,1,1,1,0,15.666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,1,0,1,0,0,0,0
2019,00-0031407,LA,2,2,0,1,0,1,0,-1.5,0,0.5,0,0.5,0,0,0,0,1,0,0,1,0,0,0
2019,00-0031503,TB,676,676,164,231,152,241,84,10.353035143769969,0.24260355029585798,0.34171597633136097,0.22485207100591717,0.35650887573964496,0.1242603550295858,0.0016474464579901153,0.18451400329489293,0.19110378912685339,0.6227347611202636,0.057947019867549666,0.6043046357615894,0.09271523178807947,0.24503311258278146,0,0
2019,00-0031588,MIN,1,1,0,0,0,1,0,12,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2019,00-0031589,ARI,13,13,4,4,2,5,1,10.363636363636363,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.07692307692307693,0,0.2727272727272727,0.2727272727272727,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.2727272727272727,0,0
2019,00-0032156,NYJ,8,8,2,4,0,2,0,6.833333333333333,0.25,0.5,0,0.25,0,0,0.4,0,0.6,0,0.4,0.4,0.2,0,0
2019,00-0032245,MIN,21,21,2,9,4,8,4,6.285714285714286,0.09523809523809523,0.42857142857142855,0.19047619047619047,0.38095238095238093,0.19047619047619047,0,0.4,0.15,0.45,0.05,0.65,0.25,0.05,0,0
2019,00-0032268,TEN,185,185,25,53,39,66,17,7.04375,0.13513513513513514,0.2864864864864865,0.21081081081081082,0.3567567567567568,0.0918918918918919,0.006756756756756757,0.18243243243243243,0.25,0.5608108108108109,0.07482993197278912,0.6666666666666666,0.10884353741496598,0.14965986394557823,0,0
2019,00-0032434,DEN,93,93,20,25,17,42,12,7.690476190476191,0.21505376344086022,0.26881720430107525,0.1827956989247312,0.45161290322580644,0.12903225806451613,0,0.18181818181818182,0.2987012987012987,0.5194805194805194,0.12987012987012986,0.5584415584415584,0.09090909090909091,0.22077922077922077,0,0
2019,00-0032436,DET,117,117,21,28,39,36,10,8.104761904761904,0.1794871794871795,0.23931623931623933,0.3333333333333333,0.3076923076923077,0.08547008547008547,0.01020408163265306,0.21428571428571427,0.17346938775510204,0.6020408163265306,0.07291666666666667,0.6979166666666666,0.052083333333333336,0.17708333333333334,0,0
2019,00-0032543,CIN,1,1,1,0,0,1,0,23,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2019,00-0032943,NYG,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,0,0
2019,00-0032950,PHI,647,647,118,226,133,246,86,8.067656765676567,0.18238021638330756,0.34930448222565685,0.20556414219474498,0.3802163833075734,0.13292117465224113,0,0.18635607321131448,0.4059900166389351,0.40765391014975044,0.07692307692307693,0.6354515050167224,0.10702341137123746,0.1806020066889632,0,0
2019,00-0033077,DAL,621,621,130,203,147,245,67,9.417785234899329,0.20933977455716588,0.32689210950080516,0.23671497584541062,0.394524959742351,0.10789049919484701,0,0.16089965397923875,0.22145328719723184,0.6176470588235294,0.08506944444444445,0.6909722222222222,0.046875,0.17708333333333334,0,0
2019,00-0033106,LA,650,650,126,230,139,256,79,7.733226837060703,0.19384615384615383,0.35384615384615387,0.21384615384615385,0.39384615384615385,0.12153846153846154,0,0.10016420361247948,0.2545155993431856,0.645320197044335,0.029654036243822075,0.7380560131795717,0.08896210873146623,0.14332784184514002,0,0
2019,00-0033119,IND,475,475,91,173,80,191,63,7.930648769574944,0.19157894736842104,0.3642105263157895,0.16842105263157894,0.40210526315789474,0.13263157894736843,0.0023584905660377358,0.18632075471698112,0.2759433962264151,0.535377358490566,0.04739336492890995,0.7109004739336493,0.0971563981042654,0.14454976303317535,0,0
2019,00-0033251,IND,1,1,1,0,0,1,0,21,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
2019,00-0033280,CAR,2,2,1,0,0,2,1,8,0.5,0,0,1,0.5,0,0,0,1,0,1,0,0,0,0
2019,00-0033357,NO,7,7,3,2,1,3,0,15.666666666666666,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.42857142857142855,0,0.16666666666666666,0,0.16666666666666666,0.6666666666666666,0,0.75,0,0.25,0,0
2019,00-0033400,MIA,2,2,1,0,1,1,1,15.5,0.5,0,0.5,0.5,0.5,1,0,0,0,NA,NA,NA,NA,0,0
2019,00-0033537,HOU,540,540,107,187,139,167,67,8.929292929292929,0.19814814814814816,0.34629629629629627,0.2574074074074074,0.30925925925925923,0.12407407407407407,0,0.14669421487603307,0.1962809917355372,0.6570247933884298,0.10559006211180125,0.6356107660455487,0.060041407867494824,0.19875776397515527,0,0
2019,00-0033787,PHI,1,1,0,1,0,0,0,6,0,1,0,0,0,0,0,1,0,NA,NA,NA,NA,0,0
2019,00-0033869,CHI,555,555,110,157,148,208,65,7.961240310077519,0.1981981981981982,0.2828828828828829,0.26666666666666666,0.3747747747747748,0.11711711711711711,0,0.29025844930417494,0.11530815109343936,0.5944333996023857,0.0658682634730539,0.6127744510978044,0.1217564870259481,0.1996007984031936,0,0
2019,00-0033873,KC,502,502,122,201,98,185,62,8.84504132231405,0.24302788844621515,0.40039840637450197,0.1952191235059761,0.36852589641434264,0.12350597609561753,0,0.208067940552017,0.2760084925690021,0.5159235668789809,0.059574468085106386,0.648936170212766,0.08723404255319149,0.20425531914893616,0,0
2019,00-0033906,NO,1,1,0,0,0,1,0,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
2019,00-0033908,LA,1,1,1,0,1,0,1,19,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
2019,00-0033923,CLE,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2019,00-0034064,DEN,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2019,00-0034177,GB,4,4,0,1,0,3,0,2.5,0,0.25,0,0.75,0,0,0,0.5,0.5,0,0.75,0.25,0,0,0
2019,00-0034331,PIT,5,5,0,0,4,1,1,-2.2,0,0,0.8,0.2,0.2,0,0.6,0,0.4,0,1,0,0,0,0
2019,00-0034343,MIA,125,125,24,47,22,40,7,8.247706422018348,0.192,0.376,0.176,0.32,0.056,0,0.27522935779816515,0.13761467889908258,0.5871559633027523,0.045871559633027525,0.6422018348623854,0.13761467889908258,0.1743119266055046,0,0
2019,00-0034348,DEN,1,1,1,0,0,1,0,37,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2019,00-0034412,NYJ,90,90,10,28,10,35,4,5.534246575342466,0.1111111111111111,0.3111111111111111,0.1111111111111111,0.3888888888888889,0.044444444444444446,0,0.2876712328767123,0.0547945205479452,0.6575342465753424,0,0.7638888888888888,0.1111111111111111,0.125,0,0
2019,00-0034437,JAX,3,3,0,1,0,1,0,4,0,0.3333333333333333,0,0.3333333333333333,0,0.5,0,0,0.5,NA,NA,NA,NA,0,0
2019,00-0034577,CAR,537,537,104,185,82,221,69,8.157464212678937,0.19366852886405958,0.34450651769087526,0.1527001862197393,0.41154562383612664,0.12849162011173185,0,0.2537634408602151,0.18064516129032257,0.5655913978494623,0.09719222462203024,0.6652267818574514,0.06479481641468683,0.17278617710583152,0,0
2019,00-0034771,PIT,299,299,63,116,76,91,33,8.07773851590106,0.21070234113712374,0.3879598662207358,0.25418060200668896,0.30434782608695654,0.11036789297658862,0,0.2581818181818182,0.16727272727272727,0.5745454545454546,0.051094890510948905,0.6788321167883211,0.08394160583941605,0.18613138686131386,0,0
2019,00-0034796,BAL,425,425,86,116,135,148,67,8.840399002493765,0.2023529411764706,0.27294117647058824,0.3176470588235294,0.34823529411764703,0.15764705882352942,0,0.14728682170542637,0.43410852713178294,0.4186046511627907,0.06233766233766234,0.7168831168831169,0.023376623376623377,0.1974025974025974,0,0
2019,00-0034855,CLE,577,577,119,198,111,223,88,8.46629213483146,0.20623916811091855,0.3431542461005199,0.1923743500866551,0.38648180242634317,0.15251299826689774,0.001937984496124031,0.2248062015503876,0.1375968992248062,0.6356589147286822,0.099609375,0.5703125,0.1015625,0.228515625,0,0
2019,00-0034857,BUF,501,501,115,166,109,183,61,9.245119305856832,0.22954091816367264,0.3313373253493014,0.21756487025948104,0.3652694610778443,0.1217564870259481,0.0022935779816513763,0.15825688073394495,0.1651376146788991,0.6743119266055045,0.06697459584295612,0.6720554272517321,0.07159353348729793,0.18937644341801385,0,0
2019,00-0034860,SF,1,1,0,1,0,0,0,-4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2019,00-0034869,NYJ,477,477,108,151,96,192,63,8.514739229024944,0.22641509433962265,0.3165618448637317,0.20125786163522014,0.4025157232704403,0.1320754716981132,0,0.1630695443645084,0.13189448441247004,0.7050359712230215,0.024213075060532687,0.7094430992736077,0.09200968523002422,0.17433414043583534,0,0
2019,00-0034928,WAS,1,1,0,1,0,0,0,5,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2019,00-0034941,SF,1,1,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0
2019,00-0034959,DEN,1,1,0,0,0,1,0,-3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
2019,00-0035040,DET,188,188,34,65,34,75,17,8.528735632183908,0.18085106382978725,0.34574468085106386,0.18085106382978725,0.39893617021276595,0.09042553191489362,0,0.17261904761904762,0.23214285714285715,0.5952380952380952,0.047619047619047616,0.7142857142857143,0.07142857142857142,0.16666666666666666,0,0
