season,player_id,rec_context_targets,rec_avg_depth_target,rec_deep_targets,rec_short_targets,rec_left_targets,rec_middle_targets,rec_right_targets,rec_redzone_targets,rec_deep_target_rate,rec_short_target_rate,rec_left_target_rate,rec_middle_target_rate,rec_right_target_rate,rec_redzone_target_rate,rec_route_hitch,rec_route_in_break,rec_route_screen,rec_route_out_break,rec_route_vertical,rec_route_other
2023,00-0030068,13,30.076923076923077,10,3,5,1,7,0,0.7692307692307693,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.5384615384615384,0,0.15384615384615385,0,0.15384615384615385,0,0.6923076923076923,0
2023,00-0030279,150,9.68,36,33,56,26,68,14,0.24,0.22,0.37333333333333335,0.17333333333333334,0.4533333333333333,0.09333333333333334,0.24,0.25333333333333335,0.07333333333333333,0.23333333333333334,0.2,0
2023,00-0030431,75,9.76,20,14,22,22,31,11,0.26666666666666666,0.18666666666666668,0.29333333333333333,0.29333333333333333,0.41333333333333333,0.14666666666666667,0.08450704225352113,0.5211267605633803,0.11267605633802817,0.2112676056338028,0.07042253521126761,0
2023,00-0030506,121,6.669421487603306,18,54,43,32,46,20,0.1487603305785124,0.4462809917355372,0.35537190082644626,0.2644628099173554,0.38016528925619836,0.1652892561983471,0.3445378151260504,0.226890756302521,0.13445378151260504,0.20168067226890757,0.09243697478991597,0
2023,00-0030513,22,1.5454545454545454,1,20,8,5,9,3,0.045454545454545456,0.9090909090909091,0.36363636363636365,0.22727272727272727,0.4090909090909091,0.13636363636363635,0.22727272727272727,0,0.18181818181818182,0.5454545454545454,0.045454545454545456,0
2023,00-0030564,137,14.116788321167883,54,22,59,29,49,18,0.39416058394160586,0.16058394160583941,0.4306569343065693,0.2116788321167883,0.35766423357664234,0.13138686131386862,0.13432835820895522,0.2537313432835821,0.05223880597014925,0.21641791044776118,0.34328358208955223,0
2023,00-0030565,1,-8,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2023,00-0030578,12,0.8333333333333334,1,9,5,3,4,2,0.08333333333333333,0.75,0.4166666666666667,0.25,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.5,0.08333333333333333,0,0
2023,00-0030663,3,6,0,0,2,1,0,1,0,0,0.6666666666666666,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0.3333333333333333,0,0
2023,00-0030874,2,0.5,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0.5,0.5,0,0
2023,00-0030968,3,6,1,2,1,0,2,1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0.6666666666666666,0.3333333333333333,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
2023,00-0031235,64,13.875,21,8,21,18,25,11,0.328125,0.125,0.328125,0.28125,0.390625,0.171875,0.1746031746031746,0.38095238095238093,0,0.12698412698412698,0.31746031746031744,0
2023,00-0031236,82,13.197530864197532,28,17,35,11,35,13,0.34146341463414637,0.2073170731707317,0.4268292682926829,0.13414634146341464,0.4268292682926829,0.15853658536585366,0.19753086419753085,0.25925925925925924,0.037037037037037035,0.2222222222222222,0.2839506172839506,0
2023,00-0031260,79,6.038461538461538,8,44,14,31,33,10,0.10126582278481013,0.5569620253164557,0.17721518987341772,0.3924050632911392,0.4177215189873418,0.12658227848101267,0.2894736842105263,0.32894736842105265,0.02631578947368421,0.25,0.10526315789473684,0
2023,00-0031376,32,0.25,1,27,13,3,16,5,0.03125,0.84375,0.40625,0.09375,0.5,0.15625,0.0625,0.09375,0.4375,0.34375,0.0625,0
2023,00-0031381,175,10.834285714285715,46,52,87,28,60,30,0.26285714285714284,0.29714285714285715,0.49714285714285716,0.16,0.34285714285714286,0.17142857142857143,0.1676300578034682,0.32947976878612717,0.06358381502890173,0.21965317919075145,0.21965317919075145,0
2023,00-0031408,137,14.014705882352942,56,27,63,28,45,17,0.40875912408759124,0.19708029197080293,0.45985401459854014,0.20437956204379562,0.3284671532846715,0.12408759124087591,0.14393939393939395,0.2196969696969697,0.022727272727272728,0.24242424242424243,0.3712121212121212,0
2023,00-0031428,49,7.551020408163265,5,19,19,7,23,4,0.10204081632653061,0.3877551020408163,0.3877551020408163,0.14285714285714285,0.46938775510204084,0.08163265306122448,0.2553191489361702,0.2553191489361702,0,0.3617021276595745,0.1276595744680851,0
2023,00-0031484,4,3,0,3,0,2,2,1,0,0.75,0,0.5,0.5,0.25,0,0.5,0,0.5,0,0
2023,00-0031544,130,14.328125,55,12,56,15,57,16,0.4230769230769231,0.09230769230769231,0.4307692307692308,0.11538461538461539,0.43846153846153846,0.12307692307692308,0.15503875968992248,0.3178294573643411,0.031007751937984496,0.18604651162790697,0.31007751937984496,0
2023,00-0031547,55,11.636363636363637,19,16,26,11,18,0,0.34545454545454546,0.2909090909090909,0.4727272727272727,0.2,0.32727272727272727,0,0.10909090909090909,0.36363636363636365,0.16363636363636364,0.09090909090909091,0.2727272727272727,0
2023,00-0031549,45,9.28888888888889,10,15,14,15,16,7,0.2222222222222222,0.3333333333333333,0.3111111111111111,0.3333333333333333,0.35555555555555557,0.15555555555555556,0.13333333333333333,0.4222222222222222,0.1111111111111111,0.2,0.13333333333333333,0
2023,00-0031585,12,5.166666666666667,1,7,4,1,7,4,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.3333333333333333,0,0.3333333333333333,0.08333333333333333,0.25,0.3333333333333333,0
2023,00-0031588,161,10.3625,44,58,73,17,70,17,0.2732919254658385,0.36024844720496896,0.453416149068323,0.10559006211180125,0.43478260869565216,0.10559006211180125,0.23125,0.21875,0.1125,0.2125,0.225,0
