season,player_id,rec_context_targets,rec_avg_depth_target,rec_deep_targets,rec_short_targets,rec_left_targets,rec_middle_targets,rec_right_targets,rec_redzone_targets,rec_deep_target_rate,rec_short_target_rate,rec_left_target_rate,rec_middle_target_rate,rec_right_target_rate,rec_redzone_target_rate,rec_route_vertical,rec_route_hitch,rec_route_in_break,rec_route_out_break,rec_route_screen,rec_route_other
2025,00-0035021,10,15.8,6,1,6,2,2,1,0.6,0.1,0.6,0.2,0.2,0.1,0.4,0.1,0.2,0.2,0.1,0
2025,00-0035125,11,3.727272727272727,1,7,4,2,5,0,0.09090909090909091,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.45454545454545453,0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.2727272727272727,0
2025,00-0035140,1,46,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2025,00-0035208,66,7.107692307692307,6,18,19,20,26,13,0.09090909090909091,0.2727272727272727,0.2878787878787879,0.30303030303030304,0.3939393939393939,0.19696969696969696,0.09230769230769231,0.26153846153846155,0.2923076923076923,0.26153846153846155,0.09230769230769231,0
2025,00-0035229,66,4.984848484848484,5,33,16,23,27,11,0.07575757575757576,0.5,0.24242424242424243,0.3484848484848485,0.4090909090909091,0.16666666666666666,0.16923076923076924,0.35384615384615387,0.1076923076923077,0.27692307692307694,0.09230769230769231,0
2025,00-0035238,1,4,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
2025,00-0035243,8,-1.75,0,7,1,3,4,1,0,0.875,0.125,0.375,0.5,0.125,0,0.375,0,0,0.625,0
2025,00-0035249,20,3.3684210526315788,2,12,8,2,9,7,0.1,0.6,0.4,0.1,0.45,0.35,0.1,0.15,0.25,0.45,0.05,0
2025,00-0035250,19,-0.631578947368421,1,18,8,2,9,2,0.05263157894736842,0.9473684210526315,0.42105263157894735,0.10526315789473684,0.47368421052631576,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.2631578947368421,0.47368421052631576,0
2025,00-0035261,41,0.2926829268292683,0,37,15,8,18,1,0,0.9024390243902439,0.36585365853658536,0.1951219512195122,0.43902439024390244,0.024390243902439025,0,0.12195121951219512,0.12195121951219512,0.43902439024390244,0.3170731707317073,0
2025,00-0035291,9,-3.7777777777777777,0,9,0,3,6,2,0,1,0,0.3333333333333333,0.6666666666666666,0.2222222222222222,0,0,0,0.1111111111111111,0.8888888888888888,0
