season,team,team_pass_rate,team_neutral_pass_rate,team_plays_pg,team_redzone_pass_rate,team_deep_throw_rate,team_left_throw_rate,team_middle_throw_rate,team_right_throw_rate,team_shotgun_rate,team_no_huddle_rate,team_avg_air_yards
2019,ARI,0.6350947158524427,0.5773672055427251,62.6875,0.5973154362416108,0.18451400329489293,0.3443163097199341,0.17792421746293247,0.38385502471169686,0.8733798604187437,0.28414755732801594,7.572202166064982
2019,ATL,0.6914027149321267,0.5729166666666666,69.0625,0.6608187134502924,0.16981132075471697,0.3881401617250674,0.22776280323450135,0.3018867924528302,0.5737556561085972,0.09049773755656108,8.092105263157896
2019,BAL,0.47427502338634236,0.4342105263157895,66.8125,0.42245989304812837,0.19402985074626866,0.26865671641791045,0.3283582089552239,0.3368869936034115,0.9270346117867165,0.018709073900841908,8.686363636363636
2019,BUF,0.5866797257590598,0.5657015590200446,63.8125,0.5285714285714286,0.22702702702702704,0.3279279279279279,0.22522522522522523,0.36396396396396397,0.6033300685602351,0.15083251714005877,9.134502923976608
2019,CAR,0.6648148148148149,0.5664893617021277,67.5,0.5584415584415584,0.19336219336219337,0.33044733044733043,0.14862914862914864,0.4314574314574315,0.7138888888888889,0.07962962962962963,8.371248025276461
2019,CHI,0.6366307541625857,0.5800970873786407,63.8125,0.6141732283464567,0.19169329073482427,0.28434504792332266,0.25559105431309903,0.3817891373801917,0.7639569049951028,0.14397649363369247,7.824137931034483
2019,CIN,0.6482889733840305,0.5343511450381679,65.75,0.6232876712328768,0.17867867867867868,0.3138138138138138,0.22072072072072071,0.37987987987987987,0.6834600760456274,0.0370722433460076,8.152597402597403
2019,CLE,0.6147540983606558,0.5670103092783505,61,0.5859872611464968,0.20926243567753003,0.34133790737564323,0.19210977701543738,0.3876500857632933,0.6618852459016393,0.04610655737704918,8.595547309833025
2019,DAL,0.5988805970149254,0.5270588235294118,67,0.4965986394557823,0.2090032154340836,0.3279742765273312,0.23633440514469453,0.39389067524115756,0.6268656716417911,0.11473880597014925,9.402010050251256
2019,DEN,0.5930962343096234,0.49853372434017595,59.75,0.5547945205479452,0.15934065934065933,0.3131868131868132,0.19413919413919414,0.4139194139194139,0.5460251046025104,0.056485355648535567,6.988095238095238
2019,DET,0.6285434995112414,0.48451327433628316,63.9375,0.6111111111111112,0.21915584415584416,0.3133116883116883,0.23214285714285715,0.375,0.5982404692082112,0.07624633431085044,9.558669001751314
2019,GB,0.6226783968719453,0.5800524934383202,63.9375,0.6326530612244898,0.22749590834697217,0.381342062193126,0.18003273322422259,0.37479541734860883,0.6070381231671554,0.039100684261974585,8.75392670157068
2019,HOU,0.6208251473477406,0.5550755939524838,63.625,0.574468085106383,0.19863013698630136,0.339041095890411,0.24486301369863014,0.3270547945205479,0.7917485265225933,0.02848722986247544,8.880149812734082
2019,IND,0.5701668302257115,0.47844827586206895,63.6875,0.5548780487804879,0.19926873857404023,0.3491773308957952,0.17550274223034734,0.4076782449725777,0.661432777232581,0.05691854759568204,8.04093567251462
2019,JAX,0.6715257531584062,0.5441988950276243,64.3125,0.6038961038961039,0.1674491392801252,0.3536776212832551,0.18309859154929578,0.38341158059467917,0.6627793974732751,0.06511175898931001,7.589134125636672
2019,KC,0.6411042944785276,0.6634146341463415,61.125,0.5486111111111112,0.22885572139303484,0.3913764510779436,0.18739635157545606,0.3747927031509121,0.7689161554192229,0.0081799591002045,8.53298611111111
2019,LA,0.6288951841359773,0.5892857142857143,66.1875,0.47953216374269003,0.19359756097560976,0.35365853658536583,0.2149390243902439,0.3932926829268293,0.42965061378659114,0.13503305004721436,7.704113924050633
2019,LAC,0.6392785571142284,0.54216867469879515,62.375,0.6129032258064516,0.23259493670886075,0.33544303797468356,0.2579113924050633,0.34651898734177217,0.6953907815631263,0.07314629258517034,8.507537688442211
2019,LV,0.5727272727272728,0.4844559585492228,61.875,0.581081081081081,0.162748643761302,0.33273056057866185,0.2640144665461121,0.3453887884267631,0.5060606060606061,0.08585858585858586,6.62906309751434
2019,MIA,0.6988304093567251,0.6158038147138964,64.125,0.6575342465753424,0.1935007385524372,0.345642540620384,0.24963072378138848,0.3087149187592319,0.6910331384015594,0.06432748538011696,8.882926829268293
2019,MIN,0.5200411099691675,0.5,60.8125,0.39375,0.17706237424547283,0.3420523138832998,0.2193158953722334,0.3762575452716298,0.30318602261048305,0.0842754367934224,7.585836909871245
2019,NE,0.5941765241128298,0.5472154963680388,68.6875,0.5595854922279793,0.16615384615384615,0.36923076923076925,0.2169230769230769,0.3676923076923077,0.5077343039126478,0.07643312101910828,7.501612903225807
2019,NO,0.6124260355029586,0.5941043083900227,63.375,0.5833333333333334,0.1515650741350906,0.3723228995057661,0.18780889621087316,0.38879736408566723,0.5226824457593688,0.027613412228796843,6.440619621342513
2019,NYG,0.6712598425196851,0.5544303797468354,63.5,0.6470588235294118,0.18042813455657492,0.30275229357798167,0.2492354740061162,0.3761467889908257,0.7263779527559056,0.0984251968503937,8.054365733113674
2019,NYJ,0.6104166666666667,0.5141065830721003,60,0.69,0.20797227036395147,0.3188908145580589,0.18370883882149047,0.3968804159445407,0.659375,0.10520833333333333,8.08637236084453
2019,PHI,0.6129612961296129,0.5524017467248908,69.4375,0.5411764705882353,0.1807044410413476,0.35068912710566613,0.20367534456355282,0.38131699846860645,0.7110711071107111,0.126012601260126,8.034313725490197
2019,PIT,0.5991471215351812,0.5230414746543779,58.625,0.48695652173913045,0.19889502762430938,0.3756906077348066,0.21731123388581952,0.34622467771639043,0.7569296375266524,0.04371002132196162,7.894117647058824
2019,SEA,0.5834127740705434,0.5161290322580645,65.5625,0.611764705882353,0.2204585537918871,0.43033509700176364,0.1693121693121693,0.30687830687830686,0.69780743565300285,0.047664442326024785,9.406189555125726
2019,SF,0.5221238938053098,0.5062034739454094,63.5625,0.5209580838323353,0.15221579961464354,0.28709055876685935,0.2524084778420039,0.37764932562620424,0.43166175024582104,0.038348082595870206,6.539748953974895
2019,TB,0.6529304029304029,0.5661252900232019,68.25,0.5862068965517241,0.2411764705882353,0.3411764705882353,0.225,0.3573529411764706,0.5192307692307693,0.03296703296703297,10.306349206349207
2019,TEN,0.5615141955835962,0.4875,59.4375,0.5294117647058824,0.1801980198019802,0.30495049504950494,0.22376237623762377,0.3485148514851485,0.491062039957939,0.138801261829653,8.703125
2019,WAS,0.6184062850729517,0.4597014925373134,55.6875,0.6587301587301587,0.16292134831460675,0.301498127340824,0.2846441947565543,0.3052434456928839,0.6060606060606061,0.051627384960718295,7.597077244258872
