season,player_id,team,qb_dropbacks,qb_attempts,qb_deep_attempts,qb_left_attempts,qb_middle_attempts,qb_right_attempts,qb_redzone_dropbacks,qb_avg_air_yards,qb_deep_throw_rate,qb_left_throw_rate,qb_middle_throw_rate,qb_right_throw_rate,qb_redzone_throw_rate,qb_target_pos_RB,qb_target_pos_TE,qb_target_pos_WR,qb_target_pos_OTHER,qb_route_in_break,qb_route_other,qb_route_screen,qb_route_vertical,qb_route_out_break,qb_route_hitch
2022,00-0019596,TB,761,761,119,282,191,257,114,6.8581173260572985,0.15637319316688567,0.37056504599211565,0.25098554533508544,0.33771353482260186,0.1498028909329829,0.20196353436185133,0.16549789621318373,0.6325385694249649,0,0.07779349363507779,0.6435643564356436,0.10183875530410184,0.1768033946251768,0,0
2022,00-0022824,ARI,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,0,0
2022,00-0023459,GB,577,577,122,194,144,202,89,7.99815157116451,0.21143847487001732,0.3362218370883882,0.24956672443674177,0.35008665511265163,0.15424610051993068,0.21606118546845124,0.17782026768642448,0.6042065009560229,0.0019120458891013384,0.10597302504816955,0.5741811175337187,0.1001926782273603,0.21965317919075145,0,0
2022,00-0026143,IND,503,503,46,174,120,166,61,6.0130151843817785,0.09145129224652088,0.34592445328031807,0.23856858846918488,0.33001988071570576,0.12127236580516898,0.2144469525959368,0.18284424379232506,0.6027088036117382,0,0.0979498861047836,0.7129840546697038,0.07061503416856492,0.11845102505694761,0,0
2022,00-0026158,NYJ,201,201,39,67,36,88,26,8.047120418848168,0.19402985074626866,0.3333333333333333,0.1791044776119403,0.43781094527363185,0.12935323383084577,0.25274725274725274,0.1813186813186813,0.5659340659340659,0,0.04945054945054945,0.6758241758241759,0.06593406593406594,0.2087912087912088,0,0
2022,00-0026197,KC,2,2,0,0,1,1,0,-2,0,0,0.5,0.5,0,0,1,0,0,0,0.5,0.5,0,0,0
2022,00-0026300,SF,2,2,0,1,0,1,0,1,0,0.5,0,0.5,0,0,0,1,0,1,0,0,0,0,0
2022,00-0026498,LA,332,332,46,113,55,135,46,6.68976897689769,0.13855421686746988,0.34036144578313254,0.16566265060240964,0.4066265060240964,0.13855421686746988,0.11148648648648649,0.2195945945945946,0.668918918918919,0,0.04054054054054054,0.652027027027027,0.14864864864864866,0.15878378378378377,0,0
2022,00-0026544,LAC,14,14,1,6,0,6,7,1.4166666666666667,0.07142857142857142,0.42857142857142855,0,0.42857142857142855,0.5,0.38461538461538464,0,0.6153846153846154,0,0,0.5,0.4166666666666667,0.08333333333333333,0,0
2022,00-0026625,NE,7,7,1,3,1,2,2,4.666666666666667,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.3333333333333333,0.16666666666666666,0.5,0,0,0.5,0.3333333333333333,0.16666666666666666,0,0
