season,player_id,rec_context_targets,rec_avg_depth_target,rec_deep_targets,rec_short_targets,rec_left_targets,rec_middle_targets,rec_right_targets,rec_redzone_targets,rec_deep_target_rate,rec_short_target_rate,rec_left_target_rate,rec_middle_target_rate,rec_right_target_rate,rec_redzone_target_rate,rec_route_vertical,rec_route_other,rec_route_screen,rec_route_in_break,rec_route_out_break,rec_route_hitch
2022,00-0035624,9,17,4,1,4,3,2,1,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.2222222222222222,0,0
2022,00-0035628,3,-0.3333333333333333,0,3,1,1,1,0,0,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0.6666666666666666,0.3333333333333333,0,0,0
2022,00-0035631,2,-1,0,2,1,0,1,1,0,1,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0
2022,00-0035639,92,6.395604395604396,8,47,36,23,32,10,0.08695652173913043,0.5108695652173914,0.391304347826087,0.25,0.34782608695652173,0.10869565217391304,0.07692307692307693,0.7032967032967034,0.15384615384615385,0.06593406593406594,0,0
2022,00-0035640,142,11.212765957446809,36,20,75,27,39,29,0.2535211267605634,0.14084507042253522,0.528169014084507,0.19014084507042253,0.2746478873239437,0.20422535211267606,0.3049645390070922,0.48936170212765956,0.0425531914893617,0.16312056737588654,0,0
2022,00-0035644,63,6.444444444444445,8,25,17,17,29,9,0.12698412698412698,0.3968253968253968,0.2698412698412698,0.2698412698412698,0.4603174603174603,0.14285714285714285,0.15873015873015872,0.7777777777777778,0.031746031746031744,0.031746031746031744,0,0
2022,00-0035645,7,8.142857142857142,1,3,1,2,4,1,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.8571428571428571,0,0,0,0
2022,00-0035657,23,1.0869565217391304,0,18,6,9,8,7,0,0.782608695652174,0.2608695652173913,0.391304347826087,0.34782608695652173,0.30434782608695654,0.043478260869565216,0.9565217391304348,0,0,0,0
2022,00-0035659,120,12.908333333333333,49,38,48,29,43,14,0.4083333333333333,0.31666666666666665,0.4,0.24166666666666667,0.35833333333333334,0.11666666666666667,0.20833333333333334,0.5916666666666667,0.1,0.1,0,0
2022,00-0035662,107,11.261682242990654,31,32,64,15,28,12,0.2897196261682243,0.29906542056074764,0.5981308411214953,0.14018691588785046,0.2616822429906542,0.11214953271028037,0.2523364485981308,0.5607476635514018,0.102803738317757,0.08411214953271028,0,0
2022,00-0035664,22,1.2727272727272727,1,20,11,5,6,2,0.045454545454545456,0.9090909090909091,0.5,0.22727272727272727,0.2727272727272727,0.09090909090909091,0.045454545454545456,0.7272727272727273,0.22727272727272727,0,0,0
2022,00-0035676,145,12.068965517241379,42,27,57,30,58,16,0.2896551724137931,0.18620689655172415,0.3931034482758621,0.20689655172413793,0.4,0.1103448275862069,0.2620689655172414,0.4482758620689655,0.05517241379310345,0.23448275862068965,0,0
2022,00-0035685,40,1.275,1,34,16,14,10,3,0.025,0.85,0.4,0.35,0.25,0.075,0,0.775,0.225,0,0,0
2022,00-0035689,65,7.8,15,27,26,9,30,11,0.23076923076923078,0.4153846153846154,0.4,0.13846153846153847,0.46153846153846156,0.16923076923076924,0.2153846153846154,0.7076923076923077,0.06153846153846154,0.015384615384615385,0,0
2022,00-0035700,64,0.546875,1,58,29,16,19,4,0.015625,0.90625,0.453125,0.25,0.296875,0.0625,0.015625,0.796875,0.171875,0.015625,0,0
2022,00-0035703,3,15.333333333333334,1,1,2,0,1,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0,0.3333333333333333,0.6666666666666666,0,0,0,0
2022,00-0035719,94,4.212765957446808,8,57,34,25,35,13,0.0851063829787234,0.6063829787234043,0.3617021276595745,0.26595744680851063,0.3723404255319149,0.13829787234042554,0.06382978723404255,0.574468085106383,0.26595744680851063,0.09574468085106383,0,0
2022,00-0035726,6,1.1666666666666667,0,6,2,0,4,0,0,1,0.3333333333333333,0,0.6666666666666666,0,0,1,0,0,0,0
2022,00-0035771,18,4.5,2,11,4,6,8,2,0.1111111111111111,0.6111111111111112,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.1111111111111111,0,0.9444444444444444,0,0.05555555555555555,0,0
2022,00-0035806,26,-1.3076923076923077,1,24,8,2,16,1,0.038461538461538464,0.9230769230769231,0.3076923076923077,0.07692307692307693,0.6153846153846154,0.038461538461538464,0.07692307692307693,0.8461538461538461,0.07692307692307693,0,0,0
2022,00-0035823,3,5,0,2,1,0,2,1,0,0.6666666666666666,0.3333333333333333,0,0.6666666666666666,0.3333333333333333,0,1,0,0,0,0
2022,00-0035831,14,0.07142857142857142,0,12,5,2,7,3,0,0.8571428571428571,0.35714285714285715,0.14285714285714285,0.5,0.21428571428571427,0.07142857142857142,0.8571428571428571,0.07142857142857142,0,0,0
2022,00-0035860,8,-2.75,0,8,2,2,4,1,0,1,0.25,0.25,0.5,0.125,0,1,0,0,0,0
2022,00-0035864,33,9.181818181818182,7,12,15,6,12,4,0.21212121212121213,0.36363636363636365,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.12121212121212122,0.21212121212121213,0.7878787878787878,0,0,0,0
2022,00-0035876,10,9.1,2,2,4,0,6,1,0.2,0.2,0.4,0,0.6,0.1,0.1,0.7,0.1,0.1,0,0
2022,00-0035891,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2022,00-0035924,3,1.3333333333333333,0,3,0,0,3,1,0,1,0,0,1,0.3333333333333333,0,1,0,0,0,0
2022,00-0035956,9,6.111111111111111,1,2,3,2,4,0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.4444444444444444,0,0.1111111111111111,0.8888888888888888,0,0,0,0
2022,00-0035973,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2022,00-0036005,1,4,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
2022,00-0036020,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2022,00-0036032,3,0.3333333333333333,0,3,1,0,2,0,0,1,0.3333333333333333,0,0.6666666666666666,0,0,1,0,0,0,0
2022,00-0036040,65,9.23076923076923,15,15,13,21,31,11,0.23076923076923078,0.23076923076923078,0.2,0.3230769230769231,0.47692307692307695,0.16923076923076924,0.23076923076923078,0.7076923076923077,0.015384615384615385,0.046153846153846156,0,0
2022,00-0036059,1,6,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
2022,00-0036096,1,3,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
2022,00-0036133,17,9.117647058823529,4,5,7,4,6,2,0.23529411764705882,0.29411764705882354,0.4117647058823529,0.23529411764705882,0.35294117647058826,0.11764705882352941,0.23529411764705882,0.5294117647058824,0.058823529411764705,0.17647058823529413,0,0
2022,00-0036145,20,5.7894736842105265,3,11,7,3,9,2,0.15,0.55,0.35,0.15,0.45,0.1,0.05263157894736842,0.9473684210526315,0,0,0,0
2022,00-0036158,8,0.5,0,7,3,2,3,2,0,0.875,0.375,0.25,0.375,0.25,0,0.875,0.125,0,0,0
2022,00-0036165,49,9.0625,8,14,13,17,18,7,0.16326530612244897,0.2857142857142857,0.2653061224489796,0.3469387755102041,0.3673469387755102,0.14285714285714285,0.10416666666666667,0.6875,0.041666666666666664,0.16666666666666666,0,0
2022,00-0036176,1,3,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
