player_id,player_name,position,draft_year_24,age_at_draft_24,early_declare_heuristic_24,combine_height_in_24,combine_weight_24,combine_forty_24,combine_vertical_24,combine_broad_24,combine_cone_24,combine_shuttle_24,combine_speed_score_24,combine_bmi_24,combine_athleticism_z_24,draft_round_24,draft_overall_24,draft_capital_log_24,college_seasons_24,college_games_24,college_starts_24,college_career_pass_att_24,college_career_pass_yd_24,college_career_pass_td_24,college_career_int_24,college_career_rush_att_24,college_career_rush_yd_24,college_career_rush_td_24,college_career_rec_24,college_career_rec_yd_24,college_career_rec_td_24,college_final_pass_att_24,college_final_pass_yd_24,college_final_pass_td_24,college_final_int_24,college_final_rush_att_24,college_final_rush_yd_24,college_final_rush_td_24,college_final_rec_24,college_final_rec_yd_24,college_final_rec_td_24,college_final_pass_share_24,college_final_rush_share_24,college_final_rec_yd_share_24,college_peak_pass_share_24,college_peak_rush_share_24,college_peak_rec_yd_share_24,college_final_ypa_24,college_final_ypc_24,college_final_ypr_24,college_breakout_age_24,college_production_score_z_24,combine_missing_24,college_missing_24,games,fantasy_points,rookie_fppg_24
00-0038389,Israel Abanikanda,RB,2023,20.906228610540726,1,70,216,NA,NA,NA,NA,NA,NA,30.98938775510204,NA,5,143,-4.969813299576001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,6,14.8,2.466666666666667
00-0031021,Jared Abbrederis,WR,2014,23.707049965776864,0,73,195,4.5,30.5,117,6.8,4.08,95.10745313214449,25.724338525051603,-0.5215016078759445,5,176,-5.176149732573829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0
00-0032104,Ameer Abdullah,RB,2015,22.217659137577,0,69,205,4.6,42.5,130,6.79,3.95,91.56985573950925,30.269901281243435,1.4739821150497086,2,54,-4.007333185232471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,16,104.5,6.53125
00-0039040,De'Von Achane,RB,2023,21.883641341546884,0,69,188,4.32,33,NA,NA,NA,107.95750962947908,27.759714345725687,-0.14012786533500243,3,84,-4.442651256490317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,11,177.2,16.10909090909091
00-0031381,Davante Adams,WR,2014,21.686516084873375,1,73,212,4.56,39.5,123,6.82,4.3,98.06329593943771,27.96697316569713,0.09723001354254303,2,53,-3.9889840465642745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,14,81.6,5.828571428571428
00-0032429,Jerell Adams,TE,2016,23.668720054757017,0,77,247,4.64,32.5,117,7.05,4.31,106.57492279412287,29.286726260752236,0.1437601714423192,6,184,-5.220355825078325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,10,26.200000000000003,2.62
00-0033957,Rodney Adams,WR,2017,22.962354551676935,0,73,189,4.44,29.5,125,6.98,4.28,97.26574540109767,24.932820416588477,-0.7023513277600042,5,170,-5.14166355650266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0
00-0038994,Jordan Addison,WR,2023,21.593429158110883,1,71,173,4.49,34,122,NA,NA,85.13158804117087,24.125967070025787,-1.1232773352950975,1,23,-3.1780538303479458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,17,186.3,10.958823529411765
00-0031549,Nelson Agholor,WR,2015,22.272416153319643,0,72,198,4.42,NA,NA,NA,NA,103.75430091812777,26.850694444444443,0.1187955229181897,1,20,-3.044522437723423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,13,45.8,3.523076923076923
00-0033572,Jamal Agnew,WR,2017,22.414784394250514,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,165,-5.111987788356544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,13,3.7,0.2846153846153846
00-0036261,Brandon Aiyuk,WR,2020,22.46132785763176,0,72,205,4.5,40,128,NA,NA,99.98475842097241,27.799961419753085,0.39036600938635274,1,25,-3.258096538021482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,12,154.5,12.875
00-0031590,Jay Ajayi,RB,2015,22.21218343600274,0,72,221,4.57,39,121,7.1,4.1,101.33453269169095,29.96971450617284,0.6438700549051073,5,149,-5.0106352940962555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,9,37.2,4.133333333333334
00-0036414,Cam Akers,RB,2020,21.196440793976727,1,70,217,4.47,35.5,122,NA,4.42,108.7075322425963,31.132857142857144,-0.26327733903635586,2,52,-3.970291913552122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,11,96.3,8.754545454545454
00-0034364,Jordan Akins,TE,2018,26.368240930869266,0,75,249,NA,NA,NA,NA,NA,NA,31.119466666666668,NA,3,98,-4.59511985013459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,14,31,2.2142857142857144
00-0031962,Mario Alford,WR,2015,23.515400410677618,0,68,180,4.43,34,121,6.64,4.07,93.47330441130454,27.3659169550173,0.08889207309389183,7,238,-5.476463551931511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,2
00-0039796,Rasheen Ali,RB,2024,23.540041067761805,0,71,206,NA,NA,NA,NA,NA,NA,28.728030152747472,NA,5,165,-5.111987788356544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,5,3.1,0.62
00-0039814,Erick All,TE,2024,23.967145790554415,0,76,252,NA,NA,NA,NA,NA,NA,30.67105263157895,NA,4,115,-4.7535901911063645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,8,25.8,3.225
00-0039794,Braelon Allen,RB,2024,20.61601642710472,1,73,235,NA,32,117,NA,NA,NA,31.00112591480578,-1.0462797605344785,4,134,-4.90527477843843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,17,75.7,4.452941176470588
00-0032434,Brandon Allen,QB,2016,23.98904859685147,0,73,217,4.84,28,110,7.06,4.33,79.08757930118138,28.6265715894164,-0.29282663317377083,6,201,-5.308267697401205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0
00-0039074,Davis Allen,TE,2023,22.573579739904176,0,78,245,4.84,38.5,125,NA,NA,89.2924282432693,28.309500328731097,0.05405727942578983,5,175,-5.170483995038151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,7,20.5,2.9285714285714284
00-0031577,Javorius Allen,RB,2015,24.01368925393566,0,72,221,4.53,35.5,121,6.96,4.28,104.96136290292812,29.96971450617284,0.4287185638501944,4,125,-4.836281906951478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,16,123.20000000000002,7.700000000000001
00-0034857,Josh Allen,QB,2018,22.28062970568104,0,77,237,4.75,33.5,119,6.9,4.4,93.11162437366195,28.10102884128858,0.9806100870420925,1,7,-2.0794415416798357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,12,206.86,17.238333333333333
00-0030279,Keenan Allen,WR,2013,21.347022587268995,1,74,206,4.58,NA,NA,NA,NA,93.63437242482406,26.445945945945947,-0.7094045967392424,3,76,-4.343805421853684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,15,188.10000000000002,12.540000000000001
00-0040238,LeQuint Allen Jr.,RB,2025,21.073237508555785,1,72,204,NA,35,120,NA,NA,NA,27.66435185185185,-0.6037996328349052,7,236,-5.4680601411351315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,16,19.8,1.2375
00-0037263,Tyler Allgeier,RB,2022,22.379192334017795,0,71,224,4.6,33,120,NA,NA,100.05681797878084,31.23824637968657,-0.31753297697609917,5,151,-5.0238805208462765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,16,149.4,9.3375
00-0031042,Jace Amaro,TE,2014,22.182067077344286,0,77,265,4.74,33,118,7.42,4.3,104.993521652484,31.42098161578681,0.10270410449297092,2,49,-3.912023005428146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,14,65.5,4.678571428571429
00-0035299,Rodney Anderson,RB,2019,22.967830253251197,0,72,224,NA,NA,NA,NA,NA,NA,30.376543209876544,NA,6,211,-5.356586274672012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0
00-0032072,Rory Anderson,TE,2015,22.913073237508556,0,77,244,4.73,NA,NA,NA,NA,97.49340959539744,28.93101703491314,0.09226960168920935,7,254,-5.541263545158426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0
00-0034753,Mark Andrews,TE,2018,22.986995208761122,0,77,256,4.67,31,113,7.34,4.38,107.64712583654901,30.353853938269523,-0.5002451446794018,3,86,-4.465908118654584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,16,90.2,5.6375
00-0035246,J.J. Arcega-Whiteside,WR,2019,22.666666666666668,0,74,225,NA,NA,NA,NA,NA,NA,28.885135135135137,NA,2,57,-4.060443010546419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,9,27.900000000000002,3.1
00-0031392,Dri Archer,RB,2014,23.06365503080082,0,68,173,4.26,38,122,6.86,4.06,105.0600740037526,26.301686851211073,0.6531529125025802,3,97,-4.584967478670572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,10,9.8,0.9800000000000001
00-0033296,Alex Armah,RB,2017,23.293634496919918,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,192,-5.262690188904886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,3,0,0
00-0035268,Ryquell Armstead,RB,2019,22.836413415468858,0,71,220,4.45,30,114,7.02,4.29,112.20510915445305,30.68042055147788,0.1223658021324031,5,140,-4.948759890378168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,14,44.2,3.1571428571428575
00-0040739,Elijah Arroyo,TE,2025,22.409308692676248,0,77,250,NA,NA,NA,NA,NA,NA,29.64243548659133,NA,2,50,-3.9318256327243257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,13,31.400000000000002,2.4153846153846157
00-0031599,Cameron Artis-Payne,RB,2015,25.190965092402465,0,70,212,4.53,36.5,118,7.13,NA,100.68691825982245,30.41551020408163,0.17693687067665892,5,174,-5.1647859739235145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,6,32.6,5.433333333333334
00-0036194,Devin Asiasi,TE,2020,23.04996577686516,0,75,257,4.73,30.5,115,NA,NA,102.6877305984309,32.11928888888889,-0.732721448638751,3,91,-4.5217885770490405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,10.9,2.725
00-0034747,Marcell Ateman,WR,2018,23.958932238193018,0,76,216,4.62,34,121,7.07,4.25,94.82347013259344,26.289473684210527,-0.4082936132801345,7,228,-5.43372200355424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,7,28.9,4.128571428571428
00-0036849,Tutu Atwell,WR,2021,21.90280629705681,0,68,155,4.42,33,117,6.89,4.14,81.22180122378688,23.565095155709344,-0.6743490568837667,2,57,-4.060443010546419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,6,0,0
00-0037837,Calvin Austin III,WR,2022,23.44147843942505,0,68,170,4.32,39,135,6.65,4.07,97.62115232452895,25.845588235294116,1.4688709816311922,4,138,-4.9344739331306915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0
00-0030525,Tavon Austin,WR,2013,23.46611909650924,0,68,174,4.34,32,120,NA,4.01,98.08900426767488,26.45371972318339,0.13285838986072993,1,8,-2.1972245773362196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,13,106.9,8.223076923076924
00-0032365,DeMarcus Ayers,WR,2016,22.154688569472963,0,69,182,4.72,33,123,NA,NA,73.33873068566663,26.87376601554295,-1.1451120277794242,7,229,-5.438079308923196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2,13.100000000000001,6.550000000000001
00-0040170,Elic Ayomanor,WR,2025,22.247775496235455,0,74,206,4.44,38.5,127,NA,NA,106.01451615146095,26.445945945945947,0.4401845858247487,4,136,-4.919980925828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,16,96,6
00-0031617,Kennard Backman,TE,2015,22.510609171800137,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,213,-5.365976015021851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0
00-0037085,Tyler Badie,RB,2022,23.564681724845997,0,68,197,4.45,33.5,121,NA,NA,100.47457501557841,29.950475778546714,-0.15760405460138474,6,196,-5.2832037287379885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,8.9,8.9
00-0030532,Stedman Bailey,WR,2013,22.806297056810404,0,70,193,4.52,34.5,117,6.81,4.09,92.47696440790604,27.689591836734692,0.12007847446303713,3,92,-4.532599493153256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,11,40.400000000000006,3.6727272727272733
00-0039853,Javon Baker,WR,2024,22.535249828884325,0,73,202,4.54,37,121,NA,NA,95.09505932052586,26.647776318258586,-0.7856281644798596,4,110,-4.709530201312334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,6,1.7000000000000002,0.2833333333333334
00-0036939,Kawaan Baker,WR,2021,23.02258726899384,0,72,210,4.44,39.5,129,7.42,4.41,108.07305044566408,28.47800925925926,-0.1772818598388246,7,255,-5.545177444479562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0
00-0030522,Montee Ball,RB,2013,22.740588637919235,0,70,214,4.66,32,118,6.88,4.4,90.76117345343056,30.702448979591836,-0.39142007472973633,2,58,-4.07753744390572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,16,100.4,6.275
00-0034799,Kalen Ballage,RB,2018,22.694045174537987,0,73,228,4.46,33.5,122,6.91,4.35,115.2458798282743,30.0776881215988,0.018518734194545552,4,131,-4.882801922586371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,12,33.2,2.766666666666667
00-0030533,Matt Barkley,QB,2013,22.981519507186857,0,74,227,4.91,NA,NA,NA,NA,78.11418112004905,29.14189189189189,-0.220027389153596,4,98,-4.59511985013459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,3.8,1.2666666666666666
00-0034844,Saquon Barkley,RB,2018,21.557837097878167,1,72,233,4.4,41,NA,NA,4.24,124.32979304692297,31.597029320987655,1.2705850564314045,1,2,-1.0986122886681096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,16,338.3,21.14375
00-0039793,AJ Barner,TE,2024,22.33264887063655,0,78,251,NA,NA,NA,NA,NA,NA,29.002794214332678,NA,4,121,-4.804021044733257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,15,63.5,4.233333333333333
00-0030465,Kenjon Barner,RB,2013,24.344969199178646,0,69,196,4.52,35.5,122,6.87,4.2,93.91443017590457,28.940978785969335,0.3066581930566796,6,182,-5.209486152841421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,2.4000000000000004,0.6000000000000001
00-0040215,Gavin Bartholomew,TE,2025,22.340862422997947,0,77,246,4.7,NA,NA,NA,NA,100.8262630282594,29.16815651880587,0.42291136223454034,6,202,-5.313205979041787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0
00-0036550,Rashod Bateman,WR,2021,21.75770020533881,0,72,190,4.39,36,123,NA,NA,102.31175058709631,25.765817901234566,-0.06054835280776398,1,27,-3.332204510175204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,12,80.5,6.708333333333333
00-0036628,John Bates,TE,2021,23.81930184804928,0,77,250,4.84,31.5,120,6.85,4.35,91.11472269721357,29.64243548659133,-0.3503740481710179,4,124,-4.8283137373023015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,12,40.900000000000006,3.4083333333333337
00-0034433,Nick Bawden,RB,2018,22.193018480492814,0,74,245,NA,NA,NA,NA,NA,NA,31.4527027027027,NA,7,237,-5.472270673671475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0
00-0033936,C.J. Beathard,QB,2017,23.79192334017796,0,74,219,NA,31,113,NA,NA,NA,28.114864864864863,-0.2078466693277851,3,104,-4.653960350157523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,6,92.80000000000001,15.466666666666669
00-0040729,Jack Bech,WR,2025,22.704996577686515,0,73,214,NA,34.5,125,6.84,4.21,NA,28.23081253518484,-0.49974102619929184,2,58,-4.07753744390572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,14,32.400000000000006,2.3142857142857145
00-0031235,Odell Beckham Jr.,WR,2014,21.82067077344285,0,71,198,4.38,38.5,122,6.69,3.94,107.59664852325028,27.612378496330095,0.7913443077971433,1,12,-2.5649493574615367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,12,251.5,20.958333333333332
00-0032062,Blake Bell,TE,2015,24.0684462696783,0,78,252,4.8,33,116,6.85,4.32,94.9435763888889,29.118343195266274,0.19073147912465022,4,117,-4.770684624465665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,9,26.1,2.9000000000000004
00-0037257,David Bell,WR,2022,21.713894592744694,1,73,212,4.65,33,118,7.14,4.57,90.68888137871588,27.96697316569713,-1.145007845564649,3,99,-4.605170185988092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,15,33.400000000000006,2.226666666666667
00-0039420,Jaheim Bell,TE,2024,23.21697467488022,0,74,241,4.61,35,124,NA,NA,106.71939061316041,30.93918918918919,0.07681815143481878,7,231,-5.44673737166631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4,3,0.75
00-0032113,Kenny Bell,WR,2015,23.515400410677618,0,73,197,4.42,41.5,129,6.66,4.15,103.23028929732914,25.988177894539312,0.8888945685667607,5,162,-5.093750200806762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0
00-0030496,Le'Veon Bell,RB,2013,21.53593429158111,1,73,230,4.6,31.5,118,6.75,4.24,102.73691131749818,30.34152749108651,0.15143211230869905,2,48,-3.8918202981106265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,13,194.4,14.953846153846154
