season,week,player_id,xfp_24,fpoe_24,xfp_roll3_24,xfp_roll5_24,fpoe_roll3_24,fpoe_roll5_24
2022,4,00-0030968,NA,NA,NA,NA,NA,NA
2022,6,00-0030968,NA,NA,NA,NA,NA,NA
2023,5,00-0030968,NA,NA,NA,NA,NA,NA
2023,7,00-0030968,NA,NA,NA,NA,NA,NA
2023,12,00-0030968,NA,NA,NA,NA,NA,NA
2020,1,00-0031045,NA,NA,NA,NA,NA,NA
2020,2,00-0031045,NA,NA,NA,NA,NA,NA
2020,3,00-0031045,NA,NA,NA,NA,NA,NA
2020,7,00-0031045,NA,NA,NA,NA,NA,NA
2020,11,00-0031045,NA,NA,NA,NA,NA,NA
2020,12,00-0031045,NA,NA,NA,NA,NA,NA
2020,13,00-0031045,NA,NA,NA,NA,NA,NA
2020,14,00-0031045,NA,NA,NA,NA,NA,NA
2020,15,00-0031045,NA,NA,NA,NA,NA,NA
2020,16,00-0031045,NA,NA,NA,NA,NA,NA
2020,18,00-0031045,NA,NA,NA,NA,NA,NA
2021,1,00-0031045,NA,NA,NA,NA,NA,NA
2021,2,00-0031045,NA,NA,NA,NA,NA,NA
2021,3,00-0031045,NA,NA,NA,NA,NA,NA
2021,5,00-0031045,NA,NA,NA,NA,NA,NA
2021,8,00-0031045,NA,NA,NA,NA,NA,NA
2021,9,00-0031045,NA,NA,NA,NA,NA,NA
2021,10,00-0031045,NA,NA,NA,NA,NA,NA
2021,11,00-0031045,NA,NA,NA,NA,NA,NA
2021,12,00-0031045,NA,NA,NA,NA,NA,NA
2021,13,00-0031045,NA,NA,NA,NA,NA,NA
2021,14,00-0031045,NA,NA,NA,NA,NA,NA
2020,1,00-0031051,NA,NA,NA,NA,NA,NA
2020,2,00-0031051,NA,NA,NA,NA,NA,NA
2020,3,00-0031051,NA,NA,NA,NA,NA,NA
2020,4,00-0031051,NA,NA,NA,NA,NA,NA
2020,6,00-0031051,NA,NA,NA,NA,NA,NA
2020,8,00-0031051,NA,NA,NA,NA,NA,NA
2020,9,00-0031051,NA,NA,NA,NA,NA,NA
2020,10,00-0031051,NA,NA,NA,NA,NA,NA
2020,17,00-0031051,NA,NA,NA,NA,NA,NA
2020,18,00-0031051,NA,NA,NA,NA,NA,NA
2020,19,00-0031051,NA,NA,NA,NA,NA,NA
2020,20,00-0031051,NA,NA,NA,NA,NA,NA
2021,7,00-0031051,NA,NA,NA,NA,NA,NA
2021,11,00-0031051,NA,NA,NA,NA,NA,NA
2021,12,00-0031051,NA,NA,NA,NA,NA,NA
2022,14,00-0031051,NA,NA,NA,NA,NA,NA
2022,18,00-0031051,NA,NA,NA,NA,NA,NA
2022,19,00-0031051,NA,NA,NA,NA,NA,NA
2020,1,00-0031062,NA,NA,NA,NA,NA,NA
2020,4,00-0031062,NA,NA,NA,NA,NA,NA
2020,6,00-0031062,NA,NA,NA,NA,NA,NA
2020,7,00-0031062,NA,NA,NA,NA,NA,NA
2020,8,00-0031062,NA,NA,NA,NA,NA,NA
2020,9,00-0031062,NA,NA,NA,NA,NA,NA
2020,10,00-0031062,NA,NA,NA,NA,NA,NA
2020,11,00-0031062,NA,NA,NA,NA,NA,NA
2020,12,00-0031062,NA,NA,NA,NA,NA,NA
2020,13,00-0031062,NA,NA,NA,NA,NA,NA
2020,14,00-0031062,NA,NA,NA,NA,NA,NA
2020,15,00-0031062,NA,NA,NA,NA,NA,NA
2020,16,00-0031062,NA,NA,NA,NA,NA,NA
2020,17,00-0031062,NA,NA,NA,NA,NA,NA
2021,1,00-0031062,NA,NA,NA,NA,NA,NA
2021,2,00-0031062,NA,NA,NA,NA,NA,NA
2021,3,00-0031062,NA,NA,NA,NA,NA,NA
2021,8,00-0031136,NA,NA,NA,NA,NA,NA
2020,1,00-0031166,NA,NA,NA,NA,NA,NA
2020,3,00-0031166,NA,NA,NA,NA,NA,NA
2020,4,00-0031166,NA,NA,NA,NA,NA,NA
2020,2,00-0031209,NA,NA,NA,NA,NA,NA
2020,1,00-0031235,NA,NA,NA,NA,NA,NA
2020,2,00-0031235,NA,NA,NA,NA,NA,NA
2020,3,00-0031235,NA,NA,NA,NA,NA,NA
2020,4,00-0031235,NA,NA,NA,NA,NA,NA
2020,5,00-0031235,NA,NA,NA,NA,NA,NA
2020,6,00-0031235,NA,NA,NA,NA,NA,NA
2020,7,00-0031235,NA,NA,NA,NA,NA,NA
2021,3,00-0031235,NA,NA,NA,NA,NA,NA
2021,4,00-0031235,NA,NA,NA,NA,NA,NA
2021,5,00-0031235,NA,NA,NA,NA,NA,NA
2021,6,00-0031235,NA,NA,NA,NA,NA,NA
2021,7,00-0031235,NA,NA,NA,NA,NA,NA
2021,8,00-0031235,NA,NA,NA,NA,NA,NA
2021,10,00-0031235,NA,NA,NA,NA,NA,NA
2021,12,00-0031235,NA,NA,NA,NA,NA,NA
2021,13,00-0031235,NA,NA,NA,NA,NA,NA
2021,14,00-0031235,NA,NA,NA,NA,NA,NA
2021,15,00-0031235,NA,NA,NA,NA,NA,NA
2021,16,00-0031235,NA,NA,NA,NA,NA,NA
2021,17,00-0031235,NA,NA,NA,NA,NA,NA
2021,18,00-0031235,NA,NA,NA,NA,NA,NA
2021,19,00-0031235,NA,NA,NA,NA,NA,NA
2021,20,00-0031235,NA,NA,NA,NA,NA,NA
2021,21,00-0031235,NA,NA,NA,NA,NA,NA
2021,22,00-0031235,NA,NA,NA,NA,NA,NA
2023,1,00-0031235,NA,NA,NA,NA,NA,NA
2023,2,00-0031235,NA,NA,NA,NA,NA,NA
2023,5,00-0031235,NA,NA,NA,NA,NA,NA
2023,6,00-0031235,NA,NA,NA,NA,NA,NA
2023,7,00-0031235,NA,NA,NA,NA,NA,NA
2023,8,00-0031235,NA,NA,NA,NA,NA,NA
2023,9,00-0031235,NA,NA,NA,NA,NA,NA
2023,10,00-0031235,NA,NA,NA,NA,NA,NA
2023,11,00-0031235,NA,NA,NA,NA,NA,NA
2023,12,00-0031235,NA,NA,NA,NA,NA,NA
2023,14,00-0031235,NA,NA,NA,NA,NA,NA
2023,15,00-0031235,NA,NA,NA,NA,NA,NA
2023,16,00-0031235,NA,NA,NA,NA,NA,NA
2023,17,00-0031235,NA,NA,NA,NA,NA,NA
2023,20,00-0031235,NA,NA,NA,NA,NA,NA
2023,21,00-0031235,NA,NA,NA,NA,NA,NA
2024,5,00-0031235,NA,NA,NA,NA,NA,NA
2024,7,00-0031235,NA,NA,NA,NA,NA,NA
2024,9,00-0031235,NA,NA,NA,NA,NA,NA
2024,10,00-0031235,NA,NA,NA,NA,NA,NA
2024,11,00-0031235,NA,NA,NA,NA,NA,NA
2024,12,00-0031235,NA,NA,NA,NA,NA,NA
2024,13,00-0031235,NA,NA,NA,NA,NA,NA
2024,14,00-0031235,NA,NA,NA,NA,NA,NA
2020,1,00-0031236,NA,NA,NA,NA,NA,NA
2020,2,00-0031236,NA,NA,NA,NA,NA,NA
2020,3,00-0031236,NA,NA,NA,NA,NA,NA
2020,4,00-0031236,NA,NA,NA,NA,NA,NA
2020,5,00-0031236,NA,NA,NA,NA,NA,NA
2020,6,00-0031236,NA,NA,NA,NA,NA,NA
2020,7,00-0031236,NA,NA,NA,NA,NA,NA
2020,9,00-0031236,NA,NA,NA,NA,NA,NA
2020,10,00-0031236,NA,NA,NA,NA,NA,NA
2020,11,00-0031236,NA,NA,NA,NA,NA,NA
2020,12,00-0031236,NA,NA,NA,NA,NA,NA
2020,13,00-0031236,NA,NA,NA,NA,NA,NA
2020,15,00-0031236,NA,NA,NA,NA,NA,NA
2020,16,00-0031236,NA,NA,NA,NA,NA,NA
2020,17,00-0031236,NA,NA,NA,NA,NA,NA
2021,1,00-0031236,NA,NA,NA,NA,NA,NA
2021,2,00-0031236,NA,NA,NA,NA,NA,NA
2021,3,00-0031236,NA,NA,NA,NA,NA,NA
2021,4,00-0031236,NA,NA,NA,NA,NA,NA
2021,5,00-0031236,NA,NA,NA,NA,NA,NA
2021,6,00-0031236,NA,NA,NA,NA,NA,NA
2021,7,00-0031236,NA,NA,NA,NA,NA,NA
2021,8,00-0031236,NA,NA,NA,NA,NA,NA
2021,9,00-0031236,NA,NA,NA,NA,NA,NA
2021,11,00-0031236,NA,NA,NA,NA,NA,NA
2021,12,00-0031236,NA,NA,NA,NA,NA,NA
2021,13,00-0031236,NA,NA,NA,NA,NA,NA
2021,14,00-0031236,NA,NA,NA,NA,NA,NA
2021,15,00-0031236,NA,NA,NA,NA,NA,NA
2021,17,00-0031236,NA,NA,NA,NA,NA,NA
2021,18,00-0031236,NA,NA,NA,NA,NA,NA
2022,1,00-0031236,NA,NA,NA,NA,NA,NA
2022,2,00-0031236,NA,NA,NA,NA,NA,NA
2022,3,00-0031236,NA,NA,NA,NA,NA,NA
2022,4,00-0031236,NA,NA,NA,NA,NA,NA
2022,5,00-0031236,NA,NA,NA,NA,NA,NA
2022,7,00-0031236,NA,NA,NA,NA,NA,NA
2022,8,00-0031236,NA,NA,NA,NA,NA,NA
2022,10,00-0031236,NA,NA,NA,NA,NA,NA
2022,11,00-0031236,NA,NA,NA,NA,NA,NA
2022,12,00-0031236,NA,NA,NA,NA,NA,NA
2022,16,00-0031236,NA,NA,NA,NA,NA,NA
2022,17,00-0031236,NA,NA,NA,NA,NA,NA
2022,18,00-0031236,NA,NA,NA,NA,NA,NA
2023,1,00-0031236,NA,NA,NA,NA,NA,NA
2023,3,00-0031236,NA,NA,NA,NA,NA,NA
2023,4,00-0031236,NA,NA,NA,NA,NA,NA
2023,5,00-0031236,NA,NA,NA,NA,NA,NA
2023,6,00-0031236,NA,NA,NA,NA,NA,NA
2023,8,00-0031236,NA,NA,NA,NA,NA,NA
2023,9,00-0031236,NA,NA,NA,NA,NA,NA
2023,10,00-0031236,NA,NA,NA,NA,NA,NA
2023,11,00-0031236,NA,NA,NA,NA,NA,NA
2023,12,00-0031236,NA,NA,NA,NA,NA,NA
2023,13,00-0031236,NA,NA,NA,NA,NA,NA
2023,14,00-0031236,NA,NA,NA,NA,NA,NA
2023,15,00-0031236,NA,NA,NA,NA,NA,NA
2023,16,00-0031236,NA,NA,NA,NA,NA,NA
2023,17,00-0031236,NA,NA,NA,NA,NA,NA
2023,18,00-0031236,NA,NA,NA,NA,NA,NA
2023,19,00-0031236,NA,NA,NA,NA,NA,NA
2024,1,00-0031236,NA,NA,NA,NA,NA,NA
2024,2,00-0031236,NA,NA,NA,NA,NA,NA
2024,3,00-0031236,NA,NA,NA,NA,NA,NA
2024,4,00-0031236,NA,NA,NA,NA,NA,NA
2024,13,00-0031236,NA,NA,NA,NA,NA,NA
2024,14,00-0031236,NA,NA,NA,NA,NA,NA
2024,15,00-0031236,NA,NA,NA,NA,NA,NA
2024,16,00-0031236,NA,NA,NA,NA,NA,NA
2024,17,00-0031236,NA,NA,NA,NA,NA,NA
2024,18,00-0031236,NA,NA,NA,NA,NA,NA
2025,1,00-0031236,4.405,-0.3050000000000006,NA,NA,NA,NA
2025,2,00-0031236,1.9120000000000001,1.688,4.405,4.405,-0.3050000000000006,-0.3050000000000006
2025,3,00-0031236,5.2620000000000005,-1.362,3.1585,3.1585,0.6914999999999997,0.6914999999999997
2025,4,00-0031236,5.790000000000001,-2.0900000000000007,3.859666666666667,3.859666666666667,0.006999999999999747,0.006999999999999747
2025,5,00-0031236,0.971,0.029000000000000026,4.3213333333333335,4.342250000000001,-0.5880000000000003,-0.5172500000000004
2025,6,00-0031236,1.6310000000000002,0.9689999999999999,4.007666666666667,3.668,-1.1410000000000002,-0.4080000000000003
2025,7,00-0031236,0.9550000000000001,-0.15500000000000003,2.797333333333334,3.1132000000000004,-0.36400000000000027,-0.1532000000000002
2025,8,00-0031236,4.1209999999999996,-0.4209999999999994,1.1856666666666666,2.9218,0.28099999999999997,-0.5218000000000002
2025,9,00-0031236,3.408,-0.8079999999999998,2.2356666666666665,2.6936,0.13100000000000014,-0.33360000000000006
2025,13,00-0031236,0.782,1.018,2.828,2.2172,-0.4613333333333331,-0.07719999999999987
2025,15,00-0031236,6.013,-6.013,2.7703333333333333,2.1794,-0.07033333333333307,0.12060000000000012
2025,16,00-0031236,1.533,-1.533,3.401,3.0558,-1.9343333333333332,-1.2757999999999998
2025,17,00-0031236,9.114,2.9860000000000007,2.776,3.1713999999999998,-2.176,-1.5514
2025,19,00-0031236,8.615,-1.3149999999999995,5.553333333333334,4.17,-1.5199999999999998,-0.8699999999999998
2025,20,00-0031236,8.497,-5.497,6.420666666666667,5.2114,0.04600000000000041,-0.9713999999999997
2020,1,00-0031237,NA,NA,NA,NA,NA,NA
2020,2,00-0031237,NA,NA,NA,NA,NA,NA
2020,3,00-0031237,NA,NA,NA,NA,NA,NA
2020,4,00-0031237,NA,NA,NA,NA,NA,NA
2020,5,00-0031237,NA,NA,NA,NA,NA,NA
2020,6,00-0031237,NA,NA,NA,NA,NA,NA
2020,7,00-0031237,NA,NA,NA,NA,NA,NA
2020,8,00-0031237,NA,NA,NA,NA,NA,NA
2020,9,00-0031237,NA,NA,NA,NA,NA,NA
2020,10,00-0031237,NA,NA,NA,NA,NA,NA
2020,12,00-0031237,NA,NA,NA,NA,NA,NA
2020,14,00-0031237,NA,NA,NA,NA,NA,NA
2020,15,00-0031237,NA,NA,NA,NA,NA,NA
2020,16,00-0031237,NA,NA,NA,NA,NA,NA
2020,17,00-0031237,NA,NA,NA,NA,NA,NA
2021,1,00-0031237,NA,NA,NA,NA,NA,NA
2021,2,00-0031237,NA,NA,NA,NA,NA,NA
2021,3,00-0031237,NA,NA,NA,NA,NA,NA
2021,4,00-0031237,NA,NA,NA,NA,NA,NA
2021,5,00-0031237,NA,NA,NA,NA,NA,NA
2021,6,00-0031237,NA,NA,NA,NA,NA,NA
2021,7,00-0031237,NA,NA,NA,NA,NA,NA
2021,8,00-0031237,NA,NA,NA,NA,NA,NA
2021,9,00-0031237,NA,NA,NA,NA,NA,NA
2021,10,00-0031237,NA,NA,NA,NA,NA,NA
2021,12,00-0031237,NA,NA,NA,NA,NA,NA
2021,13,00-0031237,NA,NA,NA,NA,NA,NA
2021,14,00-0031237,NA,NA,NA,NA,NA,NA
2021,15,00-0031237,NA,NA,NA,NA,NA,NA
2022,3,00-0031237,NA,NA,NA,NA,NA,NA
2022,4,00-0031237,NA,NA,NA,NA,NA,NA
2022,5,00-0031237,NA,NA,NA,NA,NA,NA
2022,6,00-0031237,NA,NA,NA,NA,NA,NA
2022,17,00-0031237,NA,NA,NA,NA,NA,NA
2023,5,00-0031237,NA,NA,NA,NA,NA,NA
2024,20,00-0031237,NA,NA,NA,NA,NA,NA
2025,7,00-0031237,-0.1,0,NA,NA,NA,NA
2025,11,00-0031237,-0.1,0,-0.1,-0.1,0,0
2025,12,00-0031237,7.529799999999999,-4.449799999999999,-0.1,-0.1,0,0
2020,1,00-0031260,NA,NA,NA,NA,NA,NA
2020,2,00-0031260,NA,NA,NA,NA,NA,NA
2020,3,00-0031260,NA,NA,NA,NA,NA,NA
2020,4,00-0031260,NA,NA,NA,NA,NA,NA
2020,5,00-0031260,NA,NA,NA,NA,NA,NA
2020,6,00-0031260,NA,NA,NA,NA,NA,NA
2020,7,00-0031260,NA,NA,NA,NA,NA,NA
2020,9,00-0031260,NA,NA,NA,NA,NA,NA
2020,10,00-0031260,NA,NA,NA,NA,NA,NA
2020,11,00-0031260,NA,NA,NA,NA,NA,NA
2020,12,00-0031260,NA,NA,NA,NA,NA,NA
2020,13,00-0031260,NA,NA,NA,NA,NA,NA
2020,14,00-0031260,NA,NA,NA,NA,NA,NA
2020,15,00-0031260,NA,NA,NA,NA,NA,NA
2020,16,00-0031260,NA,NA,NA,NA,NA,NA
2020,17,00-0031260,NA,NA,NA,NA,NA,NA
2020,18,00-0031260,NA,NA,NA,NA,NA,NA
2021,1,00-0031260,NA,NA,NA,NA,NA,NA
2021,2,00-0031260,NA,NA,NA,NA,NA,NA
2021,3,00-0031260,NA,NA,NA,NA,NA,NA
2021,12,00-0031260,NA,NA,NA,NA,NA,NA
2021,13,00-0031260,NA,NA,NA,NA,NA,NA
2022,1,00-0031260,NA,NA,NA,NA,NA,NA
2022,2,00-0031260,NA,NA,NA,NA,NA,NA
2022,3,00-0031260,NA,NA,NA,NA,NA,NA
2022,4,00-0031260,NA,NA,NA,NA,NA,NA
2022,9,00-0031260,NA,NA,NA,NA,NA,NA
2022,10,00-0031260,NA,NA,NA,NA,NA,NA
2022,11,00-0031260,NA,NA,NA,NA,NA,NA
2022,12,00-0031260,NA,NA,NA,NA,NA,NA
2022,13,00-0031260,NA,NA,NA,NA,NA,NA
2022,15,00-0031260,NA,NA,NA,NA,NA,NA
2022,16,00-0031260,NA,NA,NA,NA,NA,NA
2022,17,00-0031260,NA,NA,NA,NA,NA,NA
2022,18,00-0031260,NA,NA,NA,NA,NA,NA
2023,1,00-0031260,NA,NA,NA,NA,NA,NA
2023,2,00-0031260,NA,NA,NA,NA,NA,NA
2023,4,00-0031260,NA,NA,NA,NA,NA,NA
2023,5,00-0031260,NA,NA,NA,NA,NA,NA
2023,6,00-0031260,NA,NA,NA,NA,NA,NA
2023,7,00-0031260,NA,NA,NA,NA,NA,NA
2023,8,00-0031260,NA,NA,NA,NA,NA,NA
2023,9,00-0031260,NA,NA,NA,NA,NA,NA
2023,10,00-0031260,NA,NA,NA,NA,NA,NA
2023,11,00-0031260,NA,NA,NA,NA,NA,NA
2023,12,00-0031260,NA,NA,NA,NA,NA,NA
2023,13,00-0031260,NA,NA,NA,NA,NA,NA
2023,15,00-0031260,NA,NA,NA,NA,NA,NA
2023,16,00-0031260,NA,NA,NA,NA,NA,NA
2023,17,00-0031260,NA,NA,NA,NA,NA,NA
2023,18,00-0031260,NA,NA,NA,NA,NA,NA
2020,1,00-0031273,NA,NA,NA,NA,NA,NA
2020,4,00-0031273,NA,NA,NA,NA,NA,NA
2020,5,00-0031273,NA,NA,NA,NA,NA,NA
2020,6,00-0031273,NA,NA,NA,NA,NA,NA
2020,7,00-0031273,NA,NA,NA,NA,NA,NA
2020,8,00-0031273,NA,NA,NA,NA,NA,NA
2020,10,00-0031273,NA,NA,NA,NA,NA,NA
2020,11,00-0031273,NA,NA,NA,NA,NA,NA
2020,12,00-0031273,NA,NA,NA,NA,NA,NA
2020,14,00-0031273,NA,NA,NA,NA,NA,NA
2020,15,00-0031273,NA,NA,NA,NA,NA,NA
2020,16,00-0031273,NA,NA,NA,NA,NA,NA
2020,17,00-0031273,NA,NA,NA,NA,NA,NA
2020,18,00-0031273,NA,NA,NA,NA,NA,NA
2020,19,00-0031273,NA,NA,NA,NA,NA,NA
2020,20,00-0031273,NA,NA,NA,NA,NA,NA
2020,21,00-0031273,NA,NA,NA,NA,NA,NA
2021,2,00-0031273,NA,NA,NA,NA,NA,NA
2021,3,00-0031273,NA,NA,NA,NA,NA,NA
2021,4,00-0031273,NA,NA,NA,NA,NA,NA
2021,5,00-0031273,NA,NA,NA,NA,NA,NA
2021,6,00-0031273,NA,NA,NA,NA,NA,NA
2021,7,00-0031273,NA,NA,NA,NA,NA,NA
2021,8,00-0031273,NA,NA,NA,NA,NA,NA
2021,10,00-0031273,NA,NA,NA,NA,NA,NA
2021,11,00-0031273,NA,NA,NA,NA,NA,NA
2021,12,00-0031273,NA,NA,NA,NA,NA,NA
2021,13,00-0031273,NA,NA,NA,NA,NA,NA
2021,14,00-0031273,NA,NA,NA,NA,NA,NA
2021,15,00-0031273,NA,NA,NA,NA,NA,NA
2021,16,00-0031273,NA,NA,NA,NA,NA,NA
2021,17,00-0031273,NA,NA,NA,NA,NA,NA
2021,18,00-0031273,NA,NA,NA,NA,NA,NA
2021,19,00-0031273,NA,NA,NA,NA,NA,NA
2021,20,00-0031273,NA,NA,NA,NA,NA,NA
2022,1,00-0031273,NA,NA,NA,NA,NA,NA
2022,2,00-0031273,NA,NA,NA,NA,NA,NA
2022,3,00-0031273,NA,NA,NA,NA,NA,NA
2022,4,00-0031273,NA,NA,NA,NA,NA,NA
2022,6,00-0031273,NA,NA,NA,NA,NA,NA
2022,10,00-0031273,NA,NA,NA,NA,NA,NA
2022,12,00-0031273,NA,NA,NA,NA,NA,NA
2022,14,00-0031273,NA,NA,NA,NA,NA,NA
2022,15,00-0031273,NA,NA,NA,NA,NA,NA
2022,19,00-0031273,NA,NA,NA,NA,NA,NA
2025,16,00-0031279,3.5260000000000002,-3.5260000000000002,NA,NA,NA,NA
2020,1,00-0031280,NA,NA,NA,NA,NA,NA
2020,2,00-0031280,NA,NA,NA,NA,NA,NA
2020,3,00-0031280,NA,NA,NA,NA,NA,NA
2020,4,00-0031280,NA,NA,NA,NA,NA,NA
2020,5,00-0031280,NA,NA,NA,NA,NA,NA
2020,7,00-0031280,NA,NA,NA,NA,NA,NA
2020,8,00-0031280,NA,NA,NA,NA,NA,NA
2020,9,00-0031280,NA,NA,NA,NA,NA,NA
2020,10,00-0031280,NA,NA,NA,NA,NA,NA
2020,11,00-0031280,NA,NA,NA,NA,NA,NA
2020,12,00-0031280,NA,NA,NA,NA,NA,NA
2020,13,00-0031280,NA,NA,NA,NA,NA,NA
2020,14,00-0031280,NA,NA,NA,NA,NA,NA
2020,15,00-0031280,NA,NA,NA,NA,NA,NA
2020,16,00-0031280,NA,NA,NA,NA,NA,NA
2020,17,00-0031280,NA,NA,NA,NA,NA,NA
2021,1,00-0031280,NA,NA,NA,NA,NA,NA
2021,2,00-0031280,NA,NA,NA,NA,NA,NA
2021,3,00-0031280,NA,NA,NA,NA,NA,NA
2021,4,00-0031280,NA,NA,NA,NA,NA,NA
2021,5,00-0031280,NA,NA,NA,NA,NA,NA
2021,6,00-0031280,NA,NA,NA,NA,NA,NA
2021,7,00-0031280,NA,NA,NA,NA,NA,NA
2021,9,00-0031280,NA,NA,NA,NA,NA,NA
2021,10,00-0031280,NA,NA,NA,NA,NA,NA
2021,11,00-0031280,NA,NA,NA,NA,NA,NA
2021,12,00-0031280,NA,NA,NA,NA,NA,NA
2021,13,00-0031280,NA,NA,NA,NA,NA,NA
2021,14,00-0031280,NA,NA,NA,NA,NA,NA
2021,15,00-0031280,NA,NA,NA,NA,NA,NA
2021,16,00-0031280,NA,NA,NA,NA,NA,NA
2021,17,00-0031280,NA,NA,NA,NA,NA,NA
2021,18,00-0031280,NA,NA,NA,NA,NA,NA
2021,19,00-0031280,NA,NA,NA,NA,NA,NA
2022,1,00-0031280,NA,NA,NA,NA,NA,NA
2022,2,00-0031280,NA,NA,NA,NA,NA,NA
2022,3,00-0031280,NA,NA,NA,NA,NA,NA
2022,4,00-0031280,NA,NA,NA,NA,NA,NA
2022,5,00-0031280,NA,NA,NA,NA,NA,NA
2022,7,00-0031280,NA,NA,NA,NA,NA,NA
2022,8,00-0031280,NA,NA,NA,NA,NA,NA
2022,9,00-0031280,NA,NA,NA,NA,NA,NA
2022,10,00-0031280,NA,NA,NA,NA,NA,NA
2022,11,00-0031280,NA,NA,NA,NA,NA,NA
2022,12,00-0031280,NA,NA,NA,NA,NA,NA
2022,13,00-0031280,NA,NA,NA,NA,NA,NA
2022,14,00-0031280,NA,NA,NA,NA,NA,NA
2022,15,00-0031280,NA,NA,NA,NA,NA,NA
2022,16,00-0031280,NA,NA,NA,NA,NA,NA
2023,1,00-0031280,NA,NA,NA,NA,NA,NA
2023,2,00-0031280,NA,NA,NA,NA,NA,NA
2023,3,00-0031280,NA,NA,NA,NA,NA,NA
2023,4,00-0031280,NA,NA,NA,NA,NA,NA
2023,5,00-0031280,NA,NA,NA,NA,NA,NA
2023,6,00-0031280,NA,NA,NA,NA,NA,NA
2023,7,00-0031280,NA,NA,NA,NA,NA,NA
2023,8,00-0031280,NA,NA,NA,NA,NA,NA
2023,9,00-0031280,NA,NA,NA,NA,NA,NA
2023,10,00-0031280,NA,NA,NA,NA,NA,NA
2023,12,00-0031280,NA,NA,NA,NA,NA,NA
2023,13,00-0031280,NA,NA,NA,NA,NA,NA
2023,14,00-0031280,NA,NA,NA,NA,NA,NA
2023,15,00-0031280,NA,NA,NA,NA,NA,NA
2023,16,00-0031280,NA,NA,NA,NA,NA,NA
2023,17,00-0031280,NA,NA,NA,NA,NA,NA
2023,18,00-0031280,NA,NA,NA,NA,NA,NA
2024,1,00-0031280,NA,NA,NA,NA,NA,NA
2024,2,00-0031280,NA,NA,NA,NA,NA,NA
2024,3,00-0031280,NA,NA,NA,NA,NA,NA
2024,4,00-0031280,NA,NA,NA,NA,NA,NA
2024,5,00-0031280,NA,NA,NA,NA,NA,NA
2024,9,00-0031280,NA,NA,NA,NA,NA,NA
2024,10,00-0031280,NA,NA,NA,NA,NA,NA
2024,11,00-0031280,NA,NA,NA,NA,NA,NA
2024,13,00-0031280,NA,NA,NA,NA,NA,NA
2024,14,00-0031280,NA,NA,NA,NA,NA,NA
2020,3,00-0031285,NA,NA,NA,NA,NA,NA
2020,4,00-0031285,NA,NA,NA,NA,NA,NA
2020,5,00-0031285,NA,NA,NA,NA,NA,NA
2020,6,00-0031285,NA,NA,NA,NA,NA,NA
2020,7,00-0031285,NA,NA,NA,NA,NA,NA
2021,2,00-0031285,NA,NA,NA,NA,NA,NA
2021,3,00-0031285,NA,NA,NA,NA,NA,NA
2021,4,00-0031285,NA,NA,NA,NA,NA,NA
2021,5,00-0031285,NA,NA,NA,NA,NA,NA
2021,6,00-0031285,NA,NA,NA,NA,NA,NA
2021,7,00-0031285,NA,NA,NA,NA,NA,NA
2021,9,00-0031285,NA,NA,NA,NA,NA,NA
2021,10,00-0031285,NA,NA,NA,NA,NA,NA
2021,11,00-0031285,NA,NA,NA,NA,NA,NA
2021,12,00-0031285,NA,NA,NA,NA,NA,NA
2021,13,00-0031285,NA,NA,NA,NA,NA,NA
2021,14,00-0031285,NA,NA,NA,NA,NA,NA
2021,15,00-0031285,NA,NA,NA,NA,NA,NA
2021,16,00-0031285,NA,NA,NA,NA,NA,NA
2021,17,00-0031285,NA,NA,NA,NA,NA,NA
2021,18,00-0031285,NA,NA,NA,NA,NA,NA
2020,17,00-0031288,NA,NA,NA,NA,NA,NA
2023,14,00-0031288,NA,NA,NA,NA,NA,NA
2023,18,00-0031288,NA,NA,NA,NA,NA,NA
2024,1,00-0031299,NA,NA,NA,NA,NA,NA
2020,3,00-0031319,NA,NA,NA,NA,NA,NA
2020,6,00-0031319,NA,NA,NA,NA,NA,NA
2020,16,00-0031319,NA,NA,NA,NA,NA,NA
2020,17,00-0031319,NA,NA,NA,NA,NA,NA
2021,3,00-0031319,NA,NA,NA,NA,NA,NA
2021,4,00-0031319,NA,NA,NA,NA,NA,NA
2021,5,00-0031319,NA,NA,NA,NA,NA,NA
2021,14,00-0031319,NA,NA,NA,NA,NA,NA
2020,1,00-0031325,NA,NA,NA,NA,NA,NA
2020,2,00-0031325,NA,NA,NA,NA,NA,NA
2020,3,00-0031325,NA,NA,NA,NA,NA,NA
2020,4,00-0031325,NA,NA,NA,NA,NA,NA
2020,5,00-0031325,NA,NA,NA,NA,NA,NA
2020,12,00-0031325,NA,NA,NA,NA,NA,NA
2020,13,00-0031325,NA,NA,NA,NA,NA,NA
2020,14,00-0031325,NA,NA,NA,NA,NA,NA
2020,15,00-0031325,NA,NA,NA,NA,NA,NA
2020,16,00-0031325,NA,NA,NA,NA,NA,NA
2020,21,00-0031325,NA,NA,NA,NA,NA,NA
2021,1,00-0031325,NA,NA,NA,NA,NA,NA
2021,2,00-0031325,NA,NA,NA,NA,NA,NA
2021,3,00-0031325,NA,NA,NA,NA,NA,NA
2021,4,00-0031325,NA,NA,NA,NA,NA,NA
2021,5,00-0031325,NA,NA,NA,NA,NA,NA
2021,10,00-0031325,NA,NA,NA,NA,NA,NA
2021,11,00-0031325,NA,NA,NA,NA,NA,NA
2021,12,00-0031325,NA,NA,NA,NA,NA,NA
