season,week,player_id,xfp_24,fpoe_24,xfp_roll3_24,xfp_roll5_24,fpoe_roll3_24,fpoe_roll5_24
2020,2,00-0035644,NA,NA,NA,NA,NA,NA
2020,3,00-0035644,NA,NA,NA,NA,NA,NA
2020,4,00-0035644,NA,NA,NA,NA,NA,NA
2020,7,00-0035644,NA,NA,NA,NA,NA,NA
2020,8,00-0035644,NA,NA,NA,NA,NA,NA
2020,9,00-0035644,NA,NA,NA,NA,NA,NA
2020,10,00-0035644,NA,NA,NA,NA,NA,NA
2020,11,00-0035644,NA,NA,NA,NA,NA,NA
2020,12,00-0035644,NA,NA,NA,NA,NA,NA
2020,13,00-0035644,NA,NA,NA,NA,NA,NA
2020,15,00-0035644,NA,NA,NA,NA,NA,NA
2020,16,00-0035644,NA,NA,NA,NA,NA,NA
2020,17,00-0035644,NA,NA,NA,NA,NA,NA
2021,1,00-0035644,NA,NA,NA,NA,NA,NA
2021,2,00-0035644,NA,NA,NA,NA,NA,NA
2021,3,00-0035644,NA,NA,NA,NA,NA,NA
2021,4,00-0035644,NA,NA,NA,NA,NA,NA
2021,5,00-0035644,NA,NA,NA,NA,NA,NA
2021,6,00-0035644,NA,NA,NA,NA,NA,NA
2021,7,00-0035644,NA,NA,NA,NA,NA,NA
2021,8,00-0035644,NA,NA,NA,NA,NA,NA
2021,10,00-0035644,NA,NA,NA,NA,NA,NA
2021,12,00-0035644,NA,NA,NA,NA,NA,NA
2021,13,00-0035644,NA,NA,NA,NA,NA,NA
2021,14,00-0035644,NA,NA,NA,NA,NA,NA
2021,15,00-0035644,NA,NA,NA,NA,NA,NA
2021,16,00-0035644,NA,NA,NA,NA,NA,NA
2021,17,00-0035644,NA,NA,NA,NA,NA,NA
2021,18,00-0035644,NA,NA,NA,NA,NA,NA
2022,1,00-0035644,NA,NA,NA,NA,NA,NA
2022,2,00-0035644,NA,NA,NA,NA,NA,NA
2022,3,00-0035644,NA,NA,NA,NA,NA,NA
2022,4,00-0035644,NA,NA,NA,NA,NA,NA
2022,5,00-0035644,NA,NA,NA,NA,NA,NA
2022,6,00-0035644,NA,NA,NA,NA,NA,NA
2022,7,00-0035644,NA,NA,NA,NA,NA,NA
2022,8,00-0035644,NA,NA,NA,NA,NA,NA
2022,9,00-0035644,NA,NA,NA,NA,NA,NA
2022,10,00-0035644,NA,NA,NA,NA,NA,NA
2022,12,00-0035644,NA,NA,NA,NA,NA,NA
2022,13,00-0035644,NA,NA,NA,NA,NA,NA
2022,14,00-0035644,NA,NA,NA,NA,NA,NA
2022,15,00-0035644,NA,NA,NA,NA,NA,NA
2022,16,00-0035644,NA,NA,NA,NA,NA,NA
2022,17,00-0035644,NA,NA,NA,NA,NA,NA
2022,18,00-0035644,NA,NA,NA,NA,NA,NA
2022,19,00-0035644,NA,NA,NA,NA,NA,NA
2023,2,00-0035644,NA,NA,NA,NA,NA,NA
2023,3,00-0035644,NA,NA,NA,NA,NA,NA
2023,4,00-0035644,NA,NA,NA,NA,NA,NA
2023,6,00-0035644,NA,NA,NA,NA,NA,NA
2023,7,00-0035644,NA,NA,NA,NA,NA,NA
2023,8,00-0035644,NA,NA,NA,NA,NA,NA
2023,9,00-0035644,NA,NA,NA,NA,NA,NA
2023,10,00-0035644,NA,NA,NA,NA,NA,NA
2023,11,00-0035644,NA,NA,NA,NA,NA,NA
2023,12,00-0035644,NA,NA,NA,NA,NA,NA
2023,13,00-0035644,NA,NA,NA,NA,NA,NA
2023,14,00-0035644,NA,NA,NA,NA,NA,NA
2023,15,00-0035644,NA,NA,NA,NA,NA,NA
2023,17,00-0035644,NA,NA,NA,NA,NA,NA
2024,1,00-0035644,NA,NA,NA,NA,NA,NA
2024,2,00-0035644,NA,NA,NA,NA,NA,NA
2024,3,00-0035644,NA,NA,NA,NA,NA,NA
2024,4,00-0035644,NA,NA,NA,NA,NA,NA
2024,5,00-0035644,NA,NA,NA,NA,NA,NA
2024,6,00-0035644,NA,NA,NA,NA,NA,NA
2024,7,00-0035644,NA,NA,NA,NA,NA,NA
2024,8,00-0035644,NA,NA,NA,NA,NA,NA
2024,13,00-0035644,NA,NA,NA,NA,NA,NA
2024,14,00-0035644,NA,NA,NA,NA,NA,NA
2024,15,00-0035644,NA,NA,NA,NA,NA,NA
2024,16,00-0035644,NA,NA,NA,NA,NA,NA
2024,17,00-0035644,NA,NA,NA,NA,NA,NA
2024,18,00-0035644,NA,NA,NA,NA,NA,NA
2025,1,00-0035644,8.258,2.3420000000000005,NA,NA,NA,NA
2025,2,00-0035644,4.562,-0.26199999999999957,8.258,8.258,2.3420000000000005,2.3420000000000005
2025,3,00-0035644,4.656,0.44399999999999995,6.41,6.41,1.0400000000000005,1.0400000000000005
2025,6,00-0035644,3.5600000000000005,1.1399999999999997,5.825333333333333,5.825333333333333,0.8413333333333336,0.8413333333333336
2025,7,00-0035644,6.603,5.797000000000001,4.259333333333333,5.259,0.4406666666666667,0.9160000000000001
2025,8,00-0035644,3.795,1.8050000000000006,4.939666666666667,5.5278,2.4603333333333333,1.8922000000000003
2025,9,00-0035644,4.01,5.790000000000001,4.652666666666667,4.6352,2.914,1.7848000000000002
2025,11,00-0035644,5.747000000000001,0.35299999999999887,4.802666666666666,4.5248,4.464,2.9952000000000005
2025,12,00-0035644,1.028,0.3719999999999999,4.517333333333333,4.743,2.6493333333333333,2.9770000000000003
2025,13,00-0035644,2.185,-1.385,3.595,4.2366,2.1716666666666664,2.8234000000000004
2025,14,00-0035644,2.7020000000000004,-0.7020000000000004,2.986666666666667,3.353,-0.22000000000000042,1.387
2025,17,00-0035644,4.63,-4.63,1.971666666666667,3.1344000000000003,-0.5716666666666669,0.8855999999999998
2025,18,00-0035644,1.045,-0.04499999999999993,3.1723333333333334,3.2584000000000004,-2.239,-1.1984000000000004
2020,4,00-0035645,NA,NA,NA,NA,NA,NA
2020,8,00-0035645,NA,NA,NA,NA,NA,NA
2020,9,00-0035645,NA,NA,NA,NA,NA,NA
2020,12,00-0035645,NA,NA,NA,NA,NA,NA
2020,13,00-0035645,NA,NA,NA,NA,NA,NA
2020,17,00-0035645,NA,NA,NA,NA,NA,NA
2021,7,00-0035645,NA,NA,NA,NA,NA,NA
2021,15,00-0035645,NA,NA,NA,NA,NA,NA
2021,16,00-0035645,NA,NA,NA,NA,NA,NA
2021,17,00-0035645,NA,NA,NA,NA,NA,NA
2022,2,00-0035645,NA,NA,NA,NA,NA,NA
2022,4,00-0035645,NA,NA,NA,NA,NA,NA
2022,10,00-0035645,NA,NA,NA,NA,NA,NA
2022,11,00-0035645,NA,NA,NA,NA,NA,NA
2022,12,00-0035645,NA,NA,NA,NA,NA,NA
2022,13,00-0035645,NA,NA,NA,NA,NA,NA
2022,14,00-0035645,NA,NA,NA,NA,NA,NA
2022,15,00-0035645,NA,NA,NA,NA,NA,NA
2022,17,00-0035645,NA,NA,NA,NA,NA,NA
2022,18,00-0035645,NA,NA,NA,NA,NA,NA
2023,2,00-0035645,NA,NA,NA,NA,NA,NA
2025,9,00-0035645,2.1050000000000004,6.795,NA,NA,NA,NA
2025,10,00-0035645,4.478,-4.478,2.1050000000000004,2.1050000000000004,6.795,6.795
2025,12,00-0035645,0.5279999999999999,4.792000000000001,3.2915,3.2915,1.1585,1.1585
2025,17,00-0035645,0.748,1.6520000000000004,2.3703333333333334,2.3703333333333334,2.369666666666667,2.369666666666667
2025,18,00-0035645,12.254600000000002,1.9453999999999994,1.918,1.96475,0.6553333333333338,2.1902500000000003
2020,11,00-0035652,NA,NA,NA,NA,NA,NA
2020,13,00-0035652,NA,NA,NA,NA,NA,NA
2020,14,00-0035652,NA,NA,NA,NA,NA,NA
2020,15,00-0035652,NA,NA,NA,NA,NA,NA
2020,4,00-0035657,NA,NA,NA,NA,NA,NA
2020,6,00-0035657,NA,NA,NA,NA,NA,NA
2020,7,00-0035657,NA,NA,NA,NA,NA,NA
2020,8,00-0035657,NA,NA,NA,NA,NA,NA
2020,9,00-0035657,NA,NA,NA,NA,NA,NA
2020,10,00-0035657,NA,NA,NA,NA,NA,NA
2020,11,00-0035657,NA,NA,NA,NA,NA,NA
2020,12,00-0035657,NA,NA,NA,NA,NA,NA
2020,13,00-0035657,NA,NA,NA,NA,NA,NA
2020,14,00-0035657,NA,NA,NA,NA,NA,NA
2021,1,00-0035657,NA,NA,NA,NA,NA,NA
2021,2,00-0035657,NA,NA,NA,NA,NA,NA
2021,3,00-0035657,NA,NA,NA,NA,NA,NA
2021,4,00-0035657,NA,NA,NA,NA,NA,NA
2021,5,00-0035657,NA,NA,NA,NA,NA,NA
2021,6,00-0035657,NA,NA,NA,NA,NA,NA
2021,7,00-0035657,NA,NA,NA,NA,NA,NA
2021,8,00-0035657,NA,NA,NA,NA,NA,NA
2021,9,00-0035657,NA,NA,NA,NA,NA,NA
2021,11,00-0035657,NA,NA,NA,NA,NA,NA
2021,12,00-0035657,NA,NA,NA,NA,NA,NA
2021,13,00-0035657,NA,NA,NA,NA,NA,NA
2021,16,00-0035657,NA,NA,NA,NA,NA,NA
2021,17,00-0035657,NA,NA,NA,NA,NA,NA
2021,18,00-0035657,NA,NA,NA,NA,NA,NA
2021,19,00-0035657,NA,NA,NA,NA,NA,NA
2022,1,00-0035657,NA,NA,NA,NA,NA,NA
2022,2,00-0035657,NA,NA,NA,NA,NA,NA
2022,3,00-0035657,NA,NA,NA,NA,NA,NA
2022,4,00-0035657,NA,NA,NA,NA,NA,NA
2022,5,00-0035657,NA,NA,NA,NA,NA,NA
2022,7,00-0035657,NA,NA,NA,NA,NA,NA
2022,8,00-0035657,NA,NA,NA,NA,NA,NA
2022,11,00-0035657,NA,NA,NA,NA,NA,NA
2022,12,00-0035657,NA,NA,NA,NA,NA,NA
2022,17,00-0035657,NA,NA,NA,NA,NA,NA
2022,18,00-0035657,NA,NA,NA,NA,NA,NA
2023,1,00-0035657,NA,NA,NA,NA,NA,NA
2023,2,00-0035657,NA,NA,NA,NA,NA,NA
2023,3,00-0035657,NA,NA,NA,NA,NA,NA
2023,4,00-0035657,NA,NA,NA,NA,NA,NA
2023,5,00-0035657,NA,NA,NA,NA,NA,NA
2023,6,00-0035657,NA,NA,NA,NA,NA,NA
2020,1,00-0035659,NA,NA,NA,NA,NA,NA
2020,2,00-0035659,NA,NA,NA,NA,NA,NA
2020,3,00-0035659,NA,NA,NA,NA,NA,NA
2020,4,00-0035659,NA,NA,NA,NA,NA,NA
2020,5,00-0035659,NA,NA,NA,NA,NA,NA
2020,6,00-0035659,NA,NA,NA,NA,NA,NA
2020,7,00-0035659,NA,NA,NA,NA,NA,NA
2020,9,00-0035659,NA,NA,NA,NA,NA,NA
2020,10,00-0035659,NA,NA,NA,NA,NA,NA
2020,11,00-0035659,NA,NA,NA,NA,NA,NA
2020,12,00-0035659,NA,NA,NA,NA,NA,NA
2020,13,00-0035659,NA,NA,NA,NA,NA,NA
2020,14,00-0035659,NA,NA,NA,NA,NA,NA
2020,15,00-0035659,NA,NA,NA,NA,NA,NA
2020,17,00-0035659,NA,NA,NA,NA,NA,NA
2020,18,00-0035659,NA,NA,NA,NA,NA,NA
2021,1,00-0035659,NA,NA,NA,NA,NA,NA
2021,2,00-0035659,NA,NA,NA,NA,NA,NA
2021,3,00-0035659,NA,NA,NA,NA,NA,NA
2021,4,00-0035659,NA,NA,NA,NA,NA,NA
2021,5,00-0035659,NA,NA,NA,NA,NA,NA
2021,6,00-0035659,NA,NA,NA,NA,NA,NA
2021,7,00-0035659,NA,NA,NA,NA,NA,NA
2021,8,00-0035659,NA,NA,NA,NA,NA,NA
2021,10,00-0035659,NA,NA,NA,NA,NA,NA
2021,11,00-0035659,NA,NA,NA,NA,NA,NA
2021,12,00-0035659,NA,NA,NA,NA,NA,NA
2021,13,00-0035659,NA,NA,NA,NA,NA,NA
2021,14,00-0035659,NA,NA,NA,NA,NA,NA
2021,15,00-0035659,NA,NA,NA,NA,NA,NA
2021,16,00-0035659,NA,NA,NA,NA,NA,NA
2021,17,00-0035659,NA,NA,NA,NA,NA,NA
2021,18,00-0035659,NA,NA,NA,NA,NA,NA
2022,1,00-0035659,NA,NA,NA,NA,NA,NA
2022,2,00-0035659,NA,NA,NA,NA,NA,NA
2022,3,00-0035659,NA,NA,NA,NA,NA,NA
2022,4,00-0035659,NA,NA,NA,NA,NA,NA
2022,5,00-0035659,NA,NA,NA,NA,NA,NA
2022,6,00-0035659,NA,NA,NA,NA,NA,NA
2022,7,00-0035659,NA,NA,NA,NA,NA,NA
2022,8,00-0035659,NA,NA,NA,NA,NA,NA
2022,9,00-0035659,NA,NA,NA,NA,NA,NA
2022,10,00-0035659,NA,NA,NA,NA,NA,NA
2022,11,00-0035659,NA,NA,NA,NA,NA,NA
2022,12,00-0035659,NA,NA,NA,NA,NA,NA
2022,13,00-0035659,NA,NA,NA,NA,NA,NA
2022,15,00-0035659,NA,NA,NA,NA,NA,NA
2022,16,00-0035659,NA,NA,NA,NA,NA,NA
2022,17,00-0035659,NA,NA,NA,NA,NA,NA
2022,18,00-0035659,NA,NA,NA,NA,NA,NA
2023,1,00-0035659,NA,NA,NA,NA,NA,NA
2023,2,00-0035659,NA,NA,NA,NA,NA,NA
2023,3,00-0035659,NA,NA,NA,NA,NA,NA
2023,4,00-0035659,NA,NA,NA,NA,NA,NA
2023,5,00-0035659,NA,NA,NA,NA,NA,NA
2023,6,00-0035659,NA,NA,NA,NA,NA,NA
2023,7,00-0035659,NA,NA,NA,NA,NA,NA
2023,8,00-0035659,NA,NA,NA,NA,NA,NA
2023,9,00-0035659,NA,NA,NA,NA,NA,NA
2023,10,00-0035659,NA,NA,NA,NA,NA,NA
2023,11,00-0035659,NA,NA,NA,NA,NA,NA
2023,12,00-0035659,NA,NA,NA,NA,NA,NA
2023,13,00-0035659,NA,NA,NA,NA,NA,NA
2023,15,00-0035659,NA,NA,NA,NA,NA,NA
2023,16,00-0035659,NA,NA,NA,NA,NA,NA
2023,17,00-0035659,NA,NA,NA,NA,NA,NA
2023,18,00-0035659,NA,NA,NA,NA,NA,NA
2024,1,00-0035659,NA,NA,NA,NA,NA,NA
2024,2,00-0035659,NA,NA,NA,NA,NA,NA
2024,3,00-0035659,NA,NA,NA,NA,NA,NA
2024,4,00-0035659,NA,NA,NA,NA,NA,NA
2024,5,00-0035659,NA,NA,NA,NA,NA,NA
2024,6,00-0035659,NA,NA,NA,NA,NA,NA
2024,7,00-0035659,NA,NA,NA,NA,NA,NA
2024,8,00-0035659,NA,NA,NA,NA,NA,NA
2024,9,00-0035659,NA,NA,NA,NA,NA,NA
2024,10,00-0035659,NA,NA,NA,NA,NA,NA
2024,11,00-0035659,NA,NA,NA,NA,NA,NA
2024,12,00-0035659,NA,NA,NA,NA,NA,NA
2024,13,00-0035659,NA,NA,NA,NA,NA,NA
2024,15,00-0035659,NA,NA,NA,NA,NA,NA
2024,16,00-0035659,NA,NA,NA,NA,NA,NA
2024,17,00-0035659,NA,NA,NA,NA,NA,NA
2024,18,00-0035659,NA,NA,NA,NA,NA,NA
2024,19,00-0035659,NA,NA,NA,NA,NA,NA
2024,20,00-0035659,NA,NA,NA,NA,NA,NA
2024,21,00-0035659,NA,NA,NA,NA,NA,NA
2025,1,00-0035659,6.003000000000001,-2.303000000000001,NA,NA,NA,NA
2025,2,00-0035659,11.472999999999999,-4.172999999999998,6.003000000000001,6.003000000000001,-2.303000000000001,-2.303000000000001
2025,3,00-0035659,5.454,3.4460000000000006,8.738,8.738,-3.2379999999999995,-3.2379999999999995
2025,8,00-0035659,6.971,5.929,7.6433333333333335,7.6433333333333335,-1.0099999999999996,-1.0099999999999996
2025,13,00-0035659,26.268,-7.167999999999999,7.965999999999999,7.47525,1.7340000000000009,0.7247500000000004
2025,14,00-0035659,6.095000000000001,-0.4950000000000001,12.897666666666666,11.2338,0.7356666666666672,-0.8537999999999994
2025,15,00-0035659,5.281000000000001,9.119,13.111333333333334,11.2522,-0.5779999999999997,-0.49219999999999936
2025,16,00-0035659,4.979,1.8210000000000006,12.548,10.0138,0.48533333333333345,2.1662000000000003
2025,17,00-0035659,8.054,0.7460000000000004,5.451666666666667,9.918800000000001,3.481666666666667,1.8412000000000002
2025,18,00-0035659,3.982,3.718,6.104666666666667,10.1354,3.8953333333333338,0.8046000000000003
2020,12,00-0035660,NA,NA,NA,NA,NA,NA
2020,13,00-0035660,NA,NA,NA,NA,NA,NA
2020,15,00-0035660,NA,NA,NA,NA,NA,NA
2020,16,00-0035660,NA,NA,NA,NA,NA,NA
2020,1,00-0035662,NA,NA,NA,NA,NA,NA
2020,2,00-0035662,NA,NA,NA,NA,NA,NA
2020,3,00-0035662,NA,NA,NA,NA,NA,NA
2020,4,00-0035662,NA,NA,NA,NA,NA,NA
2020,5,00-0035662,NA,NA,NA,NA,NA,NA
2020,6,00-0035662,NA,NA,NA,NA,NA,NA
2020,8,00-0035662,NA,NA,NA,NA,NA,NA
2020,9,00-0035662,NA,NA,NA,NA,NA,NA
2020,10,00-0035662,NA,NA,NA,NA,NA,NA
2020,11,00-0035662,NA,NA,NA,NA,NA,NA
2020,12,00-0035662,NA,NA,NA,NA,NA,NA
2020,13,00-0035662,NA,NA,NA,NA,NA,NA
2020,14,00-0035662,NA,NA,NA,NA,NA,NA
2020,15,00-0035662,NA,NA,NA,NA,NA,NA
2020,16,00-0035662,NA,NA,NA,NA,NA,NA
2020,17,00-0035662,NA,NA,NA,NA,NA,NA
2020,18,00-0035662,NA,NA,NA,NA,NA,NA
2020,19,00-0035662,NA,NA,NA,NA,NA,NA
2021,1,00-0035662,NA,NA,NA,NA,NA,NA
2021,2,00-0035662,NA,NA,NA,NA,NA,NA
2021,3,00-0035662,NA,NA,NA,NA,NA,NA
2021,4,00-0035662,NA,NA,NA,NA,NA,NA
2021,5,00-0035662,NA,NA,NA,NA,NA,NA
2021,6,00-0035662,NA,NA,NA,NA,NA,NA
2021,7,00-0035662,NA,NA,NA,NA,NA,NA
2021,9,00-0035662,NA,NA,NA,NA,NA,NA
2021,10,00-0035662,NA,NA,NA,NA,NA,NA
2021,12,00-0035662,NA,NA,NA,NA,NA,NA
2021,13,00-0035662,NA,NA,NA,NA,NA,NA
2021,14,00-0035662,NA,NA,NA,NA,NA,NA
2021,15,00-0035662,NA,NA,NA,NA,NA,NA
2021,16,00-0035662,NA,NA,NA,NA,NA,NA
2021,17,00-0035662,NA,NA,NA,NA,NA,NA
2021,18,00-0035662,NA,NA,NA,NA,NA,NA
2022,1,00-0035662,NA,NA,NA,NA,NA,NA
2022,2,00-0035662,NA,NA,NA,NA,NA,NA
2022,3,00-0035662,NA,NA,NA,NA,NA,NA
2022,4,00-0035662,NA,NA,NA,NA,NA,NA
2022,5,00-0035662,NA,NA,NA,NA,NA,NA
2022,6,00-0035662,NA,NA,NA,NA,NA,NA
2022,12,00-0035662,NA,NA,NA,NA,NA,NA
2022,14,00-0035662,NA,NA,NA,NA,NA,NA
2022,15,00-0035662,NA,NA,NA,NA,NA,NA
2022,16,00-0035662,NA,NA,NA,NA,NA,NA
2022,17,00-0035662,NA,NA,NA,NA,NA,NA
2022,18,00-0035662,NA,NA,NA,NA,NA,NA
2023,1,00-0035662,NA,NA,NA,NA,NA,NA
2023,2,00-0035662,NA,NA,NA,NA,NA,NA
2023,3,00-0035662,NA,NA,NA,NA,NA,NA
2023,4,00-0035662,NA,NA,NA,NA,NA,NA
2023,5,00-0035662,NA,NA,NA,NA,NA,NA
2023,6,00-0035662,NA,NA,NA,NA,NA,NA
2023,7,00-0035662,NA,NA,NA,NA,NA,NA
2023,8,00-0035662,NA,NA,NA,NA,NA,NA
2023,9,00-0035662,NA,NA,NA,NA,NA,NA
2023,10,00-0035662,NA,NA,NA,NA,NA,NA
2023,11,00-0035662,NA,NA,NA,NA,NA,NA
2023,12,00-0035662,NA,NA,NA,NA,NA,NA
2023,13,00-0035662,NA,NA,NA,NA,NA,NA
2024,16,00-0035662,NA,NA,NA,NA,NA,NA
2024,17,00-0035662,NA,NA,NA,NA,NA,NA
2024,20,00-0035662,NA,NA,NA,NA,NA,NA
2024,21,00-0035662,NA,NA,NA,NA,NA,NA
2024,22,00-0035662,NA,NA,NA,NA,NA,NA
2025,1,00-0035662,20.517000000000003,-5.617000000000003,NA,NA,NA,NA
2025,2,00-0035662,5.364,0.13600000000000012,20.517000000000003,20.517000000000003,-5.617000000000003,-5.617000000000003
2025,3,00-0035662,8.376999999999999,-2.1769999999999987,12.940500000000002,12.940500000000002,-2.7405000000000013,-2.7405000000000013
2025,4,00-0035662,8.499,2.801,11.419333333333334,11.419333333333334,-2.552666666666667,-2.552666666666667
2025,5,00-0035662,11.498000000000001,-4.698,7.413333333333333,10.689250000000001,0.25333333333333385,-1.2142500000000003
2025,6,00-0035662,8.657,9.843,9.458,10.851,-1.3579999999999997,-1.9110000000000003
2025,7,00-0035662,6.963,1.4370000000000003,9.551333333333334,8.479,2.6486666666666667,1.1810000000000003
2025,8,00-0035662,2.027,-2.027,9.039333333333333,8.7988,2.194,1.4412000000000003
2025,9,00-0035662,5.669,2.631000000000001,5.882333333333333,7.5288,3.0843333333333334,1.4712
2025,11,00-0035662,4.7,1.2999999999999998,4.886333333333333,6.9628000000000005,0.6803333333333338,1.4372000000000003
2025,12,00-0035662,0.988,0.512,4.132,5.6032,0.6346666666666669,2.6368
2025,13,00-0035662,3.63,5.37,3.7856666666666667,4.0694,1.4810000000000003,0.7706000000000002
2025,14,00-0035662,3.1689999999999996,0.8310000000000004,3.106,3.4028,2.394,1.5572000000000001
2025,16,00-0035662,2.675,1.0250000000000004,2.5956666666666663,3.6311999999999998,2.2376666666666667,2.1288000000000005
2025,17,00-0035662,3.3560000000000003,-2.156,3.158,3.0324,2.408666666666667,1.8076
2025,18,00-0035662,7.367,0.5330000000000004,3.0666666666666664,2.7636,-0.0999999999999998,1.1164
2020,1,00-0035664,NA,NA,NA,NA,NA,NA
2020,2,00-0035664,NA,NA,NA,NA,NA,NA
2020,3,00-0035664,NA,NA,NA,NA,NA,NA
2020,4,00-0035664,NA,NA,NA,NA,NA,NA
2020,5,00-0035664,NA,NA,NA,NA,NA,NA
2020,6,00-0035664,NA,NA,NA,NA,NA,NA
2020,7,00-0035664,NA,NA,NA,NA,NA,NA
2020,8,00-0035664,NA,NA,NA,NA,NA,NA
2020,10,00-0035664,NA,NA,NA,NA,NA,NA
2020,11,00-0035664,NA,NA,NA,NA,NA,NA
2020,12,00-0035664,NA,NA,NA,NA,NA,NA
2020,13,00-0035664,NA,NA,NA,NA,NA,NA
2020,14,00-0035664,NA,NA,NA,NA,NA,NA
2020,15,00-0035664,NA,NA,NA,NA,NA,NA
2020,16,00-0035664,NA,NA,NA,NA,NA,NA
2021,1,00-0035664,NA,NA,NA,NA,NA,NA
2021,2,00-0035664,NA,NA,NA,NA,NA,NA
2021,4,00-0035664,NA,NA,NA,NA,NA,NA
2021,5,00-0035664,NA,NA,NA,NA,NA,NA
2021,6,00-0035664,NA,NA,NA,NA,NA,NA
2021,7,00-0035664,NA,NA,NA,NA,NA,NA
2021,8,00-0035664,NA,NA,NA,NA,NA,NA
2021,9,00-0035664,NA,NA,NA,NA,NA,NA
2021,10,00-0035664,NA,NA,NA,NA,NA,NA
2021,12,00-0035664,NA,NA,NA,NA,NA,NA
2021,15,00-0035664,NA,NA,NA,NA,NA,NA
2021,16,00-0035664,NA,NA,NA,NA,NA,NA
2021,22,00-0035664,NA,NA,NA,NA,NA,NA
2022,1,00-0035664,NA,NA,NA,NA,NA,NA
2022,2,00-0035664,NA,NA,NA,NA,NA,NA
2022,3,00-0035664,NA,NA,NA,NA,NA,NA
2022,4,00-0035664,NA,NA,NA,NA,NA,NA
2022,5,00-0035664,NA,NA,NA,NA,NA,NA
2022,6,00-0035664,NA,NA,NA,NA,NA,NA
2022,8,00-0035664,NA,NA,NA,NA,NA,NA
2022,9,00-0035664,NA,NA,NA,NA,NA,NA
2022,10,00-0035664,NA,NA,NA,NA,NA,NA
2022,11,00-0035664,NA,NA,NA,NA,NA,NA
2023,7,00-0035664,NA,NA,NA,NA,NA,NA
2023,8,00-0035664,NA,NA,NA,NA,NA,NA
2023,9,00-0035664,NA,NA,NA,NA,NA,NA
2023,11,00-0035664,NA,NA,NA,NA,NA,NA
2020,1,00-0035671,NA,NA,NA,NA,NA,NA
2020,2,00-0035671,NA,NA,NA,NA,NA,NA
2020,3,00-0035671,NA,NA,NA,NA,NA,NA
2020,7,00-0035671,NA,NA,NA,NA,NA,NA
2020,8,00-0035671,NA,NA,NA,NA,NA,NA
2020,9,00-0035671,NA,NA,NA,NA,NA,NA
2020,11,00-0035671,NA,NA,NA,NA,NA,NA
2020,12,00-0035671,NA,NA,NA,NA,NA,NA
2020,1,00-0035676,NA,NA,NA,NA,NA,NA
2020,5,00-0035676,NA,NA,NA,NA,NA,NA
2020,6,00-0035676,NA,NA,NA,NA,NA,NA
2020,7,00-0035676,NA,NA,NA,NA,NA,NA
2020,8,00-0035676,NA,NA,NA,NA,NA,NA
2020,9,00-0035676,NA,NA,NA,NA,NA,NA
2020,10,00-0035676,NA,NA,NA,NA,NA,NA
2020,11,00-0035676,NA,NA,NA,NA,NA,NA
2020,12,00-0035676,NA,NA,NA,NA,NA,NA
2020,13,00-0035676,NA,NA,NA,NA,NA,NA
2020,14,00-0035676,NA,NA,NA,NA,NA,NA
2020,15,00-0035676,NA,NA,NA,NA,NA,NA
2020,16,00-0035676,NA,NA,NA,NA,NA,NA
2020,17,00-0035676,NA,NA,NA,NA,NA,NA
2020,18,00-0035676,NA,NA,NA,NA,NA,NA
2021,1,00-0035676,NA,NA,NA,NA,NA,NA
2021,2,00-0035676,NA,NA,NA,NA,NA,NA
2021,3,00-0035676,NA,NA,NA,NA,NA,NA
2021,5,00-0035676,NA,NA,NA,NA,NA,NA
2021,6,00-0035676,NA,NA,NA,NA,NA,NA
2021,7,00-0035676,NA,NA,NA,NA,NA,NA
2021,8,00-0035676,NA,NA,NA,NA,NA,NA
2021,9,00-0035676,NA,NA,NA,NA,NA,NA
2021,10,00-0035676,NA,NA,NA,NA,NA,NA
2021,11,00-0035676,NA,NA,NA,NA,NA,NA
2021,16,00-0035676,NA,NA,NA,NA,NA,NA
2021,17,00-0035676,NA,NA,NA,NA,NA,NA
2021,18,00-0035676,NA,NA,NA,NA,NA,NA
2021,20,00-0035676,NA,NA,NA,NA,NA,NA
2022,1,00-0035676,NA,NA,NA,NA,NA,NA
2022,2,00-0035676,NA,NA,NA,NA,NA,NA
2022,3,00-0035676,NA,NA,NA,NA,NA,NA
2022,4,00-0035676,NA,NA,NA,NA,NA,NA
2022,5,00-0035676,NA,NA,NA,NA,NA,NA
2022,6,00-0035676,NA,NA,NA,NA,NA,NA
2022,8,00-0035676,NA,NA,NA,NA,NA,NA
2022,9,00-0035676,NA,NA,NA,NA,NA,NA
2022,10,00-0035676,NA,NA,NA,NA,NA,NA
2022,11,00-0035676,NA,NA,NA,NA,NA,NA
2022,12,00-0035676,NA,NA,NA,NA,NA,NA
2022,13,00-0035676,NA,NA,NA,NA,NA,NA
2022,14,00-0035676,NA,NA,NA,NA,NA,NA
2022,15,00-0035676,NA,NA,NA,NA,NA,NA
2022,16,00-0035676,NA,NA,NA,NA,NA,NA
2022,17,00-0035676,NA,NA,NA,NA,NA,NA
2022,18,00-0035676,NA,NA,NA,NA,NA,NA
2022,20,00-0035676,NA,NA,NA,NA,NA,NA
2022,21,00-0035676,NA,NA,NA,NA,NA,NA
2022,22,00-0035676,NA,NA,NA,NA,NA,NA
2023,1,00-0035676,NA,NA,NA,NA,NA,NA
2023,2,00-0035676,NA,NA,NA,NA,NA,NA
2023,3,00-0035676,NA,NA,NA,NA,NA,NA
2023,4,00-0035676,NA,NA,NA,NA,NA,NA
