season,week,defense,position,def_pos_residual,def_pos_fppg_allowed
2024,13,HOU,QB,-3.112257061046801,10.120000000000001
2024,13,HOU,RB,0.30444214456411967,5.65
2024,13,HOU,TE,-1.250229767974025,3.166666666666667
2024,13,HOU,WR,7.088295559276175,10.325000000000001
2024,13,IND,QB,4.272546413150641,19.42
2024,13,IND,RB,5.498968759306047,11.55
2024,13,IND,TE,4.871366375190261,11.6
2024,13,IND,WR,-1.275935231482773,4.4
2024,13,JAX,QB,1.2041203724166731,14.379999999999999
2024,13,JAX,RB,0.07955370506373804,10.250000000000002
2024,13,JAX,TE,2.8487342247394594,7.750000000000001
2024,13,JAX,WR,-2.181129116380284,5.325
2024,13,KC,QB,13.997204329482287,21.6
2024,13,KC,RB,0.47834041819414885,4.6000000000000005
2024,13,KC,TE,2.9196251681258962,8.733333333333333
2024,13,KC,WR,1.454019803305223,7.275
2024,13,LA,QB,-1.7984130357528656,14.559999999999999
2024,13,LA,RB,-1.1018661845365498,7.550000000000001
2024,13,LA,TE,-3.598689779337139,4.966666666666667
2024,13,LA,WR,-0.054102774224986994,5.375
2024,13,LAC,QB,-10.588274259721526,2.1000000000000005
2024,13,LAC,RB,0.897663425477546,8.400000000000002
2024,13,LAC,TE,-2.070776460654285,0.5
2024,13,LAC,WR,0.6254855495617843,9.200000000000001
2024,13,LV,QB,-3.014903709068765,16.64
2024,13,LV,RB,-3.8720762835967117,2.475
2024,13,LV,TE,-1.29398481334679,9.05
2024,13,LV,WR,-0.019026017270934226,5.5
2024,13,MIA,QB,4.192514640480891,18.96
2024,13,MIA,RB,-0.6256089887914081,8.533333333333335
2024,13,MIA,TE,5.947441881473981,10.8
2024,13,MIA,WR,3.6270768506318873,10.3
2024,13,MIN,QB,-0.6498760194403062,15.200000000000001
2024,13,MIN,RB,-4.459210038361852,4.533333333333334
2024,13,MIN,TE,1.465599143429961,6.7666666666666675
2024,13,MIN,WR,3.6130819927078353,8.066666666666666
2024,13,NE,QB,3.2262388420012016,21.16
2024,13,NE,RB,1.0850035751394274,5.6000000000000005
2024,13,NE,TE,0.05749168472130123,1.6
2024,13,NE,WR,-2.1891168533385916,3.825
2024,13,NO,QB,-1.9346785699778088,15.620000000000001
2024,13,NO,RB,3.567632087072918,10.999999999999998
2024,13,NO,TE,-1.4783252256078572,0.9
2024,13,NO,WR,-1.3469430047752575,4.9714285714285715
2024,13,NYG,QB,2.1333241724357883,11.8
2024,13,NYG,RB,2.842010868206622,6.866666666666668
2024,13,NYG,TE,-1.2076515265448016,2.9000000000000004
2024,13,NYG,WR,-0.677358316050983,4.633333333333334
2024,13,NYJ,QB,-3.253820483139622,12.44
2024,13,NYJ,RB,-0.15163952377797782,4.175000000000001
2024,13,NYJ,TE,0.1591596030777381,4.166666666666667
2024,13,NYJ,WR,-3.7042247562495216,4.32
2024,13,PHI,QB,3.1018898933943895,25.380000000000003
2024,13,PHI,RB,-2.3219630743585027,5.566666666666667
2024,13,PHI,TE,6.011168329724668,14.100000000000001
2024,13,PHI,WR,-2.46153454597583,3.6666666666666665
2024,13,PIT,QB,-3.6944259856403576,23.259999999999998
2024,13,PIT,RB,-0.17372684300098584,9.45
2024,13,PIT,TE,-0.6089083691601588,4.800000000000001
2024,13,PIT,WR,-0.7817075498098036,8.8
2024,13,SEA,QB,0.9792820160912186,14
2024,13,SEA,RB,-0.008167462520183966,5.6
2024,13,SEA,TE,0.9587231396470878,3
2024,13,SEA,WR,-1.063100812836868,4.58
2024,13,SF,QB,0.9173311260993877,14.139999999999999
2024,13,SF,RB,3.337069908338176,8.975000000000001
2024,13,SF,TE,-0.04420193516442287,2.8333333333333335
2024,13,SF,WR,-3.479519234614556,3.12
2024,13,TB,QB,11.154081956868469,23.62
2024,13,TB,RB,-3.399468709809317,3.3
2024,13,TB,TE,1.8257814458301063,3.4
2024,13,TB,WR,2.7263883176096604,8.7
2024,13,TEN,QB,11.389553064466366,27.64
2024,13,TEN,RB,6.620033625856566,12
2024,13,TEN,TE,-1.0111303847504,5.9
2024,13,TEN,WR,3.4533755785658378,7.720000000000001
2024,13,WAS,QB,0.2262397118912638,16.18
2024,13,WAS,RB,-2.5026611938506984,3.0333333333333337
2024,13,WAS,TE,-1.4339883330911123,2.033333333333333
2024,13,WAS,WR,-0.20265290530988783,6.0600000000000005
2024,14,ARI,QB,0.04617951686038069,13.32
2024,14,ARI,RB,10.431656715554743,13.566666666666666
2024,14,ARI,TE,-1.7696416277734524,2.0666666666666664
2024,14,ARI,WR,-0.8462278346278175,4.800000000000001
2024,14,ATL,QB,3.9544504516876313,17.19
2024,14,ATL,RB,0.4390040059137357,6.366666666666667
2024,14,ATL,TE,-3.3973564252613264,3.2
2024,14,ATL,WR,12.486684945529882,21.333333333333332
2024,14,BUF,QB,1.770321430022193,20.8
2024,14,BUF,RB,4.455132087072922,13.05
2024,14,BUF,TE,-1.6860619737062914,0.8
2024,14,BUF,WR,2.7988166951633726,9.916666666666666
2024,14,CAR,QB,6.6088576123923595,24.22
2024,14,CAR,RB,-5.050408048847276,6.233333333333333
2024,14,CAR,TE,3.373930978781337,4.55
2024,14,CAR,WR,-1.8247663267226333,4.75
2024,14,CHI,QB,-1.0582525819696436,10.05
2024,14,CHI,RB,8.932792440778483,11.566666666666666
2024,14,CHI,TE,3.8769290041788196,9.5
2024,14,CHI,WR,2.6708002023739748,7.5
2024,14,CIN,QB,1.036053943589664,13.82
