season,week,game_id,defense,n_prior_games_24,opp_blitz_rate_roll4_24,opp_rushers5_rate_roll4_24,opp_avg_pass_rushers_roll4_24,opp_pressure_rate_roll4_24,opp_man_rate_roll4_24,opp_zone_rate_roll4_24,opp_cover0_rate_roll4_24,opp_cover1_rate_roll4_24,opp_cover2_rate_roll4_24,opp_cover3_rate_roll4_24,opp_cover4_rate_roll4_24,opp_cover6_rate_roll4_24,opp_avg_box_roll4_24
2026,14,2026_14_LAC_LV,LV,4,0.10044296996051383,0.09086194831808866,1.8991727895236667,0.11875843454790823,0.26825396825396824,0.7317460317460318,0,0,0,0,0,0,5.086185460088969
2026,15,2026_15_DEN_LV,LV,4,0.10044296996051383,0.09086194831808866,1.8991727895236667,0.11875843454790823,0.26825396825396824,0.7317460317460318,0,0,0,0,0,0,5.086185460088969
2026,16,2026_16_TEN_LV,LV,4,0.10044296996051383,0.09086194831808866,1.8991727895236667,0.11875843454790823,0.26825396825396824,0.7317460317460318,0,0,0,0,0,0,5.086185460088969
2026,17,2026_17_LV_ARI,LV,4,0.10044296996051383,0.09086194831808866,1.8991727895236667,0.11875843454790823,0.26825396825396824,0.7317460317460318,0,0,0,0,0,0,5.086185460088969
2026,18,2026_18_LV_KC,LV,4,0.10044296996051383,0.09086194831808866,1.8991727895236667,0.11875843454790823,0.26825396825396824,0.7317460317460318,0,0,0,0,0,0,5.086185460088969
2026,1,2026_01_MIA_LV,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,2,2026_02_MIA_SF,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,3,2026_03_KC_MIA,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,4,2026_04_MIA_MIN,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,5,2026_05_CIN_MIA,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,7,2026_07_MIA_NYJ,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,8,2026_08_NE_MIA,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,9,2026_09_DET_MIA,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,10,2026_10_MIA_IND,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,11,2026_11_MIA_BUF,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,12,2026_12_NYJ_MIA,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,13,2026_13_MIA_DEN,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,14,2026_14_CHI_MIA,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,15,2026_15_MIA_GB,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,16,2026_16_LAC_MIA,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,17,2026_17_BUF_MIA,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,18,2026_18_MIA_NE,MIA,4,0.1537701924173443,0.13901245756467276,2.0729733019289984,0.10943736457976964,0.23912037037037037,0.7608796296296296,0,0,0,0,0,0,4.932054708676544
2026,1,2026_01_GB_MIN,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,2,2026_02_MIN_CHI,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,3,2026_03_MIN_TB,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,4,2026_04_MIA_MIN,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,5,2026_05_MIN_NO,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,7,2026_07_IND_MIN,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,8,2026_08_MIN_DET,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,9,2026_09_BUF_MIN,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,10,2026_10_MIN_GB,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,11,2026_11_MIN_SF,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,12,2026_12_ATL_MIN,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,13,2026_13_CAR_MIN,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,14,2026_14_MIN_NE,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,15,2026_15_DET_MIN,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,16,2026_16_WAS_MIN,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,17,2026_17_MIN_NYJ,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,18,2026_18_CHI_MIN,MIN,4,0.22565543071161048,0.19396493020088523,1.838926990612384,0.15347901162507904,0.18970907062011796,0.810290929379882,0,0,0,0,0,0,5.0488228999464955
2026,1,2026_01_NE_SEA,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,2,2026_02_PIT_NE,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,3,2026_03_NE_JAX,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,4,2026_04_NE_BUF,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,5,2026_05_LV_NE,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,6,2026_06_NYJ_NE,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,7,2026_07_NE_CHI,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,8,2026_08_NE_MIA,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,9,2026_09_GB_NE,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,10,2026_10_NE_DET,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,12,2026_12_NE_LAC,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,13,2026_13_BUF_NE,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,14,2026_14_MIN_NE,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,15,2026_15_NE_KC,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,16,2026_16_NE_NYJ,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,17,2026_17_DEN_NE,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,18,2026_18_MIA_NE,NE,4,0.23163765073877435,0.24171296867926081,2.5176774910482775,0.21028974770547804,0.3454204204204204,0.6545795795795796,0,0,0,0,0,0,5.197798493641191
2026,1,2026_01_NO_DET,NO,4,0.09946882385906776,0.0823109817012256,2.07902219731488,0.15301527740552132,0.15942561577534983,0.8405743842246501,0,0,0,0,0,0,4.930736336833897
2026,2,2026_02_NO_BAL,NO,4,0.09946882385906776,0.0823109817012256,2.07902219731488,0.15301527740552132,0.15942561577534983,0.8405743842246501,0,0,0,0,0,0,4.930736336833897
2026,3,2026_03_LV_NO,NO,4,0.09946882385906776,0.0823109817012256,2.07902219731488,0.15301527740552132,0.15942561577534983,0.8405743842246501,0,0,0,0,0,0,4.930736336833897
2026,4,2026_04_ATL_NO,NO,4,0.09946882385906776,0.0823109817012256,2.07902219731488,0.15301527740552132,0.15942561577534983,0.8405743842246501,0,0,0,0,0,0,4.930736336833897
2026,5,2026_05_MIN_NO,NO,4,0.09946882385906776,0.0823109817012256,2.07902219731488,0.15301527740552132,0.15942561577534983,0.8405743842246501,0,0,0,0,0,0,4.930736336833897
2026,6,2026_06_NO_NYG,NO,4,0.09946882385906776,0.0823109817012256,2.07902219731488,0.15301527740552132,0.15942561577534983,0.8405743842246501,0,0,0,0,0,0,4.930736336833897
2026,7,2026_07_PIT_NO,NO,4,0.09946882385906776,0.0823109817012256,2.07902219731488,0.15301527740552132,0.15942561577534983,0.8405743842246501,0,0,0,0,0,0,4.930736336833897
