player_id,player_display_name,position,season,games,fantasy_points,attempts,carries,targets,passing_yards,passing_tds,interceptions,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,target_share,air_yards_share,wopr,team,fppg,targets_pg,carries_pg,pass_attempts_pg,rec_yd_pg,rush_yd_pg,pass_yd_pg,catch_rate,yards_per_target,yards_per_carry,yards_per_attempt,pass_td_rate,rush_td_rate,rec_td_rate,birth_date,height,weight,rookie_season,latest_team_meta,draft_round,draft_pick,prior_season_raw,two_year_season_raw,prior_fppg_raw,two_year_fppg_raw,prior_fantasy_points_raw,prior_games_raw,two_year_games_raw,prior_targets_pg_raw,two_year_targets_pg_raw,prior_carries_pg_raw,two_year_carries_pg_raw,prior_pass_attempts_pg_raw,two_year_pass_attempts_pg_raw,prior_rec_yd_pg_raw,prior_rush_yd_pg_raw,prior_pass_yd_pg_raw,prior_catch_rate_raw,prior_yards_per_target_raw,prior_yards_per_carry_raw,prior_yards_per_attempt_raw,prior_target_share_raw,prior_air_yards_share_raw,prior_wopr_raw,prior_pass_td_rate_raw,prior_rush_td_rate_raw,prior_rec_td_rate_raw,career_fppg_before,peak_fppg_before,career_games_before,seasons_before,consecutive_prior,consecutive_two_year,prior_fppg,two_year_fppg,prior_fantasy_points,prior_games,two_year_games,prior_targets_pg,two_year_targets_pg,prior_carries_pg,two_year_carries_pg,prior_pass_attempts_pg,two_year_pass_attempts_pg,prior_rec_yd_pg,prior_rush_yd_pg,prior_pass_yd_pg,prior_catch_rate,prior_yards_per_target,prior_yards_per_carry,prior_yards_per_attempt,prior_target_share,prior_air_yards_share,prior_wopr,prior_pass_td_rate,prior_rush_td_rate,prior_rec_td_rate,recent_weighted_fppg,fppg_trend,experience,is_rookie,years_since_last_season,age,age_squared,draft_capital_score,target_fppg,target_fantasy_points,team_prior_pass_yd_pg,team_prior_rush_yd_pg,team_prior_pass_attempts_pg,team_prior_carries_pg,team_prior_points_pg,team_prior_pass_rate,team_prior_rush_rate,team_prior_neutral_pass_rate,team_prior_neutral_rush_rate,team_prior_plays_pg,team_prior_redzone_pass_rate,team_prior_redzone_rush_rate,team_prior_deep_throw_rate,team_prior_left_throw_rate,team_prior_middle_throw_rate,team_prior_right_throw_rate,team_prior_shotgun_rate,team_prior_no_huddle_rate,team_prior_avg_air_yards,receiver_context_available,rec_prior_avg_depth_target,rec_prior_deep_target_rate,rec_prior_short_target_rate,rec_prior_left_target_rate,rec_prior_middle_target_rate,rec_prior_right_target_rate,rec_prior_redzone_target_rate,rec_prior_route_vertical,rec_prior_route_in_break,rec_prior_route_out_break,rec_prior_route_screen,rec_prior_route_hitch,rec_prior_ngs_avg_cushion,rec_prior_ngs_avg_separation,prior_primary_qb_id,qb_context_available,qb_prior_avg_air_yards,qb_prior_deep_throw_rate,qb_prior_left_throw_rate,qb_prior_middle_throw_rate,qb_prior_right_throw_rate,qb_prior_redzone_throw_rate,qb_prior_wr_target_rate,qb_prior_te_target_rate,qb_prior_rb_target_rate,qb_prior_route_vertical,qb_prior_route_in_break,qb_prior_route_out_break,qb_prior_route_screen,qb_prior_route_hitch,qb_prior_ngs_time_to_throw,qb_prior_ngs_aggressiveness,qb_prior_ngs_cpoe,player_qb_context_available,player_qb_prior_avg_air_yards,player_qb_prior_deep_throw_rate,player_qb_prior_left_throw_rate,player_qb_prior_middle_throw_rate,player_qb_prior_right_throw_rate,player_qb_prior_redzone_throw_rate,player_qb_prior_wr_target_rate,player_qb_prior_te_target_rate,player_qb_prior_rb_target_rate,player_qb_prior_route_vertical,player_qb_prior_route_in_break,player_qb_prior_route_out_break,player_qb_prior_route_screen,player_qb_prior_route_hitch,player_qb_prior_ngs_time_to_throw,player_qb_prior_ngs_aggressiveness,player_qb_prior_ngs_cpoe,rec_prior_slot_rate,rec_prior_wide_rate,rec_prior_inline_rate,alignment_available,context_available,qb_receiver_depth_fit,qb_receiver_location_fit,qb_receiver_route_fit,qb_position_target_fit,team_target_opportunity,rb_prior_team_carry_share,rb_prior_touch_opportunity,rb_receiving_fit,wr_context_fit_score,te_middle_fit,te_redzone_fit,te_route_fit,te_context_fit_score,qb_team_continuity,career_attempts_before,career_carries_before,career_targets_before,career_completions_before,career_pass_yards_before,career_interceptions_before,career_rush_yards_before,career_rec_yards_before,career_pass_tds_before,career_rush_tds_before,career_rec_tds_before,prior_int_rate_raw20,prior_actual_season20,career_yards_per_attempt,career_interception_rate,career_yards_per_carry,career_catch_rate,career_yards_per_target,career_pass_td_rate,career_rush_td_rate,career_rec_td_rate,prior_interception_rate,prior_attempts_n,prior_carries_n,prior_targets_n,raw_target_share_20,raw_carry_share_20,team_attempts_total,team_carries_total,team_projected_pass_attempts_pg,team_projected_carries_pg,prior_teammate_max_target_share,prior_teammate_top2_target_share,prior_teammate_target_hhi,prior_teammate_max_carry_share,prior_teammate_top2_carry_share,prior_teammate_carry_hhi,target_attempts_n,target_carries_n,target_targets_n,target_pass_attempts_pg,target_carries_pg,target_target_share,target_carry_share,target_catch_rate,target_yards_per_target,target_yards_per_carry,target_yards_per_attempt,target_interception_rate,target_pass_td_rate,target_rush_td_rate,target_rec_td_rate,target_competition_index,carry_competition_index,team_pass_opportunity_index,team_rush_opportunity_index
00-0029137,Alshon Jeffery,WR,2017,16,167.4,0,0,120,0,0,0,0,0,57,789,9,0.2158273381294964,0.3133169160825914,0.5430628484520585,NA,10.4625,7.5,0,0,49.3125,0,0,0.475,6.575,0,0,0,0,0.075,1990-02-14,75,218,2012,PHI,2,45,2016,2015,10.008333333333336,14.633333333333333,120.1,12,9,7.833333333333333,10.444444444444445,0,0,0,0,68.41666666666667,0,0,0.5531914893617021,8.73404255319149,0,0,0.1709090909090909,0.2464583737628566,0.4288844979976359,0,0,0.02127659574468085,12.778472222222222,14.633333333333333,37,3,TRUE,TRUE,10.008333333333336,14.633333333333333,120.1,12,9,7.833333333333333,10.444444444444445,0,0,0,0,68.41666666666667,0,0,0.5531914893617021,8.73404255319149,0,0,0.1709090909090909,0.2464583737628566,0.4288844979976359,0,0,0.02127659574468085,11.395833333333332,-4.624999999999998,5,0,0,27.54551676933607,758.7554940897747,0.149071198499986,10.4625,167.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.833333333333333,0,0,0,0,0,0,0,0,0,94,52,0,0,0,821,0,0,2,0,2016,0,0,0,0.5531914893617021,8.73404255319149,0,0,0.02127659574468085,0,0,0,94,0.2127659574468085,0,NA,NA,0,0,0,0,0,0,0,0,0,0,120,0,0,0.2158273381294964,0,0.475,6.575,NA,NA,NA,NA,NA,0.075,0,0,0,0
00-0029137,Alshon Jeffery,WR,2018,13,152.8,0,0,92,0,0,0,0,0,65,843,6,0.1554054054054054,0.2272829257347992,0.3922061561224675,NA,11.753846153846156,7.076923076923077,0,0,64.84615384615384,0,0,0.7065217391304348,9.16304347826087,0,0,0,0,0.06521739130434782,1990-02-14,75,218,2012,PHI,2,45,2017,2016,10.4625,10.008333333333336,167.4,16,12,7.5,7.833333333333333,0,0,0,0,49.3125,0,0,0.475,6.575,0,0,0.2158273381294964,0.3133169160825914,0.5430628484520585,0,0,0.075,12.199479166666666,14.633333333333333,53,4,TRUE,TRUE,10.4625,10.008333333333336,167.4,16,12,7.5,7.833333333333333,0,0,0,0,49.3125,0,0,0.475,6.575,0,0,0.2158273381294964,0.3133169160825914,0.5430628484520585,0,0,0.075,10.32625,0.4541666666666657,6,0,0,28.54483230663929,814.8074514141581,0.149071198499986,11.753846153846156,152.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,214,109,0,0,0,1610,0,0,11,0,2017,0,0,0,0.5093457943925234,7.5233644859813085,0,0,0.0514018691588785,0,0,0,120,0.15358931552587646,0,NA,NA,0,0,0,0,0,0,0,0,0,0,92,0,0,0.1554054054054054,0,0.7065217391304348,9.16304347826087,NA,NA,NA,NA,NA,0.06521739130434782,0,0,0,0
00-0029137,Alshon Jeffery,WR,2019,9,100.7,0,1,73,0,0,0,2,1,43,490,4,0.12086092715231787,0.16331096196868009,0.29560906410655285,NA,11.18888888888889,8.11111111111111,0.1111111111111111,0,54.44444444444444,0.2222222222222222,0,0.589041095890411,6.712328767123288,2,0,0,1,0.0547945205479452,1990-02-14,75,218,2012,PHI,2,45,2018,2017,11.753846153846156,10.4625,152.8,13,16,7.076923076923077,7.5,0,0,0,0,64.84615384615384,0,0,0.7065217391304348,9.16304347826087,0,0,0.1554054054054054,0.2272829257347992,0.3922061561224675,0,0,0.06521739130434782,12.110352564102564,14.633333333333333,66,5,TRUE,TRUE,11.753846153846156,10.4625,152.8,13,16,7.076923076923077,7.5,0,0,0,0,64.84615384615384,0,0,0.7065217391304348,9.16304347826087,0,0,0.1554054054054054,0.2272829257347992,0.3922061561224675,0,0,0.06521739130434782,11.366442307692308,1.2913461538461544,7,0,0,29.544147843942504,872.8566718247325,0.149071198499986,11.18888888888889,100.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.01086956521739,0.29347826086956524,0.22826086956521735,0.34782608695652173,0.17391304347826086,0.4782608695652174,0.15217391304347827,0.2717391304347826,0.17391304347826086,0,0.10869565217391304,0,5.451333333333333,2.491392530319847,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.076923076923077,0.07989130434782607,0,0,0,0,0,0,0,0,306,174,0,0,0,2453,0,0,17,0,2018,0,0,0,0.5686274509803921,8.016339869281046,0,0,0.05555555555555555,0,0,0,92,0.1190864600326264,0.0022026431718061676,NA,NA,0,0,0,0,0,0,0,0,0,1,73,0,0.1111111111111111,0.12086092715231787,0.0022026431718061676,0.589041095890411,6.712328767123288,NA,NA,NA,NA,NA,0.0547945205479452,0,0,0,0
00-0029137,Alshon Jeffery,WR,2020,7,20.5,0,0,13,0,0,0,0,0,6,115,1,0.0231729055258467,0.03509426918051148,0.05932534671512808,NA,2.9285714285714284,1.8571428571428572,0,0,16.428571428571427,0,0,0.4615384615384616,8.846153846153847,0,0,0,0,0.07692307692307693,1990-02-14,75,218,2012,PHI,2,45,2019,2018,11.18888888888889,11.753846153846156,100.7,9,13,8.11111111111111,7.076923076923077,0.1111111111111111,0,0,0,54.44444444444444,0.2222222222222222,0,0.589041095890411,6.712328767123288,2,0,0.12086092715231787,0.16331096196868009,0.29560906410655285,0,1,0.0547945205479452,11.956775284900283,14.633333333333333,75,6,TRUE,TRUE,11.18888888888889,11.753846153846156,100.7,9,13,8.11111111111111,7.076923076923077,0.1111111111111111,0,0,0,54.44444444444444,0.2222222222222222,0,0.589041095890411,6.712328767123288,2,0,0.12086092715231787,0.16331096196868009,0.29560906410655285,0,1,0.0547945205479452,11.358376068376067,-0.5649572649572647,8,0,0,30.546201232032853,933.0704097078454,0.149071198499986,2.9285714285714284,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0.24324324324324328,0.24324324324324328,0.3783783783783784,0.17567567567567569,0.43243243243243246,0.14864864864864866,0.2602739726027397,0.1643835616438356,0,0.1095890410958904,0,4.7676388888888885,2.483647299107769,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.222222222222221,0.08513513513513514,0,0,0,0,0,0,0,1,379,217,0,0,2,2943,0,1,21,0,2019,0,0,2,0.5725593667546174,7.7651715039577835,0,1,0.055408970976253295,0,0,1,73,0.021739130434782608,0,NA,NA,0,0,0,0,0,0,0,0,0,0,13,0,0,0.0231729055258467,0,0.46153846153846156,8.846153846153847,NA,NA,NA,NA,NA,0.07692307692307693,0,0,0,0
00-0029141,Alfred Morris,RB,2016,14,38.9,0,69,6,0,0,0,243,2,3,11,0,0.01252609603340292,-0.00335310807325251,0.01644196839882762,NA,2.7785714285714285,0.42857142857142855,4.928571428571429,0,0.7857142857142857,17.357142857142858,0,0.5,1.8333333333333333,3.5217391304347827,0,0,0.02898550724637681,0,1988-12-12,70,222,2012,NYG,6,173,2015,2014,5.7250000000000005,11.2125,91.6,16,16,0.8125,1.625,12.625,16.5625,0,0,3.4375,46.9375,0,0.7692307692307693,4.230769230769231,3.717821782178218,0,0.02342342342342342,0.00313971742543171,0.03733293733293733,0,0.00495049504950495,0,8.46875,11.2125,32,2,TRUE,TRUE,5.7250000000000005,11.2125,91.6,16,16,0.8125,1.625,12.625,16.5625,0,0,3.4375,46.9375,0,0.7692307692307693,4.230769230769231,3.717821782178218,0,0.02342342342342342,0.00313971742543171,0.03733293733293733,0,0.00495049504950495,0,7.37125,-5.4875,4,0,0,27.720739219712527,768.4393828873083,0.07602859212697055,2.7785714285714285,38.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,202,13,0.012422360248447206,0.13827655310621242,NA,NA,0,0,0,0,0,0,0,0,0,69,6,0,4.928571428571429,0.01252609603340292,0.13827655310621242,0.5,1.8333333333333333,3.5217391304347827,NA,NA,NA,0.028985507246376812,0,0,0,0,0
00-0029141,Alfred Morris,RB,2017,13,68.7,0,115,9,0,0,0,547,1,7,45,0,0.01855670103092783,2.53613999492772e-4,0.02801258134603669,NA,5.2846153846153845,0.6923076923076923,8.846153846153847,0,3.4615384615384617,42.07692307692308,0,0.7777777777777778,5,4.756521739130434,0,0,0.00869565217391304,0,1988-12-12,70,222,2012,NYG,6,173,2016,2015,2.7785714285714285,5.7250000000000005,38.9,14,16,0.42857142857142855,0.8125,4.928571428571429,12.625,0,0,0.7857142857142857,17.357142857142858,0,0.5,1.8333333333333333,3.5217391304347827,0,0.01252609603340292,-0.00335310807325251,0.01644196839882762,0,0.02898550724637681,0,6.5720238095238095,11.2125,46,3,TRUE,TRUE,2.7785714285714285,5.7250000000000005,38.9,14,16,0.42857142857142855,0.8125,4.928571428571429,12.625,0,0,0.7857142857142857,17.357142857142858,0,0.5,1.8333333333333333,3.5217391304347827,0,0.01252609603340292,-0.00335310807325251,0.01644196839882762,0,0.02898550724637681,0,3.6625,-2.946428571428572,5,0,0,28.720054757015745,824.8415452459825,0.07602859212697055,5.2846153846153845,68.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.357142857142858,0,0,0,0,0,0,0,0,69,6,3,0,0,243,11,0,2,0,0,2016,0,0,3.5217391304347827,0.5,1.8333333333333333,0,0.028985507246376812,0,0,0,69,6,0.018255578093306288,0.23958333333333334,NA,NA,0,0,0,0,0,0,0,0,0,115,9,0,8.846153846153847,0.01855670103092783,0.23958333333333334,0.7777777777777778,5,4.756521739130434,NA,NA,NA,0.008695652173913044,0,0,0,0,0
00-0029141,Alfred Morris,RB,2018,11,64.10000000000001,0,111,13,0,0,0,428,2,8,73,0,0.02524271844660194,-0.00105069608615707,0.03712859040959295,NA,5.827272727272728,1.181818181818182,10.090909090909092,0,6.636363636363637,38.90909090909091,0,0.6153846153846154,5.615384615384615,3.855855855855856,0,0,0.01801801801801801,0,1988-12-12,70,222,2012,NYG,6,173,2017,2016,5.2846153846153845,2.7785714285714285,68.7,13,14,0.6923076923076923,0.42857142857142855,8.846153846153847,4.928571428571429,0,0,3.4615384615384617,42.07692307692308,0,0.7777777777777778,5,4.756521739130434,0,0.01855670103092783,2.53613999492772e-4,0.02801258134603669,0,0.00869565217391304,0,6.2501717032967035,11.2125,59,4,TRUE,TRUE,5.2846153846153845,2.7785714285714285,68.7,13,14,0.6923076923076923,0.42857142857142855,8.846153846153847,4.928571428571429,0,0,3.4615384615384617,42.07692307692308,0,0.7777777777777778,5,4.756521739130434,0,0.01855670103092783,2.53613999492772e-4,0.02801258134603669,0,0.00869565217391304,0,4.532802197802197,2.506043956043956,6,0,0,29.71937029431896,883.2409706908483,0.07602859212697055,5.827272727272728,64.10000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.538461538461538,0,0,0,0,0,0,0,0,184,15,10,0,0,790,56,0,3,0,0,2017,0,0,4.293478260869565,0.6666666666666666,3.7333333333333334,0,0.016304347826086956,0,0,0,115,9,0.02443609022556391,0.2624113475177305,NA,NA,0,0,0,0,0,0,0,0,0,111,13,0,10.090909090909092,0.02524271844660194,0.2624113475177305,0.6153846153846154,5.615384615384615,3.855855855855856,NA,NA,NA,0.018018018018018018,0,0,0,0,0
00-0029141,Alfred Morris,RB,2020,9,39.2,0,55,4,0,0,0,238,1,3,19,1,0.008,0.00100225507391631,0.01270157855174141,NA,4.355555555555556,0.4444444444444444,6.111111111111111,0,2.111111111111111,26.444444444444443,0,0.75,4.75,4.327272727272727,0,0,0.01818181818181818,0.25,1988-12-12,70,222,2012,NYG,6,173,2019,2018,0.4,5.827272727272728,0.4,1,11,0,1.181818181818182,1,10.090909090909092,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5.204659923409923,11.2125,71,6,TRUE,TRUE,0.4,5.827272727272728,0.4,1,11,0,1.181818181818182,1,10.090909090909092,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,2.0281818181818183,-5.427272727272728,8,0,0,31.720739219712527,1006.2052966450084,0.07602859212697055,4.355555555555556,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,295,28,18,0,0,1218,129,0,5,0,0,2018,0,0,4.128813559322034,0.6428571428571429,4.607142857142857,0,0.01694915254237288,0,0,0,1,0,0.007736943907156673,0.13784461152882205,NA,NA,0,0,0,0,0,0,0,0,0,55,4,0,6.111111111111111,0.008,0.13784461152882205,NA,NA,4.327272727272727,NA,NA,NA,0.01818181818181818,NA,0,0,0,0
00-0029159,Jermaine Kearse,WR,2016,16,77.5,0,0,89,0,0,0,0,0,41,510,1,0.1624087591240876,0.21468343988451227,0.39389154660529,NA,4.84375,5.5625,0,0,31.875,0,0,0.4606741573033708,5.730337078651686,0,0,0,0,0.01123595505617977,1990-02-06,73,209,2012,DET,8,300,2015,2014,7.6875,5.3919999999999995,123,16,15,4.25,4.6,0,0.13333333333333333,0,0.06666666666666667,42.8125,0,0,0.7205882352941176,10.073529411764708,0,0,0.1440677966101695,0.1957046332046332,0.35309493815849746,0,0,0.07352941176470588,6.53975,7.6875,31,2,TRUE,TRUE,7.6875,5.3919999999999995,123,16,15,4.25,4.6,0,0.13333333333333333,0,0.06666666666666667,42.8125,0,0,0.7205882352941176,10.073529411764708,0,0,0.1440677966101695,0.1957046332046332,0.35309493815849746,0,0,0.07352941176470588,6.998849999999999,2.2955000000000005,4,0,0,26.56810403832991,705.8641521915221,0.05773502691896257,4.84375,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,68,0.15696649029982362,0,NA,NA,0,0,0,0,0,0,0,0,0,0,89,0,0,0.1624087591240876,0,0.4606741573033708,5.730337078651686,NA,NA,NA,NA,NA,0.011235955056179775,0,0,0,0
00-0029159,Jermaine Kearse,WR,2017,16,143.5,0,0,102,0,0,0,0,0,65,810,5,0.2056451612903226,0.24435422481603655,0.47951569930670945,NA,8.96875,6.375,0,0,50.625,0,0,0.6372549019607843,7.9411764705882355,0,0,0,0,0.04901960784313725,1990-02-06,73,209,2012,DET,8,300,2016,2015,4.84375,7.6875,77.5,16,16,5.5625,4.25,0,0,0,0,31.875,0,0,0.4606741573033708,5.730337078651686,0,0,0.1624087591240876,0.21468343988451227,0.39389154660529,0,0,0.01123595505617977,5.9744166666666665,7.6875,47,3,TRUE,TRUE,4.84375,7.6875,77.5,16,16,5.5625,4.25,0,0,0,0,31.875,0,0,0.4606741573033708,5.730337078651686,0,0,0.1624087591240876,0.21468343988451227,0.39389154660529,0,0,0.01123595505617977,5.696875,-2.84375,5,0,0,27.567419575633128,759.9626220590006,0.05773502691896257,8.96875,143.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5625,0,0,0,0,0,0,0,0,0,89,41,0,0,0,510,0,0,1,0,2016,0,0,0,0.4606741573033708,5.730337078651686,0,0,0.011235955056179775,0,0,0,89,0.2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,102,0,0,0.2056451612903226,0,0.6372549019607843,7.9411764705882355,NA,NA,NA,NA,NA,0.049019607843137254,0,0,0,0
00-0029159,Jermaine Kearse,WR,2018,13,61.6,0,0,76,0,0,0,0,0,37,371,1,0.1504950495049505,0.1524692689238732,0.33247106250413694,NA,4.7384615384615385,5.846153846153846,0,0,28.53846153846154,0,0,0.4868421052631579,4.881578947368421,0,0,0,0,0.0131578947368421,1990-02-06,73,209,2012,DET,8,300,2017,2016,8.96875,4.84375,143.5,16,16,6.375,5.5625,0,0,0,0,50.625,0,0,0.6372549019607843,7.9411764705882355,0,0,0.2056451612903226,0.24435422481603655,0.47951569930670945,0,0,0.04901960784313725,6.723,8.96875,63,4,TRUE,TRUE,8.96875,4.84375,143.5,16,16,6.375,5.5625,0,0,0,0,50.625,0,0,0.6372549019607843,7.9411764705882355,0,0,0.2056451612903226,0.24435422481603655,0.47951569930670945,0,0,0.04901960784313725,7.731249999999999,4.125,6,0,0,28.566735112936342,816.0583550126704,0.05773502691896257,4.7384615384615385,61.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.375,0,0,0,0,0,0,0,0,0,191,106,0,0,0,1320,0,0,6,0,2017,0,0,0,0.5549738219895288,6.9109947643979055,0,0,0.031413612565445025,0,0,0,102,0.1450381679389313,0,NA,NA,0,0,0,0,0,0,0,0,0,0,76,0,0,0.1504950495049505,0,0.4868421052631579,4.881578947368421,NA,NA,NA,NA,NA,0.013157894736842105,0,0,0,0
00-0029205,Travaris Cadet,RB,2016,15,74,0,4,54,0,0,0,19,0,40,281,4,0.08132530120481928,0.03965123520863608,0.14974381645327417,NA,4.933333333333334,3.6,0.26666666666666666,0,18.733333333333334,1.2666666666666666,0,0.7407407407407407,5.203703703703703,4.75,0,0,0,0.07407407407407407,1989-02-01,73,210,2012,CAR,8,300,2015,2014,6.116666666666667,3.8428571428571425,36.7,6,14,3.6666666666666665,3.642857142857143,1.8333333333333333,0.7142857142857143,0.16666666666666666,0,35.666666666666664,4.666666666666667,0,0.7727272727272727,9.727272727272728,2.5454545454545454,0,0.03525641025641025,0.01925025329280648,0.06635979268957992,0,0,0.04545454545454545,4.979761904761904,6.116666666666667,20,2,TRUE,TRUE,6.116666666666667,3.8428571428571425,36.7,6,14,3.6666666666666665,3.642857142857143,1.8333333333333333,0.7142857142857143,0.16666666666666666,0,35.666666666666664,4.666666666666667,0,0.7727272727272727,9.727272727272728,2.5454545454545454,0,0.03525641025641025,0.01925025329280648,0.06635979268957992,0,0,0.04545454545454545,5.434523809523809,2.2738095238095246,4,0,0,27.581108829568787,760.7175642685173,0.05773502691896257,4.933333333333334,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,11,22,0.08011869436201781,0.009900990099009901,NA,NA,0,0,0,0,0,0,0,0,0,4,54,0,0.26666666666666666,0.08132530120481928,0.009900990099009901,0.7407407407407407,5.203703703703703,4.75,NA,NA,NA,0,0.07407407407407407,0,0,0,0
