season,team,team_pass_attempts_pg,team_carries_pg,team_pass_yd_pg,team_rush_yd_pg,team_points_proxy_pg,team_attempts_total,team_carries_total,prior_season,team_prior_pass_attempts_pg,team_prior_carries_pg,team_prior_pass_yd_pg,team_prior_rush_yd_pg,team_prior_points_pg,target_team_pass_attempts_pg,target_team_carries_pg,team_prior_pass_rate,team_prior_neutral_pass_rate,team_prior_plays_pg,team_prior_redzone_pass_rate,team_prior_redzone_rush_rate,team_prior_deep_throw_rate,team_prior_shotgun_rate,team_prior_no_huddle_rate,team_prior_avg_air_yards
2022,GB,33.11764705882353,26.823529411764707,228.8235294117647,124.29411764705883,32.170588235294126,563,456,2021,34.88235294117647,26.235294117647058,266.2352941176471,111.76470588235294,35.59058823529411,33.11764705882353,26.823529411764707,0.6046511627906976,0.5513078470824949,63.23529411764706,0.6136363636363636,0.38636363636363635,0.1863057324840764,0.6083720930232558,0.03441860465116279,7.733108108108108
2023,GB,34.1764705882353,25.941176470588236,247.64705882352942,112.05882352941177,32.17058823529412,581,441,2022,33.11764705882353,26.823529411764707,228.8235294117647,124.29411764705883,32.170588235294126,34.1764705882353,25.941176470588236,0.579696394686907,0.5166666666666667,62,0.58125,0.41874999999999996,0.20903010033444816,0.6859582542694497,0.05028462998102467,7.967971530249111
2024,GB,28.176470588235293,30.941176470588236,231.7058823529412,146.8235294117647,38.6564705882353,479,526,2023,34.1764705882353,25.941176470588236,247.64705882352942,112.05882352941177,32.17058823529412,28.176470588235293,30.941176470588236,0.6035950804162725,0.5258215962441315,62.1764705882353,0.5485436893203883,0.45145631067961167,0.2198697068403909,0.7123935666982024,0.08325449385052035,8.502581755593804
2025,GB,28.764705882352942,28.941176470588236,226.1764705882353,119.82352941176471,33.5,489,492,2024,28.176470588235293,30.941176470588236,231.7058823529412,146.8235294117647,38.6564705882353,28.764705882352942,28.941176470588236,0.5082284607938045,0.4292803970223325,60.76470588235294,0.484375,0.515625,0.2376237623762376,0.7424975798644724,0.09002904162633107,8.741127348643007
2015,HOU,38.6875,29.5,254.9375,108.1875,30.89125,619,472,2014,30.3125,34.4375,216.25,135.0625,32.15625,38.6875,29.5,0,0,0,0,0,0,0,0,0
2016,HOU,36.4375,28.5,213.625,116.1875,26.91375,583,456,2015,38.6875,29.5,254.9375,108.1875,30.89125,36.4375,28.5,0,0,0,0,0,0,0,0,0
2017,HOU,32.8125,28,227.75,115.125,30.622500000000002,525,448,2016,36.4375,28.5,213.625,116.1875,26.91375,32.8125,28,0,0,0,0,0,0,0,0,0
2018,HOU,31.625,29.5,260.3125,126.3125,34.04375,506,472,2017,32.8125,28,227.75,115.125,30.622500000000002,31.625,29.5,0,0,0,0,0,0,0,0,0
2019,HOU,33.375,27.125,255.1875,125.5625,35.88875,534,434,2018,31.625,29.5,260.3125,126.3125,34.04375,33.375,27.125,0.6023054755043228,0.5102040816326531,65.0625,0.654320987654321,0.345679012345679,0.17398945518453426,0.6868395773294909,0.06147934678194044,8.571146245059289
2020,HOU,34.125,21.5,302.6875,91.625,33.27,546,344,2019,33.375,27.125,255.1875,125.5625,35.88875,34.125,21.5,0.6208251473477406,0.5550755939524838,63.625,0.574468085106383,0.42553191489361697,0.19863013698630136,0.7917485265225933,0.02848722986247544,8.880149812734082
2021,HOU,32.11764705882353,24.705882352941178,213.52941176470588,83.6470588235294,24.67058823529412,546,420,2020,34.125,21.5,302.6875,91.625,33.27,32.11764705882353,24.705882352941178,0.701271186440678,0.6470588235294118,59,0.7466666666666667,0.2533333333333333,0.20333333333333337,0.8167372881355932,0.10911016949152542,8.913919413919414
2022,HOU,34.05882352941177,23.41176470588235,214.23529411764707,86.82352941176471,24.428235294117645,579,398,2021,32.11764705882353,24.705882352941178,213.52941176470588,83.6470588235294,24.67058823529412,34.05882352941177,23.41176470588235,0.6086956521739131,0.47368421052631576,59.52941176470589,0.5625,0.4375,0.16243654822335024,0.6996047430830039,0.0741106719367589,7.33394495412844
2023,HOU,34.8235294117647,26.11764705882353,269.29411764705884,96.88235294117646,30.342352941176472,592,444,2022,34.05882352941177,23.41176470588235,214.23529411764707,86.82352941176471,24.428235294117645,34.8235294117647,26.11764705882353,0.6294117647058823,0.468677494199536,60,0.5985915492957746,0.4014084507042254,0.20450885668276972,0.6078431372549019,0.09705882352941177,7.539792387543253
2024,HOU,33.529411764705884,25.529411764705884,232.47058823529412,112.29411764705883,30.52823529411765,570,434,2023,34.8235294117647,26.11764705882353,269.29411764705884,96.88235294117646,30.342352941176472,33.529411764705884,25.529411764705884,0.6128440366972477,0.5136986301369864,64.11764705882354,0.536144578313253,0.463855421686747,0.21428571428571427,0.6018348623853211,0.08990825688073395,8.744932432432432
2025,HOU,34.23529411764706,27.941176470588236,232.7058823529412,108.94117647058823,29.02588235294118,582,475,2024,33.529411764705884,25.529411764705884,232.47058823529412,112.29411764705883,30.52823529411765,34.23529411764706,27.941176470588236,0.6254716981132076,0.5647058823529412,62.35294117647059,0.5375722543352601,0.4624277456647399,0.20512820512820512,0.5886792452830188,0.05566037735849057,8.163157894736843
2015,IND,38.6875,24.75,245.5,89.875,27.5575,619,396,2014,41.3125,25.9375,316.375,100.75,36.605000000000004,38.6875,24.75,0,0,0,0,0,0,0,0,0
2016,IND,36.5,25.5625,280.6875,101.75,34.2775,584,409,2015,38.6875,24.75,245.5,89.875,27.5575,36.5,25.5625,0,0,0,0,0,0,0,0,0
