season,week,defense,def_games,def_dropbacks,def_rushes,def_pass_epa_allowed,def_rush_epa_allowed,def_pass_success_allowed,def_rush_success_allowed,def_explosive_pass_rate,def_deep_pass_rate,def_middle_pass_rate,def_deep_epa_allowed,def_middle_epa_allowed,def_sack_rate,def_qb_hit_rate,def_redzone_pass_td_rate,def_redzone_rush_td_rate
2025,1,ARI,1,49,20,-0.036605548244122176,-0.06724098436097861,0.4489795918367347,0.35,0.0851063829787234,0.19148936170212766,0.2553191489361702,-0.2943614482983764,-0.2678856643357144,0.02040816326530612,0.04081632653061224,0,0.5
2025,1,ATL,1,37,19,0.2789397833529796,-0.21308094896927582,0.40540540540540543,0.2631578947368421,0.18181818181818182,0.3333333333333333,0.21212121212121213,0.10381993593711603,0.8618652030875503,0.02702702702702703,0.05405405405405406,1,0
2025,1,BAL,1,55,26,0.3148022270077755,-0.042032207518979584,0.4909090909090909,0.46153846153846156,0.18,0.3,0.18,0.5917790022903685,0.881184703300794,0.01818181818181818,0.05454545454545454,0.15384615384615385,0.2727272727272727
2025,1,BUF,1,22,28,0.5164099067073581,0.28299703499445794,0.5,0.5,0.23809523809523808,0.3333333333333333,0.3333333333333333,1.1897102437048603,0.44589328484809226,0.09090909090909091,0.18181818181818182,0,0.3333333333333333
2025,1,CAR,1,33,30,0.09043032055254761,0.163703096038139,0.48484848484848486,0.43333333333333335,0.16129032258064516,0.22580645161290322,0.25806451612903225,-0.1845179784131379,0.4734489023335879,0,0.030303030303030304,0.25,0.125
2025,1,CHI,1,26,25,-0.3523255456839317,0.005570484639610727,0.4230769230769231,0.4,0.08,0.16,0.08,1.0773407615625976,1.1001337835623402,0.11538461538461539,0.19230769230769232,0.2,0.25
2025,1,CIN,1,48,23,-0.044278993675203195,-0.06565043459514794,0.4791666666666667,0.21739130434782608,0.10638297872340426,0.1702127659574468,0.19148936170212766,-0.5769370263491039,0.008177594048902111,0.041666666666666664,0.10416666666666667,0.16666666666666666,0.16666666666666666
2025,1,CLE,1,28,21,-0.07058136686402353,-0.15991718883604028,0.42857142857142855,0.38095238095238093,0.15384615384615385,0.11538461538461539,0.038461538461538464,-1.1966886400089887,1.88227673072834,0.10714285714285714,0.25,0.25,0.25
2025,1,DAL,1,33,29,0.249534717917889,-0.020655801573944668,0.5757575757575758,0.3793103448275862,0.041666666666666664,0.041666666666666664,0.16666666666666666,3.72801848780364,1.3191177550470456,0.030303030303030304,0.15151515151515152,0,0.75
2025,1,DEN,1,34,21,-0.39380760055258257,-0.43698791716856744,0.17647058823529413,0.3333333333333333,0.08823529411764706,0.3235294117647059,0.08823529411764706,-0.49930317539044444,-0.9210941274262356,0.17647058823529413,0.4117647058823529,0,0
2025,1,DET,1,23,24,0.431436177660372,-0.09493687928595654,0.391304347826087,0.4583333333333333,0.3181818181818182,0.36363636363636365,0.36363636363636365,1.2107015118043203,1.4608064761996506,0,0.08695652173913043,0.2857142857142857,0.16666666666666666
2025,1,GB,1,43,22,0.031962275764993865,-0.24364346324529682,0.46511627906976744,0.3181818181818182,0.16279069767441862,0.046511627906976744,0.27906976744186046,0.8776738491724245,0.4775549077312464,0.09302325581395349,0.18604651162790697,0.1,0
2025,1,HOU,1,32,25,0.06178695518792564,-0.25131290162680653,0.4375,0.36,0.34375,0.21875,0.25,1.5907854784246787,0.21154159690922775,0.09375,0.1875,0.5,0.16666666666666666
2025,1,IND,1,37,10,-0.43094011731610626,0.3874053147854276,0.3783783783783784,0.6,0.05714285714285714,0.17142857142857143,0.11428571428571428,-0.6153458163995906,0.3951511017803583,0.08108108108108109,0.16216216216216217,0.25,0
2025,1,JAX,1,40,21,-0.33813072730468746,-0.08845492443236118,0.35,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.2777777777777778,-0.39846600928585424,-0.1833065796992741,0.025,0.125,0,0
2025,1,KC,1,41,21,0.46253665478241845,-0.07753034133114643,0.6341463414634146,0.38095238095238093,0.21621621621621623,0.21621621621621623,0.10810810810810811,0.4916087104938923,0.7574282852292515,0.07317073170731707,0.0975609756097561,0.5,0
2025,1,LA,1,34,23,-0.13741556209432884,-0.12496562571386259,0.4411764705882353,0.2608695652173913,0.06666666666666667,0.13333333333333333,0.06666666666666667,-0.4393770326423701,-0.145608140155673,0.08823529411764706,0.20588235294117646,0,0
2025,1,LAC,1,48,11,0.2220837444633518,0.15408853482222154,0.4583333333333333,0.45454545454545453,0.16666666666666666,0.09523809523809523,0.14285714285714285,1.3691602224716921,1.3181159919477072,0.041666666666666664,0.16666666666666666,0,1
2025,1,LV,1,53,15,-0.01977396837168565,-0.22967545258967847,0.41509433962264153,0.4,0.18,0.2,0.14,0.49432075237855305,0.31204430018468626,0.07547169811320754,0.16981132075471697,0.25,0
2025,1,MIA,1,33,37,0.3938516732384498,0.1492614243613177,0.5757575757575758,0.4864864864864865,0.26666666666666666,0.16666666666666666,0.06666666666666667,1.5858242744579916,-0.535133912839231,0.030303030303030304,0.06060606060606061,0,0.14285714285714285
2025,1,MIN,1,43,20,-0.009175840164597758,-0.20515426466299683,0.46511627906976744,0.2,0.10810810810810811,0.1891891891891892,0.24324324324324326,0.8066506689480895,0.2734371103304313,0.046511627906976744,0.06976744186046512,0.25,1
2025,1,NE,1,39,23,0.38626688386774044,-0.325516449552112,0.5641025641025641,0.21739130434782608,0.2631578947368421,0.23684210526315788,0.21052631578947367,0.8109322327331429,0.8188750113076824,0.10256410256410256,0.20512820512820512,0,0.5
2025,1,NO,1,37,24,0.08382017224279559,-0.017416968513676693,0.4864864864864865,0.2916666666666667,0.14705882352941177,0.14705882352941177,0.20588235294117646,0.10526309645905899,0.7542890574300793,0.13513513513513514,0.10810810810810811,0.5,0
2025,1,NYG,1,37,28,0.14611788153037894,0.13544447540646495,0.5135135135135135,0.5,0.18181818181818182,0.21212121212121213,0.18181818181818182,0.7925208393301408,0.01982721293461402,0.08108108108108109,0.10810810810810811,0.3333333333333333,0.3333333333333333
2025,1,NYJ,1,34,20,0.30013986028333595,-0.1525434607057834,0.4411764705882353,0.35,0.29411764705882354,0.11764705882352941,0.17647058823529413,0.8406699078974085,-0.2343048040299138,0.11764705882352941,0.20588235294117646,1,0
2025,1,PHI,1,35,21,0.039536338729566384,0.048927883387521326,0.37142857142857144,0.6190476190476191,0.11764705882352941,0.3235294117647059,0.14705882352941177,-0.01964036899248737,-0.3450204985914742,0,0.02857142857142857,0,0.4
2025,1,PIT,1,26,38,0.39979056244360545,0.08346980527352267,0.5384615384615384,0.47368421052631576,0.20833333333333334,0.125,0.2916666666666667,2.4846500285202633,1.2551389563928494,0.038461538461538464,0.23076923076923078,0,0.3
2025,1,SEA,1,39,33,0.36847944885631484,-0.19695924289055378,0.5897435897435898,0.36363636363636365,0.2777777777777778,0.19444444444444445,0.16666666666666666,0.13712101440516564,-0.5132685075708048,0.02564102564102564,0.20512820512820512,0.16666666666666666,0
2025,1,SF,1,25,25,-0.39402316606824384,-0.12963984462856348,0.4,0.52,0.125,0.3333333333333333,0.16666666666666666,0.617756682702747,1.0902605095761806,0.04,0.08,0,0.14285714285714285
2025,1,TB,1,47,24,0.35818809994917544,-0.540718331027165,0.5319148936170213,0.25,0.13953488372093023,0.13953488372093023,0.046511627906976744,-0.17322425125164417,0.48428727499519697,0.02127659574468085,0.0851063829787234,0,0.16666666666666666
2025,1,TEN,1,43,28,-0.18580428300295285,-0.14874107319545654,0.3953488372093023,0.35714285714285715,0.14634146341463414,0.12195121951219512,0.1951219512195122,-0.306966036837548,0.2909264548143254,0.023255813953488372,0.11627906976744186,0,0.25
2025,1,WAS,1,45,17,-0.26238261562342546,-0.18485194222097748,0.3111111111111111,0.4117647058823529,0.1282051282051282,0.1794871794871795,0.15384615384615385,0.1049460386524774,-0.706782994313321,0.044444444444444446,0.17777777777777778,0,0
2025,2,ARI,1,59,20,0.04765632404280892,-0.21180488136741352,0.5084745762711864,0.3,0.13793103448275862,0.10344827586206896,0.3103448275862069,0.47651945232064397,0.5397192221652309,0.05084745762711865,0.1694915254237288,0.1875,0
2025,2,ATL,1,30,16,-0.6061799763949283,-0.15780851941963225,0.3333333333333333,0.5625,0.14814814814814814,0.25925925925925924,0.1111111111111111,0.288523043067868,0.5610384081049723,0.2,0.3,0,0
2025,2,BAL,1,51,21,-0.43084808049801415,0.14481262518702798,0.3333333333333333,0.47619047619047616,0.08,0.2,0.18,-0.351963105500908,0.08751428968193635,0.0392156862745098,0.17647058823529413,0.6666666666666666,0
