season,week,player_id,xfp_24,fpoe_24
2021,1,00-0029701,NA,NA
2021,1,00-0032764,NA,NA
2021,1,00-0032355,NA,NA
2021,1,00-0035228,NA,NA
2021,1,00-0030564,NA,NA
2021,1,00-0034681,NA,NA
2021,1,00-0027942,NA,NA
2021,1,00-0034775,NA,NA
2021,1,00-0036936,NA,NA
2021,1,00-0030155,NA,NA
2021,1,00-0033955,NA,NA
2021,1,00-0032496,NA,NA
2021,1,00-0035632,NA,NA
2021,1,00-0035676,NA,NA
2021,1,00-0033455,NA,NA
2021,1,00-0027944,NA,NA
2021,1,00-0032141,NA,NA
2021,1,00-0036182,NA,NA
2021,1,00-0031558,NA,NA
2021,1,00-0031280,NA,NA
2021,1,00-0031610,NA,NA
2021,1,00-0035125,NA,NA
2021,1,00-0034983,NA,NA
2021,1,00-0035700,NA,NA
2021,1,00-0034796,NA,NA
2021,1,00-0036457,NA,NA
2021,1,00-0031325,NA,NA
2021,1,00-0034753,NA,NA
2021,1,00-0035662,NA,NA
2021,1,00-0036331,NA,NA
2021,1,00-0035249,NA,NA
2021,1,00-0033118,NA,NA
2021,1,00-0036357,NA,NA
2021,1,00-0033891,NA,NA
2021,1,00-0036365,NA,NA
2021,1,00-0033376,NA,NA
2021,1,00-0030663,NA,NA
2021,1,00-0027973,NA,NA
2021,1,00-0036309,NA,NA
2021,1,00-0036945,NA,NA
2021,1,00-0030068,NA,NA
2021,1,00-0026498,NA,NA
2021,1,00-0033110,NA,NA
2021,1,00-0036415,NA,NA
2021,1,00-0031428,NA,NA
2021,1,00-0036290,NA,NA
2021,1,00-0030874,NA,NA
2021,1,00-0033908,NA,NA
2021,1,00-0026189,NA,NA
2021,1,00-0031868,NA,NA
2021,1,00-0035664,NA,NA
2021,1,00-0030431,NA,NA
2021,1,00-0035685,NA,NA
2021,1,00-0027696,NA,NA
2021,1,00-0034855,NA,NA
2021,1,00-0034791,NA,NA
2021,1,00-0032392,NA,NA
2021,1,00-0032956,NA,NA
2021,1,00-0036999,NA,NA
2021,1,00-0033885,NA,NA
2021,1,00-0033873,NA,NA
2021,1,00-0030506,NA,NA
2021,1,00-0036360,NA,NA
2021,1,00-0033040,NA,NA
2021,1,00-0032775,NA,NA
2021,1,00-0036232,NA,NA
2021,1,00-0035140,NA,NA
2021,1,00-0034297,NA,NA
2021,1,00-0029164,NA,NA
2021,1,00-0031382,NA,NA
2021,1,00-0032062,NA,NA
2021,1,00-0033923,NA,NA
2021,1,00-0036233,NA,NA
2021,1,00-0019596,NA,NA
2021,1,00-0033921,NA,NA
2021,1,00-0033077,NA,NA
2021,1,00-0031544,NA,NA
2021,1,00-0034383,NA,NA
2021,1,00-0036358,NA,NA
2021,1,00-0031408,NA,NA
2021,1,00-0027656,NA,NA
2021,1,00-0027793,NA,NA
2021,1,00-0035261,NA,NA
2021,1,00-0034764,NA,NA
2021,1,00-0033658,NA,NA
2021,1,00-0033856,NA,NA
2021,1,00-0034418,NA,NA
2021,1,00-0033045,NA,NA
2021,1,00-0030456,NA,NA
2021,1,00-0036427,NA,NA
2021,1,00-0035710,NA,NA
2021,1,00-0035535,NA,NA
2021,1,00-0036913,NA,NA
2021,1,00-0032385,NA,NA
2021,1,00-0031237,NA,NA
2021,1,00-0035644,NA,NA
2021,1,00-0034348,NA,NA
2021,1,00-0036407,NA,NA
2021,1,00-0033576,NA,NA
2021,1,00-0033375,NA,NA
2021,1,00-0032144,NA,NA
2021,1,00-0036412,NA,NA
2021,1,00-0033932,NA,NA
2021,1,00-0034844,NA,NA
2021,1,00-0032972,NA,NA
2021,1,00-0036997,NA,NA
2021,1,00-0036423,NA,NA
2021,1,00-0032813,NA,NA
2021,1,00-0027981,NA,NA
2021,1,00-0036569,NA,NA
2021,1,00-0033367,NA,NA
2021,1,00-0031503,NA,NA
2021,1,00-0036219,NA,NA
2021,1,00-0036422,NA,NA
2021,1,00-0023459,NA,NA
2021,1,00-0031381,NA,NA
2021,1,00-0033293,NA,NA
2021,1,00-0034272,NA,NA
2021,1,00-0033757,NA,NA
2021,1,00-0033906,NA,NA
2021,1,00-0035215,NA,NA
2021,1,00-0033357,NA,NA
2021,1,00-0035860,NA,NA
2021,1,00-0036040,NA,NA
2021,1,00-0032200,NA,NA
2021,1,00-0034521,NA,NA
2021,1,00-0024243,NA,NA
2021,1,00-0028237,NA,NA
2021,1,00-0036265,NA,NA
2021,1,00-0036264,NA,NA
2021,1,00-0036991,NA,NA
2021,1,00-0035480,NA,NA
2021,1,00-0028002,NA,NA
2021,1,00-0028118,NA,NA
2021,1,00-0031236,NA,NA
2021,1,00-0036554,NA,NA
2021,1,00-0036971,NA,NA
2021,1,00-0034777,NA,NA
2021,1,00-0036268,NA,NA
2021,1,00-0033439,NA,NA
2021,1,00-0026035,NA,NA
2021,1,00-0034109,NA,NA
2021,1,00-0029293,NA,NA
2021,1,00-0031951,NA,NA
2021,1,00-0032128,NA,NA
2021,1,00-0032187,NA,NA
2021,1,00-0031484,NA,NA
2021,1,00-0030288,NA,NA
2021,1,00-0031934,NA,NA
2021,1,00-0027966,NA,NA
2021,1,00-0035457,NA,NA
2021,1,00-0034364,NA,NA
2021,1,00-0035831,NA,NA
2021,1,00-0031045,NA,NA
2021,1,00-0036355,NA,NA
2021,1,00-0035414,NA,NA
2021,1,00-0027061,NA,NA
2021,1,00-0033536,NA,NA
2021,1,00-0030279,NA,NA
2021,1,00-0023682,NA,NA
2021,1,00-0036328,NA,NA
2021,1,00-0036626,NA,NA
2021,1,00-0034440,NA,NA
2021,1,00-0032009,NA,NA
2021,1,00-0036382,NA,NA
2021,1,00-0032602,NA,NA
2021,1,00-0031800,NA,NA
2021,1,00-0032725,NA,NA
2021,1,00-0036988,NA,NA
2021,1,00-0031260,NA,NA
2021,1,00-0035659,NA,NA
2021,1,00-0034104,NA,NA
2021,1,00-0035329,NA,NA
2021,1,00-0036972,NA,NA
2021,1,00-0031062,NA,NA
2021,1,00-0036212,NA,NA
