season,player_id,rec_context_targets,rec_avg_depth_target,rec_deep_targets,rec_short_targets,rec_left_targets,rec_middle_targets,rec_right_targets,rec_redzone_targets,rec_deep_target_rate,rec_short_target_rate,rec_left_target_rate,rec_middle_target_rate,rec_right_target_rate,rec_redzone_target_rate,rec_route_other,rec_route_screen,rec_route_vertical,rec_route_in_break,rec_route_out_break,rec_route_hitch,rec_ngs_avg_cushion,rec_ngs_avg_separation,rec_ngs_avg_depth,rec_ngs_air_yards_share
2018,00-0027966,27,0.3333333333333333,0,25,15,5,7,1,0,0.9259259259259259,0.5555555555555556,0.18518518518518517,0.25925925925925924,0.037037037037037035,0.8888888888888888,0.07407407407407407,0.037037037037037035,0,0,0,0,0,0,0
2018,00-0027981,84,6.353658536585366,10,43,26,24,32,17,0.11904761904761904,0.5119047619047619,0.30952380952380953,0.2857142857142857,0.38095238095238093,0.20238095238095238,0.8292682926829268,0,0.15853658536585366,0.012195121951219513,0,0,5.7632258064516115,3.5472514047159645,0,12.573265056693991
2018,00-0027985,25,5.64,4,17,12,1,12,3,0.16,0.68,0.48,0.04,0.48,0.12,0.92,0,0.08,0,0,0,0,0,0,0
2018,00-0027996,32,13.451612903225806,9,7,8,4,19,4,0.28125,0.21875,0.25,0.125,0.59375,0.125,0.7419354838709677,0,0.16129032258064516,0.0967741935483871,0,0,0,0,0,0
2018,00-0028002,61,8.557377049180328,17,27,22,15,24,4,0.2786885245901639,0.4426229508196721,0.36065573770491804,0.2459016393442623,0.39344262295081966,0.06557377049180328,0.4262295081967213,0.22950819672131148,0.19672131147540983,0.14754098360655737,0,0,5.379655172413793,2.923928370475178,0,8.839960390276449
2018,00-0028011,4,2.25,0,4,1,3,0,0,0,1,0.25,0.75,0,0,1,0,0,0,0,0,0,0,0,0
2018,00-0028042,21,7.761904761904762,4,8,10,7,4,1,0.19047619047619047,0.38095238095238093,0.47619047619047616,0.3333333333333333,0.19047619047619047,0.047619047619047616,0.8571428571428571,0,0.14285714285714285,0,0,0,0,0,0,0
2018,00-0028063,2,15,1,1,1,0,1,0,0.5,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0
2018,00-0028064,18,4.944444444444445,1,11,6,5,7,1,0.05555555555555555,0.6111111111111112,0.3333333333333333,0.2777777777777778,0.3888888888888889,0.05555555555555555,0.8888888888888888,0.05555555555555555,0.05555555555555555,0,0,0,0,0,0,0
2018,00-0028074,9,4.888888888888889,1,5,2,3,4,3,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,0,0,0,0,0,0
2018,00-0028083,45,1.7777777777777777,0,39,14,19,12,6,0,0.8666666666666667,0.3111111111111111,0.4222222222222222,0.26666666666666666,0.13333333333333333,0.9111111111111111,0.06666666666666667,0,0.022222222222222223,0,0,0,0,0,0
2018,00-0028087,67,-1.0597014925373134,0,65,29,17,21,8,0,0.9701492537313433,0.43283582089552236,0.2537313432835821,0.31343283582089554,0.11940298507462686,0.6716417910447762,0.2835820895522388,0,0.04477611940298507,0,0,0,0,0,0
2018,00-0028091,4,3.75,0,2,2,1,1,0,0,0.5,0.5,0.25,0.25,0,1,0,0,0,0,0,0,0,0,0
2018,00-0028093,13,8.23076923076923,3,4,2,5,6,1,0.23076923076923078,0.3076923076923077,0.15384615384615385,0.38461538461538464,0.46153846153846156,0.07692307692307693,0.7692307692307693,0,0.07692307692307693,0.15384615384615385,0,0,0,0,0,0
2018,00-0028097,11,1.8181818181818181,0,10,6,1,4,4,0,0.9090909090909091,0.5454545454545454,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.8181818181818182,0.18181818181818182,0,0,0,0,0,0,0,0
2018,00-0028112,36,8.055555555555555,6,12,7,10,19,2,0.16666666666666666,0.3333333333333333,0.19444444444444445,0.2777777777777778,0.5277777777777778,0.05555555555555555,0.6111111111111112,0.08333333333333333,0.19444444444444445,0.1111111111111111,0,0,0,0,0,0
2018,00-0028114,6,-1.1666666666666667,0,6,2,1,3,1,0,1,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.8333333333333334,0.16666666666666666,0,0,0,0,0,0,0,0
2018,00-0028116,35,17.17142857142857,14,10,14,6,15,4,0.4,0.2857142857142857,0.4,0.17142857142857143,0.42857142857142855,0.11428571428571428,0.5142857142857142,0,0.34285714285714286,0.14285714285714285,0,0,0,0,0,0
2018,00-0028142,27,5.407407407407407,2,15,9,8,10,5,0.07407407407407407,0.5555555555555556,0.3333333333333333,0.2962962962962963,0.37037037037037035,0.18518518518518517,0.7777777777777778,0.037037037037037035,0.1111111111111111,0.07407407407407407,0,0,0,0,0,0
2018,00-0028237,55,11.854545454545455,19,15,23,17,15,7,0.34545454545454546,0.2727272727272727,0.41818181818181815,0.3090909090909091,0.2727272727272727,0.12727272727272726,0.7090909090909091,0.01818181818181818,0.21818181818181817,0.05454545454545454,0,0,6.243061224489796,4.085806710119161,0,15.244692078327274
2018,00-0028263,24,13.041666666666666,11,4,10,2,12,2,0.4583333333333333,0.16666666666666666,0.4166666666666667,0.08333333333333333,0.5,0.08333333333333333,0.625,0.125,0.25,0,0,0,0,0,0,0
2018,00-0028292,4,0.25,0,3,1,0,3,2,0,0.75,0.25,0,0.75,0.5,1,0,0,0,0,0,0,0,0,0
2018,00-0028411,39,10.282051282051283,7,8,15,10,14,6,0.1794871794871795,0.20512820512820512,0.38461538461538464,0.2564102564102564,0.358974358974359,0.15384615384615385,0.6923076923076923,0,0.23076923076923078,0.07692307692307693,0,0,0,0,0,0
2018,00-0028434,73,11.36986301369863,23,13,32,13,28,13,0.3150684931506849,0.1780821917808219,0.4383561643835616,0.1780821917808219,0.3835616438356164,0.1780821917808219,0.4931506849315068,0.0684931506849315,0.3835616438356164,0.0547945205479452,0,0,5.156515151515151,2.8235770082373737,0,22.91755643389062
2018,00-0028497,7,6.714285714285714,1,2,2,1,4,0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.5714285714285714,0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0,0,0,0,0,0,0
2018,00-0028581,4,6.75,1,2,2,0,2,0,0.25,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,0
2018,00-0028825,31,12.4,13,5,11,6,13,6,0.41935483870967744,0.16129032258064516,0.3548387096774194,0.1935483870967742,0.41935483870967744,0.1935483870967742,0.6666666666666666,0.03333333333333333,0.2,0.1,0,0,0,0,0,0
2018,00-0028903,8,11.25,3,1,1,3,4,2,0.375,0.125,0.125,0.375,0.5,0.25,0.25,0,0.5,0.25,0,0,0,0,0,0
2018,00-0029000,87,7.402298850574713,8,24,31,32,24,10,0.09195402298850575,0.27586206896551724,0.3563218390804598,0.367816091954023,0.27586206896551724,0.11494252873563218,0.7816091954022989,0.05747126436781609,0.08045977011494253,0.08045977011494253,0,0,5.899390243902439,2.8663641794932837,0,16.158332392670353
2018,00-0029068,3,9,1,1,2,0,1,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0.3333333333333333,0,0,0,0,0,0,0
2018,00-0029091,2,2,0,2,0,0,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2018,00-0029119,12,8.75,3,4,5,4,3,2,0.25,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.25,0.16666666666666666,0.75,0,0.25,0,0,0,0,0,0,0
2018,00-0029137,92,11.01086956521739,27,21,32,16,44,14,0.29347826086956524,0.22826086956521738,0.34782608695652173,0.17391304347826086,0.4782608695652174,0.15217391304347827,0.44565217391304346,0.10869565217391304,0.2717391304347826,0.17391304347826086,0,0,5.451333333333333,2.491392530319847,0,22.662625638415822
2018,00-0029141,13,-0.3076923076923077,0,12,9,2,2,0,0,0.9230769230769231,0.6923076923076923,0.15384615384615385,0.15384615384615385,0,1,0,0,0,0,0,0,0,0,0
2018,00-0029159,76,9.302631578947368,12,21,28,24,24,9,0.15789473684210525,0.27631578947368424,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.11842105263157894,0.7236842105263158,0.02631578947368421,0.13157894736842105,0.11842105263157894,0,0,6.351126760563381,2.673896583650929,0,15.336678589280032
2018,00-0029205,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2018,00-0029239,3,-2,0,3,0,1,2,1,0,1,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,1,0,0,0,0,0,0,0,0
2018,00-0029263,1,-10,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,00-0029269,24,19.666666666666668,15,7,6,6,12,1,0.625,0.2916666666666667,0.25,0.25,0.5,0.041666666666666664,0.3333333333333333,0.08333333333333333,0.5833333333333334,0,0,0,0,0,0,0
2018,00-0029273,2,-3,0,2,0,0,2,0,0,1,0,0,1,0,0.5,0.5,0,0,0,0,0,0,0,0
2018,00-0029293,62,14.580645161290322,22,7,25,11,26,11,0.3548387096774194,0.11290322580645161,0.4032258064516129,0.1774193548387097,0.41935483870967744,0.1774193548387097,0.5645161290322581,0.016129032258064516,0.3709677419354839,0.04838709677419355,0,0,3.9656451612903227,2.2167045449790552,0,23.64643565768502
2018,00-0029319,26,11.76,9,7,9,6,10,2,0.34615384615384615,0.2692307692307692,0.34615384615384615,0.23076923076923078,0.38461538461538464,0.07692307692307693,0.56,0.12,0.32,0,0,0,0,0,0,0
2018,00-0029388,30,12.566666666666666,6,3,17,5,8,0,0.2,0.1,0.5666666666666667,0.16666666666666666,0.26666666666666666,0,0.6333333333333333,0.06666666666666667,0.13333333333333333,0.16666666666666666,0,0,0,0,0,0
2018,00-0029414,5,3.4,1,4,1,1,3,0,0.2,0.8,0.2,0.2,0.6,0,1,0,0,0,0,0,0,0,0,0
2018,00-0029492,4,0.25,0,4,2,0,2,3,0,1,0.5,0,0.5,0.75,1,0,0,0,0,0,0,0,0,0
2018,00-0029567,1,8,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2018,00-0029572,61,6.186440677966102,8,26,17,19,23,7,0.13114754098360656,0.4262295081967213,0.2786885245901639,0.3114754098360656,0.3770491803278688,0.11475409836065574,0.6610169491525424,0.13559322033898305,0.0847457627118644,0.11864406779661017,0,0,5.955272727272729,3.2343276829872982,0,8.179118504810532
2018,00-0029580,9,5,1,4,4,2,3,1,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.1111111111111111,0,0,0,0,0,0,0
2018,00-0029587,35,6.323529411764706,3,14,6,9,19,5,0.08571428571428572,0.4,0.17142857142857143,0.2571428571428571,0.5428571428571428,0.14285714285714285,0.8823529411764706,0,0.11764705882352941,0,0,0,0,0,0,0
2018,00-0029604,1,-7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,00-0029608,120,11.183333333333334,34,31,44,25,51,17,0.2833333333333333,0.25833333333333336,0.36666666666666664,0.20833333333333334,0.425,0.14166666666666666,0.5583333333333333,0.1,0.23333333333333334,0.10833333333333334,0,0,5.899745762711864,2.305236259585714,0,27.56058033803697
2018,00-0029613,24,0.875,0,20,11,4,9,2,0,0.8333333333333334,0.4583333333333333,0.16666666666666666,0.375,0.08333333333333333,0.875,0.08333333333333333,0,0.041666666666666664,0,0,0,0,0,0
2018,00-0029615,36,0.6857142857142857,2,33,11,9,15,3,0.05555555555555555,0.9166666666666666,0.3055555555555556,0.25,0.4166666666666667,0.08333333333333333,0.7714285714285715,0.17142857142857143,0.05714285714285714,0,0,0,0,0,0,0
2018,00-0029632,96,8.02127659574468,18,33,37,25,32,8,0.1875,0.34375,0.3854166666666667,0.2604166666666667,0.3333333333333333,0.08333333333333333,0.723404255319149,0.0851063829787234,0.13829787234042554,0.05319148936170213,0,0,5.71047619047619,3.0317329518106684,0,14.232590363982252
2018,00-0029638,25,14.291666666666666,12,4,7,9,8,3,0.48,0.16,0.28,0.36,0.32,0.12,0.5416666666666666,0,0.3333333333333333,0.125,0,0,0,0,0,0
2018,00-0029640,3,5.666666666666667,0,0,1,1,1,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0
2018,00-0029664,71,14.28169014084507,27,6,27,21,23,8,0.38028169014084506,0.08450704225352113,0.38028169014084506,0.29577464788732394,0.323943661971831,0.11267605633802817,0.39436619718309857,0.056338028169014086,0.3380281690140845,0.2112676056338028,0,0,4.721267605633802,2.1076711670281,0,22.90045025738869
2018,00-0029668,2,4,0,2,1,0,1,1,0,1,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0
2018,00-0029689,4,8,1,3,0,1,3,0,0.25,0.75,0,0.25,0.75,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0
2018,00-0029701,1,2,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2018,00-0029738,12,4.75,1,6,3,4,5,2,0.08333333333333333,0.5,0.25,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.08333333333333333,0,0,0,0,0,0,0
2018,00-0029795,2,-7,0,2,1,0,1,0,0,1,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0
2018,00-0029848,5,9.4,1,0,3,2,0,0,0.2,0,0.6,0.4,0,0,0.8,0,0,0.2,0,0,0,0,0,0
2018,00-0029854,9,-0.3333333333333333,0,8,2,5,2,2,0,0.8888888888888888,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.4444444444444444,0,0,0,0,0,0,0,0
2018,00-0029892,41,4.2926829268292686,4,29,18,6,17,6,0.0975609756097561,0.7073170731707317,0.43902439024390244,0.14634146341463414,0.4146341463414634,0.14634146341463414,0.8048780487804879,0.04878048780487805,0.0975609756097561,0.04878048780487805,0,0,0,0,0,0
2018,00-0029931,10,2.5,0,9,5,0,5,6,0,0.9,0.5,0,0.5,0.6,1,0,0,0,0,0,0,0,0,0
2018,00-0030035,154,9.431372549019608,33,53,55,35,63,21,0.21428571428571427,0.34415584415584416,0.35714285714285715,0.22727272727272727,0.4090909090909091,0.13636363636363635,0.6274509803921569,0.058823529411764705,0.19607843137254902,0.11764705882352941,0,0,5.770486111111111,2.9030900433731257,0,32.748030653118384
2018,00-0030061,156,7.243589743589744,17,56,47,41,68,27,0.10897435897435898,0.358974358974359,0.30128205128205127,0.26282051282051283,0.4358974358974359,0.17307692307692307,0.7483870967741936,0.025806451612903226,0.12903225806451613,0.0967741935483871,0,0,6.079917355371902,3.241403232048913,0,25.797224595139863
2018,00-0030068,44,13.977272727272727,18,7,17,14,13,5,0.4090909090909091,0.1590909090909091,0.38636363636363635,0.3181818181818182,0.29545454545454547,0.11363636363636363,0.6136363636363636,0,0.25,0.13636363636363635,0,0,5.801904761904761,2.9575311744554456,0,15.98337624652608
2018,00-0030085,65,16.25,27,11,23,13,28,5,0.4153846153846154,0.16923076923076924,0.35384615384615387,0.2,0.4307692307692308,0.07692307692307693,0.625,0.03125,0.296875,0.046875,0,0,6.1745,2.364326201132394,0,29.40504649561356
2018,00-0030089,19,3.736842105263158,1,15,5,6,8,0,0.05263157894736842,0.7894736842105263,0.2631578947368421,0.3157894736842105,0.42105263157894735,0,0.8421052631578947,0,0.10526315789473684,0.05263157894736842,0,0,0,0,0,0
2018,00-0030107,74,0.7162162162162162,1,62,23,20,31,10,0.013513513513513514,0.8378378378378378,0.3108108108108108,0.2702702702702703,0.4189189189189189,0.13513513513513514,0.7567567567567568,0.1891891891891892,0.02702702702702703,0.02702702702702703,0,0,0,0,0,0
