season,week,player_id,xfp_24,fpoe_24
2025,1,00-0023459,12.697999999999999,12.961999999999998
2025,1,00-0026158,19.5992,-3.3992000000000004
2025,1,00-0026498,17.2696,-3.669599999999999
2025,1,00-0029263,28.894,-17.773999999999997
2025,1,00-0029892,2.766,1.4340000000000002
2025,1,00-0030035,1.08,-1.08
2025,1,00-0030061,8.921,1.1790000000000003
2025,1,00-0030279,14.538999999999998,1.7610000000000028
2025,1,00-0030506,5.257,6.443
2025,1,00-0030564,3.7279999999999998,6.772
2025,1,00-0030565,15.713799999999999,3.7662000000000013
2025,1,00-0031236,4.405,-0.3050000000000006
2025,1,00-0031381,10.068000000000001,-2.968000000000001
2025,1,00-0031408,12.130999999999998,-4.530999999999998
2025,1,00-0031588,7.424000000000001,1.275999999999998
2025,1,00-0032211,1.505,-1.505
2025,1,00-0032385,8.644,-3.2439999999999998
2025,1,00-0032392,1.251,0.2490000000000001
2025,1,00-0032398,1.0940000000000003,2.806
2025,1,00-0032464,3.532,-0.9319999999999999
2025,1,00-0032764,9.972000000000001,20.728
2025,1,00-0033040,8.342,-2.3420000000000005
2025,1,00-0033077,16.3576,-8.537600000000001
2025,1,00-0033090,11.278,-2.677999999999999
2025,1,00-0033106,14.6132,-1.7132000000000005
2025,1,00-0033217,1.089,1.411
2025,1,00-0033246,1.317,-1.317
2025,1,00-0033280,23.955999999999996,-5.255999999999993
2025,1,00-0033288,6.695,3.8049999999999997
2025,1,00-0033293,8.728000000000002,5.4719999999999995
2025,1,00-0033526,1.986,-0.3859999999999999
2025,1,00-0033553,17.084000000000003,-4.684000000000003
2025,1,00-0033555,1.9920000000000002,-1.1920000000000002
2025,1,00-0033591,5.899,-2.199
2025,1,00-0033699,7.341000000000001,-0.1410000000000018
2025,1,00-0033854,3.0760000000000005,0.5239999999999996
2025,1,00-0033857,5.545000000000001,2.454999999999999
2025,1,00-0033858,8.373999999999999,1.6260000000000012
2025,1,00-0033873,21.753600000000002,4.266399999999997
2025,1,00-0033881,4.181,-0.581
2025,1,00-0033885,6.720999999999999,-1.520999999999999
2025,1,00-0033891,1.056,-0.15600000000000003
2025,1,00-0033906,8.821,3.8789999999999996
2025,1,00-0033908,3.3750000000000004,-0.8750000000000004
2025,1,00-0033923,5.017000000000001,-1.4170000000000011
2025,1,00-0033943,3.1650000000000005,-0.36500000000000066
2025,1,00-0033955,1.876,0.6240000000000001
2025,1,00-0034159,1.405,0.8949999999999998
2025,1,00-0034270,3.7689999999999997,2.4310000000000005
2025,1,00-0034348,12.350000000000001,2.75
2025,1,00-0034351,7.853000000000001,0.04699999999999971
2025,1,00-0034383,5.017,-0.7169999999999996
2025,1,00-0034386,2.279,1.4210000000000003
2025,1,00-0034407,6.009,0.5910000000000002
2025,1,00-0034487,1.213,-0.41300000000000003
2025,1,00-0034753,1.04,-0.040000000000000036
2025,1,00-0034791,6.981,-0.9809999999999999
2025,1,00-0034796,13.850400000000002,15.509599999999997
2025,1,00-0034827,9.785,-1.7850000000000001
2025,1,00-0034829,6.218,-4.318
