season,week,player_id,xfp_24,fpoe_24
2022,1,00-0026158,NA,NA
2022,1,00-0036924,NA,NA
2022,1,00-0034796,NA,NA
2022,1,00-0036550,NA,NA
2022,1,00-0036331,NA,NA
2022,1,00-0038120,NA,NA
2022,1,00-0033871,NA,NA
2022,1,00-0037838,NA,NA
2022,1,00-0036980,NA,NA
2022,1,00-0036145,NA,NA
2022,1,00-0032775,NA,NA
2022,1,00-0037740,NA,NA
2022,1,00-0034975,NA,NA
2022,1,00-0034419,NA,NA
2022,1,00-0034753,NA,NA
2022,1,00-0034270,NA,NA
2022,1,00-0033118,NA,NA
2022,1,00-0036630,NA,NA
2022,1,00-0033376,NA,NA
2022,1,00-0034857,NA,NA
2022,1,00-0031588,NA,NA
2022,1,00-0035250,NA,NA
2022,1,00-0036251,NA,NA
2022,1,00-0036196,NA,NA
2022,1,00-0026498,NA,NA
2022,1,00-0033908,NA,NA
2022,1,00-0033110,NA,NA
2022,1,00-0036862,NA,NA
2022,1,00-0031941,NA,NA
2022,1,00-0033466,NA,NA
2022,1,00-0035689,NA,NA
2022,1,00-0035664,NA,NA
2022,1,00-0036849,NA,NA
2022,1,00-0031428,NA,NA
2022,1,00-0034646,NA,NA
2022,1,00-0034855,NA,NA
2022,1,00-0032688,NA,NA
2022,1,00-0033280,NA,NA
2022,1,00-0033119,NA,NA
2022,1,00-0036233,NA,NA
2022,1,00-0031544,NA,NA
2022,1,00-0034827,NA,NA
2022,1,00-0036999,NA,NA
2022,1,00-0036572,NA,NA
2022,1,00-0034365,NA,NA
2022,1,00-0033923,NA,NA
2022,1,00-0036232,NA,NA
2022,1,00-0037005,NA,NA
2022,1,00-0036654,NA,NA
2022,1,00-0033885,NA,NA
2022,1,00-0034791,NA,NA
2022,1,00-0030565,NA,NA
2022,1,00-0035640,NA,NA
2022,1,00-0032211,NA,NA
2022,1,00-0034159,NA,NA
2022,1,00-0029263,NA,NA
2022,1,00-0034959,NA,NA
2022,1,00-0036997,NA,NA
2022,1,00-0032144,NA,NA
2022,1,00-0035644,NA,NA
2022,1,00-0034750,NA,NA
2022,1,00-0036423,NA,NA
2022,1,00-0036620,NA,NA
2022,1,00-0030068,NA,NA
2022,1,00-0036407,NA,NA
2022,1,00-0036244,NA,NA
2022,1,00-0036412,NA,NA
2022,1,00-0034348,NA,NA
