position,feature,n,coverage,outcome_pearson,outcome_spearman,partial_correlation_after_base,residual_correlation,year_sign_stability,median_year_abs_residual_cor,signal_score,target_year
QB,opp_pos_residual_roll4,1296,1,0.09211889078338356,0.09719207626045441,0.09473522377977613,0.09382369153906445,1,0.09410198191476721,0.23907271436685573,2024
QB,roll3_pass_ypa,1296,1,0.2773108652481847,0.30017598096891784,0.07786029039907985,0.05745690614691226,1,0.05634746333140199,0.2355416019562887,2024
QB,prior_game_fppg,1296,1,0.4444847441819926,0.43596023375405785,0.07726033726258755,0.02701134656539122,1,0.02624577855504094,0.23507411161181951,2024
QB,opportunity_per_snap,1296,1,0.20916398266801114,0.19111704968776136,0.08039360410925125,0.06824940705339656,1,0.06803845896800116,0.23334971071085306,2024
QB,projected_touch_opportunities_232,1296,1,0.3015561004142005,0.29522576518926796,0.07264606568459521,0.048910928348984445,1,0.048330319572916954,0.2312601529468989,2024
QB,opp_pos_fppg_allowed_roll4,1296,1,0.08262155356215099,0.08062870874692717,0.08447318636514088,0.08363289165045494,1,0.08430321815377685,0.2303226788725059,2024
QB,rb_rush_matchup,1132,0.8734567901234568,-0.14657028537207306,-0.14748069587893914,-0.08123905026170726,-0.07178464974348348,1,0.07096709035220185,0.2298122979425408,2024
QB,tw_draft_overall_24,1296,1,-0.19249660286832906,-0.0520553518817711,-0.0806963733603507,-0.0703182828759991,1,0.0703746687388477,0.22795635806845213,2024
QB,tw_draft_round_24,1296,1,-0.1776204765834437,-0.08211188334227473,-0.07746479121161555,-0.06838479921049065,1,0.06840038294893785,0.2265456119585529,2024
QB,def_rush_epa_allowed_roll4,1296,1,-0.06409403104806237,-0.0547440493944082,-0.0784527769885074,-0.07850275092014859,1,0.07953144583693361,0.22421931474628748,2024
QB,roll3_rush_ypc,1296,1,0.23846187859029191,0.2557672568274637,0.062197364700400895,0.04614682482757219,1,0.04568032708929,0.22217152235911358,2024
QB,favorite_rush_interaction,1296,1,0.2675265904103812,0.2564941583629224,0.06121532502845172,0.04183727126708455,1,0.0445193899990652,0.22180232619748116,2024
QB,role_5_vs_prior_232,1296,1,0.2752745169615914,0.2722839380364423,0.058763435068850935,0.03846447584970286,1,0.038727157053721845,0.22036357981654778,2024
QB,projected_td_points_232,1296,1,0.4648901594256522,0.47511578189111786,0.031997457964197236,-0.010577910402793109,1,0.010623721145052983,0.21944257607698564,2024
QB,talent_prior_fppg_24,1296,1,0.23422976830893324,0.21555983295579786,0.05684412607272181,0.041130928159490356,1,0.04135485995549058,0.2165923629753017,2024
QB,def_pass_epa_allowed_roll4,1296,1,0.06900588707820066,0.0677982657915496,0.06506256055689218,0.06406285500659974,1,0.06586537621467371,0.21465898390310956,2024
QB,prior_pass_td_rate,1296,1,0.2200553156318093,0.24760558981110053,-0.033941243285865015,-0.04607400890675694,1,0.0466245211183097,0.21458815190591177,2024
QB,season_carries_prior,1296,1,0.3224962606026346,0.3604762483704061,0.04526008083988192,0.01972142908590181,1,0.01968680375190184,0.2139777239470173,2024
QB,talent_gap_weighted_24,1296,1,-0.04555497561934072,-0.04285376868132226,0.06253771696147556,0.06773755801586205,1,0.06632488545404533,0.2132880099280046,2024
QB,opp_blitz_rate_roll4_24,1296,1,0.06268793443756225,0.07453501273907623,0.06330145491714198,0.0626274763132855,1,0.05759879510751754,0.21273241621991967,2024
QB,role_fppg_trend,1296,1,0.04127725274988331,0.03417031338428857,-0.060060161178816206,-0.06502028297782327,1,0.06564457378767774,0.21092965938915764,2024
QB,def_rush_epa_allowed_roll8,1296,1,-0.04128401645643521,-0.02670075646501578,-0.06214808362215026,-0.06278434028082014,1,0.06397889494841011,0.2099849620556453,2024
QB,def_pass_epa_allowed_roll8,1296,1,0.06539973605333024,0.057289026959718485,0.05906525983940222,0.05797647049092422,1,0.060476788523535774,0.20960769886479877,2024
QB,carry_trend,1296,1,-0.012784732136253443,-0.04487836158457238,-0.05728993066785525,-0.05938596445401871,1,0.059527646449755396,0.20606087285414965,2024
