position,feature,n,coverage,outcome_pearson,outcome_spearman,partial_correlation_after_base,residual_correlation,year_sign_stability,median_year_abs_residual_cor,signal_score,target_year
RB,roll3_team_pass_attempts,3055,1,0.002658854253369777,0.0025729085974355343,-0.009070291458894857,-0.009328137504447062,0.5,0.013262889066117004,0.08750201837853594,2024
RB,tw_combine_weight_24,3055,1,0.052936288196258605,0.029626999311794543,0.0023932973286010482,0.001043136102399788,0.5,0.02061346495537793,0.08738724633508524,2024
RB,season_to_date_interception_rate,3055,1,-0.021060101793942142,-0.017873525579387064,-0.007276166707454819,-0.006872061494966599,0.5,0.005382538389603254,0.08700382347329837,2024
RB,opp_pos_fppg_allowed_roll4,3055,1,0.019492757642496916,0.011465854651535514,0.003313127988872987,0.0028686020709641218,0.5,0.03380944509975021,0.08694284518194324,2024
RB,rest_days,3055,1,-0.004055915800575983,-0.007284364834700302,-0.0038079024405735695,-0.003780735051039224,0.5,0.022135174306140128,0.08517389423039924,2024
RB,def_redzone_rush_td_rate_roll4,3055,1,0.009032236468786859,0.013391018388194786,0.002598324813535693,0.0024149627861059448,0.5,0.022818165247007548,0.08494530727749812,2024
RB,def_pass_success_allowed_roll4,3055,1,0.010332606481602455,0.009244527105735206,-0.0014366388918950466,-0.0017379081583479773,0.5,0.012467398774597559,0.08328245933330837,2024
RB,season_week,3055,1,-0.0061839131057741656,-0.006032091105563265,-0.0027091945910295463,-0.0026031217531896677,0.5,0.006084071074697274,0.08291005948440489,2024
WR,direct_gap_vs_base_232,4863,1,-0.07562650147538384,-0.07419264285725558,0.16502671129660795,0.16384319765555025,1,0.1367506307352093,0.2863003783769191,2024
WR,projected_opportunities_232,4863,1,0.5664026858813377,0.6231298150562273,0.15661837532505699,0.041333045049526354,1,0.042855749687268276,0.2750108502161698,2024
WR,projected_touch_opportunities_232,4863,1,0.5664026858813377,0.6231298150562273,0.15661837532505699,0.041333045049526354,1,0.042855749687268276,0.2750108502161698,2024
WR,roll5_targets,4863,1,0.5057309854393078,0.547036208153608,0.10861291349856647,0.04308603664013286,1,0.04333407516932301,0.25854969132797556,2024
WR,xfp_gap_vs_base_232,4863,1,-0.009148317652940779,1.5094546187542605e-4,0.13109662359487262,0.13390248714342745,1,0.11863916829189863,0.2574991554979528,2024
WR,roll5_offense_pct,4863,1,0.4363826248187268,0.5078352857168649,0.09869699386083745,0.05539632103283576,1,0.05585276641319563,0.257061439042293,2024
WR,roll3_offense_pct,4863,1,0.43699946862070854,0.5075694811810624,0.0978699604460199,0.05451615201191308,1,0.05507607834624681,0.25645853034223753,2024
WR,roll3_offense_snaps,4863,1,0.43108143916243913,0.49908416957140944,0.08975163362815039,0.04867198827819437,1,0.04920298371372494,0.25093614597901,2024
WR,roll3_ngs_air_yard_share,4863,1,0.4387849984836322,0.49176024467482526,0.07677919221485033,0.03592329397162869,1,0.03596863433325807,0.2415735788846879,2024
WR,roll3_ngs_cushion,4863,1,0.36947239085907035,0.40934850753193786,0.06114151194319975,0.0337264584665205,1,0.03403436522113724,0.229561965458378,2024
WR,roll3_ngs_separation,4863,1,0.36687750935953317,0.42495717837713426,0.05930655951956468,0.03241360625235981,1,0.033062713334684975,0.2289783667504212,2024
WR,role_fppg_trend,4863,1,0.03168842545096444,0.04220733575212791,-0.08398633584996926,-0.08749632395874467,1,0.08697009082011556,0.22751205798882054,2024
WR,roll3_rec_td_rate,4863,1,0.047810850801933334,0.25308207152688744,-0.07023569158643007,-0.0740930779501968,1,0.0728997605040941,0.22685285484769818,2024
WR,talent_prior_fppg_24,4863,1,0.2929127903462144,0.3327394171417778,0.046721472979562924,0.02892210062093014,1,0.027658410388745693,0.21607619146161305,2024
WR,tw_draft_capital_log_24,4863,1,0.29169107921381465,0.32927082771569305,0.03780998904420546,0.020545132586282624,1,0.02001362930341341,0.20962081406776184,2024
WR,rb_receiving_matchup,4399,0.9045856467201316,0.04843803930271288,0.011761314977168818,0.06015779211711505,0.060197520352156635,1,0.05933046029889229,0.20782745380080986,2024
WR,season_to_date_rec_td_rate,4863,1,0.055771079616535046,0.2620726584495556,-0.038478867418673006,-0.04224795381715911,1,0.04105310695074057,0.20414397324536326,2024
WR,matchup_role_interaction,4863,1,0.040613160017389564,0.013167998349746553,0.05380717870614661,0.05397019805009952,1,0.053021877780178236,0.20277075980944512,2024
WR,season_to_date_catch_rate,4863,1,0.17691853383884448,0.20278414461524757,0.03547702672149891,0.026971786251825218,1,0.02645424542425434,0.20050499846186237,2024
WR,tw_early_declare_heuristic_24,4863,1,0.19292792758162286,0.20695865071992509,0.03240092092708535,0.022780833753815854,1,0.022819914881252054,0.19883216595238104,2024
WR,prior_yards_per_target,4863,1,0.1722904433484429,0.22211275768678054,-0.019201270983667,-0.027227757684128016,1,0.02633679292371495,0.1975155540444898,2024
WR,implied_team_total,4863,1,0.10721212955658384,0.08249397149912877,0.03888238990873528,0.03484678796350532,1,0.036814152921827624,0.19660367865013695,2024
WR,projection_spread_232,4863,1,0.2632888209900904,0.3125923764970482,-0.0016658337981139387,-0.014353596276893227,1,0.007662051885367525,0.19546222337970431,2024
WR,prior_catch_rate,4863,1,0.12050237242132228,0.14986971776865846,-0.02483310501705202,-0.030880666864749412,1,0.029882026395263595,0.19464629688249824,2024
WR,opp_pos_residual_roll8,4863,1,0.033107872310346134,0.0208788468147051,0.04259185822163452,0.042674854411352395,1,0.042001678696595504,0.19431544174239612,2024
WR,tw_age_at_draft_24,4863,1,0.15114273122779548,0.09540971499082837,0.03387632940225901,0.027006230546948583,1,0.026336013503644385,0.19431396312188068,2024
WR,opp_pos_residual_roll4,4863,1,0.033957492202141906,0.01847755995297222,0.04086080788614322,0.04083378933535514,1,0.04037102586519593,0.19295322377256766,2024
WR,def_wr_residual_roll4,4863,1,0.033957492202141906,0.01847755995297222,0.04086080788614322,0.04083378933535514,1,0.04037102586519593,0.19295322377256766,2024
WR,tw_combine_height_in_24,4863,1,0.12284248713430647,0.10361442525953203,0.03276916348814517,0.0275930639395106,1,0.025907766789496314,0.1929042057393757,2024
WR,roll3_catch_rate,4863,1,0.18197956523983144,0.2010101560945308,0.024824714875800145,0.015860389228174183,1,0.01572960738179122,0.1926549416448594,2024
