feature,importance,importance_pct,position,family
roll5_fppg,129684.84865087454,14.002220013544205,WR,legacy21
roll3_fppg,106824.61519024258,11.533974711130499,WR,legacy21
roll5_targets,105008.29494643997,11.337864556911594,WR,legacy21
roll3_targets,98009.02116156707,10.582145037704969,WR,legacy21
roll3_target_share,97479.80658372863,10.525005140250812,WR,legacy21
preseason_prior_fppg,67738.73654972739,7.313828118520112,WR,legacy21
roll5_offense_pct,37390.23371529454,4.037065889237647,WR,legacy21
prior_game_fppg,36834.370076924344,3.977048662530292,WR,legacy21
roll3_offense_pct,24608.48293052446,2.6570057780641667,WR,legacy21
roll3_offense_snaps,23943.266016991063,2.5851815543639787,WR,legacy21
opportunity_per_snap,3904.9792672548015,0.4216250349771422,WR,legacy21
preseason_redzone_target_rate,3254.9274337615807,0.3514382021476272,WR,legacy21
roll3_fppg_sd,2626.5792057259537,0.28359473218483017,WR,legacy21
preseason_deep_target_rate,2484.9708584648115,0.26830511851960637,WR,legacy21
season_week,1797.0811361676322,0.19403288597383492,WR,legacy21
games_played_prior,1740.9449815032456,0.1879718017646752,WR,legacy21
injury_risk,1726.8243655310303,0.1864471828625704,WR,legacy21
implied_team_total,1619.4309341728222,0.17485179242543972,WR,legacy21
opp_pos_fppg_allowed_roll4,1600.8098179926935,0.17284124941779924,WR,legacy21
opp_pos_residual_roll4,1497.2926434288006,0.16166438281770612,WR,legacy21
def_explosive_pass_rate_roll4,1320.2505972674023,0.14254895254355257,WR,legacy21
te_redzone_matchup,1319.8255149309082,0.1425030559221555,WR,legacy21
def_wr_residual_roll4,1261.6201585564909,0.13621855766040858,WR,legacy21
def_redzone_rush_td_rate_roll4,1253.3506139432704,0.13532568556092486,WR,legacy21
def_rush_epa_allowed_roll8,1206.7304124462123,0.1302920495947455,WR,legacy21
wr_redzone_matchup,1184.8423661606753,0.12792877244290327,WR,legacy21
def_deep_pass_rate_roll4,1171.9265264122716,0.12653423459443267,WR,legacy21
rb_receiving_matchup,1127.149891283836,0.12169965057743293,WR,legacy21
def_rush_success_allowed_roll4,1117.03175524384,0.1206071839675485,WR,legacy21
opp_pos_residual_roll8,1104.1941809840819,0.11922109653254472,WR,legacy21
team_spread_line,1096.2966699774065,0.1183683933229928,WR,legacy21
def_pass_epa_allowed_roll8,1043.6050908182524,0.11267922383308739,WR,legacy21
def_pass_success_allowed_roll4,1006.4186665541553,0.10866416348116727,WR,legacy21
snap_trend,961.7408848919392,0.10384025278489473,WR,legacy21
