week,n,mae,rmse,bias,incumbent_mae,incumbent_rmse,mae_improvement_pct,correlation,rank_correlation,starter_n,starter_mae,incumbent_starter_mae,starter_mae_improvement_pct,relevant_mae,interval_coverage,expected_error_coverage,start_sit_pairs,start_sit_accuracy
2,345,3.8969296626306686,5.52718969489252,-0.09959905526608628,3.9943754987203457,5.550331376306811,2.439576252179976,0.6657782945666967,0.6843683885124527,84,6.368917737611215,6.401208982898893,0.5044554141873118,5.176484242425092,0.6086956521739131,0.6492753623188405,3195,0.6312989045383411
