position,feature,n,coverage,outcome_pearson,outcome_spearman,residual_correlation,year_sign_stability,median_year_abs_residual_cor,signal_score,target_year
QB,role_5_vs_prior_232,633,1,0.20490041475589005,0.18332302485600538,0.04560934617386334,0.5,0.04560934617386334,0.15896597803440568,2023
QB,matchup_role_interaction,633,1,0.11429195702103158,0.12251412085489999,0.08688394489033707,0.5,0.08688394489033707,0.1580604164560591,2023
QB,qb_pressure_matchup,633,1,0.23735638187593192,0.23794377028823166,-0.016543005638381313,0.5,0.016543005638381313,0.15537605427336526,2023
QB,roll3_rush_ypc,633,1,0.23091762735766955,0.24173412295777083,0.017320386374426525,0.5,0.017320386374426525,0.1550994801852476,2023
QB,opp_pos_fppg_allowed_roll4,633,1,0.07629033329593066,0.08693849683188969,0.10115070322327759,0.5,0.10115070322327759,0.15479776638589696,2023
QB,roll3_rush_td_rate,633,1,0.13800768005787015,0.19551756901525488,-0.04950439122478049,0.5,0.04950439122478049,0.15053090586587647,2023
QB,favorite_points,633,1,0.18498993279282752,0.20615316190706234,-0.03149812089647365,0.5,0.03149812089647365,0.15036053382461695,2023
QB,team_spread_line,633,1,0.22280888906304885,0.22849903571950975,-0.011707779863426368,0.5,0.011707779863426368,0.14896476324257446,2023
QB,role_vs_prior_232,633,1,0.21667508411579253,0.19659680421104714,0.01609466075737404,0.5,0.01609466075737404,0.14644519506272402,2023
QB,def_pass_epa_allowed_roll4,633,1,0.0724877408327323,0.08223518112238343,0.08722557389007347,0.5,0.08722557389007347,0.14589008072411824,2023
QB,roll3_fppg_sd,633,1,0.19383292761494192,0.22206510677610344,-0.016212026173919244,0.5,0.016212026173919244,0.14545435417947755,2023
QB,def_pass_epa_allowed_roll8,633,1,0.07590276181543945,0.07485664007783324,0.08396142659203217,0.5,0.08396142659203217,0.14382407856173676,2023
QB,def_sack_rate_roll4,633,1,-0.08340444141726173,-0.091624740010827,-0.07751519071940335,0.5,0.07751519071940335,0.1436411231520782,2023
QB,season_week,633,1,-0.11415403175346032,-0.12000793967780536,-0.06121300804518618,0.5,0.06121300804518618,0.1436158329018119,2023
QB,underdog_points,633,1,-0.20361904856270144,-0.21525940763316165,-0.01050212111999161,0.5,0.01050212111999161,0.14325872427326103,2023
QB,roll3_ngs_aggressiveness,633,1,0.18660347152416804,0.1659983833979143,0.026518970988339986,0.5,0.026518970988339986,0.14309386492568696,2023
QB,rb_rush_matchup,633,1,-0.10387910517759176,-0.13656380472882362,-0.05992905737931657,0.5,0.05992905737931657,0.14304687705804947,2023
QB,def_qb_hit_rate_roll4,633,1,-0.09110545022205806,-0.095139349163796,-0.07022039783582532,0.5,0.07022039783582532,0.1414369217493299,2023
QB,role_fppg_trend,633,1,0.07198306200471012,0.05029909579270291,-0.08419374794173792,0.5,0.08419374794173792,0.14029940402392801,2023
QB,is_home,633,1,0.0707188875814981,0.07803417815325002,0.07717646296070038,0.5,0.07717646296070038,0.13954055577144486,2023
QB,season_to_date_rush_td_rate,633,1,0.14885437787726236,0.23536440885719126,-0.009879398012797561,0.5,0.009879398012797561,0.13547118598780883,2023
QB,qb_pass_matchup,633,1,0.07709343188587739,0.09960101887274404,0.06156098715988572,0.5,0.06156098715988572,0.13468748294212435,2023
QB,def_rush_epa_allowed_roll4,633,1,-0.04182246658195824,-0.046480711349393786,-0.07546006356799842,0.5,0.07546006356799842,0.12960876430907886,2023
QB,opportunity_per_snap,633,1,0.16012977523223723,0.15281846540873856,0.0061258845133122545,0.5,0.0061258845133122545,0.12553081187317305,2023
QB,prior_catch_rate,633,1,-0.10583296012411095,-0.13684818006781355,-0.026295346346064587,0.5,0.026295346346064587,0.12493415492081311,2023
QB,prior_yards_per_target,633,1,-0.0897612580716521,-0.15464156742738774,0.024056046075426645,0.5,0.024056046075426645,0.12294483988566855,2023
QB,roll3_target_share,633,1,-0.032310808334664314,-0.03325434069187865,-0.06931468525155282,0.5,0.06931468525155282,0.12292954327161906,2023
QB,roll3_targets,633,1,-0.032049559448927324,-0.03333428600870694,-0.06921165622789545,0.5,0.06921165622789545,0.12283544594719426,2023
QB,roll3_team_pass_attempts,633,1,0.010941503856306923,0.037158854495079566,-0.07458868319779913,0.5,0.07458868319779913,0.12245230899233432,2023
QB,underdog_target_interaction,633,1,-0.045153582470459794,-0.04024466009098462,-0.06265941288013693,0.5,0.06265941288013693,0.12241968113967623,2023
QB,season_to_date_rec_td_rate,633,1,-0.0497743832281029,-0.04941562169799331,-0.04529772628616127,0.5,0.04529772628616127,0.11480301304220643,2023
QB,model_disagreement_23,633,1,-0.08632380614561505,-0.11019646462812507,-0.019579384536044117,0.5,0.019579384536044117,0.11453052235640998,2023
QB,season_to_date_interception_rate,633,1,0.030547549184651936,0.10982588188745175,0.035511920689740205,0.5,0.035511920689740205,0.11320922105908866,2023
QB,def_rush_epa_allowed_roll8,633,1,-0.012372872776948455,-0.018331076583719633,-0.06136323790457611,0.5,0.06136323790457611,0.11317662713741394,2023
QB,roll5_targets,633,1,-0.020939155603654447,-0.02614775372646199,-0.05684903826844682,0.5,0.05684903826844682,0.11317374950347898,2023
QB,expected_team_pass_rate,633,1,0.014735986088643863,0.020283373237385355,-0.05911573398496516,0.5,0.05911573398496516,0.11260013597617297,2023
QB,expected_team_plays,633,1,0.007984706497447142,0.06992304386122616,-0.048048753914991506,0.5,0.048048753914991506,0.11125482708613295,2023
QB,roll3_ngs_cpoe,633,1,0.11301401891015272,0.09792654593599305,0.007223739143219017,0.5,0.007223739143219017,0.11106676544491713,2023
QB,rest_days,633,1,-0.0127114414675638,-0.03270794435128726,-0.049035202435408105,0.5,0.049035202435408105,0.10818237412579042,2023
QB,def_redzone_rush_td_rate_roll4,633,1,0.03889913911187608,0.04876757829412218,0.03667380192102622,0.5,0.03667380192102622,0.10802454549199678,2023
QB,target_trend,633,1,-0.02853946087518881,-0.04103591048679532,-0.038580435481293064,0.5,0.038580435481293064,0.1062806517306606,2023
QB,season_targets_prior,633,1,0.022832717748738962,0.013567128669248599,-0.04169553093646595,0.5,0.04169553093646595,0.10367048665013912,2023
QB,roll3_interception_rate,633,1,0.0028422219268965424,0.0903462043084658,0.028240693882422768,0.5,0.028240693882422768,0.1018855260991898,2023
QB,season_to_date_catch_rate,633,1,-0.0016281188727628579,0.001666363979197147,-0.045977002449649286,0.5,0.045977002449649286,0.10078037642190808,2023
QB,injury_risk,633,1,0.018022423611171932,0.02244374644993424,-0.03520691577461844,0.5,0.03520691577461844,0.1003010895000432,2023
QB,practice_risk,633,1,0.0559459488808212,0.05678306060822475,-0.015068949410173386,0.5,0.015068949410173386,0.10017216024713015,2023
QB,team_skill_questionable_count,633,1,0.017074317453603636,0.014021312905991061,0.026679828365464082,0.5,0.026679828365464082,0.09442984029137283,2023
QB,snap_trend,633,1,0.0210941509825427,-0.03988413762758907,-0.01875985547533086,0.5,0.01875985547533086,0.09390096420360035,2023
QB,carry_trend,633,1,0.040501895279022225,-0.02019339060854274,-0.015714984679866418,0.5,0.015714984679866418,0.09335678959717565,2023
QB,def_deep_pass_rate_roll4,633,1,-0.006749840392371254,-0.005359519595337676,-0.028519501259333706,0.5,0.028519501259333706,0.09254383931470088,2023
QB,def_redzone_pass_td_rate_roll4,633,1,0.010020556802759878,0.0340950092528864,0.02019106712404741,0.5,0.02019106712404741,0.092000188253069215,2023
QB,projection_spread_232,633,1,-0.02507728305159507,-0.038364449961746976,0.013513759489867978,0.5,0.013513759489867978,0.09155021266412414,2023
QB,rb_receiving_matchup,633,1,0.021940894300197567,0.0366679865302436,0.013572818673769759,0.5,0.013572818673769759,0.09081456962823815,2023
QB,def_deep_epa_allowed_roll4,633,1,-0.002531992755110817,0.0042515279869422455,0.02135282015803222,0.5,0.02135282015803222,0.08770999314127073,2023
QB,def_rush_success_allowed_roll4,633,1,-0.008877501001516842,-0.022686366264075726,-0.010140049566262433,0.5,0.010140049566262433,0.08489734139340646,2023
QB,te_middle_matchup,633,1,0.015847426340380034,0.029071880149676717,-0.004320710838102736,0.5,0.004320710838102736,0.08371755332018611,2023
QB,def_explosive_pass_rate_roll4,633,1,0.015972646879451883,0.02136749068539845,-0.005844771028879753,0.5,0.005844771028879753,0.08365379938643301,2023
QB,season_to_date_ypt,633,1,-0.010158716878961211,-0.02025240919720641,-0.0018089084090541863,0.5,0.0018089084090541863,0.08025375776685759,2023
QB,wr_volume_matchup,633,1,0.011822842908428098,-5.572055426998576e-4,0.0020145899004073457,0.5,0.0020145899004073457,0.07830300083386507,2023
QB,roll3_team_carries,633,1,0.0013621101404142852,0.0058813870298208325,0.0026188759831595695,0.5,0.0026188759831595695,0.07739132805959083,2023
RB,roll3_carry_share,1581,1,0.5579763795081313,0.5944435594128692,0.07018864361238855,0.5,0.07018864361238855,0.2853727294278216,2023
RB,roll3_fppg,1581,1,0.5598660827022355,0.6335204380087432,-0.05014500841012792,0.5,0.05014500841012792,0.27937810207302194,2023
RB,projected_opportunities_232,1581,1,0.6022254414966514,0.6685392015183397,0.025715225124174432,0.5,0.025715225124174432,0.27776865746989393,2023
RB,projected_touch_opportunities_232,1581,1,0.6022254414966514,0.6685392015183397,0.025715225124174432,0.5,0.025715225124174432,0.27776865746989393,2023
RB,roll3_offense_pct,1581,1,0.5273393908588343,0.5714223640177055,0.06489674753547262,0.5,0.06489674753547262,0.2741849851812248,2023
RB,roll5_fppg,1581,1,0.5548860311665615,0.6385578796964572,-0.032246201115066105,0.5,0.032246201115066105,0.2692418417868423,2023
RB,roll3_carries,1581,1,0.5426805942813827,0.5897573335063884,0.04535089706881093,0.5,0.04535089706881093,0.2683963803792615,2023
RB,roll5_carries,1581,1,0.5339617426498098,0.5863456077110712,0.04611700469247626,0.5,0.04611700469247626,0.26683893918315627,2023
RB,roll5_offense_pct,1581,1,0.514603481434211,0.5635529146093057,0.056919436913084376,0.5,0.056919436913084376,0.26656066671347106,2023
RB,roll3_ngs_time_to_los,1581,1,0.4878604301549509,0.5183737883235042,0.07136602645948695,0.5,0.07136602645948695,0.26427104657942946,2023
RB,roll3_offense_snaps,1581,1,0.516774581810759,0.5655131177207454,0.05107719244400884,0.5,0.05107719244400884,0.2639734546966309,2023
RB,ngs_available,1581,1,0.5080794682931683,0.5624546411430731,0.045243698630243724,0.5,0.045243698630243724,0.25883289547657307,2023
RB,expected_fppg_232,1581,1,0.5753497258951138,0.6475408756468056,-0.0021362093772860475,0.5,0.0021362093772860475,0.25744277089624445,2023
RB,projected_td_points_232,1581,1,0.46995918783809976,0.56341840427034,-0.0511251060207169,0.5,0.0511251060207169,0.255321670634693,2023
RB,season_to_date_fppg,1581,1,0.5597244986194488,0.6339366183446956,0.002186174225145068,0.5,0.002186174225145068,0.253025199776694,2023
RB,preseason_prior_fppg,1581,1,0.5210174614921091,0.5490266256625138,-0.02526834575283202,0.5,0.02526834575283202,0.24856392831213894,2023
RB,roll3_ngs_box_rate,1581,1,0.3866999658963706,0.5117662258332248,0.07262793002438965,0.5,0.07262793002438965,0.24596330247474799,2023
RB,prior_game_fppg,1581,1,0.4869343670529605,0.5716730898500322,-0.01552156216123991,0.5,0.01552156216123991,0.2397858160402187,2023
RB,season_carries_prior,1581,1,0.4315483964805266,0.5263766218622505,0.026897849980146268,0.5,0.026897849980146268,0.2306377234790453,2023
RB,roll3_target_share,1581,1,0.4225639430784368,0.46669547315848847,0.00438265694138405,0.5,0.00438265694138405,0.20947542785089845,2023
RB,direct_gap_vs_base_232,1581,1,-0.10525808629323989,-0.07209756804862351,0.18675718170347685,0.5,0.18675718170347685,0.20531461363553027,2023
RB,roll5_targets,1581,1,0.40383744185751674,0.4619845967698352,0.0016123145899426003,0.5,0.0016123145899426003,0.20401566417120165,2023
RB,roll3_targets,1581,1,0.40522899324835826,0.457008565537446,-6.331353651774878e-4,0.5,6.331353651774878e-4,0.20313047110004565,2023
RB,roll3_fppg_sd,1581,1,0.332663964617997,0.3647642242329735,-0.03547856213276013,0.5,0.03547856213276013,0.19816442971221437,2023
RB,model_disagreement_23,1581,1,0.30103472887859345,0.36297165664876896,-0.04588416787233282,0.5,0.04588416787233282,0.19797914232578215,2023
RB,season_targets_prior,1581,1,0.3593311221973873,0.4310948838750515,0.0051593910688501315,0.5,0.0051593910688501315,0.19424865314840345,2023
RB,roll3_rush_td_rate,1581,1,0.07941611213104212,0.2821147094196408,-0.11598638087172433,0.5,0.11598638087172433,0.18694117479339284,2023
RB,xfp_gap_vs_base_232,1581,1,-0.08655756518750854,-0.04775011463643957,0.16142507867041492,0.5,0.16142507867041492,0.18509416875885248,2023
RB,season_to_date_rush_ypc,1581,1,0.2365925931575195,0.29374732500712936,0.05811128202679341,0.5,0.05811128202679341,0.18479755088394542,2023
RB,role_vs_prior_232,1581,1,0.27981478991898695,0.29326754748108896,-0.04399479127585613,0.5,0.04399479127585613,0.1847559030848692,2023
RB,projection_spread_232,1581,1,0.2872757707065756,0.33175427655686046,-0.030627905678181445,0.5,0.030627905678181445,0.18336550003700666,2023
RB,opportunity_per_snap,1581,1,0.2661475481671098,0.3469685111982525,0.033511902989823705,0.5,0.033511902989823705,0.1829743266582731,2023
RB,roll3_rush_ypc,1581,1,0.24856971191304664,0.3059668200071015,0.04368705880644511,0.5,0.04368705880644511,0.18048644888874535,2023
RB,role_5_vs_prior_232,1581,1,0.25964772914871603,0.3014023143932015,-0.019972326784762146,0.5,0.019972326784762146,0.16888964870557224,2023
RB,favorite_rush_interaction,1581,1,0.2732763295262316,0.22444501202280825,0.016137925694675617,0.5,0.016137925694675617,0.15999899988953026,2023
RB,roll3_catch_rate,1581,1,0.2146240353240422,0.16561239249072993,0.04168104839077276,0.5,0.04168104839077276,0.1564303900721402,2023
RB,prior_rush_td_rate,1581,1,0.1533625123428621,0.2154594336209455,-0.045698856133167,0.5,0.045698856133167,0.1535947551294705,2023
RB,season_to_date_rush_td_rate,1581,1,0.08882682101889126,0.28305903005894073,-0.0518251836363384,0.5,0.0518251836363384,0.15345976239045941,2023
RB,season_to_date_catch_rate,1581,1,0.18653867082604486,0.12491261651466244,0.052782155381509654,0.5,0.052782155381509654,0.15259666019027787,2023
RB,games_played_prior,1581,1,0.16507749075515077,0.18986785076326426,0.04461364826504309,0.5,0.04461364826504309,0.15203559697329252,2023
RB,rb_rush_matchup,1581,1,-0.21808397754411715,-0.20856066474217852,-0.013409699478561658,0.5,0.013409699478561658,0.1466577304402114,2023
RB,prior_catch_rate,1581,1,0.1722051302832139,0.1987316620632638,-0.024735985159930574,0.5,0.024735985159930574,0.14344951473653195,2023
RB,prior_yards_per_carry,1581,1,0.16470981128326959,0.1859317787394228,-0.02418239754419261,0.5,0.02418239754419261,0.1402598981290252,2023
RB,role_fppg_trend,1581,1,0.11552631632318604,0.044156186931128286,-0.06771387407320267,0.5,0.06771387407320267,0.13833611011017036,2023
RB,prior_yards_per_target,1581,1,0.1632988733109151,0.14469403996518604,-0.030066385998069677,0.5,0.030066385998069677,0.13829359429072535,2023
RB,roll3_ypt,1581,1,0.14106551441795193,0.25097010297452155,-0.011779750208060885,0.5,0.011779750208060885,0.1369870675666074,2023
RB,snap_trend,1581,1,0.12112745132856616,0.08473466938600609,0.052772500230175635,0.5,0.052772500230175635,0.13599597669205923,2023
RB,season_to_date_ypt,1581,1,0.13961562683617537,0.21879502376678775,0.014494665838662796,0.5,0.014494665838662796,0.13435828189379062,2023
RB,roll3_rec_td_rate,1581,1,0.04515765374781611,0.1497074831783295,-0.05697959508197805,0.5,0.05697959508197805,0.13243205295109434,2023
RB,underdog_target_interaction,1581,1,0.1230737592083807,0.1422888436930101,-0.022399516095145657,0.5,0.022399516095145657,0.12654767175299986,2023
RB,season_to_date_rec_td_rate,1581,1,0.009068182114616208,0.15093239419496343,-0.05433567192201336,0.5,0.05433567192201336,0.12462877964113388,2023
RB,prior_rec_td_rate,1581,1,0.07284069728111935,0.14788787429107786,-0.029422522858335045,0.5,0.029422522858335045,0.12204025799761509,2023
RB,roll3_ngs_rush_yoe_pa,1581,1,0.10193567823460496,0.07090286742730592,-0.03505926792166118,0.5,0.03505926792166118,0.12113936353041925,2023
RB,season_to_date_pass_ypa,1581,1,0.13401338687818917,0.14916173890647016,0.006282372899490937,0.5,0.006282372899490937,0.12047712340157049,2023
RB,season_to_date_pass_td_rate,1581,1,0.14329839756805293,0.12257276214307306,0.005354289771677346,0.5,0.005354289771677346,0.11844730239384083,2023
RB,team_skill_out_count,1581,1,0.021640284315379718,0.020235104782536758,0.06497144150438712,0.5,0.06497144150438712,0.11705775657808568,2023
RB,rb_receiving_matchup,1581,1,-0.03430753287132373,-0.05380762950551885,-0.05294128340140578,0.5,0.05294128340140578,0.1167499773282737,2023
RB,prior_pass_td_rate,1581,1,0.14872061018324673,-0.02750351282697867,0.020520586234673087,0.5,0.020520586234673087,0.11635645380129205,2023
RB,wr_volume_matchup,1581,1,0.05650118006059695,0.0704612494073234,-0.037007086312427086,0.5,0.037007086312427086,0.11397945981162115,2023
RB,wr_redzone_matchup,1581,1,0.04031730879570652,0.14530041255114426,-0.024505578391703448,0.5,0.024505578391703448,0.11317123320480138,2023
RB,te_redzone_matchup,1581,1,0.04031730879570652,0.14530041255114426,-0.024505578391703448,0.5,0.024505578391703448,0.11317123320480138,2023
RB,qb_pass_matchup,1581,1,0.056152962397391606,0.008479950575035287,0.04621319667575658,0.5,0.04621319667575658,0.11154238547220084,2023
RB,matchup_role_interaction,1581,1,-0.027274470746965953,-0.0295344739270456,-0.04897952350342194,0.5,0.04897952350342194,0.11039227953258142,2023
RB,qb_pressure_matchup,1581,1,0.028450519766032856,0.04360369142078628,-0.044904184328967256,0.5,0.044904184328967256,0.11005083790931226,2023
RB,te_middle_matchup,1581,1,-0.015735304235966516,0.04028060205715067,-0.04297126147440027,0.5,0.04297126147440027,0.1063002208202522,2023
RB,carry_trend,1581,1,0.112823318907993,0.07824002843859144,0.0022732871540040627,0.5,0.0022732871540040627,0.10594730875077193,2023
RB,practice_risk,1581,1,0.0770398093989836,0.09903997113559417,0.008084966312489174,0.5,0.008084966312489174,0.1051986936999574,2023
RB,roll3_pass_attempt_share,1581,1,0.03722187336377843,0.043551589251536904,-0.02897129235743573,0.5,0.02897129235743573,0.1028603387122542,2023
RB,roll5_pass_attempts,1581,1,0.07293811661564738,0.06872531218369195,0.008981271671653062,0.5,0.008981271671653062,0.10131559787226874,2023
RB,team_skill_questionable_count,1581,1,-0.039069861373623074,-0.036214247289675566,-0.026369356718871657,0.5,0.026369356718871657,0.10088143091739263,2023
RB,roll3_pass_attempts,1581,1,0.038648272787341606,0.04351468870306748,-0.024503924020388354,0.5,0.024503924020388354,0.10065560995730319,2023
RB,def_redzone_pass_td_rate_roll4,1581,1,-0.03754894009446245,-0.03772848345592511,-0.025613852646539047,0.5,0.025613852646539047,0.10037384618731073,2023
RB,season_pass_attempts_prior,1581,1,0.08865113804128669,0.07194446783101757,6.571126562327831e-4,0.5,6.571126562327831e-4,0.09995195294808175,2023
RB,def_rush_success_allowed_roll4,1581,1,0.028496729426369855,0.031460608487171034,0.02626289160531399,0.5,0.02626289160531399,0.09834927469812979,2023
RB,opp_pos_residual_roll4,1581,1,0.005306159271018124,0.010535356879918342,-0.03585105346092456,0.5,0.03585105346092456,0.09693743089788197,2023
RB,target_trend,1581,1,0.053175307025503084,0.05270980291384535,-0.00842502350767952,0.5,0.00842502350767952,0.09553049454347573,2023
RB,opp_pos_residual_roll8,1581,1,0.01669930823029468,0.028055216048852177,-0.02463202824068878,0.5,0.02463202824068878,0.09492011693969414,2023
RB,opp_pos_fppg_allowed_roll4,1581,1,0.005479138432109368,0.017050673203763248,-0.03051205118494083,0.5,0.03051205118494083,0.09481395385394872,2023
RB,expected_team_plays,1581,1,-0.01200960395905114,0.010065717625277387,-0.029477390088603155,0.5,0.029477390088603155,0.09458217937639422,2023
RB,underdog_points,1581,1,-0.04764193655877198,-0.02181926461280552,0.015133245096647365,0.5,0.015133245096647365,0.09451714513727166,2023
RB,def_qb_hit_rate_roll4,1581,1,-0.023371413116798807,-4.300167851582768e-4,-0.027564152831265808,0.5,0.027564152831265808,0.09441874043243896,2023
RB,implied_team_total,1581,1,0.05504738537596733,0.033864141346891606,-0.008379047737303677,0.5,0.008379047737303677,0.09358070258481814,2023
RB,roll3_team_carries,1581,1,-0.010681292900004968,0.00655487144759701,-0.027739619833374397,0.5,0.027739619833374397,0.09296600820406846,2023
RB,injury_risk,1581,1,0.041620737798032006,0.05326914599153257,-0.007183827762286811,0.5,0.007183827762286811,0.09283513559188741,2023
RB,favorite_points,1581,1,0.047819158840812274,0.03123099050734122,0.00749216187181054,0.5,0.00749216187181054,0.09147585648172295,2023
RB,team_spread_line,1581,1,0.054775940610816504,0.03463039626916451,-0.004367015780366309,0.5,0.004367015780366309,0.09141717554144818,2023
RB,wr_deep_matchup,1581,1,-0.00210561145716369,0.08654435154650145,-0.010243898849552402,0.5,0.010243898849552402,0.09139847661512346,2023
RB,is_home,1581,1,0.023226049900275974,0.015442149304941019,0.015069912374821281,0.5,0.015069912374821281,0.0893221987047943,2023
RB,roll3_team_pass_attempts,1581,1,-0.009345815235656335,0.001364196639190231,-0.02169999609267021,0.5,0.02169999609267021,0.08878094819008958,2023
RB,def_rush_epa_allowed_roll8,1581,1,0.02645810612888762,0.042589183855746185,0.0036162019105252727,0.5,0.0036162019105252727,0.08686207221667822,2023
