Feature,Gain,Cover,Frequency,position
roll3_pass_ypa,0.0012204884886376289,0.005157094079399526,0.006958942240779402,QB
prior_rush_td_rate,0.0011937146356278275,0.003568620255527909,0.006263048016701462,QB
prior_yards_per_attempt,0.0011400465835292909,0.0063502839250033,0.006958942240779402,QB
roll3_rush_ypc,0.0010735981977883595,0.0022587891054860554,0.0041753653444676405,QB
underdog_points,0.0010089817468045357,0.004083320909038396,0.0041753653444676405,QB
favorite_rush_interaction,0.0010054608780489438,0.0051356584180943885,0.0048712595685455815,QB
opp_pos_fppg_allowed_roll4,9.725343455674669e-4,0.0034962661960793494,0.0055671537926235215,QB
prior_pass_td_rate,9.203875275823985e-4,0.002516965248092146,0.0048712595685455815,QB
opportunity_per_snap,8.010557704899198e-4,0.0045285078652420275,0.0055671537926235215,QB
matchup_role_interaction,7.69659368227838e-4,0.0035753475069837367,0.0048712595685455815,QB
season_to_date_interception_rate,6.861637228080349e-4,0.0017297916539281495,0.0041753653444676405,QB
games_played_prior,5.40116904362314e-4,7.196085722984601e-4,0.0020876826722338203,QB
rb_rush_matchup,5.314759122310251e-4,0.004216466495060622,0.003479471120389701,QB
def_pass_epa_allowed_roll4,5.131781142333124e-4,0.003229673953054296,0.003479471120389701,QB
snap_trend,4.316094150870206e-4,0.003785859076995048,0.0027835768963117608,QB
team_skill_questionable_count,4.020544514964526e-4,0.0017025717636174904,0.0027835768963117608,QB
qb_pass_matchup,2.554394150054063e-4,0.001746466468337101,0.0013917884481558804,QB
favorite_points,2.0226006855201753e-4,8.925455673863354e-4,0.0013917884481558804,QB
ngs_available,2.0055871592119138e-4,2.9907103884440966e-4,6.958942240779402e-4,QB
prior_catch_rate,1.9381039795346932e-4,0.002285971223053761,0.0013917884481558804,QB
rest_days,1.323522165257493e-4,0.0010993571676129917,6.958942240779402e-4,QB
roll5_fppg,0.37355958501079867,0.045783743210065786,0.041792852816474865,RB
season_to_date_fppg,0.19405609050556455,0.06279175934554297,0.05390672319806178,RB
roll3_carry_share,0.1138743495887567,0.038385675622132055,0.03513022410660206,RB
roll3_offense_pct,0.06690192935714585,0.0440902860956114,0.04663840096910963,RB
preseason_prior_fppg,0.055810894088741916,0.10672425076264497,0.08116293155663235,RB
