position,component,target_column,MAE,RMSE,correlation,actual_to_fppg_correlation,predicted_to_fppg_correlation,n
QB,carries_pg,target_carries_pg,1.0412930598922516,1.4143336963260562,0.7452594305419613,0.5610903152206043,0.42205317152753585,237
QB,pass_attempts_pg,target_pass_attempts_pg,6.620661533926545,9.246036367429204,0.483445982917113,0.8186457698965456,0.5388647236593379,237
RB,carry_share,target_carry_share,0.10473611819116734,0.13542817266167204,0.7161603295250942,0.9027267001935585,0.7416744121658738,494
RB,target_share,target_target_share,0.024378707489311955,0.03252214074631206,0.6746652720279531,0.8055393983736997,0.674590893527142,494
TE,target_share,target_target_share,0.03001471229720255,0.04001089843760308,0.7564430528480306,0.8933659932947372,0.7344150157903363,415
WR,carries_pg,target_carries_pg,0.1571809213553629,0.25106658437141044,0.613581852030214,0.1792813197798146,0.1024475746663769,790
WR,target_share,target_target_share,0.04161036309738352,0.05326667485577195,0.7564785087881148,0.8909894668931302,0.7622225624627258,790
