position,feature,n,coverage,outcome_pearson,outcome_spearman,residual_correlation,year_sign_stability,median_year_abs_residual_cor,signal_score
QB,underdog_points,2624,1,-0.14199256448424113,-0.13887575989208198,-0.011096442210856839,0.75,0.024168043132863835,0.16213395610238518
QB,opp_pos_residual_roll4,2624,1,0.05816756160357572,0.06542489033526915,0.05245886709259601,0.75,0.0741383727993204,0.16184147540047614
QB,snap_trend,2624,1,0.04753624999956878,-0.012117016520277399,0.05933456266296118,0.75,0.05623657037645289,0.15483477721833347
QB,season_to_date_catch_rate,2624,1,0.08067711314375806,0.08057959334929031,0.02487779095146025,0.75,0.05287330328940906,0.15317376782488928
QB,roll3_ngs_cpoe,2624,1,0.1085160596642934,0.110400028618532,-0.014055337949939451,0.75,0.01311474464556877,0.15291727071582628
QB,opp_pos_fppg_allowed_roll4,2624,1,0.04279913444711144,0.04535529022561185,0.04111584685589852,0.75,0.05363497976027344,0.14951210808873514
QB,roll3_interception_rate,2624,1,0.013930911688139347,0.16166251451531816,0.02591401189614412,0.75,0.030918512579257762,0.14916022245689387
QB,qb_pass_matchup,2624,1,0.0695188653059833,0.0735013593561334,0.026170399518009528,0.75,0.023320943456249535,0.14794233300654222
QB,season_targets_prior,2624,1,0.07314381472127156,0.08005005779971494,0.012795754203471817,0.75,0.04109329993636599,0.14513931297099358
QB,season_to_date_interception_rate,2624,1,0.013179734832107864,0.15924318072635563,0.016844747415043104,0.75,0.02471317523184504,0.14403298781689597
QB,def_qb_hit_rate_roll4,2624,1,-0.0371320253016174,-0.036854207254178824,-0.03430730249283886,0.75,0.03402908397623439,0.14244746394419353
QB,prior_rec_td_rate,2624,1,0.015631990857538487,-0.20146575145853396,-0.0025494164306932615,0.75,0.01520376773080954,0.1421572626962739
QB,prior_yards_per_carry,2624,1,0.16920419255607747,0.1921681833281354,-0.014403776527229399,0.5,0.07073113230438573,0.142071749327162
QB,season_to_date_rush_td_rate,2624,1,0.1448716572571162,0.2600781112832275,0.01104562653427012,0.5,0.026351406167516408,0.1398919442174414
QB,carry_trend,2624,1,-0.012967744657907539,-0.030649231725441085,-0.03227234178686548,0.75,0.04763728527749006,0.13779838417731474
QB,def_pass_epa_allowed_roll4,2624,1,0.029851652044871398,0.024654051901157617,0.030406691328506107,0.75,0.030591009075096515,0.13757389560155317
QB,def_sack_rate_roll4,2624,1,-0.026775841153375637,-0.024206095569064424,-0.03009805244842716,0.75,0.03799618253499933,0.13756812473118749
QB,def_pass_epa_allowed_roll8,2624,1,0.034743391596972546,0.027715876915348266,0.02496323294288409,0.75,0.02922207247802084,0.1362353777893968
QB,roll3_team_carries,2624,1,0.039313994441370195,0.05082064346349615,0.010958023301057692,0.75,0.04406876005586137,0.13501298270612827
QB,def_rush_epa_allowed_roll4,2624,1,-0.013277937873268954,-0.012514606462883757,-0.017832610513202174,0.75,0.07953144583693361,0.1323696009073688
QB,projection_spread_232,2624,1,-0.0037786364333113258,-0.0038732883325692715,-0.032334013558332986,0.75,0.04166527758142285,0.13236178301729645
QB,season_to_date_ypt,2624,1,0.026026637341980085,0.05177384195304732,-0.010911162500289404,0.75,0.03067147348965489,0.1313748262300178
QB,rb_rush_matchup,2624,1,-0.11967226098568573,-0.14012065590801306,-0.021172587331269126,0.5,0.05981119168454407,0.1288642691539105
QB,roll3_rush_td_rate,2624,1,0.13419781013158233,0.20605266086780513,-0.003947536853778427,0.5,0.02039983033432262,0.12769829974545396
QB,role_vs_prior_232,2624,1,0.2927972673684904,0.28961799566528734,-0.001907120686710821,0.25,0.015489865259613388,0.12736485844114395
QB,roll3_targets,2624,1,0.027952590605094495,0.02583745079405425,0.005334897103649527,0.75,0.04180359198660457,0.12721302329950623
QB,team_skill_out_count,2624,1,-0.05840893890782664,-0.050739286389348166,0.0071545225477377405,0.6666666666666666,0.062297430472763496,0.1260516015638889
QB,def_rush_success_allowed_roll4,2624,1,-0.009658433249646185,-0.01074325519342822,-0.012911625858410575,0.75,0.03602911383110442,0.1249408516275429
QB,underdog_target_interaction,2624,1,-0.011438525707851078,-0.0019403866460148583,-0.01821938548787224,0.75,0.01504642346039894,0.12449514684051737
QB,roll3_target_share,2624,1,0.0219282057450238,0.025565425435507747,0.0026939434472595305,0.75,0.03047579450063163,0.12377478208769516
QB,prior_rush_td_rate,2624,1,0.10017013687085276,0.1328711825583786,-0.021410694249240907,0.5,0.04445856195561275,0.12305583515147861
QB,team_spread_line,2624,1,0.14691192604154246,0.1452733076749809,0.005609109718768064,0.5,0.012398711179787926,0.12264091409989977
QB,def_deep_pass_rate_roll4,2624,1,-0.0017508628856047906,-0.0021547438825168254,-0.006901450465730917,0.75,0.05380574150917749,0.12155995144580753
