captured_at,model_version,week,player_id,player_display_name,position,team,opponent,projection,incumbent_projection,controller_projection_232,floor,ceiling,expected_abs_error,projection_confidence,weekly_position_rank,matchup_grade
2026-09-24 15:52:29 +0000,2.5,3,00-0039936,Thomas Yassmin,TE,GB,ATL,0.6378551561449233,0.6378551561449233,0.8571211787581514,0,3.4058431010124006,2.8419404727693593,Medium,133,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0036825,Feleipe Franks,TE,CAR,CLE,0.6722780144790405,0.6722780144790405,0.7862829335885912,0,3.1299068365302407,2.8419404727693593,Medium,134,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0037292,Andrew Ogletree,TE,IND,HOU,0.627064840777085,0.627064840777085,0.907167071508484,0,2.974500277893579,1.9902699491608615,High,135,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0037031,Nikola Kalinic,TE,CHI,PHI,0.6146240776737464,0.6146240776737464,0.9108663590544334,0,3.0903070872878584,2.8419404727693593,Medium,136,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0037078,Cole Turner,TE,MIA,KC,0.60926156622059,0.60926156622059,0.923198414425454,0,3.5196677126564437,1.9902699491608615,High,137,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0038735,Princeton Fant,TE,DAL,BAL,0.608144845737967,0.608144845737967,0.8836132274024475,0,3.010972966138526,2.8419404727693593,Medium,138,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0040058,Nick Kallerup,TE,SEA,WAS,0.6077172748637133,0.6077172748637133,0.8342340570303589,0,3.0863537976603923,2.8419404727693593,Medium,139,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0037311,Ko Kieft,TE,TB,MIN,0.6037628964463968,0.6037628964463968,0.8987616907401188,0,2.754681073926462,1.9902699491608615,High,140,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0038498,E.J. Jenkins,TE,PHI,CHI,0.5996472810208768,0.5996472810208768,0.8685730931403817,0,2.940639463108,2.8419404727693593,Medium,141,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0039648,David Martin-Robinson,TE,TEN,NYG,0.40446550379364854,0.40446550379364854,0.7612838562597254,0,2.981176510390915,2.8419404727693593,Medium,142,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0038543,Jaxon Smith-Njigba,WR,SEA,WAS,14.303451394255749,14.70203820734519,14.70203820734519,10.84627525952136,17.817710524245854,4.973519690779636,Low,1,D
2026-09-25 10:28:22 +0000,2.5,3,00-0036963,Amon-Ra St. Brown,WR,DET,NYJ,13.87306001126883,14.762421567243296,14.762421567243296,10.70852431757704,17.90737654868411,3.83141508023352,Medium,2,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0036358,CeeDee Lamb,WR,DAL,BAL,12.925740098511142,13.41787536865301,13.41787536865301,9.732561030580932,16.456908603731392,2.953609688195244,High,3,D
2026-09-25 10:28:22 +0000,2.5,3,00-0036900,Ja'Marr Chase,WR,CIN,PIT,12.706860542414168,12.928444862560395,12.928444862560395,9.54178580495518,15.962398239741733,4.973519690779636,Low,4,Neutral
2026-09-25 10:28:22 +0000,2.5,3,00-0037239,Chris Olave,WR,NO,LV,12.376933644478848,12.66535881867894,12.66535881867894,9.004694092868766,15.8802686051296,3.83141508023352,Medium,5,Neutral
