season,n,mae,rmse,bias,incumbent_mae,incumbent_rmse,mae_improvement_pct,correlation,rank_correlation,starter_n,starter_mae,incumbent_starter_mae,starter_mae_improvement_pct,relevant_mae,interval_coverage,expected_error_coverage,start_sit_pairs,start_sit_accuracy
2026,366,3.931812744788758,5.588627702050939,0.038375075264638084,4.02276982631398,5.597941283663664,2.2610560746043245,0.6715035357046786,0.6893711440776208,105,5.996112580423303,6.018816799389568,0.37722063526783883,5.101862876785821,0.6065573770491803,0.6502732240437158,3837,0.6455564242898097
