captured_at,model_version,week,player_id,player_display_name,position,team,opponent,projection,incumbent_projection,controller_projection_232,floor,ceiling,expected_abs_error,projection_confidence,weekly_position_rank,matchup_grade,player_display_name_actual,position_actual,team_actual,actual_fppg,error,abs_error,sq_error,incumbent_error,incumbent_abs_error,incumbent_sq_error,projected_position_rank,actual_position_rank,starter_cutoff,starter_cohort,relevant_cohort,within_interval,within_expected_error
2026-09-20 14:45:15 +0000,2.5,2,00-0033662,Cooper Rush,QB,ATL,CAR,11.574962402470607,11.644696264977195,15.379910150393796,5.052366144794453,17.54393987662375,6.382462858778202,Low,33,Neutral,Cooper Rush,QB,ATL,1.44,-10.134962402470608,10.134962402470608,102.71746289949279,-10.204696264977196,10.204696264977196,104.13582586043954,32,35,12,FALSE,FALSE,FALSE,FALSE
2026-09-21 17:08:27 +0000,2.5,2,00-0040691,Jaxson Dart,QB,NYG,LA,17.624463848414436,17.551179890705576,16.982906840269838,11.355400794583272,23.536736325062343,5.774060225635582,High,1,D,Jaxson Dart,QB,NYG,0.8,-16.824463848414435,16.824463848414435,283.06258378660425,-16.751179890705576,16.751179890705576,280.60202773077884,7,36,12,TRUE,TRUE,FALSE,FALSE
2026-09-20 14:45:15 +0000,2.5,2,00-0034771,Mason Rudolph,QB,PIT,NE,5.331243492290769,5.711382180014538,4.608807490883099,0,11.951873864743645,5.774060225635582,High,52,D,Mason Rudolph,QB,PIT,0.30000000000000004,-5.031243492290769,5.031243492290769,25.313411078718214,-5.411382180014538,5.411382180014538,29.283057098178894,37,37,12,FALSE,FALSE,TRUE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0036972,Mac Jones,QB,SF,MIA,8.831304080363394,8.603092314070674,6.425683350630621,1.962524032002644,14.436093972101794,6.02852928967903,Medium,38,Neutral,Mac Jones,QB,SF,-0.2,-9.031304080363393,9.031304080363393,81.56445339198847,-8.803092314070673,8.803092314070673,77.49443429005015,34,38,12,FALSE,FALSE,FALSE,FALSE
2026-09-20 14:45:15 +0000,2.5,2,00-0038102,Kenny Pickett,QB,CAR,ATL,3.3189763529473204,3.7952656551171353,3.1197621875025607,0,9.414578935507818,5.774060225635582,High,73,Neutral,Kenny Pickett,QB,CAR,-0.4,-3.7189763529473203,3.7189763529473203,13.830785113781351,-4.195265655117136,4.195265655117136,17.60025391700541,38,39,12,FALSE,FALSE,FALSE,TRUE
2026-09-20 23:35:31 +0000,2.5,2,00-0036223,Jonathan Taylor,RB,IND,KC,16.912986710341492,17.79594823671483,17.79594823671483,13.556625668049158,21.10745836035325,5.339770194966193,Low,2,F,Jonathan Taylor,RB,IND,27.200000000000003,10.28701328965851,10.28701328965851,105.82264242161081,9.404051763285175,9.404051763285175,88.436189566547,5,1,24,TRUE,TRUE,FALSE,FALSE
2026-09-20 23:35:31 +0000,2.5,2,00-0038134,Kenneth Walker III,RB,KC,IND,18.659899133618456,20.123286783944685,20.123286783944685,15.291899018655709,22.944933216087502,5.339770194966193,Low,1,Neutral,Kenneth Walker III,RB,KC,20.8,2.1401008663815446,2.1401008663815446,4.580031718287038,0.6767132160553153,0.6767132160553153,0.45794077678392786,2,2,24,TRUE,TRUE,TRUE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0033280,Christian McCaffrey,RB,SF,MIA,15.44746697066416,16.328298331984307,16.328298331984307,11.961579680383586,18.931558095609173,5.339770194966193,Low,7,Neutral,Christian McCaffrey,RB,SF,20.6,5.152533029335842,5.152533029335842,26.54859661839679,4.2717016680156945,4.2717016680156945,18.247435140528065,8,3,24,TRUE,TRUE,FALSE,TRUE
2026-09-17 20:14:33 +0000,2.5,2,00-0037248,James Cook,RB,BUF,DET,15.210310905382755,15.210310905382755,NA,11.78474292085355,19.03392514211486,4.1906550461485725,Medium,NA,NA,James Cook,RB,BUF,20.4,5.189689094617243,5.189689094617243,26.932872898789142,5.189689094617243,5.189689094617243,26.932872898789142,9,4,24,TRUE,TRUE,FALSE,FALSE
2026-09-17 20:14:33 +0000,2.5,2,00-0039139,Jahmyr Gibbs,RB,DET,BUF,19.082283913158125,19.082283913158125,NA,15.714283798195378,23.367317995627175,5.339770194966193,Low,NA,NA,Jahmyr Gibbs,RB,DET,20.3,1.2177160868418753,1.2177160868418753,1.4828324681534895,1.2177160868418753,1.2177160868418753,1.4828324681534895,1,5,24,TRUE,TRUE,TRUE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0040666,Omarion Hampton,RB,LAC,LV,12.85693995093626,13.476184934878948,13.476184934878948,9.565582774141149,17.248514632987668,4.1906550461485725,Medium,18,Neutral,Omarion Hampton,RB,LAC,18.5,5.64306004906374,5.64306004906374,31.844126717339257,5.0238150651210525,5.0238150651210525,25.238717808537245,19,6,24,TRUE,TRUE,FALSE,FALSE
2026-09-21 17:08:27 +0000,2.5,2,00-0037840,Kyren Williams,RB,LA,NYG,14.16912433356474,14.282429718551606,14.282429718551606,10.812763291272404,18.363595983576495,4.1906550461485725,Medium,1,Neutral,Kyren Williams,RB,LA,16.7,2.530875666435259,2.530875666435259,6.405331638954117,2.417570281448393,2.417570281448393,5.844646065742462,13,7,24,TRUE,TRUE,TRUE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0032764,Derrick Henry,RB,BAL,NO,18.64906087403542,19.820103175371123,19.820103175371123,15.281060759072671,22.93409495650447,5.339770194966193,Low,1,D,Derrick Henry,RB,BAL,16.2,-2.449060874035421,2.449060874035421,5.997899164731141,-3.620103175371124,3.620103175371124,13.105147000332096,3,8,24,TRUE,TRUE,TRUE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0040734,TreVeyon Henderson,RB,NE,PIT,11.726222009300004,12.405280071835874,12.405280071835874,8.407405017799409,16.126073098267597,3.0109528980360203,High,23,Neutral,TreVeyon Henderson,RB,NE,13.600000000000001,1.8737779906999972,1.8737779906999972,3.511043958431719,1.1947199281641279,1.1947199281641279,1.427355706752499,24,9,24,TRUE,TRUE,TRUE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0036555,Chuba Hubbard,RB,CAR,ATL,12.439254298552804,12.439173583111495,12.439173583111495,8.918338203000772,16.794434541549236,5.339770194966193,Low,20,Neutral,Chuba Hubbard,RB,CAR,13.4,0.9607457014471965,0.9607457014471965,0.9230323028492656,0.960826416888505,0.960826416888505,0.9231874033908032,21,10,24,TRUE,TRUE,TRUE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0041496,Jonah Coleman,RB,DEN,JAX,2.15139452298352,2.6251382498495475,2.6251382498495475,0,6.3906770397191615,5.339770194966193,Low,97,Neutral,Jonah Coleman,RB,DEN,13.3,11.148605477016481,11.148605477016481,124.29140408216189,10.674861750150454,10.674861750150454,113.9526733848252,80,11,24,FALSE,FALSE,FALSE,FALSE
2026-09-20 14:45:15 +0000,2.5,2,00-0040719,Bhayshul Tuten,RB,JAX,DEN,9.265212119104064,9.75176751681963,9.75176751681963,5.874900527041672,13.074511616515078,5.339770194966193,Low,28,Neutral,Bhayshul Tuten,RB,JAX,13.2,3.934787880895936,3.934787880895936,15.48255566764553,3.4482324831803695,3.4482324831803695,11.890307258060258,28,12,24,FALSE,TRUE,FALSE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0036275,D'Andre Swift,RB,CHI,MIN,15.713735059684332,16.153100087225177,16.153100087225177,12.177177861994547,19.61916071195495,5.339770194966193,Low,5,Neutral,D'Andre Swift,RB,CHI,12.4,-3.3137350596843316,3.3137350596843316,10.98084004578112,-3.7531000872251763,3.7531000872251763,14.085760264729625,6,13,24,TRUE,TRUE,TRUE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0038120,Breece Hall,RB,NYJ,GB,14.43836187867037,14.408919396112529,14.408919396112529,10.909038514867357,18.451535608426266,5.339770194966193,Low,10,Neutral,Breece Hall,RB,NYJ,11.700000000000001,-2.7383618786703696,2.7383618786703696,7.498625778555116,-2.7089193961125275,2.7089193961125275,7.338244294634661,12,14,24,TRUE,TRUE,TRUE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0037256,Rachaad White,RB,WAS,DAL,6.105567276618836,6.5787329846080675,6.5787329846080675,2.6248925613156624,9.899909563382767,4.1906550461485725,Medium,47,Neutral,Rachaad White,RB,WAS,11.3,5.194432723381165,5.194432723381165,26.982131317733064,4.721267015391933,4.721267015391933,22.290362230627853,44,15,24,FALSE,TRUE,FALSE,FALSE
2026-09-20 14:45:15 +0000,2.5,2,00-0039361,Bucky Irving,RB,TB,CLE,14.628606330927315,14.350927505572782,14.350927505572782,11.209737346161608,18.65509932147352,4.1906550461485725,Medium,9,Neutral,Bucky Irving,RB,TB,11,-3.6286063309273153,3.6286063309273153,13.166783904845794,-3.3509275055727823,3.3509275055727823,11.228715147604229,11,16,24,TRUE,TRUE,FALSE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0039040,De'Von Achane,RB,MIA,SF,13.27224160810844,14.341281640821068,14.341281640821068,9.925426628374446,16.959424552215946,5.339770194966193,Low,17,Neutral,De'Von Achane,RB,MIA,10.8,-2.4722416081084386,2.4722416081084386,6.1119785688625985,-3.541281640821067,3.541281640821067,12.54067565961635,18,17,24,TRUE,TRUE,TRUE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0038555,Tank Bigsby,RB,PHI,TEN,3.0797165645440665,3.5513857792218877,3.5513857792218877,0,7.375471297113723,5.339770194966193,Low,76,Neutral,Tank Bigsby,RB,PHI,10.8,7.720283435455935,7.720283435455935,59.60277632377529,7.248614220778113,7.248614220778113,52.54240812166669,64,18,24,FALSE,FALSE,FALSE,FALSE
2026-09-20 14:45:15 +0000,2.5,2,00-0033293,Aaron Jones,RB,MIN,CHI,8.186354152726048,8.470501957006276,8.470501957006276,4.748603226160605,12.27836191076549,4.1906550461485725,Medium,33,Neutral,Aaron Jones,RB,MIN,10.5,2.3136458472739516,2.3136458472739516,5.3529571066080015,2.0294980429937244,2.0294980429937244,4.118862306515357,32,19,24,FALSE,TRUE,TRUE,TRUE
2026-09-21 17:08:27 +0000,2.5,2,00-0039738,Blake Corum,RB,LA,NYG,5.82984092459114,6.228702378060584,6.228702378060584,2.3005175607881245,9.843014654347028,3.0109528980360203,High,10,Neutral,Blake Corum,RB,LA,9.700000000000001,3.8701590754088615,3.8701590754088615,14.978131268969573,3.471297621939417,3.471297621939417,12.049907180082252,46,20,24,FALSE,TRUE,TRUE,FALSE
2026-09-20 14:45:15 +0000,2.5,2,00-0038597,Chase Brown,RB,CIN,HOU,13.968635425498322,14.1275590623138,14.1275590623138,10.6573679545049,18.36139168849665,3.0109528980360203,High,13,Neutral,Chase Brown,RB,CIN,9.7,-4.2686354254983225,4.2686354254983225,18.221248395819245,-4.427559062313801,4.427559062313801,19.603279250277062,14,21,24,TRUE,TRUE,FALSE,FALSE
2026-09-20 14:45:15 +0000,2.5,2,00-0038542,Bijan Robinson,RB,ATL,CAR,18.19174808137152,19.299228172536885,19.299228172536885,14.835387039079189,22.38621973138328,5.339770194966193,Low,2,Neutral,Bijan Robinson,RB,ATL,9.6,-8.591748081371522,8.591748081371522,73.81813509375122,-9.699228172536886,9.699228172536886,94.07502714293322,4,22,24,TRUE,TRUE,FALSE,FALSE
2026-09-20 14:45:15 +0000,2.5,2,00-0039811,MarShawn Lloyd,RB,GB,NYJ,7.121862705741002,7.631010271528893,7.631010271528893,3.8234106139088415,11.406882266846706,5.339770194966193,Low,40,Neutral,MarShawn Lloyd,RB,GB,9.6,2.478137294258998,2.478137294258998,6.141164449197307,1.9689897284711062,1.9689897284711062,3.8769205508247206,38,23,24,FALSE,TRUE,TRUE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0038797,Emanuel Wilson,RB,SEA,ARI,2.902917623036317,3.4101602343054216,3.4101602343054216,0,6.928863005521934,5.339770194966193,Low,81,Neutral,Emanuel Wilson,RB,SEA,9.200000000000001,6.297082376963684,6.297082376963684,39.6532464622666,5.7898397656945795,5.7898397656945795,33.52224451241826,67,24,24,FALSE,FALSE,FALSE,FALSE
2026-09-20 14:45:15 +0000,2.5,2,00-0037228,Jaylen Warren,RB,PIT,NE,9.498440132397608,10.377915464495189,10.377915464495189,6.007728072509128,13.482310288332432,4.1906550461485725,Medium,27,Neutral,Jaylen Warren,RB,PIT,8.7,-0.7984401323976087,0.7984401323976087,0.6375066450231109,-1.6779154644951895,1.6779154644951895,2.8154003059921076,27,25,24,FALSE,TRUE,TRUE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0040122,Ashton Jeanty,RB,LV,LAC,15.127949906012471,15.66315174190921,15.66315174190921,11.733020103646409,19.01112695490032,4.1906550461485725,Medium,8,C,Ashton Jeanty,RB,LV,8.3,-6.827949906012471,6.827949906012471,46.620899919015706,-7.36315174190921,7.36315174190921,54.21600357438063,10,26,24,TRUE,TRUE,FALSE,FALSE
2026-09-20 14:45:15 +0000,2.5,2,00-0039032,Tyjae Spears,RB,TEN,PHI,6.018249393784467,6.491660971419391,6.491660971419391,2.7240902237618476,9.64433593579101,4.1906550461485725,Medium,48,Neutral,Tyjae Spears,RB,TEN,8,1.9817506062155328,1.9817506062155328,3.9273354652356316,1.5083390285806093,1.5083390285806093,2.275086625139496,45,27,24,FALSE,TRUE,TRUE,TRUE
2026-09-20 14:45:15 +0000,2.5,2,00-0039794,Braelon Allen,RB,NYJ,GB,5.469430263380056,5.8567080604744035,5.8567080604744035,2.041603297420199,9.408929606900369,3.0109528980360203,High,52,Neutral,Braelon Allen,RB,NYJ,8,2.5305697366199444,2.5305697366199444,6.403783191896735,2.1432919395255965,2.1432919395255965,4.593700338035394,47,28,24,FALSE,TRUE,TRUE,TRUE
