position,feature,n,coverage,outcome_pearson,outcome_spearman,partial_correlation_after_base,residual_correlation,year_sign_stability,median_year_abs_residual_cor,signal_score,standardized_coefficient,raw_unit_slope,lambda,permutation_years,oof_delta_MAE_if_permuted,oof_delta_RMSE_if_permuted,oof_delta_correlation_if_permuted,oof_delta_rank_correlation_if_permuted,unique_predictive_rank_24
QB,legacy_gap_vs_base_232,2624,1,-0.01595142347991356,-0.01679777838767514,0.06344369699863316,0.06379163552271726,1,0.0421388687621748,0.20659298367975987,NA,NA,NA,1,0.01436418144000573,0.0194937934054152,0.0027877764511974323,0.004145929105148216,13
QB,roll3_ngs_aggressiveness,2624,1,0.29736294917374784,0.26751330297164444,0.08582238886714541,0.07490959773553638,1,0.05939515404140108,0.24482478107312805,0.016316044787016155,0.0021535725978213734,500,2,0.013753486899693208,0.004739792129221302,7.857474161424386e-4,0.001244177512321994,14
QB,opportunity_per_snap,2624,1,0.18972618873257016,0.15655263129370953,0.05891758957427408,0.05515913154841768,1,0.045839069904639984,0.2183582885228423,-0.005054524966274944,-0.024022761994241783,500,2,0.013696195964864266,0.00912547783352154,0.0015269838519995453,0.001460948184889621,15
QB,opp_pos_residual_roll8,2624,1,0.07341795975716056,0.07671628698763445,0.05808049541808629,0.057711898188658274,0.75,0.05738198048654046,0.1702286333448045,NA,NA,NA,1,0.009072569266188898,0.02979369550634055,0.004765157455619266,0.001687331409205776,16
QB,projected_touch_opportunities_232,2624,1,0.30163278482477224,0.3231534288172304,0.04225053567860641,0.03342290637873115,1,0.01691772832457215,0.21604861560299327,0.22282638216763118,0.12101504818796857,500,2,0.007668567907594218,-4.508686465555616e-4,2.9312354774657656e-4,4.6444205109121467e-4,17
QB,roll3_pass_attempts,2624,1,0.4164778048745872,0.3755220354210881,0.11605513785042999,0.0869356625266197,1,0.0893174414339488,0.2709864024409885,0.03839265739384731,0.0027489184932611857,500,1,0.0043149757238826565,-5.681740744852467e-5,1.8797971897640173e-4,1.846963450630549e-4,18
QB,tw_draft_round_24,2624,1,-0.19398365126613776,-0.12722346162226328,-0.061349022657892126,-0.05740774372310636,1,0.06840038294893785,0.22117603318419354,NA,NA,NA,1,0.0019758123678400943,-0.002807206854105774,-5.656050050724855e-6,7.250535639554319e-5,19
QB,direct_gap_vs_base_232,2624,1,-0.03146216534428663,0.00652222985581743,0.11563274567137102,0.11412195907799087,1,0.10181820352335452,0.24570086632768312,0.5922884469310231,0.2516991551329127,500,2,0.0016930709929394716,0.0057231393701389814,8.939172427393505e-4,-0.0011419776532893833,20
QB,opp_pos_fppg_allowed_roll4,2624,1,0.04279913444711144,0.04535529022561185,0.03776836954226553,0.037620907718426314,0.75,0.05823331426646777,0.15431531364353543,NA,NA,NA,1,0.0010880774380144231,0.002751757562141558,3.9365557460942685e-4,4.745057964823755e-4,21
QB,favorite_rush_interaction,2624,1,0.248129847410313,0.2458239414038345,0.027772804042021572,0.022496237628904278,0.75,0.03693696714041831,0.16397288190819853,NA,NA,NA,1,0.0010528667521689055,-0.003268460890277917,-7.557048008196195e-5,5.801384956563016e-4,22
QB,roll3_offense_snaps,2624,1,0.43593342905068816,0.3961948979777689,0.1300681224238633,0.09543918618285374,1,0.08692814664423808,0.2793960614566243,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,roll3_offense_pct,2624,1,0.43186273438839223,0.3687688339786389,0.12970368691469308,0.096110629280364,1,0.08253819529401035,0.27781761237083547,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,roll5_offense_pct,2624,1,0.42773515393138134,0.367999434970391,0.1212201074845094,0.08923434307133242,1,0.0760961466549318,0.2721405490367434,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,roll3_pass_ypa,2624,1,0.2903620043081697,0.3063778116501195,0.05135231977484986,0.04251653350213604,1,0.041169056283704035,0.22294819277422948,NA,NA,NA,NA,NA,NA,NA,NA,23
QB,tw_draft_overall_24,2624,1,-0.19818672437225207,-0.08965483906640155,-0.06537613391317208,-0.06124890669578878,1,0.06578260396502156,0.22216294769462253,-0.018553133396983057,-3.474710585696545e-4,500,NA,NA,NA,NA,NA,23
QB,projected_td_points_232,2624,1,0.4414256587528436,0.45519988353155694,-0.020904095370151685,-0.0174902239230203,1,0.014352180668646339,0.21807354796239942,-0.44351235764070607,-0.18345590096504977,500,NA,NA,NA,NA,NA,23
QB,model_disagreement_23,2624,1,-0.07446849792368228,-0.08801040946313102,-0.06196103686793297,-0.06162617543255878,1,0.0684137700904481,0.2143443250556109,-0.29125964427757367,-0.3521313907642776,500,NA,NA,NA,NA,NA,23
