player_id,player_display_name,position,current_team,dynasty_year,projected_age,projected_fppg,projected_fantasy_points,confidence,elite_probability,starter_probability,breakout_probability
00-0041561,Carson Beck,QB,ARI,2026,24.78302532511978,9.98264409331048,149.7396613996572,Rookie-Low,0.02767030374363118,0.13628121313124733,0.12952536512575233
00-0039164,Anthony Richardson,QB,IND,2026,24.279260780287473,9.940323704971426,79.52258963977141,Low,0.06860048725520128,0.19398030365016747,0.4699476735429755
00-0041565,Drew Allar,QB,PIT,2026,22.483230663928815,9.776872093642062,146.65308140463094,Rookie-Low,0.02764144658918566,0.1027401903029289,0.14404118675643457
00-0031503,Jameis Winston,QB,NYG,2026,32.65160848733744,9.41394967050102,75.31159736400816,Low,0.0618466222034251,0.17445751224516287,0.29877129044973055
00-0038128,Malik Willis,QB,MIA,2026,27.27173169062286,9.328323004174775,79.75716168569431,Low,0.03182756902347463,0.09696424625721056,0.31793020875561706
00-0041056,Cade Klubnik,QB,NYJ,2026,22.89390828199863,9.273388659410614,139.1008298911592,Rookie-Low,0.05050365218843448,0.15719239784583275,0.17663813220880625
00-0027973,Andy Dalton,QB,PHI,2026,38.84188911704312,9.087386338085924,77.69715319063464,Low,0.02870229426802241,0.09023282536269515,0.29670144360073414
00-0035704,Drew Lock,QB,SEA,2026,29.806981519507183,8.957913760349442,71.66331008279553,Low,0.02870229426802241,0.09023282536269515,0.2989499388764592
00-0041194,Jack Strand,QB,ATL,2026,22.190280629705683,8.94860575388374,134.22908630825611,Rookie-Low,0.02764144658918566,0.1027401903029289,0.14404118675643457
00-0029604,Kirk Cousins,QB,LV,2026,38.03422313483915,8.673844897693039,107.98936897627833,Low,0.04899954688579862,0.1533418111318085,0.13593496566645344
00-0041414,Matthew Caldwell,QB,LA,2026,23.277207392197127,8.459095051613854,126.88642577420781,Rookie-Low,0.05050365218843448,0.15719239784583275,0.13011619601416635
00-0041117,Athan Kaliakmanis,QB,WAS,2026,23.033538672142367,8.427238853718153,126.4085828057723,Rookie-Low,0.02764144658918566,0.1027401903029289,0.1630249848722429
00-0040668,Shedeur Sanders,QB,CLE,2026,24.56399726214921,8.107775526563678,90.40169712118501,Low,0.02952512930575262,0.08690859249662629,0.1840091415480842
00-0028118,Tyrod Taylor,QB,GB,2026,37.07871321013005,8.075326945103146,79.54197040926599,Low,0.02613505591858624,0.08440169673430485,0.23252735719409787
00-0033537,Deshaun Watson,QB,CLE,2026,30.965092402464062,8.022819125690868,112.31946775967215,Low,0.07251117847525762,0.18133484751880743,0.1780936221624473
00-0040704,Dillon Gabriel,QB,CLE,2026,25.675564681724847,7.839911797901511,97.6069018838738,Low,0.02870229426802241,0.09023282536269515,0.23123921876761505
00-0038102,Kenny Pickett,QB,CAR,2026,28.238193018480494,7.586421477039928,74.7262515488433,Low,0.04705020049725884,0.14647656337154444,0.2434928792571975
00-0034771,Mason Rudolph,QB,PIT,2026,31.12662559890486,7.569140902019825,69.63609629858239,Low,0.02870229426802241,0.09023282536269515,0.26605093045409983
00-0037012,Trey Lance,QB,LAC,2026,26.313483915126625,7.538909830696688,64.45767905245667,Low,0.08580818771432246,0.17401149374179603,0.29119771935546007
00-0035993,Tyler Huntley,QB,BAL,2026,28.57494866529774,7.5327059058755825,69.30089433405536,Low,0.03182756902347463,0.09696424625721056,0.30272682724166566
00-0041092,Taylen Green,QB,CLE,2026,23.871321013004792,7.520890774052898,112.81336161079346,Rookie-Low,0.02964158027599815,0.10388176007688626,0.132179227069241
00-0041251,Jalon Daniels,QB,TB,2026,23.84120465434634,7.516259079675565,112.74388619513347,Rookie-Low,0.02964158027599815,0.10388176007688626,0.12662071462283797
00-0037077,Sam Howell,QB,DAL,2026,25.95756331279945,7.4549120674897775,104.36876894485688,Low,0.02870229426802241,0.09023282536269515,0.12662071462283797
00-0040234,Quinn Ewers,QB,JAX,2026,23.46611909650924,7.415956491463062,63.40642800200917,Low,0.05041363070846145,0.14596497165319627,0.1848674197857809
00-0040206,Riley Leonard,QB,IND,2026,23.967145790554415,7.402019837075553,68.09858250109508,Low,0.02857635344976068,0.12794795287463112,0.2311227168793248
00-0036898,Davis Mills,QB,HOU,2026,27.863107460643395,7.33334222511562,72.23342091738886,Low,0.03939025164996553,0.09748234360317516,0.2459578391925684
00-0037013,Zach Wilson,QB,NO,2026,27.080082135523615,7.324110933039677,62.62114847748923,Low,0.06960064634071113,0.21295407576850556,0.24005677081489277
00-0039376,Spencer Rattler,QB,NO,2026,25.924709103353862,7.138058724282144,84.2290929465293,Low,0.03939025164996553,0.09748234360317516,0.2143568574563861
00-0040014,Kyle McCord,QB,MIA,2026,23.95071868583162,7.038698205884192,98.54177488237869,Low,0.02952512930575262,0.08690859249662629,0.12765338365450524
00-0040891,Cole Payton,QB,PHI,2026,23.849418206707735,6.9813701814706075,104.72055272205911,Rookie-Low,0.02964158027599815,0.10388176007688626,0.12765338365450524
00-0040906,Garrett Nussmeier,QB,KC,2026,24.566735112936342,6.872415154331847,103.0862273149777,Rookie-Low,0.02767030374363118,0.13628121313124733,0.12662071462283797
00-0041123,Behren Morton,QB,NE,2026,24.621492128678987,6.830134369283895,102.45201553925843,Rookie-Low,0.02767030374363118,0.13628121313124733,0.12765338365450524
00-0040673,Jalen Milroe,QB,SEA,2026,23.718001368925393,6.677255110431385,53.41804088345108,Low,0.02752095366765935,0.08555926090980917,0.17806973551133448
00-0038579,Aidan O'Connell,QB,LV,2026,28,6.666849772556019,53.33479818044815,Low,0.02870229426802241,0.09023282536269515,0.12371234725182498
00-0038476,Tommy DeVito,QB,NE,2026,28.0684462696783,6.554554069766957,91.7637569767374,Low,0.02870229426802241,0.09023282536269515,0.12765338365450524
00-0041149,Haynes King,QB,CAR,2026,25.642710472279266,6.542614534576961,98.13921801865442,Rookie-Low,0.02870229426802241,0.09023282536269515,0.12765338365450524
00-0040981,Joe Fagnano,QB,BAL,2026,25.42094455852156,6.527585636396777,97.91378454595166,Rookie-Low,0.02767030374363118,0.13628121313124733,0.12765338365450524
00-0036879,Sam Ehlinger,QB,DEN,2026,27.920602327173167,6.519577390340553,91.27408346476774,Low,0.02870229426802241,0.09023282536269515,0.12662071462283797
00-0033949,Joshua Dobbs,QB,DET,2026,31.59753593429158,6.4708987274476595,55.32618411967748,Low,0.02870229426802241,0.09023282536269515,0.4002838973208433
00-0039107,Stetson Bennett,QB,LA,2026,28.843258042436688,6.3668163310570165,89.13542863479823,Low,0.02870229426802241,0.09023282536269515,0.12662071462283797
00-0037327,Skylar Thompson,QB,BAL,2026,29.242984257357975,6.307268618446774,88.30176065825484,Low,0.02870229426802241,0.09023282536269515,0.12765338365450524
00-0028986,Case Keenum,QB,CHI,2026,38.53798767967146,6.074809919004966,85.04733886606952,Low,0.02870229426802241,0.09023282536269515,0.12662071462283797
00-0040211,Graham Mertz,QB,HOU,2026,25.73579739904175,5.899457683186544,82.59240756461162,Low,0.02870229426802241,0.09023282536269515,0.12765338365450524
00-0039534,Carter Bradley,QB,JAX,2026,26.480492813141684,5.8074457376806485,81.30424032752907,Low,0.02870229426802241,0.09023282536269515,0.12765338365450524
00-0040589,Kurtis Rourke,QB,SF,2026,25.8507871321013,5.74321220759292,80.40497090630089,Low,0.02870229426802241,0.09023282536269515,0.132179227069241
00-0040398,Brady Cook,QB,MIA,2026,24.8870636550308,5.6994144466895005,52.434612909543404,Low,0.02952512930575262,0.08690859249662629,0.15521279342317187
00-0038400,Tanner McKee,QB,PHI,2026,26.34633812457221,5.600481301749319,47.884115129956676,Low,0.02870229426802241,0.09023282536269515,0.27696567364255836
00-0035264,Jarrett Stidham,QB,DEN,2026,30.06433949349761,5.59753078101987,44.78024624815896,Low,0.02870229426802241,0.09023282536269515,0.1651271956690788
00-0040203,Will Howard,QB,PIT,2026,24.93634496919918,5.55299548714721,77.74193682006094,Low,0.02952512930575262,0.08690859249662629,0.132179227069241
00-0038416,Tyson Bagent,QB,CHI,2026,26.23134839151266,5.5420175899137485,44.33614071930999,Low,0.02870229426802241,0.09023282536269515,0.2170926586721438
00-0034577,Kyle Allen,QB,BUF,2026,30.483230663928815,4.990217737370004,39.92174189896003,Low,0.02870229426802241,0.09023282536269515,0.17434000657204576
00-0033662,Cooper Rush,QB,ATL,2026,32.77754962354552,4.666395238069129,39.89767928549105,Low,0.02870229426802241,0.09023282536269515,0.1858055636503994
00-0037324,Chris Oladokun,QB,KC,2026,28.993839835728952,4.084316304085119,32.67453043268095,Low,0.02870229426802241,0.09023282536269515,0.24879614610135536
00-0035289,Gardner Minshew,QB,ARI,2026,30.2943189596167,3.511126950972124,30.020135430811656,Low,0.02870229426802241,0.09023282536269515,0.13728290086347722
00-0038542,Bijan Robinson,RB,ATL,2026,24.58590006844627,19.176955333962873,326.00824067736886,Medium,0.7406013104560439,0.9486167813490272,0.16186709155133647
00-0039139,Jahmyr Gibbs,RB,DET,2026,24.451745379876797,18.911071653351932,321.48821810698286,Medium,0.6338566222658436,0.9612707256829612,0.16146805024558142
00-0036223,Jonathan Taylor,RB,IND,2026,27.616700889801507,17.835857376428315,303.20957539928133,Medium,0.6961770564428773,0.94424314815864,0.13456674535065738
00-0039040,De'Von Achane,RB,MIA,2026,24.88432580424367,17.540576847070177,286.7884314495974,Medium,0.6435761951467688,0.9512419934008812,0.15226793562975832
00-0037248,James Cook,RB,BUF,2026,26.934976043805612,17.156872729131223,291.6668363952308,Medium,0.6981866293304927,0.9371518544880576,0.06148504624688858
00-0033280,Christian McCaffrey,RB,SF,2026,30.234086242299796,16.990993493502252,288.84688938953826,Medium,0.4040746865244904,0.7313601555720038,0.2021736518776499
00-0032764,Derrick Henry,RB,BAL,2026,32.6570841889117,16.507498467294663,280.6274739440093,Medium,0.49455781052011055,0.7747012085104539,0.11394265656059484
00-0034844,Saquon Barkley,RB,PHI,2026,29.557837097878167,15.817304962637792,258.6129361391279,Medium,0.4264907684359574,0.8187433173094855,0.1395005087377097
00-0035700,Josh Jacobs,RB,GB,2026,28.553045859000683,15.437260429108624,242.3649887370054,Medium,0.5675072160125894,0.8714947742889495,0.14021719528012253
00-0041027,Jeremiyah Love,RB,ARI,2026,21.253935660506503,15.300439151030428,229.50658726545643,Rookie-Low,0.2744688582228724,0.8851238763765272,0.4439245738108513
00-0037840,Kyren Williams,RB,LA,2026,26.015058179329227,15.201480277974252,258.4251647255623,Medium,0.365503504815406,0.9238051063616032,0.1389502971712123
00-0038597,Chase Brown,RB,CIN,2026,26.4476386036961,14.344520567874516,243.8568496538668,Medium,0.3391210606123077,0.7997913560223769,0.07089259049582979
00-0040122,Ashton Jeanty,RB,LV,2026,22.748802190280628,14.261428141623604,242.44427840760127,Medium,0.20797570002040475,0.8604754340540808,0.2291625008636509
00-0040666,Omarion Hampton,RB,LAC,2026,23.463381245722108,13.937487857370202,164.4623567169684,Medium,0.3200685435228091,0.6924895974406698,0.14059891026780463
00-0040715,Cam Skattebo,RB,NYG,2026,24.569472963723477,13.842671924930295,154.34579196297278,Medium,0.4055619524127528,0.7408941674375519,0.0867865696343116
00-0036275,D'Andre Swift,RB,CHI,2026,27.630390143737166,12.799007486644204,209.26377240663274,Medium,0.19434555861881816,0.7777638703643054,0.113254061607035
00-0038120,Breece Hall,RB,NYJ,2026,25.253935660506503,12.442461710773337,203.4342489711441,Medium,0.08934169454992207,0.6923794942804411,0.10361053222915469
00-0038134,Kenneth Walker III,RB,KC,2026,25.86447638603696,12.352884100557418,209.9990297094761,Medium,0.2094705950853973,0.7637462641751469,0.10907100785578444
00-0036997,Javonte Williams,RB,DAL,2026,26.351813826146476,12.276270199236372,200.7170177575147,Medium,0.06579070964691017,0.5501492520005359,0.19328815965989912
00-0039361,Bucky Irving,RB,TB,2026,24.035592060232716,12.273231701841224,152.80173468792324,Medium,0.15325010257128538,0.345335879129681,0.07015788856262306
00-0036973,Travis Etienne,RB,NO,2026,27.59753593429158,12.21009537951217,207.5716214517069,Medium,0.19285758341611625,0.6840136617105559,0.1437156095554006
00-0040784,Quinshon Judkins,RB,CLE,2026,22.84188911704312,12.05058024661882,181.36123271161324,Medium,0.19567706128829315,0.4998947702657512,0.19846258396429117
00-0040734,TreVeyon Henderson,RB,NE,2026,23.860369609856264,11.878207334888543,201.92952469310524,Medium,0.31652827622389496,0.7592920671380764,0.2455796002553068
00-0040730,RJ Harvey,RB,DEN,2026,25.571526351813823,10.886904917934055,185.07738360487895,Medium,0.1718582572072442,0.5204293409076777,0.162272173290228
00-0036139,Rico Dowdle,RB,PIT,2026,28.21629021218343,10.829125941422706,184.09514100418602,Medium,0.10034812250390004,0.4523949211979065,0.09479517199319194
00-0037228,Jaylen Warren,RB,PIT,2026,27.83299110198494,10.624958837783815,173.7180769977654,Medium,0.09825577145347544,0.18311459950535217,0.104892077504337
00-0041512,Jadarian Price,RB,SEA,2026,22.89664613278576,10.484561796689505,157.2684269503426,Rookie-Low,0.18510487138490467,0.7837257112023253,0.3638381616442809
00-0039165,Zach Charbonnet,RB,SEA,2026,25.645448323066393,10.421552242033185,170.39237915724257,Medium,0.08622163703808061,0.35333345545724937,0.14322594617879952
00-0036875,Rhamondre Stevenson,RB,NE,2026,28.520191649555095,10.359934838986902,155.9170193267529,Medium,0.15969387246557257,0.5381967193522598,0.06885584098249395
00-0036158,J.K. Dobbins,RB,DEN,2026,27.707049965776864,10.285520373625005,128.0547286516313,Medium,0.06440418657716203,0.28719532766080397,0.10697356809151806
00-0033553,James Conner,RB,ARI,2026,31.326488706365502,10.235634182500744,81.88507346000596,Low,0.02718948145016028,0.14100545409723125,0.07245035685380732
00-0035261,Tony Pollard,RB,TEN,2026,29.3388090349076,10.221884026133893,173.77202844427617,Medium,0.14411177909158887,0.2956355636213364,0.07331998064333624
00-0033906,Alvin Kamara,RB,NO,2026,31.1047227926078,10.044865254039104,131.58773482791227,Medium,0.02451412067477949,0.1404277507685449,0.10366542879051271
00-0035685,David Montgomery,RB,HOU,2026,29.234770704996578,9.948289694355632,169.12092480404573,Medium,0.03175803236978843,0.11430998289289626,0.07288210489126803
00-0039384,Tyrone Tracy Jr.,RB,NYG,2026,26.77344284736482,9.519522033791064,149.4564959305197,Medium,0.06991684396198473,0.2473507196583268,0.0792772487972817
00-0033293,Aaron Jones,RB,MIN,2026,31.74811772758385,9.285381854484235,127.67400049915824,Medium,0.10106961469650988,0.3632826956196531,0.07331998064333624
00-0036919,Kenny Gainwell,RB,TB,2026,27.468856947296377,9.09136544422121,154.55321255176057,Medium,0.10848413672554191,0.20277500671425144,0.110123853591693
00-0036555,Chuba Hubbard,RB,CAR,2026,27.225188227241617,8.710811246747758,136.7597365739398,Medium,0.09879966868103882,0.19068913658919365,0.07257443169058997
00-0040242,Jacory Croskey-Merritt,RB,WAS,2026,25.388090349075977,8.58774363501286,145.9916417952186,Medium,0.07306877959734179,0.13087460945403023,0.12950128169362726
00-0040583,Woody Marks,RB,HOU,2026,25.672826830937716,8.488144846799509,138.78116824517198,Medium,0.03221318843906569,0.11458329036895584,0.14923644222542148
00-0039032,Tyjae Spears,RB,TEN,2026,25.21286789869952,8.183008413756303,117.83532115809076,Medium,0.09945065708841178,0.2445822718661045,0.11781765731874196
00-0040236,Kyle Monangai,RB,CHI,2026,24.238193018480494,8.147720633598958,138.5112507711823,Medium,0.05887375684259203,0.21687665159204908,0.19609400026546
00-0037525,Jordan Mason,RB,MIN,2026,27.274469541409992,8.136964663128815,133.03937224215613,Medium,0.07306877959734179,0.13087460945403023,0.0957273042509502
00-0037256,Rachaad White,RB,WAS,2026,27.63586584531143,7.952642211256427,135.19491759135926,Medium,0.0593584979632184,0.11382222195992953,0.10507986095255044
00-0039921,Trey Benson,RB,ARI,2026,24.109514031485283,7.93249305403701,67.82281561201643,Low,0.01425259921165323,0.31702655898212684,0.16380720835528242
00-0040719,Bhayshul Tuten,RB,JAX,2026,24.54483230663929,7.662520857842711,120.30157746813056,Medium,0.01604912256679097,0.18165710497801832,0.15242091789704074
00-0039391,Kimani Vidal,RB,LAC,2026,25.010266940451743,7.3870371417249405,106.37333484083915,Medium,0.06489395445144804,0.1363234339178787,0.09134068593137352
00-0036893,Najee Harris,RB,NYG,2026,28.48186173853525,7.125826371056383,57.006610968451064,Low,0.01736283708668251,0.14020904213523042,0.1813370654998916
00-0038555,Tank Bigsby,RB,PHI,2026,24.005475701574262,7.040654713951667,110.53827900904116,Medium,0.0124905672808719,0.05135724317204824,0.1851192816737534
00-0039738,Blake Corum,RB,LA,2026,25.765913757700204,6.857390199523101,116.57563339189271,Medium,0.06146923517684589,0.4274918713944296,0.2461218030812952
00-0038611,Chris Rodriguez Jr.,RB,JAX,2026,26.93223819301848,6.774007113860185,93.14259781557755,Medium,0.06773474863206783,0.1156714389018378,0.08589595888250941
00-0037263,Tyler Allgeier,RB,ARI,2026,26.379192334017795,6.728703238430635,114.3879550533208,Medium,0.063937444594929893,0.29836249769524714,0.1588684981466111
00-0035250,Devin Singletary,RB,NYG,2026,28.993839835728952,6.634573304723835,112.78774618030519,Medium,0.0198949344710599,0.16505535094085047,0.07285935849939532
00-0041052,Kaelon Black,RB,SF,2026,24.87337440109514,6.634194935707273,99.5129240356091,Rookie-Low,0.04237960546941171,0.14662661670113922,0.14271850809990833
00-0038951,Sean Tucker,RB,TB,2026,24.851471594798085,6.619033678788248,112.5235725394002,Medium,0.01178788722872258,0.16304355681646157,0.13687514407950296
00-0037197,Isiah Pacheco,RB,DET,2026,27.50171115674196,6.49036507987878,93.46125715025443,Medium,0.01258183210724283,0.044724477541038,0.1021692895339379
00-0037746,Brian Robinson,RB,ATL,2026,27.446954140999317,6.429295427019184,109.29802225932613,Medium,0.01178788722872258,0.04623000512989713,0.11231548832634364
00-0039373,Audric Estimé,RB,NO,2026,22.98699520876112,6.418122412851851,59.046726198237025,Low,0.02320142613108779,0.12732147692629764,0.06635580551112254
00-0040162,Dylan Sampson,RB,CLE,2026,21.963039014373717,6.353752887702797,99.7539203369339,Medium,0.02237845026433834,0.05236678396210003,0.137977426419942
00-0039344,Jonathon Brooks,RB,CAR,2026,23.11567419575633,6.268486518128794,87.75881125380312,Low,0.17754678527740528,0.6310259937812872,0.34534893287073537
00-0037157,Bam Knight,RB,ARI,2026,25.39082819986311,6.0067382346614195,82.59265072659451,Medium,0.05322007403608751,0.09064583058362366,0.10104129995515045
00-0040202,Devin Neal,RB,NO,2026,23.055441478439427,5.979261521334696,70.55528595174941,Medium,0.01492814626619858,0.04019793245138137,0.11448128412106802
00-0038797,Emanuel Wilson,RB,SEA,2026,27.318275154004105,5.856719001614508,99.56422302744663,Medium,0.02183905167073409,0.119097118604104,0.11717492670879008
00-0040142,Kaleb Johnson,RB,GB,2026,23.04996577686516,5.707798382509401,71.06208986224205,Medium,0.05236104691131248,0.21316216628412396,0.17386352943046787
00-0035537,Ty Johnson,RB,BUF,2026,28.955509924709105,5.673030646598169,96.44152099216886,Medium,0.01350504634445611,0.20393633106332917,0.08335207260035843
00-0039798,Isaiah Davis,RB,NYJ,2026,24.525667351129364,5.640768398258258,92.22656331152253,Medium,0.01178788722872258,0.03799729364846573,0.131420361007776
00-0039874,Jaylen Wright,RB,MIA,2026,23.419575633127995,5.577520982988938,65.81474759926947,Medium,0.01492814626619858,0.04019793245138137,0.08952901302601482
00-0033526,Samaje Perine,RB,CIN,2026,30.9596167008898,5.5390721672479355,86.96343302579258,Medium,0.01178788722872258,0.03799729364846573,0.10948634165909182
00-0041496,Jonah Coleman,RB,DEN,2026,23.033538672142367,5.311725244791334,79.67587867187001,Rookie-Low,0.01492814626619858,0.04019793245138137,0.09875466548870548
00-0034975,Justice Hill,RB,BAL,2026,28.79671457905544,5.278853494570852,65.7217260074071,Medium,0.01178788722872258,0.03799729364846573,0.11207429793377112
00-0039794,Braelon Allen,RB,NYJ,2026,22.61464750171116,5.180534303969184,44.29356829893651,Low,0.01492814626619858,0.04019793245138137,0.16222396357935512
00-0038551,Kendre Miller,RB,NO,2026,24.22450376454483,5.151949251825675,54.09546714416959,Low,0.02622352940172714,0.12773470217539912,0.12777136546015866
00-0040466,Raheim Sanders,RB,CLE,2026,24.23271731690623,4.895135848048649,41.853411500815945,Low,0.01178788722872258,0.03799729364846573,0.11694010945581178
00-0039875,Ray Davis,RB,BUF,2026,26.781656399726216,4.8046811650020835,81.67957980503542,Medium,0.01178788722872258,0.03704464257765289,0.09935246816798216
00-0038454,Keaton Mitchell,RB,LAC,2026,24.621492128678987,4.777209367997536,68.79181489916452,Medium,0.01178788722872258,0.03799729364846573,0.06878349317180746
00-0033955,Jeremy McNichols,RB,WAS,2026,30.68309377138946,4.727258871611024,77.29068255084026,Medium,0.01178788722872258,0.03799729364846573,0.13599364097111694
00-0037329,Brittain Brown,RB,CHI,2026,28.892539356605067,4.670015567822961,37.36012454258369,Low,0.01178788722872258,0.03799729364846573,0.1634369001790611
00-0032104,Ameer Abdullah,RB,JAX,2026,33.21834360027378,4.621438416418092,66.54871319642054,Medium,0.01178788722872258,0.05865344206579425,0.1138173934085016
00-0037563,Malik Davis,RB,DAL,2026,27.76454483230664,4.544551666687704,56.57966825026192,Medium,0.01178788722872258,0.03799729364846573,0.1623758015761162
00-0040078,Brashard Smith,RB,KC,2026,23.392197125256672,4.307509777856,73.22766622355199,Medium,0.06749473820134609,0.09187352097083532,0.06957737979458986
00-0038705,Emari Demercado,RB,DAL,2026,27.613963039014372,4.224303316040473,58.0841705955565,Medium,0.01178788722872258,0.03799729364846573,0.13868822416974028
