player_id,roster_name,position,current_team,current_status,roster_birth_date,roster_height,roster_weight,roster_years_exp,hist_name,source_season,hist_fppg,hist_fantasy_points,hist_games,hist_targets_pg,hist_carries_pg,hist_pass_attempts_pg,hist_rec_yd_pg,hist_rush_yd_pg,hist_pass_yd_pg,hist_catch_rate,hist_yards_per_target,hist_yards_per_carry,hist_yards_per_attempt,hist_target_share,hist_air_yards_share,hist_wopr,hist_pass_td_rate,hist_rush_td_rate,hist_rec_td_rate,hist_career_fppg,hist_peak_fppg,hist_career_games,hist_two_year_fppg,hist_two_year_games,hist_two_year_targets_pg,hist_two_year_carries_pg,hist_two_year_pass_attempts_pg,hist_experience,hist_prior_season_raw,birth_date,height,weight,rookie_season,latest_team_meta,draft_round,draft_pick,player_display_name,prior_fppg,two_year_fppg,recent_weighted_fppg,fppg_trend,prior_fantasy_points,prior_games,two_year_games,prior_targets_pg,two_year_targets_pg,prior_carries_pg,two_year_carries_pg,prior_pass_attempts_pg,two_year_pass_attempts_pg,prior_rec_yd_pg,prior_rush_yd_pg,prior_pass_yd_pg,prior_catch_rate,prior_yards_per_target,prior_yards_per_carry,prior_yards_per_attempt,prior_target_share,prior_air_yards_share,prior_wopr,prior_pass_td_rate,prior_rush_td_rate,prior_rec_td_rate,career_fppg_before,peak_fppg_before,career_games_before,experience,is_rookie,years_since_last_season,birth_date_final,age,age_squared,draft_capital_score,team_prior_pass_yd_pg,team_prior_rush_yd_pg,team_prior_pass_attempts_pg,team_prior_carries_pg,team_prior_points_pg,team_prior_pass_rate,team_prior_rush_rate,team_prior_neutral_pass_rate,team_prior_neutral_rush_rate,team_prior_plays_pg,team_prior_redzone_pass_rate,team_prior_redzone_rush_rate,team_prior_deep_throw_rate,team_prior_left_throw_rate,team_prior_middle_throw_rate,team_prior_right_throw_rate,team_prior_shotgun_rate,team_prior_no_huddle_rate,team_prior_avg_air_yards,receiver_context_available,rec_prior_avg_depth_target,rec_prior_deep_target_rate,rec_prior_short_target_rate,rec_prior_left_target_rate,rec_prior_middle_target_rate,rec_prior_right_target_rate,rec_prior_redzone_target_rate,rec_prior_route_vertical,rec_prior_route_in_break,rec_prior_route_out_break,rec_prior_route_screen,rec_prior_route_hitch,rec_prior_ngs_avg_cushion,rec_prior_ngs_avg_separation,prior_primary_qb_id,qb_context_available,qb_prior_avg_air_yards,qb_prior_deep_throw_rate,qb_prior_left_throw_rate,qb_prior_middle_throw_rate,qb_prior_right_throw_rate,qb_prior_redzone_throw_rate,qb_prior_wr_target_rate,qb_prior_te_target_rate,qb_prior_rb_target_rate,qb_prior_route_vertical,qb_prior_route_in_break,qb_prior_route_out_break,qb_prior_route_screen,qb_prior_route_hitch,qb_prior_ngs_time_to_throw,qb_prior_ngs_aggressiveness,qb_prior_ngs_cpoe,player_qb_context_available,player_qb_prior_avg_air_yards,player_qb_prior_deep_throw_rate,player_qb_prior_left_throw_rate,player_qb_prior_middle_throw_rate,player_qb_prior_right_throw_rate,player_qb_prior_redzone_throw_rate,player_qb_prior_wr_target_rate,player_qb_prior_te_target_rate,player_qb_prior_rb_target_rate,player_qb_prior_route_vertical,player_qb_prior_route_in_break,player_qb_prior_route_out_break,player_qb_prior_route_screen,player_qb_prior_route_hitch,player_qb_prior_ngs_time_to_throw,player_qb_prior_ngs_aggressiveness,player_qb_prior_ngs_cpoe,prior_primary_qb_name,rec_prior_slot_rate,rec_prior_wide_rate,rec_prior_inline_rate,alignment_available,context_available,qb_receiver_depth_fit,qb_receiver_location_fit,qb_receiver_route_fit,qb_position_target_fit,team_target_opportunity,rb_prior_team_carry_share,rb_prior_touch_opportunity,rb_receiving_fit,wr_context_fit_score,te_middle_fit,te_redzone_fit,te_route_fit,te_context_fit_score,qb_team_continuity,model_only_fppg,model_disagreement_sd,blend_model_weight,blend_recent_weight,raw_blended_fppg,projected_fppg,elite_probability,starter_probability,breakout_probability,raw_elite_probability,raw_starter_probability,raw_breakout_probability,projected_games,projected_fantasy_points,full_17_game_points,calibration_residual_sd,total_uncertainty_sd,projection_floor_fppg,projection_ceiling_fppg,projection_season,model_engine,model_trees,confidence,fantasy_outlook,position_rank
00-0036389,Jalen Hurts,QB,PHI,ACT,1998-08-07,73,223,6,Jalen Hurts,2025,18.81625,301.06,16,0,6.5625,28.375,0,26.3125,201.5,0,0,4.0095238095238095,7.101321585903084,0,0,0,0.05506607929515418,0.0761904761904762,0,19.097832516339867,25.202666666666666,92,21.008,15,0,10,24.066666666666663,6,2025,1998-08-07,73,223,2020,PHI,2,53,Jalen Hurts,18.81625,21.008,19.473775,-2.191749999999999,301.06,16,15,0,0,6.5625,10,28.375,24.066666666666663,0,26.3125,201.5,0,0,4.0095238095238095,7.101321585903084,0,0,0,0.05506607929515418,0.0761904761904762,0,19.097832516339867,25.202666666666666,92,6,0,0,1998-08-07,28.0684462696783,787.8376759938177,0.13736056394868904,205.76470588235293,116.94117647058825,29.235294117647054,28.11764705882353,32.042352941176475,0.5695952615992103,0.43040473840078974,0.5362997658079626,0.46370023419203743,59.588235294117645,0.4545454545454546,0.5454545454545454,0.21161048689138576,0.38764044943820225,0.15355805243445692,0.3857677902621723,0.7611056268509379,0.19151036525172752,9.020120724346077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0036389,1,8.969162995594713,0.20901639344262296,0.39959016393442626,0.15163934426229508,0.375,0.11475409836065574,0.627039627039627,0.22144522144522144,0.15151515151515152,0.1756440281030445,0.21311475409836064,0.30210772833723654,0.09836065573770492,0.2107728337236534,2.9762831858407077,17.841409691629956,3.0481718061674172,1,8.969162995594713,0.20901639344262296,0.39959016393442626,0.15163934426229508,0.375,0.11475409836065574,0.627039627039627,0.22144522144522144,0.15151515151515152,0.1756440281030445,0.21311475409836064,0.30210772833723654,0.09836065573770492,0.2107728337236534,2.9762831858407077,17.841409691629956,3.0481718061674172,Jalen Hurts,0,0,0,0,1,0,0,0,0,0,0.23339435146443516,6.5625,0.0984848484848485,0.12540792540792542,0,0,0,0.04428904428904429,1,21.107070000141626,2.740405836101869,0.8,0.19999999999999996,20.780411000113297,18.976879397764023,0.2517616134269801,0.5085109587813379,0.123761877174656,0.3856841461008127,0.7586067481900816,0.05289223345712265,16.35,310.27197815344186,322.60694976198846,4.724800449564863,5.462010933232331,11.977028362258269,25.976730433269783,2026,rpart_ensemble,16,Low,High variance,1
00-0034857,Josh Allen,QB,BUF,ACT,1996-05-21,77,237,8,Josh Allen,2025,22.78875,364.62,16,0,7,28.75,0,36.1875,229.25,0,0,5.169642857142857,7.973913043478261,0,0,0,0.05434782608695652,0.125,0,22.246528799019607,24.7225,126,23.69,16,0,6.375,30.1875,8,2025,1996-05-21,77,237,2018,BUF,1,7,Josh Allen,22.78875,23.69,23.059125,-0.901250000000001,364.62,16,16,0,0,7,6.375,28.75,30.1875,0,36.1875,229.25,0,0,5.169642857142857,7.973913043478261,0,0,0,0.05434782608695652,0.125,0,22.246528799019607,24.7225,126,8,0,0,1996-05-21,30.28062970568104,916.916535372573,0.3779644730092272,234.1764705882353,159.64705882352942,29.11764705882353,32.1764705882353,42.74352941176471,0.5444546287809349,0.45554537121906513,0.4833759590792839,0.5166240409207161,64.17647058823529,0.4682926829268293,0.5317073170731708,0.18933823529411764,0.3382352941176471,0.1875,0.38235294117647056,0.4857928505957837,0.06049495875343722,7.301010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0034857,1,7.302173913043478,0.1913214990138067,0.33136094674556216,0.1893491124260355,0.38461538461538464,0.15187376725838264,0.5641592920353983,0.25,0.18584070796460175,0.1759465478841871,0.2739420935412027,0.2071269487750557,0.18485523385300667,0.15812917594654788,2.8916252723311544,11.304347826086955,1.5356304347825898,1,7.302173913043478,0.1913214990138067,0.33136094674556216,0.1893491124260355,0.38461538461538464,0.15187376725838264,0.5641592920353983,0.25,0.18584070796460175,0.1759465478841871,0.2739420935412027,0.2071269487750557,0.18485523385300667,0.15812917594654788,2.8916252723311544,11.304347826086955,1.5356304347825898,Josh Allen,0,0,0,0,1,0,0,0,0,0,0.21755027422303472,7,0.12079646017699114,0.11283185840707964,0,0,0,0.05,1,19.647126309457835,3.3601067731113425,0.8,0.19999999999999996,20.32952604756627,18.593565604401363,0.27089711830058477,0.40127465226773473,0.11458604796929224,0.4206614190715068,0.5880153877960895,0.04397282846315625,16.35,304.00479763196233,316.09061527482316,4.724800449564863,5.797763087167072,11.163430724516228,26.023700484286497,2026,rpart_ensemble,16,Low,High variance,2
00-0039851,Drake Maye,QB,NE,ACT,2002-08-30,76,225,2,Drake Maye,2025,20.67411764705882,351.46,17,0.0588235294117647,6.0588235294117645,28.941176470588236,0.1176470588235294,26.470588235294116,258.47058823529414,1,2,4.368932038834951,8.93089430894309,0.00207468879668049,-0.00173460537727666,0.00189780943092707,0.06300813008130081,0.03883495145631067,0,17.150135746606335,20.67411764705882,30,13.626153846153848,13,0,4.153846153846154,26,2,2025,2002-08-30,76,225,2024,NE,1,3,Drake Maye,20.67411764705882,13.626153846153848,18.55972850678733,7.047963800904974,351.46,17,13,0.0588235294117647,0,6.0588235294117645,4.153846153846154,28.941176470588236,26,0.1176470588235294,26.470588235294116,258.47058823529414,1,2,4.368932038834951,8.93089430894309,0.00207468879668049,-0.00173460537727666,0.00189780943092707,0.06300813008130081,0.03883495145631067,0,17.150135746606335,20.67411764705882,30,2,0,0,2002-08-30,24.005475701574262,576.2628636588724,0.5773502691896258,262.29411764705884,128.88235294117646,29.529411764705884,29.058823529411764,38.43882352941176,0.5864374403056352,0.4135625596943648,0.5772727272727273,0.42272727272727273,61.588235294117645,0.5280898876404494,0.4719101123595506,0.22867513611615245,0.3629764065335753,0.20689655172413793,0.3411978221415608,0.5339063992359121,0.02387774594078319,9.187250996015935,1,-8,0,1,0,1,0,0,0,0,1,0,0,0,0,00-0039851,1,9.132113821138212,0.22777777777777777,0.362962962962963,0.2111111111111111,0.337037037037037,0.1537037037037037,0.5856236786469344,0.23678646934460887,0.17547568710359407,0.22505307855626328,0.237791932059448,0.26963906581740976,0.09129511677282376,0.1762208067940552,2.9732459349593494,17.88617886178862,9.027012195121957,1,9.132113821138212,0.22777777777777777,0.362962962962963,0.2111111111111111,0.337037037037037,0.1537037037037037,0.5856236786469344,0.23678646934460887,0.17547568710359407,0.22505307855626328,0.237791932059448,0.26963906581740976,0.09129511677282376,0.1762208067940552,2.9732459349593494,17.88617886178862,9.027012195121957,Drake Maye,0,0,0,0,1,0,0,0,0,0.06126433976080036,0.20850202429149797,6.117647058823529,0.46405919661733613,0.11712473572938688,0,0,0,0.04735729386892177,1,19.37164363130703,2.209847321721534,0.8,0.19999999999999996,19.20926060640309,17.641186969009734,0.15408670431196583,0.3081918584035911,0.11987987730272578,0.2033509700176367,0.4045194003527337,0.04900039935370023,17,299.90017847316545,299.90017847316545,4.724800449564863,5.216048741483171,10.956549272264493,24.325824665754975,2026,rpart_ensemble,16,Low,High variance,3
00-0033873,Patrick Mahomes,QB,KC,ACT,1995-09-17,74,230,9,Patrick Mahomes,2025,20.37,285.18,14,0.07142857142857142,4.571428571428571,35.857142857142854,-0.7142857142857143,30.142857142857142,256.2142857142857,1,-10,6.59375,7.145418326693227,0.00182149362477231,-0.00176483564968012,0.00149685548238238,0.04382470119521912,0.078125,0,20.358806022408963,26.0675,126,17.6575,16,0.0625,3.625,36.3125,9,2025,1995-09-17,74,230,2017,KC,1,10,Patrick Mahomes,20.37,17.6575,19.55625,2.712500000000002,285.18,14,16,0.07142857142857142,0.0625,4.571428571428571,3.625,35.857142857142854,36.3125,-0.7142857142857143,30.142857142857142,256.2142857142857,1,-10,6.59375,7.145418326693227,0.00182149362477231,-0.00176483564968012,0.00149685548238238,0.04382470119521912,0.078125,0,20.358806022408963,26.0675,126,9,0,0,1995-09-17,30.95687885010267,958.328348139934,0.31622776601683794,232.1764705882353,106.58823529411764,34.35294117647059,25.294117647058822,30.651764705882357,0.650375939849624,0.34962406015037595,0.6061855670103092,0.3938144329896908,62.588235294117645,0.5978835978835979,0.4021164021164021,0.19400630914826497,0.3722397476340694,0.15772870662460567,0.3864353312302839,0.7951127819548872,0.02725563909774436,7.761986301369863,1,-8,0,1,0,1,0,0,0,0,0,0,0,0,0,00-0033873,1,8.06772908366534,0.20593692022263452,0.3747680890538033,0.16697588126159554,0.38589981447124305,0.1725417439703154,0.592436974789916,0.2605042016806723,0.14495798319327732,0.20042194092827004,0.2468354430379747,0.17721518987341772,0.2046413502109705,0.17088607594936708,2.790962,13.346613545816732,-2.67731075697209,1,8.06772908366534,0.20593692022263452,0.3747680890538033,0.16697588126159554,0.38589981447124305,0.1725417439703154,0.592436974789916,0.2605042016806723,0.14495798319327732,0.20042194092827004,0.2468354430379747,0.17721518987341772,0.2046413502109705,0.17088607594936708,2.790962,13.346613545816732,-2.67731075697209,Patrick Mahomes,0,0,0,0,1,0,0,0,0,0.06257366334511935,0.1807308970099668,4.642857142857142,0.44422268907563023,0.1184873949579832,0,0,0,0.05210084033613446,1,18.251210614138397,2.9931938176497845,0.8,0.19999999999999996,18.51221849131072,17.048605966338716,0.2314784152188308,0.5515532678282711,0.12996703097519707,0.3479857334024001,0.8114337822671156,0.0594781077595623,15.05,256.58151979339766,289.82630142775815,4.724800449564863,5.593116172423493,9.880736749337045,24.21647518334039,2026,rpart_ensemble,16,Low,High variance,4
00-0034796,Lamar Jackson,QB,BAL,ACT,1997-01-07,74,205,8,Lamar Jackson,2025,16.52769230769231,214.86,13,0,5.153846153846154,23.23076923076923,0,26.846153846153847,196.07692307692307,0,0,5.208955223880597,8.440397350993377,0,0,0,0.0695364238410596,0.02985074626865671,0,20.24508286199095,27.712,116,25.316470588235298,17,0,8.176470588235293,27.88235294117647,8,2025,1997-01-07,74,205,2018,BAL,1,32,Lamar Jackson,16.52769230769231,25.316470588235298,19.164325791855205,-8.788778280542985,214.86,13,17,0,0,5.153846153846154,8.176470588235293,23.23076923076923,27.88235294117647,0,26.846153846153847,196.07692307692307,0,0,5.208955223880597,8.440397350993377,0,0,0,0.0695364238410596,0.02985074626865671,0,20.24508286199095,27.712,116,8,0,0,1997-01-07,29.648186173853524,879.0149433994793,0.1767766952966369,192.8235294117647,156.58823529411765,24.823529411764707,29.823529411764707,36.90117647058823,0.5184426229508197,0.48155737704918034,0.4560975609756098,0.5439024390243903,57.411764705882355,0.4350282485875706,0.5649717514124294,0.19829424307036247,0.3091684434968017,0.21748400852878463,0.36673773987206826,0.6352459016393442,0.03176229508196721,8.109004739336493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0034796,1,8.7682119205298,0.2323529411764706,0.3058823529411765,0.21176470588235297,0.3647058823529411,0.15588235294117647,0.5136986301369864,0.3116438356164384,0.17465753424657535,0.2534246575342466,0.22602739726027396,0.23972602739726023,0.10616438356164384,0.17465753424657535,3.0146699999999997,11.589403973509931,-2.5672516556291427,1,8.7682119205298,0.2323529411764706,0.3058823529411765,0.21176470588235297,0.3647058823529411,0.15588235294117647,0.5136986301369864,0.3116438356164384,0.17465753424657535,0.2534246575342466,0.22602739726027396,0.23972602739726023,0.10616438356164384,0.17465753424657535,3.0146699999999997,11.589403973509931,-2.5672516556291427,Lamar Jackson,0,0,0,0,1,0,0,0,0,0,0.17281140949780005,5.153846153846154,0.113527397260274,0.10273972602739728,0,0,0,0.06232876712328768,1,18.1525022494852,4.8422248685607,0.8,0.19999999999999996,18.354866957959203,16.914835671278556,0.1615307702221381,0.3900163875007359,0.2251810855882833,0.2169849826099826,0.5671356421356422,0.21687225295132653,14.4,243.5736336664112,287.5522064117355,4.724800449564863,6.765418018564412,8.244600678751297,25.585070663805816,2026,rpart_ensemble,16,Low,High variance,5
00-0036971,Trevor Lawrence,QB,JAX,ACT,1999-10-06,78,220,5,Trevor Lawrence,2025,19.892941176470583,338.17999999999995,17,0,4.823529411764706,32.94117647058823,0,21.11764705882353,235.7058823529412,0,0,4.378048780487805,7.1553571428571425,0,0,0,0.05178571428571429,0.1097560975609756,0,15.983867647058824,19.892941176470583,77,14.52,10,0,2.6,28.4,5,2025,1999-10-06,78,220,2021,JAX,1,1,Trevor Lawrence,19.892941176470583,14.52,18.28105882352941,5.3729411764705866,338.17999999999995,17,10,0,0,4.823529411764706,2.6,32.94117647058823,28.4,0,21.11764705882353,235.7058823529412,0,0,4.378048780487805,7.1553571428571425,0,0,0,0.05178571428571429,0.1097560975609756,0,15.983867647058824,19.892941176470583,77,5,0,0,1999-10-06,26.90485968514716,723.8714746774568,1,236.8235294117647,115.05882352941175,33.11764705882353,28.764705882352946,35.56705882352941,0.5916134913400183,0.4083865086599817,0.5904522613065326,0.4095477386934674,64.52941176470588,0.5,0.5,0.2260726072607261,0.38613861386138615,0.20297029702970296,0.334983498349835,0.5943482224247949,0.07019143117593436,8.667850799289521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0036971,1,8.707142857142857,0.22719734660033167,0.38474295190713104,0.2023217247097844,0.33665008291873966,0.15257048092868988,0.5842490842490843,0.19230769230769232,0.14102564102564102,0.1959334565619224,0.2495378927911275,0.25508317929759705,0.12384473197781884,0.1756007393715342,2.8681149012567326,16.785714285714285,-2.4868928571428484,1,8.707142857142857,0.22719734660033167,0.38474295190713104,0.2023217247097844,0.33665008291873966,0.15257048092868988,0.5842490842490843,0.19230769230769232,0.14102564102564102,0.1959334565619224,0.2495378927911275,0.25508317929759705,0.12384473197781884,0.1756007393715342,2.8681149012567326,16.785714285714285,-2.4868928571428484,Trevor Lawrence,0,0,0,0,1,0,0,0,0,0,0.16768916155419222,4.823529411764706,0.09166666666666667,0.11684981684981686,0,0,0,0.03846153846153846,1,17.94609103675682,2.311585471784152,0.8,0.19999999999999996,18.013084594111337,16.624273979984768,0.19346833592303153,0.2909220457671949,0.20456624617074565,0.27652397756564423,0.3690449211282544,0.17432006425669844,17,282.61265765974105,282.61265765974105,4.724800449564863,5.259958809874075,9.883363247273028,23.365184712696507,2026,rpart_ensemble,16,Low,High variance,6
00-0036442,Joe Burrow,QB,CIN,ACT,1996-12-10,76,216,6,Joe Burrow,2025,16.8075,134.46,8,0,1.75,32.375,0,5.125,226.125,0,0,2.9285714285714284,6.984555984555985,0,0,0,0.06563706563706563,0,0,18.730806372549026,21.93058823529412,77,21.93058823529412,17,0,2.4705882352941178,38.35294117647059,6,2025,1996-12-10,76,216,2020,CIN,1,1,Joe Burrow,16.8075,21.93058823529412,18.344426470588235,-5.123088235294119,134.46,8,17,0,0,1.75,2.4705882352941178,32.375,38.35294117647059,0,5.125,226.125,0,0,2.9285714285714284,6.984555984555985,0,0,0,0.06563706563706563,0,0,18.730806372549026,21.93058823529412,77,6,0,0,1996-12-10,29.724845995893222,883.5664694795694,1,249.64705882352945,93.58823529411764,37.64705882352941,22.41176470588235,31.69764705882353,0.6534839924670434,0.34651600753295664,0.5754060324825986,0.4245939675174014,62.47058823529411,0.6038961038961039,0.39610389610389607,0.17205882352941176,0.3323529411764706,0.24411764705882352,0.3602941176470588,0.8097928436911488,0.02919020715630885,7.3546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0036442,1,7.212355212355212,0.1510791366906475,0.3705035971223022,0.17625899280575538,0.3848920863309353,0.15827338129496402,0.5622489959839357,0.23694779116465864,0.19678714859437751,0.194331983805668,0.2145748987854251,0.2631578947368421,0.13765182186234817,0.1902834008097166,2.801617760617761,17.374517374517374,1.9825868725868645,1,7.212355212355212,0.1510791366906475,0.3705035971223022,0.17625899280575538,0.3848920863309353,0.15827338129496402,0.5622489959839357,0.23694779116465864,0.19678714859437751,0.194331983805668,0.2145748987854251,0.2631578947368421,0.13765182186234817,0.1902834008097166,2.801617760617761,17.374517374517374,1.9825868725868645,Joe Burrow,0,0,0,0,1,0,0,0,0,0,0.07808398950131235,1.75,0.12791164658634538,0.11244979919678716,0,0,0,0.04738955823293173,1,17.786034514995503,1.743530168777102,0.8,0.19999999999999996,17.897712906114048,16.526192287253444,0.1083089350042634,0.43090628535391473,0.19699261924523292,0.12349004573580846,0.6405014124293784,0.1597542234456015,11.15,184.26704400287588,280.94526888330853,4.724800449564863,5.0362323951188195,10.07199858882413,22.98038598568276,2026,rpart_ensemble,16,Low,High variance,7
00-0039918,Caleb Williams,QB,CHI,ACT,2001-11-18,73,226,2,Caleb Williams,2025,18.687058823529412,317.68,17,0.1176470588235294,4.529411764705882,33.411764705882355,1.2941176470588236,22.823529411764707,231.8823529411765,1,11,5.038961038961039,6.940140845070423,0.0037593984962406,-6.067961165048543e-4,0.0052143404628075,0.04753521126760563,0.03896103896103896,0.5,16.830000000000002,18.687058823529412,34,14.97294117647059,17,0,4.764705882352941,33.05882352941177,2,2025,2001-11-18,73,226,2024,CHI,1,1,Caleb Williams,18.687058823529412,14.97294117647059,17.572823529411764,3.7141176470588224,317.68,17,17,0.1176470588235294,0,4.529411764705882,4.764705882352941,33.411764705882355,33.05882352941177,1.2941176470588236,22.823529411764707,231.8823529411765,1,11,5.038961038961039,6.940140845070423,0.0037593984962406,-6.067961165048543e-4,0.0052143404628075,0.04753521126760563,0.03896103896103896,0.5,16.830000000000002,18.687058823529412,34,2,0,0,2001-11-18,24.78576317590691,614.3340562121431,1,234.76470588235293,144.47058823529412,33.76470588235294,29.705882352941178,37.131764705882354,0.5825067628494139,0.41749323715058606,0.5321888412017167,0.4678111587982833,65.23529411764706,0.4891304347826087,0.5108695652173914,0.24086378737541528,0.287375415282392,0.21096345514950168,0.45182724252491696,0.5121731289449954,0.05049594229035167,8.613240418118467,1,-1.5,0,1,0.5,0,0.5,0.5,0,0,0,1,0,0,0,00-0039918,1,8.625,0.24161073825503357,0.28859060402684567,0.21140939597315436,0.44966442953020136,0.13758389261744966,0.5943396226415094,0.25660377358490566,0.1490566037735849,0.16380952380952382,0.24761904761904763,0.2838095238095238,0.14095238095238094,0.16380952380952382,3.1954999999999996,11.267605633802818,-6.665792253521133,1,8.625,0.24161073825503357,0.28859060402684567,0.21140939597315436,0.44966442953020136,0.13758389261744966,0.5943396226415094,0.25660377358490566,0.1490566037735849,0.16380952380952382,0.24761904761904763,0.2838095238095238,0.14095238095238094,0.16380952380952382,3.1954999999999996,11.267605633802818,-6.665792253521133,Caleb Williams,0,0,0,0,1,0,0,0,0,0.12693498452012378,0.15247524752475247,4.647058823529411,0.44688679245283014,0.11886792452830187,0,0,0,0.05132075471698114,1,17.732113168033123,3.0502400716784575,0.8,0.19999999999999996,17.700255240308852,16.358326301749234,0.12400629454062384,0.3125858488695742,0.16410826187166494,0.14991795088350512,0.41353932667066934,0.1039199914595484,17,278.09154712973697,278.09154712973697,4.724800449564863,5.6238513301012265,9.151068381955346,23.56558422154312,2026,rpart_ensemble,16,Low,High variance,8
00-0033077,Dak Prescott,QB,DAL,ACT,1993-07-29,74,238,10,Dak Prescott,2025,18.457647058823532,313.78000000000003,17,0,3.1176470588235294,35.294117647058826,0,10.411764705882351,267.7647058823529,0,0,3.339622641509434,7.586666666666667,0,0,0,0.05,0.03773584905660377,0,19.000395588235293,27.028,139,14.565,8,0,1.625,35.75,10,2025,1993-07-29,74,238,2016,DAL,4,135,Dak Prescott,18.457647058823532,14.565,17.28985294117647,3.892647058823531,313.78000000000003,17,8,0,0,3.1176470588235294,1.625,35.294117647058826,35.75,0,10.411764705882351,267.7647058823529,0,0,3.339622641509434,7.586666666666667,0,0,0,0.05,0.03773584905660377,0,19.000395588235293,27.028,139,10,0,0,1993-07-29,33.09240246406571,1095.107100843702,0.08606629658238704,278.52941176470586,125.6470588235294,36.705882352941174,27.352941176470587,37.35294117647059,0.6117542297417632,0.3882457702582368,0.5300429184549357,0.4699570815450643,66.05882352941177,0.5763546798029556,0.4236453201970444,0.19908814589665655,0.3951367781155015,0.17933130699088146,0.36930091185410335,0.6144256455921638,0.09260908281389137,8.123397435897436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0033077,1,8.015,0.19400630914826497,0.39747634069400634,0.1798107255520505,0.3643533123028391,0.1750788643533123,0.6337308347529813,0.22998296422487224,0.1362862010221465,0.17152658662092624,0.25728987993138935,0.2367066895368782,0.1149228130360206,0.2195540308747856,2.819700167504188,20.333333333333332,4.600966666666665,1,8.015,0.19400630914826497,0.39747634069400634,0.1798107255520505,0.3643533123028391,0.1750788643533123,0.6337308347529813,0.22998296422487224,0.1362862010221465,0.17152658662092624,0.25728987993138935,0.2367066895368782,0.1149228130360206,0.2195540308747856,2.819700167504188,20.333333333333332,4.600966666666665,Dak Prescott,0,0,0,0,1,0,0,0,0,0,0.11397849462365592,3.1176470588235294,0.08858603066439523,0.12674616695059626,0,0,0,0.04599659284497445,1,17.63724389770164,3.2140985605073435,0.8,0.19999999999999996,17.567765706396607,16.245692101965293,0.16136508924315782,0.4671774226533637,0.09576062450232375,0.2166801948051948,0.6993416305916307,0.02863243615758817,17,276.17676573341,276.17676573341,4.724800449564863,5.71438263024657,8.92241361340754,23.568970590523044,2026,rpart_ensemble,16,Low,High variance,9
00-0036355,Justin Herbert,QB,LAC,ACT,1998-03-10,78,237,6,Justin Herbert,2025,17.93,286.88,16,0,5.1875,32,0,31.125,232.9375,0,0,6,7.279296875,0,0,0,0.05078125,0.02409638554216867,0,18.960824032176973,22.39764705882353,95,16.788235294117648,17,0,4.0588235294117645,29.647058823529413,6,2025,1998-03-10,78,237,2020,LAC,1,6,Justin Herbert,17.93,16.788235294117648,17.58747058823529,1.141764705882352,286.88,16,17,0,0,5.1875,4.0588235294117645,32,29.647058823529413,0,31.125,232.9375,0,0,6,7.279296875,0,0,0,0.05078125,0.02409638554216867,0,18.960824032176973,22.39764705882353,95,6,0,0,1998-03-10,28.479123887748116,811.0604974137054,0.4082482904638631,232.52941176470588,121.58823529411764,33.470588235294116,27.41176470588235,31.107058823529417,0.625,0.375,0.5995145631067961,0.40048543689320393,64.47058823529412,0.5976331360946746,0.4023668639053254,0.17011128775834658,0.30842607313195547,0.19236883942766295,0.397456279809221,0.7034671532846716,0.04105839416058394,7.989455184534271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0036355,1,7.833984375,0.1696113074204947,0.30565371024734983,0.20141342756183744,0.3975265017667845,0.15724381625441697,0.6902834008097166,0.1720647773279352,0.12753036437246965,0.19066937119675456,0.26774847870182555,0.2231237322515213,0.11156186612576063,0.20689655172413793,2.9019433593750006,14.6484375,3.063073529411767,1,7.833984375,0.1696113074204947,0.30565371024734983,0.20141342756183744,0.3975265017667845,0.15724381625441697,0.6902834008097166,0.1720647773279352,0.12753036437246965,0.19066937119675456,0.26774847870182555,0.2231237322515213,0.11156186612576063,0.20689655172413793,2.9019433593750006,14.6484375,3.063073529411767,Justin Herbert,0,0,0,0,1,0,0,0,0,0,0.18924356223175967,5.1875,0.08289473684210527,0.1380566801619433,0,0,0,0.03441295546558704,1,17.389787631001663,2.5034687663446715,0.8,0.19999999999999996,17.42932422244839,16.12799793170927,0.30371694594695015,0.5095081871395232,0.24309808343816727,0.4788139329805996,0.759932505765839,0.2568930934683831,16.35,263.69276618344657,274.1759648390576,4.724800449564863,5.347064161974461,9.275457160802576,22.980538702615966,2026,rpart_ensemble,16,Low,High variance,10
