player_id,player_display_name,position,team,actual_points_to_date,projected_remaining_points,projected_full_season_points,remaining_games,ros_position_rank
00-0037805,Jeremy Ruckert,TE,NYJ,0.9,27.950082501748035,28.850082501748034,16,69
00-0041446,Kendrick Law,WR,DET,0,28.68776573373581,28.68776573373581,17,148
00-0040142,Kaleb Johnson,RB,GB,0,28.654581243987277,28.654581243987277,16,104
00-0032951,Laquon Treadwell,WR,IND,0,28.489881884738203,28.489881884738203,16,149
00-0041051,Zavion Thomas,WR,CHI,0,28.212342260529386,28.212342260529386,17,150
00-0040888,Adam Randall,RB,BAL,0,28.200461812807134,28.200461812807134,17,105
00-0040238,LeQuint Allen Jr.,RB,JAX,0,28.18565406757815,28.18565406757815,17,106
00-0040930,Camden Brown,WR,DAL,0,28.149139560337396,28.149139560337396,17,151
00-0041104,Demond Claiborne,RB,MIN,0,28.122033960332804,28.122033960332804,17,107
00-0034407,Ray-Ray McCloud,WR,CHI,0,28.04160985831053,28.04160985831053,17,152
00-0034270,Tyler Conklin,TE,DET,0,28.036798997619467,28.036798997619467,17,70
00-0038547,Luke Schoonmaker,TE,DAL,1.7000000000000002,25.984817696798572,27.68481769679857,16,71
00-0036984,Trey Sermon,RB,ATL,0,27.568373094108853,27.568373094108853,17,108
00-0040581,Dont'e Thornton Jr.,WR,LV,0,27.514649047623497,27.514649047623497,17,153
00-0037801,KaVontae Turpin,WR,DAL,1.3,26.19121454308112,27.491214543081117,16,154
00-0041483,Eli Stowers,TE,PHI,0,27.368821207807137,27.368821207807137,17,72
00-0039062,Jonathan Mingo,WR,DAL,1.5,25.824644478273726,27.324644478273726,16,155
00-0040948,J. Michael Sturdivant,WR,GB,0,27.161676065379353,27.161676065379353,17,156
00-0041529,Kevin Coleman Jr.,WR,MIA,0,27.068176972926786,27.068176972926786,16,157
00-0041451,Brock Rechsteiner,WR,NO,0,26.954043656046625,26.954043656046625,17,158
00-0040590,Konata Mumpfield,WR,LA,0,26.94465585152238,26.94465585152238,16,159
00-0041374,Sincere Brown,WR,LAC,0,26.796966817381346,26.796966817381346,17,160
00-0041081,Max Bredeson,RB,MIN,0,26.607518355802846,26.607518355802846,17,109
00-0040953,Jeff Caldwell,WR,KC,0,26.54709878906271,26.54709878906271,17,161
00-0040009,Savion Williams,WR,GB,0,26.477911008082014,26.477911008082014,17,162
00-0041399,CJ Daniels,WR,LA,0,26.46404343173208,26.46404343173208,17,163
00-0040172,Jordan Watkins,WR,SF,0,26.442242852751022,26.442242852751022,17,164
00-0037276,Ty Chandler,RB,NO,0,26.10798212587051,26.10798212587051,17,110
00-0041524,Will Kacmarek,TE,MIA,0,26.041351698499263,26.041351698499263,16,73
00-0041106,C.J. Williams,WR,JAX,0,25.934171288037938,25.934171288037938,17,165
00-0040739,Elijah Arroyo,TE,SEA,0,25.931633505367866,25.931633505367866,17,74
00-0038824,Ryan Miller,WR,MIA,0,25.771748614553204,25.771748614553204,17,166
00-0041436,DJ Herman,RB,MIA,0,25.477943967229244,25.477943967229244,17,111
00-0041041,Oscar Delp,TE,NO,0,25.41753968750593,25.41753968750593,17,75
00-0041550,Brenen Thompson,WR,LAC,0,25.362710514211997,25.362710514211997,17,167
00-0040218,Jimmy Horn Jr.,WR,CAR,0,25.151965336533195,25.151965336533195,16,168
00-0041443,Skyler Bell,WR,BUF,0,25.099018362596198,25.099018362596198,17,169
00-0039363,Isaac Guerendo,RB,SF,0,25.039690750010358,25.039690750010358,17,112
00-0039144,Luke Musgrave,TE,GB,0,24.893243803968886,24.893243803968886,17,76
00-0037594,Julius Chestnut,RB,TEN,0,24.75374544091761,24.75374544091761,17,113
00-0039603,British Brooks,RB,HOU,0,24.610029863428245,24.610029863428245,17,114
00-0037091,Bo Melton,WR,GB,1.5,23.054250886459275,24.554250886459275,16,170
00-0029892,Kyle Juszczyk,RB,SF,0,24.25451327321251,24.25451327321251,17,115
00-0041116,Jack Endries,TE,CIN,0,24.10439831351792,24.10439831351792,17,77
00-0039379,Jamari Thrash,WR,CLE,0,23.996863203166917,23.996863203166917,17,171
00-0038046,Charlie Kolar,TE,LAC,0,23.952458772361457,23.952458772361457,16,78
00-0038710,Blake Whiteheart,TE,CLE,1.9000000000000001,21.904996017343702,23.804996017343704,16,79
00-0036862,Ben Skowronek,WR,PIT,0,23.24385720799342,23.24385720799342,17,172
00-0038640,Jalen Brooks,WR,ARI,0,23.147923779403964,23.147923779403964,17,173
00-0039359,Cade Stover,TE,HOU,0.3,22.76819197206041,23.06819197206041,16,80
00-0035021,Ashton Dulin,WR,IND,0,22.72832064107012,22.72832064107012,16,174
00-0041125,Seth McGowan,RB,IND,0.5,22.071535643537352,22.571535643537352,16,116
00-0040563,Efton Chism III,WR,NE,0,22.53403577430289,22.53403577430289,17,175
00-0039041,Elijah Higgins,TE,ARI,0,22.461281941538363,22.461281941538363,17,81
00-0039912,Ben Sinnott,TE,WAS,0,22.457083534820764,22.457083534820764,17,82
00-0041084,Tanner Koziol,TE,JAX,0,22.099467954362773,22.099467954362773,17,83
00-0036670,Jermar Jefferson,RB,MIN,0,21.905712035470028,21.905712035470028,17,117
00-0035645,Gunner Olszewski,WR,NYG,0,21.556823073676323,21.556823073676323,17,176
00-0041005,Corey Rucker,WR,LV,0,21.52228934688234,21.52228934688234,17,177
00-0040184,KeAndre Lambert-Smith,WR,LAC,0,21.396627437827338,21.396627437827338,17,178
00-0036630,Tylan Wallace,WR,CLE,0,21.342973231681736,21.342973231681736,17,179
00-0040154,Tai Felton,WR,MIN,0,21.218201967645236,21.218201967645236,17,180
00-0040194,Jackson Hawes,TE,BUF,0,21.19449354777566,21.19449354777566,17,84
00-0033376,Patrick Ricard,RB,NYG,0,20.841689018850683,20.841689018850683,16,118
00-0040432,Beaux Collins,WR,ATL,0,20.805134545989336,20.805134545989336,17,181
00-0038840,Brycen Tremayne,WR,CAR,0,20.705594839123616,20.705594839123616,16,182
00-0038614,Scott Matlock,RB,LAC,0,20.647952407973012,20.647952407973012,17,119
00-0037304,Connor Heyward,RB,LV,0,20.55099818725235,20.55099818725235,17,120
00-0040081,Jake Briningstool,TE,KC,1.4,19.020068686089434,20.420068686089436,16,85
00-0037524,Tay Martin,WR,DET,0,20.37470745846629,20.37470745846629,16,183
00-0039236,Johnny Wilson,WR,PHI,0,20.35047529137801,20.35047529137801,17,184
00-0039623,Mason Tipton,WR,NO,0,20.339125906016466,20.339125906016466,17,185
00-0039021,Roschon Johnson,RB,CHI,0,20.243026628517917,20.243026628517917,16,121
00-0040894,Malik Benson,WR,LV,0.30000000000000004,19.893230770328746,20.193230770328746,16,186
00-0039626,Cole Burgess,WR,PIT,0,20.160655124206496,20.160655124206496,17,187
00-0041490,Eli Heidenreich,RB,PIT,0,20.140803906560535,20.140803906560535,16,122
00-0037156,Irvin Charles,WR,SEA,0,20.00561126176329,20.00561126176329,17,188
00-0031595,Michael Burton,RB,CLE,0,19.991166951713847,19.991166951713847,17,123
00-0040629,Dalevon Campbell,WR,LAC,0,19.96206426835164,19.96206426835164,17,189
00-0038590,Justin Shorter,WR,LV,0,19.92726706923677,19.92726706923677,17,190
00-0039710,Jeshaun Jones,WR,MIN,0,19.809832640027967,19.809832640027967,17,191
00-0035045,D.J. Montgomery,WR,IND,0,19.78057385380691,19.78057385380691,17,192
00-0040120,Jimmy Holiday,WR,KC,0,19.77164764799035,19.77164764799035,17,193
00-0036463,Chris Blair,WR,ATL,0,19.527101970534805,19.527101970534805,16,194
00-0039244,Chris Collier,RB,LV,0,19.525019834288265,19.525019834288265,17,124
00-0036590,Quintin Morris,TE,JAX,0,19.51388256603455,19.51388256603455,16,86
00-0034365,Ian Thomas,TE,LV,0,19.504080241144027,19.504080241144027,17,87
00-0037004,Hunter Long,TE,ARI,0,19.424084540610107,19.424084540610107,16,88
00-0041132,Deion Burks,WR,IND,0,19.366989484493615,19.366989484493615,17,195
00-0040649,Robbie Ouzts,RB,SEA,0,19.34972002521198,19.34972002521198,17,125
00-0035125,Alec Ingold,RB,LAC,0,19.344039456943932,19.344039456943932,17,126
00-0036187,Reggie Gilliam,RB,NE,0,19.259293794009295,19.259293794009295,17,127
00-0038752,Jake Bobo,WR,SEA,0,19.211991613748552,19.211991613748552,17,196
00-0040570,Jeremiah Webb,WR,NE,0,18.553908572085295,18.553908572085295,17,197
00-0037093,Dareke Young,WR,LV,0,18.432772261343633,18.432772261343633,16,198
00-0040498,Dontae Fleming,WR,MIN,0,18.374496201476823,18.374496201476823,17,199
00-0040352,Coleman Owen,WR,IND,0,18.04591879872957,18.04591879872957,17,200
00-0041099,Barion Brown,WR,NO,0.30000000000000004,17.722039021433936,18.022039021433933,16,201
00-0040887,Josh Cuevas,TE,BAL,0,17.891971131368305,17.891971131368305,17,89
00-0038394,Will Mallory,TE,IND,0,17.738799813375966,17.738799813375966,17,90
00-0038720,Julian Hill,TE,NE,0,17.684145756410977,17.684145756410977,17,91
00-0038573,Derius Davis,WR,LAC,0,17.521564506898287,17.521564506898287,16,202
00-0033246,Johnny Mundt,TE,PHI,0,17.465924178891285,17.465924178891285,17,92
00-0039920,Malachi Corley,WR,CLE,0,17.3989448831234,17.3989448831234,16,203
00-0038090,Skyy Moore,WR,GB,0,17.386179039356204,17.386179039356204,16,204
00-0034959,Andrew Beck,RB,NYJ,0,17.30305926304271,17.30305926304271,17,128
00-0040901,Jaren Kanak,TE,TEN,0,16.998784185110363,16.998784185110363,17,93
00-0040024,Darius Cooper,WR,PHI,0,16.900492585679117,16.900492585679117,16,205
00-0041398,Riley Nowakowski,TE,PIT,0,16.19753799432639,16.19753799432639,17,94
00-0040244,Moliki Matavao,TE,NO,0,16.133600511994164,16.133600511994164,17,95
00-0040534,Ke'Shawn Williams,WR,CIN,0,15.857872296527548,15.857872296527548,17,206
00-0037086,Grant Calcaterra,TE,PHI,0,15.853438153870483,15.853438153870483,17,96
00-0036842,Kene Nwangwu,RB,NYJ,0,15.809140336208854,15.809140336208854,17,129
00-0039796,Rasheen Ali,RB,BAL,0,15.799661978356024,15.799661978356024,16,130
00-0036646,Simi Fehoko,WR,ARI,0,15.778752706611932,15.778752706611932,16,207
00-0041397,Kaden Wetjen,WR,PIT,0,15.755074442545247,15.755074442545247,16,208
00-0041579,Seydou Traore,TE,MIA,0,15.573474152007279,15.573474152007279,17,97
00-0039737,Tip Reiman,TE,ARI,0,15.424473031377051,15.424473031377051,17,98
00-0041087,Joe Royer,TE,CLE,0,15.375456153461897,15.375456153461897,17,99
00-0040955,John Michael Gyllenborg,TE,KC,0,15.338817037211047,15.338817037211047,17,100
00-0039589,Kameron Johnson,WR,TB,0,15.273101251641847,15.273101251641847,16,209
00-0040890,Cyrus Allen,WR,KC,0,15.055672483617982,15.055672483617982,16,210
00-0040938,DJ Rogers,TE,DAL,0,14.965528107118534,14.965528107118534,17,101
00-0041170,Hayden Large,TE,CHI,0,14.893940331778383,14.893940331778383,17,102
00-0041314,Tanner Arkin,TE,NE,0,14.89211628018699,14.89211628018699,17,103
00-0033576,Eric Saubert,TE,SEA,0,14.847006291636221,14.847006291636221,16,104
00-0037755,Jelani Woods,TE,NYJ,0,14.795062761733318,14.795062761733318,17,105
00-0033217,Mo Alie-Cox,TE,IND,0,14.736665523716406,14.736665523716406,17,106
00-0041133,Dallen Bentley,TE,DEN,0,14.718179963537352,14.718179963537352,17,107
00-0038519,Nikko Remigio,WR,KC,0,14.6857499853524,14.6857499853524,16,211
00-0038809,Ben Sims,TE,MIA,0,14.322905061856348,14.322905061856348,17,108
00-0038564,Cameron Latu,TE,NE,0,14.29015435506353,14.29015435506353,17,109
00-0040582,Arian Smith,WR,NYJ,0,14.289609400022385,14.289609400022385,16,212
00-0040621,Montorie Foster Jr,WR,SEA,0,14.28715680150994,14.28715680150994,16,213
00-0039824,Jared Wiley,TE,KC,0,14.149935547070974,14.149935547070974,17,110
00-0040646,Jalen Royals,WR,KC,0,14.121705469234634,14.121705469234634,16,214
00-0041366,Jameson Geers,TE,ARI,0,14.085861653090237,14.085861653090237,17,111
00-0036876,Kylen Granson,TE,TEN,0,14.027752355276595,14.027752355276595,17,112
00-0041180,Quentin Moore,TE,WAS,0,14.021657588227932,14.021657588227932,17,113
00-0038896,Jacob Saylors,RB,DET,0,14.018869005665524,14.018869005665524,16,131
00-0040363,Keleki Latu,TE,BUF,0,13.953908902120292,13.953908902120292,16,114
00-0039814,Erick All,TE,CIN,0,13.64972173003738,13.64972173003738,17,115
00-0040853,Carson Towt,TE,IND,0,13.602708120273508,13.602708120273508,17,116
00-0036556,Brevin Jordan,TE,HOU,0,13.501178143512508,13.501178143512508,17,117
00-0039365,Jacob Cowing,WR,SF,0,13.315920863964173,13.315920863964173,16,215
00-0040506,Myles Price,WR,MIN,0,13.274599940412765,13.274599940412765,16,216
00-0038783,Nate Adkins,TE,DEN,0,13.274529808675528,13.274529808675528,16,118
00-0033757,Robert Tonyan,TE,PIT,0,13.255341748742435,13.255341748742435,17,119
00-0036331,Devin Duvernay,WR,ARI,0,13.246313709471575,13.246313709471575,16,217
00-0039050,Payne Durham,TE,TB,0,13.163279530169474,13.163279530169474,17,120
00-0040215,Gavin Bartholomew,TE,MIN,0,13.07108019018183,13.07108019018183,17,121
00-0040225,Thomas Fidone II,TE,NYG,0,13.034323877373048,13.034323877373048,17,122
00-0036429,Charlie Woerner,TE,ATL,0,12.740029815962984,12.740029815962984,17,123
00-0038589,Josh Whyle,TE,GB,0,12.687583144493342,12.687583144493342,17,124
00-0040240,Caleb Lohner,TE,DEN,0,12.41975441385522,12.41975441385522,17,125
00-0041094,Bauer Sharp,TE,TB,0,12.413793825694894,12.413793825694894,16,126
00-0040208,Tahj Brooks,RB,CIN,0,12.363334800002296,12.363334800002296,16,132
00-0037078,Cole Turner,TE,MIA,0,11.975431187722611,11.975431187722611,17,127
00-0040509,Ben Yurosek,TE,MIN,0,11.711501833958156,11.711501833958156,17,128
00-0040504,Bryson Nesbit,TE,MIN,0,11.676795150558345,11.676795150558345,17,129
00-0040390,Jackson Meeks,TE,DET,0,11.441553029855513,11.441553029855513,17,130
00-0038735,Princeton Fant,TE,DAL,0,11.420787957089058,11.420787957089058,17,131
00-0038145,Thomas Odukoya,TE,KC,0,11.398857462808165,11.398857462808165,17,132
00-0038498,E.J. Jenkins,TE,PHI,0,11.397871619024555,11.397871619024555,17,133
00-0031484,Chris Manhertz,TE,NYG,0,11.350319282920145,11.350319282920145,17,134
00-0037031,Nikola Kalinic,TE,CHI,0,11.287267133151031,11.287267133151031,17,135
00-0040488,Carter Runyon,TE,LV,0,11.267920126153967,11.267920126153967,17,136
00-0039407,Dylan Laube,RB,LV,0,11.126156699191835,11.126156699191835,16,133
00-0037311,Ko Kieft,TE,TB,0,11.116642708948914,11.116642708948914,17,137
00-0041131,Carsen Ryan,TE,CLE,0,10.955193985171395,10.955193985171395,16,138
00-0040058,Nick Kallerup,TE,SEA,0,10.836986876469016,10.836986876469016,17,139
00-0040598,Mark Redman,TE,GB,0,10.559391783163804,10.559391783163804,17,140
00-0039263,McCallan Castles,TE,GB,0,10.45424180666147,10.45424180666147,17,141
00-0039936,Thomas Yassmin,TE,GB,0,10.45424180666147,10.45424180666147,17,142
00-0036825,Feleipe Franks,TE,CAR,0,9.79941749640871,9.79941749640871,16,143
00-0039686,Colson Yankoff,TE,WAS,0,9.620890723443495,9.620890723443495,16,144
00-0037292,Andrew Ogletree,TE,IND,0,9.619960900705552,9.619960900705552,16,145
00-0039648,David Martin-Robinson,TE,TEN,0,5.3245758943304224,5.3245758943304224,17,146
