position,season,week,residual
QB,2022,4,0.04881313032555745
QB,2022,4,8.746496510864048
QB,2022,4,-2.2249198006118824
QB,2022,4,-12.010535237025644
QB,2022,4,-6.272801236660477
QB,2022,4,3.893382900419299
QB,2022,5,-2.383750657493106
QB,2022,5,-0.48971430262427695
QB,2022,5,1.8091288624027886
QB,2022,5,-5.913374520993237
QB,2022,5,-7.75832404574592
QB,2022,5,6.555790852067911
QB,2022,5,-6.888476120723557
QB,2022,5,-4.966300406422281
QB,2022,5,-2.4495468598414494
QB,2022,5,-5.836129670825018
QB,2022,5,1.8129906865273746
QB,2022,5,11.028884441640875
QB,2022,5,5.845806821951694
QB,2022,5,8.83856346840069
QB,2022,5,-10.355660545552198
QB,2022,5,4.823753892622321
QB,2022,5,-2.8294360331720085
QB,2022,5,11.366799263163287
QB,2022,5,5.0309155653999085
QB,2022,5,-6.213395088888614
QB,2022,5,0.32303797950064883
QB,2022,5,6.187477249662461
QB,2022,5,-4.8466316008860915
QB,2022,5,-9.930961074159772
QB,2022,5,6.806390623825568
QB,2022,5,-8.824451832009833
QB,2022,5,-1.2192660910277322
QB,2022,5,-0.3939302513227516
QB,2022,5,10.310316553033783
QB,2022,5,-9.07364094356717
QB,2022,5,-2.7817562130428026
QB,2022,5,-3.2557728011163674
QB,2022,5,-10.671301159018466
QB,2022,5,-0.19576390359647888
QB,2022,5,-5.9872128700972915
QB,2022,5,-0.15162174649501203
QB,2022,6,-4.832938058869143
QB,2022,6,0.10411390109547725
QB,2022,6,11.481956049050776
QB,2022,6,-10.209577775742273
QB,2022,6,-3.0422303454589397
QB,2022,6,0.6076351691347668
QB,2022,6,-3.999573224605257
QB,2022,6,-7.352801236660477
QB,2022,6,1.1185607986589385
QB,2022,6,-2.0897210518594136
QB,2022,6,3.514133819671585
QB,2022,6,12.31247937180379
QB,2022,6,-7.230996024214606
QB,2022,6,3.1845293736887896
QB,2022,6,5.629903230589923
QB,2022,6,-10.662885825555323
QB,2022,6,-3.512513363206315
QB,2022,6,-1.2413943377869074
QB,2022,6,-2.6031368607531746
QB,2022,6,-3.2891919130358076
QB,2022,6,12.422557030251731
QB,2022,6,11.816090942791645
QB,2022,6,-2.565876177373573
QB,2022,6,0.09544835019963749
QB,2022,6,-0.45699929026124364
QB,2022,6,-2.4706059299212875
QB,2022,6,-3.7367198020320984
QB,2022,6,-3.1305441010117088
QB,2022,6,8.602959551637511
QB,2022,6,-7.205524318057003
QB,2022,6,9.429869060417303
QB,2022,6,-10.27162639340932
QB,2022,7,-2.0833754602451773
QB,2022,7,16.10169210481523
QB,2022,7,-2.167716764301236
QB,2022,7,3.5309530912668103
QB,2022,7,-6.19098116645724
QB,2022,7,-7.289726120723557
QB,2022,7,-7.9939640726443795
QB,2022,7,13.356067198110987
QB,2022,7,6.86391477979873
QB,2022,7,-2.521457916451734
QB,2022,7,-1.859280890851391
QB,2022,7,2.860064775366183
QB,2022,7,-10.779686463719363
QB,2022,7,3.776388746720846
QB,2022,7,17.283144776779594
QB,2022,7,8.312640895779936
QB,2022,7,2.1126234377779625
QB,2022,7,-1.1918147059132789
QB,2022,7,-2.6296421206202645
QB,2022,7,-6.872422751911845
QB,2022,7,-12.56844899375118
QB,2022,7,-1.1612765633221027
QB,2022,7,-7.113366282406885
QB,2022,7,12.369306670800265
QB,2022,7,4.079721587123647
QB,2022,7,-9.660117781086381
QB,2022,7,2.6669008540295476
QB,2022,7,-8.981534732517535
QB,2022,7,3.119450990931899
QB,2022,7,2.128665011282047
QB,2022,7,-6.604756040323631
QB,2022,8,-2.0638128616212104
QB,2022,8,5.163645308534981
QB,2022,8,6.028838245215383
QB,2022,8,-8.179250772912802
QB,2022,8,-3.641040769577513
QB,2022,8,-13.00840651943084
QB,2022,8,-13.145765251463727
QB,2022,8,4.500386442902482
QB,2022,8,12.808443752073428
QB,2022,8,10.578244427880481
QB,2022,8,3.0512876181134665
QB,2022,8,-4.832801236660478
QB,2022,8,2.014893673770107
QB,2022,8,-10.95306481824461
QB,2022,8,-8.188990515785704
QB,2022,8,8.368503560969948
QB,2022,8,-1.8029910486202425
QB,2022,8,8.062234074763726
QB,2022,8,6.345102619512652
QB,2022,8,5.249346409212123
QB,2022,8,-0.5708252119575477
QB,2022,8,-7.921152120783754
QB,2022,8,6.952389843104067
QB,2022,8,3.266263736280589
QB,2022,8,12.817487631861772
QB,2022,8,-4.229798660497023
QB,2022,8,2.6696198856154734
QB,2022,8,10.036878898964277
QB,2022,8,-0.06254514697806002
QB,2022,8,-10.017217078553507
QB,2022,8,-7.5128012366604775
QB,2022,8,18.38661525958974
QB,2022,8,4.1158643127620635
QB,2022,9,-2.7405002629972444
QB,2022,9,-2.7794014877452646
QB,2022,9,3.016506657155748
QB,2022,9,-6.932801236660477
QB,2022,9,0.5127536810462399
QB,2022,9,5.639019877590055
QB,2022,9,6.722553776656351
QB,2022,9,0.9730849076203789
QB,2022,9,-0.5052383000537066
QB,2022,9,-7.7267744132688065
QB,2022,9,-0.4050104052601995
QB,2022,9,22.26936622615996
QB,2022,9,-4.4706172988887385
QB,2022,9,-3.7228875126856416
QB,2022,9,1.0173473596455658
QB,2022,9,-0.25638442966390684
QB,2022,9,-2.0338264301639164
QB,2022,9,-1.3059898324268149
QB,2022,9,-9.726443750469773
QB,2022,9,-4.967846350065253
QB,2022,9,-6.392734697802198
QB,2022,9,-9.04370640707672
QB,2022,9,10.168174104168578
QB,2022,9,-1.1006569786609761
QB,2022,9,0.6724819438990082
QB,2022,9,-0.727305561438591
QB,2022,9,2.4311148519610875
QB,2022,9,10.113315507897433
QB,2022,9,0.5202346658477524
QB,2022,10,5.029499737002759
QB,2022,10,-7.47119828402551
QB,2022,10,-3.8743794087331906
QB,2022,10,-7.712801236660478
QB,2022,10,7.875027718964537
QB,2022,10,-0.49835943692485074
QB,2022,10,1.4391812560634207
QB,2022,10,1.9165481316699893
QB,2022,10,5.525196274610952
QB,2022,10,5.092553776656349
QB,2022,10,4.204322728780678
QB,2022,10,1.270425387360273
QB,2022,10,2.450735781779123
QB,2022,10,-0.15972639918062903
QB,2022,10,3.0671987633395217
QB,2022,10,-1.5172802947346824
QB,2022,10,12.849366226159965
QB,2022,10,-3.2913580355554473
QB,2022,10,8.484582608672792
QB,2022,10,-3.533009100135015
QB,2022,10,-8.634577544069876
QB,2022,10,4.603556249530229
QB,2022,10,7.670926492394591
QB,2022,10,-0.25177544601521173
QB,2022,10,5.789126621213512
QB,2022,10,-0.5916275189619444
QB,2022,10,6.389020650870037
QB,2022,10,-6.588440400907049
QB,2022,10,-5.724415011166262
QB,2022,10,-0.27730556143859175
QB,2022,10,6.241114851961083
QB,2022,10,4.289390756205126
QB,2022,11,1.349499737002752
QB,2022,11,11.143879919694239
QB,2022,11,-6.307362164695266
QB,2022,11,-5.98238828716856
QB,2022,11,2.6688436608355466
QB,2022,11,0.5367438703116125
QB,2022,11,-6.2381602844955975
QB,2022,11,-0.1636821190650899
QB,2022,11,7.109181256063422
QB,2022,11,-2.253451868330009
QB,2022,11,6.790196274610951
QB,2022,11,14.124322728780676
QB,2022,11,4.445425387360274
QB,2022,11,-8.219264218220879
QB,2022,11,9.185653527868638
QB,2022,11,3.173225586731199
QB,2022,11,-8.847280294734688
QB,2022,11,-7.915633773840035
QB,2022,11,2.9636419644445553
QB,2022,11,3.628406265965829
QB,2022,11,-14.558009100135013
QB,2022,11,-2.1713844296639095
QB,2022,11,-0.010577648370283299
QB,2022,11,3.183556249530227
QB,2022,11,-10.359780732803936
QB,2022,11,0.5092935635889067
QB,2022,11,-3.5134158198832415
QB,2022,11,-0.7708733787864865
QB,2022,11,-4.71845637742687
QB,2022,11,5.427534082826455
QB,2022,11,-4.913186966231531
QB,2022,11,-4.94951724932492
QB,2022,11,-7.401644981066557
QB,2022,12,-9.19550026299724
QB,2022,12,-2.233541876586008
QB,2022,12,4.392691730404283
QB,2022,12,-6.993379801205327
QB,2022,12,-1.975818743936582
QB,2022,12,2.7251962746109477
QB,2022,12,3.687553776656351
QB,2022,12,-4.570677271219322
QB,2022,12,8.615425387360276
QB,2022,12,5.790735781779125
QB,2022,12,-4.7293464721313665
QB,2022,12,-2.3917744132688057
QB,2022,12,1.694925978290354
QB,2022,12,9.752719705265314
QB,2022,12,12.628641964444554
QB,2022,12,-1.5746450767411346
QB,2022,12,8.421990899864985
QB,2022,12,2.087198763339523
QB,2022,12,4.2273473596455595
QB,2022,12,6.238615570336091
QB,2022,12,11.69767113342335
QB,2022,12,0.47355624953022435
QB,2022,12,-2.184780732803933
QB,2022,12,15.364518841179864
QB,2022,12,-9.96587337878649
QB,2022,12,-4.133456377426869
QB,2022,12,-2.562702485217123
QB,2022,12,3.8090620664322454
QB,2022,12,-5.85196170080239
QB,2022,12,0.6436660787031965
QB,2022,12,0.662694438561406
QB,2022,12,11.656114851961085
QB,2022,12,2.9515238792764436
QB,2022,12,-6.094533995487179
QB,2022,13,-3.9805002629972464
QB,2022,13,0.9264581234139921
QB,2022,13,8.70745459212012
QB,2022,13,-3.9053352000269808
QB,2022,13,-7.89857906972289
QB,2022,13,-3.038077483345564
QB,2022,13,1.2341812560634189
QB,2022,13,-2.6848037253890524
QB,2022,13,-5.925353810835231
QB,2022,13,-12.293349759139003
QB,2022,13,6.7875537766563525
QB,2022,13,11.245425387360278
QB,2022,13,8.235735781779125
QB,2022,13,-14.664346472131369
QB,2022,13,9.018225586731194
QB,2022,13,-1.9803511207235571
QB,2022,13,-2.527280294734684
QB,2022,13,-10.420633773840034
QB,2022,13,-2.196358035555445
QB,2022,13,-1.4501964194480976
QB,2022,13,-2.983009100135016
QB,2022,13,0.2315238792764429
QB,2022,13,-18.29138442966391
QB,2022,13,-1.6903300847830192
QB,2022,13,-5.894415255712936
QB,2022,13,-4.581443750469774
QB,2022,13,-3.7847807328039345
QB,2022,13,6.584095199819252
QB,2022,13,-7.812801236660477
QB,2022,13,-4.610873378786486
QB,2022,13,-4.12845637742687
QB,2022,13,-3.7277024852171223
QB,2022,13,-7.66985800069773
QB,2022,13,9.443019123637928
QB,2022,13,-0.47230556143859204
QB,2022,13,-3.9538851480389177
QB,2022,13,-2.9495339954871795
QB,2022,13,7.654719512905397
QB,2022,14,-7.572801236660478
QB,2022,14,3.8568940134537186
QB,2022,14,-2.0600737610394537
QB,2022,14,14.996047471408803
QB,2022,14,3.337210021658687
QB,2022,14,-5.307775165485797
QB,2022,14,1.2891812560634186
QB,2022,14,-7.033451868330009
QB,2022,14,-15.624803725389052
QB,2022,14,5.630148108930571
QB,2022,14,-11.565309266814277
QB,2022,14,1.322553776656349
QB,2022,14,-15.365677271219324
QB,2022,14,4.075425387360273
QB,2022,14,11.045735781779124
QB,2022,14,1.7065377870308476
QB,2022,14,-7.186774413268804
QB,2022,14,-12.146779461446101
QB,2022,14,-0.19728029473468922
QB,2022,14,-7.0128012366604775
QB,2022,14,-2.3313580355554464
QB,2022,14,-11.685196419448097
QB,2022,14,11.111990899864983
QB,2022,14,-22.37265264035444
QB,2022,14,-7.5953300847830185
QB,2022,14,-0.9082034415413602
QB,2022,14,-0.8116189023303093
QB,2022,14,-1.8208733787864873
QB,2022,14,12.936543622573131
QB,2022,14,4.58229751478288
QB,2022,14,-1.608037502295776
QB,2022,14,-7.977305561438593
QB,2022,14,13.691114851961085
QB,2022,14,-4.07953399548718
QB,2022,14,-2.0229104414294854
QB,2022,14,4.7552738792764435
QB,2022,15,-4.880500262997245
QB,2022,15,0.256458123413994
QB,2022,15,-5.231349808397296
QB,2022,15,5.142024386654283
QB,2022,15,6.739640350697481
QB,2022,15,-5.97607382699424
QB,2022,15,3.4375271523739634
QB,2022,15,-6.85081874393658
QB,2022,15,10.396548131669993
QB,2022,15,5.460196274610945
QB,2022,15,1.4544000286963765
QB,2022,15,-1.4001311041462046
QB,2022,15,-3.7574462233436527
QB,2022,15,-10.945677271219322
QB,2022,15,7.350425387360275
QB,2022,15,-5.8742642182208815
QB,2022,15,-6.309288688395787
QB,2022,15,3.5882255867311947
QB,2022,15,15.082719705265312
QB,2022,15,-0.23563377384003914
QB,2022,15,-13.161358035555448
QB,2022,15,13.311990899864995
QB,2022,15,-6.705330084783018
QB,2022,15,-5.050502967355994
QB,2022,15,-0.7347807328039337
QB,2022,15,5.490063845139746
QB,2022,15,-7.712801236660478
QB,2022,15,13.059126621213508
QB,2022,15,-4.662702485217125
QB,2022,15,-0.09076207102380174
QB,2022,15,4.71237216857266
QB,2022,15,3.9576944385614077
QB,2022,15,-4.812239602843031
QB,2022,15,5.976114851961082
QB,2022,15,4.080466004512816
QB,2022,15,-3.5005403957643653
QB,2022,15,6.857100372019131
QB,2022,16,-0.36550026299724436
QB,2022,16,-10.288541876586006
QB,2022,16,7.543650191602708
QB,2022,16,-5.23587746565198
QB,2022,16,2.769483229986161
QB,2022,16,-4.716487130458245
QB,2022,16,-7.61818726940673
QB,2022,16,-4.039946403552461
QB,2022,16,1.2871987633395223
QB,2022,16,9.827527152373968
QB,2022,16,5.164181256063422
QB,2022,16,-2.1684518683300045
QB,2022,16,-7.0298037253890495
QB,2022,16,0.48552694846217825
QB,2022,16,0.5711311868675022
QB,2022,16,14.553356225510448
QB,2022,16,-5.37744622334365
QB,2022,16,8.62573578177912
QB,2022,16,-4.2994901638224245
QB,2022,16,0.5882255867311947
QB,2022,16,-1.7822802947346865
QB,2022,16,-10.005633773840039
QB,2022,16,-9.371358035555446
QB,2022,16,2.974803580551903
QB,2022,16,2.436990899864984
QB,2022,16,7.264669915216981
QB,2022,16,5.348409321000945
QB,2022,16,-7.9897261207235575
QB,2022,16,-7.952801236660478
QB,2022,16,0.4941266212135176
QB,2022,16,-8.108456377426865
QB,2022,16,8.595263360248175
QB,2022,16,-2.773274786492612
QB,2022,16,-5.917305561438592
QB,2022,16,3.1987880436388565
QB,2022,16,-3.053885148038912
QB,2022,16,-4.104533995487181
QB,2022,16,4.951829649900752
QB,2022,16,-11.221654274895176
QB,2022,17,1.9194997370027558
QB,2022,17,-3.6985418765860087
QB,2022,17,-6.866349808397297
QB,2022,17,2.584326109274837
QB,2022,17,-7.28717046909057
QB,2022,17,-6.497190031362649
QB,2022,17,-5.909726120723557
QB,2022,17,-4.567472847626036
QB,2022,17,20.16918125606342
QB,2022,17,5.867198763339522
QB,2022,17,-0.7484518683300081
QB,2022,17,9.72165386822798
QB,2022,17,-1.3301065221187915
QB,2022,17,1.1013967178351702
QB,2022,17,2.737553776656352
QB,2022,17,-4.155677271219323
QB,2022,17,1.8007357817791174
QB,2022,17,18.740273879276444
QB,2022,17,-5.7171916392490605
QB,2022,17,-6.607902019204687
QB,2022,17,4.767198763339523
QB,2022,17,1.524366226159966
QB,2022,17,2.4586419644445527
QB,2022,17,1.109803580551901
QB,2022,17,-14.908009100135017
QB,2022,17,4.7746699152169825
QB,2022,17,-6.148627082901973
QB,2022,17,-7.280351120723557
QB,2022,17,-4.9272261207235575
QB,2022,17,0.9921530580357141
QB,2022,17,0.7691266212135197
QB,2022,17,9.766543622573128
QB,2022,17,11.620663791520155
QB,2022,17,0.5590661570625723
QB,2022,17,2.4559956994069303
QB,2022,17,-2.010904737706513
QB,2022,17,21.87269443856141
QB,2022,17,-19.808885148038915
QB,2022,17,1.541699695565871
QB,2022,18,-4.160500262997246
QB,2022,18,3.1564581234139926
QB,2022,18,0.4371488792764433
QB,2022,18,-5.436349808397296
QB,2022,18,-2.5528012366604775
QB,2022,18,5.53041898856352
QB,2022,18,-6.438526004786638
QB,2022,18,1.032098995213362
QB,2022,18,-4.209715223532255
QB,2022,18,-12.907472847626037
QB,2022,18,-1.2628511207235578
QB,2022,18,8.846548131669994
QB,2022,18,13.107198763339522
QB,2022,18,4.380905787993786
QB,2022,18,9.003030768894915
QB,2022,18,0.09755377665634946
QB,2022,18,-20.109574612639726
QB,2022,18,-10.21426421822088
QB,2022,18,6.785848995213362
QB,2022,18,-3.611143114675697
QB,2022,18,-7.676774413268804
QB,2022,18,-5.348938662127043
QB,2022,18,-4.017280294734686
QB,2022,18,4.200273879276441
QB,2022,18,5.298641964444553
QB,2022,18,4.679803580551903
QB,2022,18,-8.033009100135018
QB,2022,18,-6.792801236660478
QB,2022,18,2.4946699152169796
QB,2022,18,3.0870989952133616
QB,2022,18,-1.8485280640453308
QB,2022,18,-10.580873378786485
QB,2022,18,3.32654362257313
QB,2022,18,-15.503935777207866
QB,2022,18,7.3506642927861225
QB,2022,18,10.547198763339523
QB,2022,18,1.9318493995115888
QB,2022,18,-10.592801236660478
QB,2022,18,-15.33730556143859
QB,2022,18,-4.660184309879256
QB,2022,18,-4.873885148038916
RB,2022,1,7.94352795685165
RB,2022,1,-3.364608851075392
RB,2022,1,-2.724662715743549
RB,2022,1,-10.111482503066753
RB,2022,1,-4.096873927734972
RB,2022,1,3.746913142324324
RB,2022,1,-5.018636456569908
RB,2022,1,0.37062120878290683
RB,2022,1,-3.6185728667406423
RB,2022,1,0.6349608245753462
RB,2022,1,3.4296919191408524
RB,2022,1,-1.455860678804731
RB,2022,1,-7.503204609210004
RB,2022,1,0.6237324655883789
RB,2022,1,-2.121485808748
RB,2022,1,-5.780247238982974
RB,2022,1,10.427639861272688
RB,2022,1,12.097015072017255
RB,2022,1,12.466911148352713
RB,2022,1,-6.67650359041178
RB,2022,1,-3.354028997590813
RB,2022,1,0.009441430336558199
RB,2022,1,-6.265572476550263
RB,2022,1,-3.5354905463515904
RB,2022,1,0.12543789778426095
RB,2022,1,-6.28200016105445
RB,2022,1,-4.83797708557206
RB,2022,1,-2.6184947807461
RB,2022,1,-7.228952675509621
RB,2022,1,-1.8364876562603385
RB,2022,1,14.681254658497945
RB,2022,1,-7.873119118431593
RB,2022,1,2.9552894159108787
RB,2022,1,-5.884597912937048
RB,2022,1,-1.431992443379808
RB,2022,1,9.701821240984048
RB,2022,1,-2.4958390674440247
RB,2022,1,-0.6169595337878576
RB,2022,1,8.594854138037162
RB,2022,1,1.9164872281616088
RB,2022,1,-6.697643613640876
RB,2022,1,6.541114477736691
RB,2022,1,5.696457692220934
RB,2022,1,-2.373988102726213
RB,2022,1,-2.106993909090596
RB,2022,1,2.256325881494589
RB,2022,1,-4.3530680711755885
RB,2022,1,4.138078467276646
RB,2022,1,8.330473011279327
RB,2022,1,-2.424511481547995
RB,2022,1,-4.281618327934582
RB,2022,1,-3.8225595330709727
RB,2022,1,-7.221403690577404
RB,2022,1,1.4918707559385447
RB,2022,1,-0.4880402111236939
RB,2022,1,11.090672201475044
RB,2022,1,-2.322898044383126
RB,2022,1,0.6763293607437078
RB,2022,1,-1.1706241152900558
RB,2022,1,5.979187823623921
RB,2022,1,2.6558866711789086
RB,2022,1,-4.489083653410404
RB,2022,1,-4.5658254983404865
RB,2022,1,-2.786336933936113
RB,2022,1,4.15782092180647
RB,2022,1,-1.5815159112519261
RB,2022,1,-5.704117407093557
RB,2022,1,9.140372583255045
RB,2022,1,-6.68654467189995
RB,2022,1,0.4868171142377342
RB,2022,1,1.5283755806893993
RB,2022,1,-0.14695953378785753
RB,2022,1,-2.4613317816282585
RB,2022,1,-1.5940218483933126
RB,2022,1,-0.4483650603785554
RB,2022,1,2.684424002714831
RB,2022,1,-5.213324035288703
RB,2022,1,-3.7354905463515906
RB,2022,1,0.4196742898081238
RB,2022,1,20.975627186377295
RB,2022,1,-6.549781933786595
RB,2022,1,-1.3387736801805286
RB,2022,1,-5.2987698245826715
RB,2022,1,-1.8305594999378165
RB,2022,1,-6.591800993366528
RB,2022,1,-3.7354905463515906
RB,2022,1,-2.4597531710353975
RB,2022,1,-2.8273714919454314
RB,2022,1,-0.7984811192048964
RB,2022,1,5.28230746887686
RB,2022,2,-3.201177789103193
RB,2022,2,18.35082322871293
RB,2022,2,-3.1692255861425918
RB,2022,2,-0.9127919970098182
RB,2022,2,-2.0043599647685824
RB,2022,2,0.15186071123352107
RB,2022,2,-0.5641245295404906
RB,2022,2,-3.8245667527285923
RB,2022,2,2.0806262598332133
RB,2022,2,-2.4372217245808763
RB,2022,2,0.4002208229034334
RB,2022,2,-3.3347424530605307
RB,2022,2,-0.8225965141778744
RB,2022,2,-5.53834906032832
RB,2022,2,2.350048624278376
RB,2022,2,-6.037080090984364
RB,2022,2,-2.217247899348634
RB,2022,2,1.9981382281946445
RB,2022,2,-5.650581378810675
RB,2022,2,-9.739588779066672
RB,2022,2,3.8085562962425064
RB,2022,2,3.2218249431263235
RB,2022,2,-2.259684679560697
RB,2022,2,6.088034331697016
RB,2022,2,1.013678094866986
RB,2022,2,2.4069373540444037
RB,2022,2,-6.3844167337996796
RB,2022,2,-1.9730108950511531
RB,2022,2,-3.7149411737078237
RB,2022,2,-6.251238362180596
RB,2022,2,-5.7643169384859325
RB,2022,2,0.7497904662121424
RB,2022,2,1.678231033169232
RB,2022,2,-5.3329168585992
RB,2022,2,0.10225684818704894
RB,2022,2,-5.272224179055849
RB,2022,2,-0.5188076442500655
RB,2022,2,-2.8077245003582063
RB,2022,2,1.2381458451288534
RB,2022,2,-1.2109134374038213
RB,2022,2,-6.163183449478542
RB,2022,2,-0.9697395248620433
RB,2022,2,1.327884995448878
RB,2022,2,-2.137585216424778
RB,2022,2,-0.8514267180956305
RB,2022,2,5.390536769886649
RB,2022,2,4.24479533010447
RB,2022,2,-3.944967939502877
RB,2022,2,-4.449866389030539
RB,2022,2,-11.15050883352811
RB,2022,2,-3.464194576845569
RB,2022,2,-5.744397094585771
RB,2022,2,-0.1479921274306939
RB,2022,2,-0.9422864413308476
RB,2022,2,-6.234329011122061
RB,2022,2,-2.5490783174132403
RB,2022,2,-2.1051263527222077
RB,2022,2,-9.145927607165673
RB,2022,2,-7.287076516826014
RB,2022,2,-5.360878104481613
RB,2022,2,-0.7813610348408222
RB,2022,2,-3.8931027042441126
RB,2022,2,0.23176793909682125
RB,2022,2,-6.937779357871066
RB,2022,2,-4.925117846379603
RB,2022,2,-2.2319747896128854
RB,2022,2,-5.869356400178535
RB,2022,2,0.8834626535748846
RB,2022,2,-4.25968110890933
RB,2022,2,16.44117800977795
RB,2022,2,-1.3149096300002325
RB,2022,2,-0.8331820774952461
RB,2022,2,-4.154681384237933
RB,2022,2,-5.23058192710061
RB,2022,2,4.2554176998935604
RB,2022,2,-6.606330835968066
RB,2022,2,7.234529529838248
RB,2022,2,-5.167240747539685
RB,2022,2,-2.824574906980387
RB,2022,2,-3.385288307631129
RB,2022,2,-3.319670174861388
RB,2022,2,-1.0908378623455715
RB,2022,2,-4.735739877494101
RB,2022,2,-1.213263647663604
RB,2022,2,-0.7354905463515906
RB,2022,2,9.797989846471955
RB,2022,2,-2.3589445468186447
RB,2022,2,0.026180349761584232
RB,2022,2,-2.229151311250829
RB,2022,2,-6.869030675110792
RB,2022,2,-2.8310827250529718
RB,2022,2,-5.082613955043589
RB,2022,2,-5.623623514279436
RB,2022,2,-5.47191938215254
RB,2022,2,3.587091143669655
RB,2022,3,-5.370883535058034
RB,2022,3,-7.639994691498757
RB,2022,3,5.151836543458367
RB,2022,3,-6.963531018404247
RB,2022,3,-3.591210066284665
RB,2022,3,-2.4493830718614866
RB,2022,3,-4.4182671209630495
