game_id,play_id,defense
2016_01_CAR_DEN,36,DEN
2016_01_CAR_DEN,51,CAR
2016_01_CAR_DEN,75,CAR
2016_01_CAR_DEN,97,CAR
2016_01_CAR_DEN,119,CAR
2016_01_CAR_DEN,143,CAR
2016_01_CAR_DEN,167,CAR
2016_01_CAR_DEN,188,CAR
2016_01_CAR_DEN,209,CAR
2016_01_CAR_DEN,242,DEN
2016_01_CAR_DEN,263,DEN
2016_01_CAR_DEN,284,DEN
2016_01_CAR_DEN,305,DEN
2016_01_CAR_DEN,344,DEN
2016_01_CAR_DEN,368,DEN
2016_01_CAR_DEN,389,DEN
2016_01_CAR_DEN,427,DEN
2016_01_CAR_DEN,460,DEN
2016_01_CAR_DEN,476,DEN
2016_01_CAR_DEN,499,CAR
2016_01_CAR_DEN,523,CAR
2016_01_CAR_DEN,544,CAR
2016_01_CAR_DEN,568,CAR
2016_01_CAR_DEN,589,CAR
2016_01_CAR_DEN,613,CAR
2016_01_CAR_DEN,634,CAR
2016_01_CAR_DEN,656,CAR
2016_01_CAR_DEN,685,CAR
2016_01_CAR_DEN,706,CAR
2016_01_CAR_DEN,725,CAR
2016_01_CAR_DEN,752,DEN
2016_01_CAR_DEN,775,DEN
2016_01_CAR_DEN,796,DEN
2016_01_CAR_DEN,840,DEN
2016_01_CAR_DEN,858,CAR
2016_01_CAR_DEN,882,CAR
2016_01_CAR_DEN,903,CAR
2016_01_CAR_DEN,924,CAR
2016_01_CAR_DEN,945,CAR
2016_01_CAR_DEN,963,CAR
2016_01_CAR_DEN,980,CAR
2016_01_CAR_DEN,1018,DEN
2016_01_CAR_DEN,1039,DEN
2016_01_CAR_DEN,1078,DEN
2016_01_CAR_DEN,1119,DEN
2016_01_CAR_DEN,1140,DEN
2016_01_CAR_DEN,1161,DEN
2016_01_CAR_DEN,1183,DEN
2016_01_CAR_DEN,1208,DEN
2016_01_CAR_DEN,1233,DEN
2016_01_CAR_DEN,1254,DEN
2016_01_CAR_DEN,1293,DEN
2016_01_CAR_DEN,1317,DEN
2016_01_CAR_DEN,1338,DEN
2016_01_CAR_DEN,1360,DEN
2016_01_CAR_DEN,1384,DEN
2016_01_CAR_DEN,1405,DEN
2016_01_CAR_DEN,1429,DEN
2016_01_CAR_DEN,1453,DEN
2016_01_CAR_DEN,1476,DEN
2016_01_CAR_DEN,1494,DEN
2016_01_CAR_DEN,1510,DEN
2016_01_CAR_DEN,1525,CAR
2016_01_CAR_DEN,1546,CAR
2016_01_CAR_DEN,1584,CAR
2016_01_CAR_DEN,1607,CAR
2016_01_CAR_DEN,1644,DEN
2016_01_CAR_DEN,1665,DEN
2016_01_CAR_DEN,1686,DEN
2016_01_CAR_DEN,1710,DEN
2016_01_CAR_DEN,1759,DEN
2016_01_CAR_DEN,1780,DEN
2016_01_CAR_DEN,1802,DEN
2016_01_CAR_DEN,1826,DEN
2016_01_CAR_DEN,1857,DEN
2016_01_CAR_DEN,1873,CAR
2016_01_CAR_DEN,1910,CAR
2016_01_CAR_DEN,1929,DEN
2016_01_CAR_DEN,1950,DEN
2016_01_CAR_DEN,1971,DEN
2016_01_CAR_DEN,1992,DEN
2016_01_CAR_DEN,2014,DEN
2016_01_CAR_DEN,2035,DEN
2016_01_CAR_DEN,2053,CAR
2016_01_CAR_DEN,2077,CAR
2016_01_CAR_DEN,2098,CAR
2016_01_CAR_DEN,2131,CAR
2016_01_CAR_DEN,2152,CAR
2016_01_CAR_DEN,2179,DEN
2016_01_CAR_DEN,2200,DEN
2016_01_CAR_DEN,2222,DEN
2016_01_CAR_DEN,2241,DEN
2016_01_CAR_DEN,2278,CAR
2016_01_CAR_DEN,2299,CAR
2016_01_CAR_DEN,2323,CAR
2016_01_CAR_DEN,2347,CAR
2016_01_CAR_DEN,2373,DEN
2016_01_CAR_DEN,2395,DEN
2016_01_CAR_DEN,2417,DEN
2016_01_CAR_DEN,2452,DEN
2016_01_CAR_DEN,2487,DEN
2016_01_CAR_DEN,2512,DEN
2016_01_CAR_DEN,2543,CAR
2016_01_CAR_DEN,2567,CAR
2016_01_CAR_DEN,2588,CAR
2016_01_CAR_DEN,2612,CAR
2016_01_CAR_DEN,2636,CAR
2016_01_CAR_DEN,2657,CAR
2016_01_CAR_DEN,2681,CAR
2016_01_CAR_DEN,2732,CAR
2016_01_CAR_DEN,2753,CAR
2016_01_CAR_DEN,2769,CAR
2016_01_CAR_DEN,2784,DEN
2016_01_CAR_DEN,2805,DEN
2016_01_CAR_DEN,2864,CAR
2016_01_CAR_DEN,2885,CAR
2016_01_CAR_DEN,2907,CAR
2016_01_CAR_DEN,2928,CAR
2016_01_CAR_DEN,2949,CAR
2016_01_CAR_DEN,2971,CAR
2016_01_CAR_DEN,3053,CAR
2016_01_CAR_DEN,3074,CAR
2016_01_CAR_DEN,3096,CAR
2016_01_CAR_DEN,3134,CAR
2016_01_CAR_DEN,3152,CAR
2016_01_CAR_DEN,3168,CAR
2016_01_CAR_DEN,3183,DEN
2016_01_CAR_DEN,3204,DEN
2016_01_CAR_DEN,3225,DEN
2016_01_CAR_DEN,3260,DEN
2016_01_CAR_DEN,3281,DEN
2016_01_CAR_DEN,3335,DEN
2016_01_CAR_DEN,3359,DEN
2016_01_CAR_DEN,3381,DEN
2016_01_CAR_DEN,3402,DEN
2016_01_CAR_DEN,3425,DEN
2016_01_CAR_DEN,3445,DEN
2016_01_CAR_DEN,3460,CAR
2016_01_CAR_DEN,3482,CAR
2016_01_CAR_DEN,3503,CAR
2016_01_CAR_DEN,3543,CAR
2016_01_CAR_DEN,3574,DEN
2016_01_CAR_DEN,3597,DEN
2016_01_CAR_DEN,3616,DEN
2016_01_CAR_DEN,3637,DEN
2016_01_CAR_DEN,3673,DEN
2016_01_CAR_DEN,3706,DEN
2016_01_CAR_DEN,3727,DEN
2016_01_CAR_DEN,3766,DEN
2016_01_CAR_DEN,3790,DEN
2016_01_CAR_DEN,3812,DEN
2016_01_CAR_DEN,3845,DEN
2016_01_CAR_DEN,3867,DEN
2016_01_CAR_DEN,3913,DEN
2016_01_CAR_DEN,3935,DEN
2016_01_CAR_DEN,4026,DEN
2016_01_CAR_DEN,4047,CAR
2016_01_TB_ATL,36,ATL
2016_01_TB_ATL,58,TB
2016_01_TB_ATL,79,TB
2016_01_TB_ATL,100,TB
2016_01_TB_ATL,124,TB
2016_01_TB_ATL,147,ATL
2016_01_TB_ATL,168,ATL
2016_01_TB_ATL,192,ATL
2016_01_TB_ATL,225,ATL
2016_01_TB_ATL,246,ATL
2016_01_TB_ATL,267,ATL
