game_id,play_id,defense
2018_01_ATL_PHI,37,ATL
2018_01_ATL_PHI,52,PHI
2018_01_ATL_PHI,75,PHI
2018_01_ATL_PHI,104,PHI
2018_01_ATL_PHI,125,PHI
2018_01_ATL_PHI,146,PHI
2018_01_ATL_PHI,168,PHI
2018_01_ATL_PHI,190,PHI
2018_01_ATL_PHI,214,PHI
2018_01_ATL_PHI,235,PHI
2018_01_ATL_PHI,256,PHI
2018_01_ATL_PHI,278,PHI
2018_01_ATL_PHI,299,ATL
2018_01_ATL_PHI,320,ATL
2018_01_ATL_PHI,344,ATL
2018_01_ATL_PHI,366,ATL
2018_01_ATL_PHI,402,PHI
2018_01_ATL_PHI,424,PHI
2018_01_ATL_PHI,445,PHI
2018_01_ATL_PHI,466,PHI
2018_01_ATL_PHI,492,PHI
2018_01_ATL_PHI,521,PHI
2018_01_ATL_PHI,545,PHI
2018_01_ATL_PHI,606,PHI
2018_01_ATL_PHI,636,PHI
2018_01_ATL_PHI,658,PHI
2018_01_ATL_PHI,677,PHI
2018_01_ATL_PHI,699,ATL
2018_01_ATL_PHI,720,ATL
2018_01_ATL_PHI,752,ATL
2018_01_ATL_PHI,776,ATL
2018_01_ATL_PHI,795,ATL
2018_01_ATL_PHI,816,ATL
2018_01_ATL_PHI,839,ATL
2018_01_ATL_PHI,872,ATL
2018_01_ATL_PHI,889,PHI
2018_01_ATL_PHI,911,PHI
2018_01_ATL_PHI,949,PHI
2018_01_ATL_PHI,973,PHI
2018_01_ATL_PHI,992,ATL
2018_01_ATL_PHI,1016,ATL
2018_01_ATL_PHI,1037,ATL
2018_01_ATL_PHI,1061,ATL
2018_01_ATL_PHI,1085,ATL
2018_01_ATL_PHI,1114,ATL
2018_01_ATL_PHI,1135,ATL
2018_01_ATL_PHI,1160,ATL
2018_01_ATL_PHI,1181,ATL
2018_01_ATL_PHI,1202,ATL
2018_01_ATL_PHI,1226,ATL
2018_01_ATL_PHI,1259,ATL
2018_01_ATL_PHI,1295,ATL
2018_01_ATL_PHI,1323,ATL
2018_01_ATL_PHI,1344,ATL
2018_01_ATL_PHI,1368,ATL
2018_01_ATL_PHI,1387,ATL
2018_01_ATL_PHI,1402,PHI
2018_01_ATL_PHI,1423,PHI
2018_01_ATL_PHI,1452,PHI
2018_01_ATL_PHI,1473,PHI
2018_01_ATL_PHI,1508,PHI
2018_01_ATL_PHI,1546,PHI
2018_01_ATL_PHI,1568,PHI
2018_01_ATL_PHI,1587,PHI
2018_01_ATL_PHI,1606,PHI
2018_01_ATL_PHI,1628,ATL
2018_01_ATL_PHI,1680,ATL
2018_01_ATL_PHI,1715,ATL
2018_01_ATL_PHI,1750,ATL
2018_01_ATL_PHI,1779,ATL
2018_01_ATL_PHI,1801,ATL
2018_01_ATL_PHI,1823,ATL
2018_01_ATL_PHI,1850,ATL
2018_01_ATL_PHI,1869,PHI
2018_01_ATL_PHI,1894,PHI
2018_01_ATL_PHI,1916,PHI
2018_01_ATL_PHI,1940,PHI
2018_01_ATL_PHI,1962,PHI
2018_01_ATL_PHI,1989,PHI
2018_01_ATL_PHI,2032,ATL
2018_01_ATL_PHI,2055,ATL
2018_01_ATL_PHI,2094,ATL
2018_01_ATL_PHI,2116,ATL
2018_01_ATL_PHI,2157,ATL
2018_01_ATL_PHI,2187,ATL
2018_01_ATL_PHI,2225,PHI
2018_01_ATL_PHI,2260,ATL
2018_01_ATL_PHI,2284,ATL
2018_01_ATL_PHI,2305,ATL
2018_01_ATL_PHI,2327,ATL
2018_01_ATL_PHI,2360,ATL
2018_01_ATL_PHI,2382,ATL
2018_01_ATL_PHI,2406,ATL
2018_01_ATL_PHI,2429,PHI
2018_01_ATL_PHI,2450,PHI
2018_01_ATL_PHI,2474,PHI
2018_01_ATL_PHI,2503,PHI
2018_01_ATL_PHI,2575,PHI
2018_01_ATL_PHI,2599,PHI
2018_01_ATL_PHI,2624,ATL
2018_01_ATL_PHI,2648,ATL
2018_01_ATL_PHI,2672,ATL
2018_01_ATL_PHI,2693,ATL
2018_01_ATL_PHI,2715,ATL
2018_01_ATL_PHI,2736,ATL
2018_01_ATL_PHI,2764,ATL
2018_01_ATL_PHI,2790,ATL
2018_01_ATL_PHI,2811,ATL
2018_01_ATL_PHI,2835,ATL
2018_01_ATL_PHI,2862,ATL
2018_01_ATL_PHI,2883,ATL
2018_01_ATL_PHI,2899,ATL
2018_01_ATL_PHI,2914,PHI
2018_01_ATL_PHI,2948,PHI
2018_01_ATL_PHI,2980,PHI
2018_01_ATL_PHI,3004,PHI
2018_01_ATL_PHI,3026,PHI
2018_01_ATL_PHI,3045,ATL
2018_01_ATL_PHI,3066,ATL
2018_01_ATL_PHI,3095,ATL
2018_01_ATL_PHI,3124,ATL
2018_01_ATL_PHI,3160,PHI
2018_01_ATL_PHI,3181,PHI
2018_01_ATL_PHI,3203,PHI
2018_01_ATL_PHI,3225,PHI
2018_01_ATL_PHI,3257,PHI
2018_01_ATL_PHI,3279,PHI
2018_01_ATL_PHI,3320,PHI
2018_01_ATL_PHI,3350,PHI
2018_01_ATL_PHI,3371,PHI
2018_01_ATL_PHI,3392,PHI
2018_01_ATL_PHI,3418,ATL
2018_01_ATL_PHI,3439,ATL
2018_01_ATL_PHI,3460,ATL
