game_id,play_id,defense
2020_01_HOU_KC,39,HOU
2020_01_HOU_KC,54,KC
2020_01_HOU_KC,75,KC
2020_01_HOU_KC,97,KC
2020_01_HOU_KC,120,KC
2020_01_HOU_KC,142,KC
2020_01_HOU_KC,160,HOU
2020_01_HOU_KC,181,HOU
2020_01_HOU_KC,202,HOU
2020_01_HOU_KC,226,HOU
2020_01_HOU_KC,255,HOU
2020_01_HOU_KC,279,HOU
2020_01_HOU_KC,304,HOU
2020_01_HOU_KC,365,HOU
2020_01_HOU_KC,387,HOU
2020_01_HOU_KC,404,KC
2020_01_HOU_KC,425,KC
2020_01_HOU_KC,449,KC
2020_01_HOU_KC,470,KC
2020_01_HOU_KC,494,KC
2020_01_HOU_KC,518,KC
2020_01_HOU_KC,539,KC
2020_01_HOU_KC,563,KC
2020_01_HOU_KC,590,KC
2020_01_HOU_KC,612,KC
2020_01_HOU_KC,628,KC
2020_01_HOU_KC,643,HOU
2020_01_HOU_KC,672,HOU
2020_01_HOU_KC,693,HOU
2020_01_HOU_KC,714,HOU
2020_01_HOU_KC,735,HOU
2020_01_HOU_KC,759,HOU
2020_01_HOU_KC,783,HOU
2020_01_HOU_KC,804,HOU
2020_01_HOU_KC,847,HOU
2020_01_HOU_KC,871,HOU
2020_01_HOU_KC,893,HOU
2020_01_HOU_KC,918,HOU
2020_01_HOU_KC,934,HOU
2020_01_HOU_KC,949,KC
2020_01_HOU_KC,973,KC
2020_01_HOU_KC,994,KC
2020_01_HOU_KC,1013,KC
2020_01_HOU_KC,1039,KC
2020_01_HOU_KC,1067,HOU
2020_01_HOU_KC,1091,HOU
2020_01_HOU_KC,1112,HOU
2020_01_HOU_KC,1134,HOU
2020_01_HOU_KC,1155,HOU
2020_01_HOU_KC,1176,HOU
2020_01_HOU_KC,1202,HOU
2020_01_HOU_KC,1231,HOU
2020_01_HOU_KC,1254,HOU
2020_01_HOU_KC,1275,HOU
2020_01_HOU_KC,1301,HOU
2020_01_HOU_KC,1322,HOU
2020_01_HOU_KC,1343,HOU
2020_01_HOU_KC,1364,HOU
2020_01_HOU_KC,1393,HOU
2020_01_HOU_KC,1418,HOU
2020_01_HOU_KC,1483,HOU
2020_01_HOU_KC,1508,HOU
2020_01_HOU_KC,1524,HOU
2020_01_HOU_KC,1546,KC
2020_01_HOU_KC,1587,KC
2020_01_HOU_KC,1608,KC
2020_01_HOU_KC,1646,KC
2020_01_HOU_KC,1668,KC
2020_01_HOU_KC,1697,KC
2020_01_HOU_KC,1719,KC
2020_01_HOU_KC,1743,KC
2020_01_HOU_KC,1765,KC
2020_01_HOU_KC,1787,KC
2020_01_HOU_KC,1809,KC
2020_01_HOU_KC,1830,HOU
2020_01_HOU_KC,1852,HOU
2020_01_HOU_KC,1893,HOU
2020_01_HOU_KC,1928,HOU
2020_01_HOU_KC,1961,HOU
2020_01_HOU_KC,1997,KC
2020_01_HOU_KC,2012,HOU
2020_01_HOU_KC,2041,HOU
2020_01_HOU_KC,2067,HOU
2020_01_HOU_KC,2091,HOU
2020_01_HOU_KC,2112,HOU
2020_01_HOU_KC,2147,HOU
2020_01_HOU_KC,2176,HOU
2020_01_HOU_KC,2200,HOU
2020_01_HOU_KC,2222,HOU
2020_01_HOU_KC,2238,HOU
2020_01_HOU_KC,2260,KC
2020_01_HOU_KC,2284,KC
2020_01_HOU_KC,2305,KC
2020_01_HOU_KC,2326,KC
2020_01_HOU_KC,2350,KC
2020_01_HOU_KC,2376,KC
2020_01_HOU_KC,2397,KC
2020_01_HOU_KC,2418,KC
2020_01_HOU_KC,2437,KC
2020_01_HOU_KC,2477,HOU
2020_01_HOU_KC,2498,HOU
2020_01_HOU_KC,2522,HOU
2020_01_HOU_KC,2544,HOU
2020_01_HOU_KC,2569,HOU
2020_01_HOU_KC,2593,HOU
2020_01_HOU_KC,2614,HOU
2020_01_HOU_KC,2635,HOU
2020_01_HOU_KC,2659,HOU
2020_01_HOU_KC,2687,KC
2020_01_HOU_KC,2708,KC
2020_01_HOU_KC,2753,KC
2020_01_HOU_KC,2777,KC
2020_01_HOU_KC,2819,HOU
2020_01_HOU_KC,2840,HOU
2020_01_HOU_KC,2862,HOU
2020_01_HOU_KC,2900,HOU
2020_01_HOU_KC,2944,HOU
2020_01_HOU_KC,2966,HOU
2020_01_HOU_KC,2988,HOU
2020_01_HOU_KC,3013,HOU
2020_01_HOU_KC,3029,HOU
2020_01_HOU_KC,3051,KC
2020_01_HOU_KC,3075,KC
2020_01_HOU_KC,3099,KC
2020_01_HOU_KC,3118,KC
2020_01_HOU_KC,3139,KC
2020_01_HOU_KC,3190,KC
2020_01_HOU_KC,3211,KC
2020_01_HOU_KC,3233,KC
2020_01_HOU_KC,3262,KC
2020_01_HOU_KC,3283,KC
2020_01_HOU_KC,3308,KC
2020_01_HOU_KC,3344,KC
2020_01_HOU_KC,3371,HOU
2020_01_HOU_KC,3392,HOU
2020_01_HOU_KC,3413,HOU
2020_01_HOU_KC,3435,HOU
2020_01_HOU_KC,3465,KC
2020_01_HOU_KC,3498,KC
2020_01_HOU_KC,3522,KC
2020_01_HOU_KC,3541,KC
2020_01_HOU_KC,3565,KC
2020_01_HOU_KC,3587,KC
2020_01_HOU_KC,3611,KC
2020_01_HOU_KC,3633,KC
2020_01_HOU_KC,3649,KC
2020_01_HOU_KC,3673,HOU
2020_01_HOU_KC,3711,HOU
2020_01_HOU_KC,3749,HOU
2020_01_HOU_KC,3787,HOU
2020_01_HOU_KC,3808,HOU
