season,week,player_id,ngs_cpoe,ngs_air_yards,ngs_time_to_throw,ngs_aggressiveness
2022,1,00-0032950,-1.618927676321519,7.564634146341463,2.624536585365853,14.634146341463413
2022,1,00-0034855,-9.5069115360578,6.47346153846154,2.5128148148148144,7.4074074074074066
2022,1,00-0036212,1.3250711289319241,8.031612903225806,2.917242424242424,12.121212121212121
2022,1,00-0036442,-1.8869800528265372,7.602452830188679,2.700207547169811,18.867924528301888
2022,1,00-0036971,1.1674669083385183,10.175526315789472,2.88247619047619,7.142857142857142
2022,1,00-0036355,8.744323428939367,7.007352941176473,3.0371470588235296,17.647058823529413
2022,1,00-0033869,-1.833416281366027,8.019189189189188,2.639351351351351,28.947368421052634
2022,1,00-0033077,-15.70034119589576,7.434827586206896,2.7209655172413787,24.137931034482758
2022,1,00-0033873,10.323989429535033,7.823846153846152,2.5549230769230773,17.94871794871795
2022,1,00-0036945,-14.854963189538786,9.978235294117647,3.274647058823529,0
2022,1,00-0019596,2.4441135150414794,10.710740740740743,2.4967407407407403,18.51851851851852
2022,1,00-0031503,9.879387213903328,9.375625000000001,2.7829687500000007,32.35294117647059
2022,1,00-0026143,-7.7515804171562195,6.325714285714284,2.76022,14.000000000000002
2022,1,00-0029701,-1.379142430695623,9.379032258064514,2.7636249999999998,18.181818181818183
2022,1,00-0037012,-19.572642552001128,7.461153846153847,2.942142857142857,10.714285714285714
2022,1,00-0034796,-6.5850025912126,12.041379310344826,3.0082666666666666,20
2022,1,00-0026498,-6.673651933670044,5.629268292682927,2.702756097560976,2.4390243902439024
2022,1,00-0036389,-8.794804103672504,5.24896551724138,2.7516875,12.5
2022,1,00-0035228,-0.24688725962359115,7.508125,2.803058823529412,14.705882352941178
2022,1,00-0032268,-6.751661250988633,8.6878125,2.96028125,6.0606060606060606
2022,1,00-0026158,-2.734823146108859,5.471929824561403,2.7841694915254234,10.16949152542373
2022,1,00-0035710,9.574580902145016,6.347619047619048,2.9777619047619046,4.761904761904762
2022,1,00-0033119,-0.7867353584836465,7.666333333333333,2.973875,26.47058823529412
2022,1,00-0023459,-0.6018709610490305,5.471290322580644,2.565235294117647,11.76470588235294
2022,1,00-0036898,-7.10290803297147,6.989722222222223,2.555189189189189,10.81081081081081
2022,1,00-0033106,-10.000822672972802,8.17054054054054,2.468594594594595,16.216216216216218
2022,1,00-0030565,11.760053677218295,5.12740740740741,2.854892857142857,10.714285714285714
2022,1,00-0029263,3.1114881414742825,7.274146341463415,3.0362857142857136,21.428571428571427
2022,1,00-0029604,7.570731535088271,5.543548387096773,2.97403125,6.25
2022,1,00-0034857,11.602987300965097,7.107419354838709,2.4596451612903225,9.67741935483871
2022,1,00-0036972,-2.9240289330482483,8.712666666666667,2.5206999999999993,13.333333333333334
2022,1,00-0031280,3.3997536108300466,9.846,2.759810810810811,10.81081081081081
2022,2,00-0029263,-12.033826232917853,9.540357142857143,2.7629032258064514,25.806451612903224
2022,2,00-0036972,-6.623731766428264,8.959999999999999,2.748542857142857,17.142857142857142
2022,2,00-0032950,-0.06960436053897467,9.329772727272726,2.9183260869565215,10.869565217391305
2022,2,00-0026158,-5.253454289314419,9.913095238095238,2.7995227272727274,9.090909090909092
2022,2,00-0026498,7.934685217009658,7.78,2.6498888888888885,11.11111111111111
2022,2,00-0031280,-3.3608885147632606,5.984358974358973,2.397076923076923,17.94871794871795
2022,2,00-0032268,4.816995188593864,7.654399999999998,2.9121923076923077,15.384615384615385
2022,2,00-0036212,1.6335380971431732,7.5817999999999985,2.6121,6
2022,2,00-0033662,-3.1843864533209043,6.0186666666666655,2.322666666666666,22.58064516129032
2022,2,00-0036971,9.522165507078185,6.363333333333332,2.6315000000000004,6.666666666666667
2022,2,00-0019596,-12.075298257610378,8.80939393939394,2.540294117647058,17.647058823529413
2022,2,00-0035710,3.3581658759537802,6.2584374999999985,3.1758823529411764,14.705882352941178
2022,2,00-0034857,-2.084020172294828,8.40972972972973,2.595315789473684,5.263157894736842
2022,2,00-0036355,3.7881808665891583,5.183913043478259,2.752875,22.916666666666664
2022,2,00-0036442,-2.4083014163706054,5.769142857142856,2.3940833333333336,11.11111111111111
2022,2,00-0034855,-12.933495794904644,7.941851851851852,2.9469655172413796,13.793103448275861
2022,2,00-0035228,-4.251818997519358,5.330638297872341,2.6319183673469393,18.367346938775512
2022,2,00-0031503,-0.18231499940156937,12.507750000000003,2.7920249999999998,15
2022,2,00-0026143,-4.22530859708786,9.983793103448274,3.0838666666666668,30
2022,2,00-0030565,6.48956437905629,5.320689655172413,2.909666666666666,3.3333333333333335
2022,2,00-0034796,4.889103513339464,11.167241379310346,2.685068965517241,17.24137931034483
2022,2,00-0036389,14.751100155615035,8.541,2.964225806451613,3.225806451612903
2022,2,00-0036898,-12.778656890517794,8.530270270270272,2.566736842105263,18.421052631578945
2022,2,00-0029701,-5.732213705778122,9.068499999999998,2.68675,20
2022,2,00-0033106,-4.498156510731754,8.634705882352943,2.6947941176470587,20.588235294117645
2022,2,00-0033873,-0.7844541754041359,7.228235294117647,2.7178857142857145,8.571428571428571
2022,2,00-0031345,-6.866415341695138,7.9866666666666655,2.4184761904761904,19.047619047619047
2022,2,00-0033119,12.088416130454448,6.395555555555556,2.8103703703703706,14.814814814814813
2022,2,00-0023459,6.389652967453003,4.828800000000002,2.57072,24
2022,2,00-0029604,-7.897754531839624,5.774,2.775782608695652,17.391304347826086
2022,2,00-0033869,-2.168459558125697,7.798181818181819,2.5756060606060602,15.151515151515152
2022,3,00-0026158,-5.4219077126337965,9.899166666666664,2.779326923076923,15.384615384615385
2022,3,00-0023459,6.531228508268086,4.706470588235295,2.4395428571428575,11.428571428571429
2022,3,00-0026143,7.193669515687063,4.662500000000001,2.5186216216216213,24.324324324324326
2022,3,00-0030565,10.64321665008638,9.592954545454546,2.716227272727273,9.090909090909092
2022,3,00-0036212,0.9152276648415381,9.760555555555555,2.491777777777778,11.11111111111111
2022,3,00-0036898,-2.968595176935196,7.271935483870968,2.7002187500000003,25
2022,3,00-0036355,-3.8611662139495166,8.518536585365853,2.962933333333333,20
2022,3,00-0026498,-1.3535428643226624,7.876,2.77868,8
2022,3,00-0029263,-9.781668854482234,6.258125,2.766454545454546,15.151515151515152
2022,3,00-0033873,-3.8858215723718956,9.13625,3.194542857142857,8.571428571428571
2022,3,00-0036442,2.7978426673346064,8.35057142857143,2.8797777777777775,19.444444444444446
2022,3,00-0032950,-5.232679904546842,7.67952380952381,2.599976744186047,20.930232558139537
2022,3,00-0036945,-25.95775881234338,7.539999999999999,2.7375294117647058,0
2022,3,00-0034855,-14.26743859052658,6.190416666666667,2.8627200000000004,24
2022,3,00-0035710,-5.749496575948356,6.5959375,3.1590540540540535,18.91891891891892
2022,3,00-0031280,4.18446477163922,10.46325,2.8833181818181814,27.27272727272727
2022,3,00-0036972,9.363738779211417,12.013125,2.9357812500000002,25
2022,3,00-0034796,-2.550383734291998,9.88185185185185,3.369793103448276,6.896551724137931
2022,3,00-0036389,5.965461496795918,11.703529411764707,2.8140571428571426,34.285714285714285
2022,3,00-0031345,-5.6538852638211665,8.580344827586206,2.611862068965517,13.793103448275861
2022,3,00-0029604,-3.4599398694387347,8.094054054054054,3.0884750000000003,17.073170731707318
2022,3,00-0033662,0.5161158500179113,8.48066666666667,2.531322580645161,16.129032258064516
2022,3,00-0032268,13.9002401009202,15.70157894736842,3.1712999999999996,25
2022,3,00-0031503,2.3845221756435038,11.945897435897434,2.7009024390243903,29.268292682926827
2022,3,00-0033106,-0.5597259213284786,9.254594594594593,3.0894500000000003,17.073170731707318
2022,3,00-0033869,1.2988240458071232,11.5278125,2.9394999999999993,18.75
2022,3,00-0036971,1.6196593260153804,5.290000000000001,2.3941794871794873,10.256410256410255
2022,3,00-0019596,3.167762429941263,5.815249999999999,2.2227142857142854,11.904761904761903
2022,3,00-0034857,2.394999918483549,5.672456140350878,2.8746774193548394,14.285714285714285
2022,3,00-0033119,-5.065043318656194,6.715483870967742,2.6150967741935487,3.225806451612903
2022,3,00-0029701,0.3687172024338281,7.253461538461538,2.687925925925926,3.7037037037037033
2022,3,00-0035228,-8.20510777933844,5.682363636363636,2.4325689655172416,8.620689655172415
2022,4,00-0033662,-0.4174729188283237,9.428461538461537,2.97462962962963,33.33333333333333
